control,description,rows,shape_l2_median,shape_l2_p95,original_afterpulse_fraction,control_afterpulse_fraction,label_flip_fraction,afterpulse_flip_fraction,memory_flip_fraction
time_reversal,reverse the waveform sample order,42370,0.3814008831977844,0.8439768552780148,0.4098418692471088,0.7713712532452207,0.5808827000236017,0.2676072559746617,0.7984403119376124
circular_roll_plus3,roll each waveform three samples later,42370,0.41963398456573486,0.6698376268148423,0.4098418692471088,0.632452206750059,0.3195185272598537,0.1182263173049237,0.45930813837232554
per_pulse_random_permutation,shuffle sample order independently per pulse,42370,0.5112568140029907,0.7752376973628994,0.4098418692471088,0.6155770592400284,0.3332782629218787,0.15560034552260293,0.4566686662667466
