run,group,event_index,eventno,stave,stave_idx,amplitude_adc,target_odd_neg_amp,peak_sample,tail_10_17_over_total,tail_12_17_over_total,early_0_5_over_total,exp_tail_log_slope,exp_tail_residual_max,exp_tail_positive_residual_sum,ar1_tail_residual_rms,event_selected_stave_multiplicity,late_tail_memory_threshold,afterpulse_residual_threshold,late_tail_memory_like,afterpulse_or_pileup
37,sample_i_calib,27726,647553,B8,3,1007.0,448.5,0,0.0,0.0,1.0,0.0,-1.4389375,0.0,0.056351658,2,0.3356955921910285,0.25581894695758817,0,1
37,sample_i_calib,27746,647573,B4,1,3287.5,2719.0,5,0.34069067,0.17972426,0.24428315,-0.22765546,0.1276255,0.18917789,0.07050247,2,0.3356955921910285,0.25581894695758817,0,1
37,sample_i_calib,27746,647573,B6,2,4361.5,4095.0,5,0.43983087,0.27088133,0.20459782,-0.1505618,0.13676868,0.33070824,0.061010648,2,0.3356955921910285,0.25581894695758817,0,1
37,sample_i_calib,27752,647579,B4,1,1114.5,1414.0,17,0.7502524,0.7502524,0.24974756,0.6279777,0.99946636,0.99946636,0.92032653,1,0.3356955921910285,0.25581894695758817,0,1
37,sample_i_calib,27758,647585,B6,2,2745.0,2745.0,6,0.36107942,0.18810457,0.12986755,-0.26665643,0.085048236,0.21133488,0.035799295,2,0.3356955921910285,0.25581894695758817,0,1
37,sample_i_calib,27758,647585,B8,3,3087.0,3081.5,10,0.47021332,0.26021442,0.087794274,-0.19937065,0.15193953,0.46314052,0.090606935,2,0.3356955921910285,0.25581894695758817,0,1
37,sample_i_calib,27799,647626,B2,0,5478.0,5430.0,6,0.52509385,0.3671245,0.08448455,-0.06580202,0.0640972,0.12487282,0.04707958,1,0.3356955921910285,0.25581894695758817,1,0
37,sample_i_calib,27800,647627,B4,1,1088.5,263.5,6,0.0,0.0,0.6644167,-0.5088262,-0.7171325,0.0,0.21673287,2,0.3356955921910285,0.25581894695758817,0,1
37,sample_i_calib,27800,647627,B6,2,2046.0,661.0,3,0.008923408,0.0,0.503842,-1.3307663,0.046854734,0.046854734,0.19862716,2,0.3356955921910285,0.25581894695758817,0,1
37,sample_i_calib,27998,647825,B6,2,3728.5,3709.5,6,0.44428465,0.2472809,0.14630711,-0.18308409,0.21064727,0.42877933,0.08491118,2,0.3356955921910285,0.25581894695758817,0,1
37,sample_i_calib,27998,647825,B8,3,3078.0,3069.0,9,0.41811833,0.23045586,0.12093113,-0.22304034,0.08370834,0.27593827,0.070704594,2,0.3356955921910285,0.25581894695758817,0,1
37,sample_i_calib,28065,647892,B6,2,3371.0,3372.0,8,0.6377171,0.40698665,0.00038771715,-0.16638967,0.258514,0.6679611,0.09964179,1,0.3356955921910285,0.25581894695758817,0,1
37,sample_i_calib,28119,647946,B8,3,1128.0,712.0,0,0.0,0.0,1.0,0.0,-1.4211093,0.0,0.054833136,1,0.3356955921910285,0.25581894695758817,0,0
37,sample_i_calib,28130,647957,B6,2,4192.0,4197.0,13,0.99967057,0.9857392,0.0003294583,1.4918575,0.9545934,2.3258727,0.22452411,1,0.3356955921910285,0.25581894695758817,0,1
37,sample_i_calib,28213,648040,B4,1,2673.5,2685.0,15,0.99778616,0.99756473,0.0022138588,1.5965687,0.7355775,1.5980637,0.19529589,2,0.3356955921910285,0.25581894695758817,0,1
37,sample_i_calib,28213,648040,B6,2,3317.5,3320.0,15,0.98653704,0.9807507,0.00081009144,0.62311566,0.54331917,1.2357645,0.20699127,2,0.3356955921910285,0.25581894695758817,0,1
37,sample_i_calib,28236,648063,B2,0,2131.5,1869.5,5,0.130212,0.0,0.34311387,-1.6255612,0.5891904,0.8137711,0.17521492,2,0.3356955921910285,0.25581894695758817,0,1
37,sample_i_calib,28236,648063,B4,1,2494.0,1891.5,4,0.20104712,0.051243454,0.401178,-1.6527915,0.41860816,1.0646383,0.13933991,2,0.3356955921910285,0.25581894695758817,0,1
37,sample_i_calib,28244,648071,B4,1,1372.0,1369.5,8,0.40307063,0.19877174,0.0790174,-0.31350243,0.10862896,0.38301182,0.05736126,1,0.3356955921910285,0.25581894695758817,0,0
37,sample_i_calib,28254,648081,B4,1,3699.5,3695.5,14,0.9990939,0.9990939,0.0009060883,1.6633118,0.9023426,2.298924,0.22254358,1,0.3356955921910285,0.25581894695758817,0,1
37,sample_i_calib,28263,648090,B2,0,8441.5,8437.5,6,0.464137,0.32459202,0.14973873,-0.039686464,0.052395236,0.15621693,0.051758286,1,0.3356955921910285,0.25581894695758817,0,0
37,sample_i_calib,28282,648109,B4,1,4179.0,4179.0,10,0.85063773,0.6052437,0.00015404522,0.03639308,0.3247425,0.7396778,0.21798162,1,0.3356955921910285,0.25581894695758817,0,1
37,sample_i_calib,28287,648114,B2,0,7668.0,7668.0,6,0.47815397,0.33493382,0.12886512,-0.04666572,0.06553611,0.14520878,0.043936457,1,0.3356955921910285,0.25581894695758817,0,0
37,sample_i_calib,28365,648192,B2,0,3121.5,3124.5,5,0.31791207,0.1402308,0.25051138,-1.4233333,0.41912645,1.3072433,0.13865083,1,0.3356955921910285,0.25581894695758817,0,1
37,sample_i_calib,28375,648202,B4,1,2581.0,2581.0,9,0.5643844,0.33818507,0.011782762,-0.19378024,0.13046722,0.47908753,0.06742465,2,0.3356955921910285,0.25581894695758817,0,1
37,sample_i_calib,28375,648202,B6,2,2796.5,2801.0,9,0.58621436,0.33726546,0.002426543,-0.20725419,0.12336163,0.52879024,0.0787607,2,0.3356955921910285,0.25581894695758817,0,1
37,sample_i_calib,28381,648208,B2,0,4459.5,4459.5,7,0.5464541,0.36028236,0.04098215,-0.12521936,0.16484056,0.5340448,0.07332977,1,0.3356955921910285,0.25581894695758817,1,0
37,sample_i_calib,28420,648247,B6,2,3330.0,3322.0,6,0.41789898,0.22338946,0.120754026,-0.21962842,0.13145803,0.30569768,0.07750719,1,0.3356955921910285,0.25581894695758817,0,0
37,sample_i_calib,28449,648276,B4,1,2842.5,1675.5,4,0.19264747,0.074036986,0.3512028,-0.85483325,0.116164014,0.47293943,0.048814934,2,0.3356955921910285,0.25581894695758817,0,1
37,sample_i_calib,28449,648276,B6,2,4225.0,3044.0,4,0.38503173,0.23278119,0.2704914,-0.17983516,0.15274763,0.34190786,0.055777542,2,0.3356955921910285,0.25581894695758817,0,1
37,sample_i_calib,28532,648359,B8,3,1128.5,780.5,0,0.0,0.0,1.0,0.0,-1.4014279,0.0,0.05606084,1,0.3356955921910285,0.25581894695758817,0,0
37,sample_i_calib,28614,648441,B2,0,3766.0,1291.5,3,0.16074333,0.06989698,0.5244738,-1.5185384,0.20850044,0.6128589,0.095302664,1,0.3356955921910285,0.25581894695758817,0,0
37,sample_i_calib,28638,648465,B4,1,2699.5,2699.0,8,0.51999027,0.29888132,0.02188716,-0.22492172,0.12635267,0.45379132,0.06401455,1,0.3356955921910285,0.25581894695758817,0,0
37,sample_i_calib,28655,648482,B6,2,2523.5,1062.5,4,0.080087274,0.0062545454,0.45050183,-1.617564,0.24373172,0.43391538,0.06712061,1,0.3356955921910285,0.25581894695758817,0,0
37,sample_i_calib,28660,648487,B2,0,1568.5,200.5,0,0.0,0.0,1.0,0.0,-0.7290505,0.0,0.25753728,1,0.3356955921910285,0.25581894695758817,0,0
37,sample_i_calib,28702,648529,B6,2,3810.0,3714.0,5,0.41888815,0.2255736,0.17842808,-0.19685552,0.19582163,0.38215932,0.083262354,1,0.3356955921910285,0.25581894695758817,0,0
37,sample_i_calib,28772,648599,B4,1,1056.5,1050.5,8,0.39480555,0.1840044,0.070221245,-0.42763776,0.18445674,0.5968471,0.06582201,1,0.3356955921910285,0.25581894695758817,0,0
37,sample_i_calib,28790,648617,B2,0,2334.0,2304.0,7,0.3554296,0.17852029,0.13359188,-0.28065684,0.09720292,0.2823594,0.041269924,1,0.3356955921910285,0.25581894695758817,0,0
37,sample_i_calib,28840,648667,B4,1,2098.0,2098.5,10,0.713003,0.4428334,0.0011306951,-0.14687203,0.16955012,0.77242947,0.124598,3,0.3356955921910285,0.25581894695758817,0,1
37,sample_i_calib,28840,648667,B6,2,2283.0,2283.0,10,0.75221986,0.46645927,0.00058331713,-0.1328512,0.20284891,0.87793744,0.14960192,3,0.3356955921910285,0.25581894695758817,0,1
37,sample_i_calib,28840,648667,B8,3,4274.0,4273.0,9,0.7602872,0.55502677,0.00019947566,-0.030808192,0.06359624,0.15296982,0.09710533,3,0.3356955921910285,0.25581894695758817,0,1
37,sample_i_calib,28909,648736,B2,0,9590.0,9569.5,5,0.4728898,0.3282969,0.23197506,-0.057653856,0.06574137,0.12715796,0.05215667,1,0.3356955921910285,0.25581894695758817,0,0
37,sample_i_calib,28915,648742,B4,1,3878.5,3873.5,7,0.53663826,0.3448764,0.050585344,-0.13924937,0.20787323,0.56240535,0.0790071,1,0.3356955921910285,0.25581894695758817,1,0
37,sample_i_calib,28932,648759,B4,1,3634.5,3585.5,6,0.46608296,0.27699655,0.13955957,-0.16742592,0.20399548,0.48632908,0.08536598,1,0.3356955921910285,0.25581894695758817,0,0
37,sample_i_calib,28964,648791,B8,3,3124.0,1945.0,4,0.25118956,0.12037606,0.3230238,-0.34300733,0.03885374,0.14946032,0.06419106,1,0.3356955921910285,0.25581894695758817,0,0
37,sample_i_calib,29019,648846,B6,2,2381.0,1503.5,5,0.13584691,0.032524947,0.40002528,-1.4526255,0.18420386,0.43876466,0.039891236,1,0.3356955921910285,0.25581894695758817,0,0
37,sample_i_calib,29042,648869,B2,0,7960.5,7715.0,5,0.44585592,0.31580818,0.20773642,-0.040415738,0.05527802,0.13753767,0.04059233,1,0.3356955921910285,0.25581894695758817,0,0
37,sample_i_calib,29106,648933,B6,2,2843.5,2846.0,8,0.5512459,0.31663394,0.0077383625,-0.21775986,0.12226221,0.483604,0.06814734,1,0.3356955921910285,0.25581894695758817,0,0
37,sample_i_calib,29121,648948,B2,0,5773.0,5771.0,6,0.53181016,0.37211907,0.06508082,-0.062936306,0.0731027,0.11444628,0.05157722,1,0.3356955921910285,0.25581894695758817,1,0
37,sample_i_calib,29122,648949,B4,1,5562.0,5557.5,17,0.9946361,0.9935153,0.001761268,0.80583984,0.8732317,1.981405,0.7110768,1,0.3356955921910285,0.25581894695758817,0,1
37,sample_i_calib,29185,649012,B2,0,6814.0,6749.5,6,0.47098753,0.33213186,0.16860083,-0.04391357,0.07091208,0.12404108,0.042835478,1,0.3356955921910285,0.25581894695758817,0,0
37,sample_i_calib,29190,649017,B6,2,1857.5,1377.5,5,0.16289087,0.051729135,0.36504453,-0.853296,0.08829852,0.27973014,0.03688274,1,0.3356955921910285,0.25581894695758817,0,0
37,sample_i_calib,29206,649033,B2,0,8233.0,8212.5,6,0.4671082,0.32715088,0.15119722,-0.03827352,0.05240538,0.159795,0.052825775,1,0.3356955921910285,0.25581894695758817,0,0
37,sample_i_calib,29220,649047,B4,1,1860.5,1860.5,8,0.484041,0.26523685,0.044338536,-0.24795738,0.13324638,0.438315,0.062896185,1,0.3356955921910285,0.25581894695758817,0,0
37,sample_i_calib,29318,649145,B4,1,2137.5,2123.0,7,0.36309135,0.18252313,0.12394109,-0.28769287,0.09724213,0.30055583,0.042551976,1,0.3356955921910285,0.25581894695758817,0,0
37,sample_i_calib,29320,649147,B2,0,5513.5,5497.5,6,0.50180334,0.3399212,0.12883858,-0.081622526,0.06610118,0.3087284,0.0598089,1,0.3356955921910285,0.25581894695758817,1,0
37,sample_i_calib,29368,649195,B2,0,7619.5,7472.0,5,0.444279,0.31383437,0.19674334,-0.044705745,0.062068857,0.119600385,0.03875053,1,0.3356955921910285,0.25581894695758817,0,0
37,sample_i_calib,29381,649208,B4,1,3382.5,3382.5,16,0.99382657,0.9920627,0.0019598235,0.83409935,0.62043864,1.3166704,0.24121147,1,0.3356955921910285,0.25581894695758817,0,1
37,sample_i_calib,29403,649230,B8,3,1175.5,846.5,5,0.18590926,0.07844584,0.34784213,-0.342739,0.051937494,0.091645494,0.023823278,1,0.3356955921910285,0.25581894695758817,0,0
37,sample_i_calib,29414,649241,B4,1,4136.0,4136.0,7,0.5747507,0.39356372,0.03236415,-0.092902675,0.12865572,0.42784554,0.058602404,1,0.3356955921910285,0.25581894695758817,1,0
37,sample_i_calib,29470,649297,B6,2,4382.0,4133.0,5,0.43979216,0.27335864,0.20618068,-0.14784862,0.12581965,0.33592737,0.05667698,1,0.3356955921910285,0.25581894695758817,0,0
37,sample_i_calib,29476,649303,B2,0,8912.5,8912.0,6,0.4642482,0.32301185,0.10961373,-0.06050345,0.07456328,0.12352859,0.050202295,1,0.3356955921910285,0.25581894695758817,0,0
37,sample_i_calib,29586,649413,B4,1,2024.5,604.5,3,0.06658357,0.0,0.58242446,-1.4859142,0.19844164,0.2889064,0.16625066,1,0.3356955921910285,0.25581894695758817,0,0
37,sample_i_calib,29614,649441,B6,2,4296.5,4294.0,16,0.9972383,0.9971958,0.0011046907,1.3542908,0.82987773,1.8468657,0.27945057,1,0.3356955921910285,0.25581894695758817,0,1
37,sample_i_calib,29701,649528,B2,0,6727.5,6727.5,6,0.5006279,0.34958023,0.121968284,-0.047424525,0.07262637,0.14671665,0.051927485,1,0.3356955921910285,0.25581894695758817,1,0
37,sample_i_calib,29703,649530,B6,2,1238.0,1232.5,8,0.44739857,0.2327527,0.04584002,-0.2744864,0.11438501,0.36510816,0.05630156,1,0.3356955921910285,0.25581894695758817,0,0
37,sample_i_calib,29711,649538,B2,0,5694.0,5681.0,6,0.5065314,0.34937686,0.12878834,-0.063448995,0.085159175,0.21520987,0.062538475,1,0.3356955921910285,0.25581894695758817,1,0
37,sample_i_calib,29723,649550,B2,0,7451.5,7425.0,6,0.47152114,0.33035168,0.15873706,-0.0396748,0.055299304,0.16616654,0.051676024,1,0.3356955921910285,0.25581894695758817,0,0
37,sample_i_calib,29800,649627,B2,0,8469.0,8335.0,5,0.43643686,0.30735785,0.20718852,-0.038872406,0.05395904,0.14268093,0.04123333,1,0.3356955921910285,0.25581894695758817,0,0
37,sample_i_calib,29833,649660,B2,0,3106.5,3101.0,7,0.39346683,0.20259763,0.08978759,-0.28630158,0.116417766,0.33062616,0.06608092,1,0.3356955921910285,0.25581894695758817,0,0
37,sample_i_calib,29875,649702,B8,3,1652.0,1601.0,7,0.32346204,0.15035994,0.16999346,-0.3178392,0.10309012,0.29568675,0.048380755,1,0.3356955921910285,0.25581894695758817,0,0
37,sample_i_calib,29926,649753,B6,2,4251.0,4250.0,6,0.5004103,0.3120418,0.10597439,-0.13639969,0.17338046,0.5293077,0.08908051,1,0.3356955921910285,0.25581894695758817,0,0
37,sample_i_calib,29935,649762,B4,1,5825.5,5807.5,9,0.6852269,0.47972843,0.0032626428,-0.079369426,0.013093434,0.045006886,0.07769163,1,0.3356955921910285,0.25581894695758817,1,0
37,sample_i_calib,30004,649831,B2,0,2885.5,1500.0,4,0.15926367,0.048035536,0.38222364,-1.2577027,0.17238994,0.4705462,0.051801346,1,0.3356955921910285,0.25581894695758817,0,0
37,sample_i_calib,30056,649883,B4,1,1244.0,278.0,3,0.0,0.0,0.59996986,-1.0172259,-0.48735785,0.0,0.30035844,1,0.3356955921910285,0.25581894695758817,0,0
37,sample_i_calib,30183,650010,B2,0,8594.0,8568.0,6,0.4530572,0.3157791,0.16458808,-0.043823406,0.056823455,0.15679151,0.05185226,1,0.3356955921910285,0.25581894695758817,0,0
37,sample_i_calib,30192,650019,B6,2,1831.5,1831.5,6,0.08594409,0.0,0.09797012,-1.5126467,0.18945625,0.27531618,0.23497106,1,0.3356955921910285,0.25581894695758817,0,0
37,sample_i_calib,30225,650052,B2,0,8626.0,9653.0,8,0.5756364,0.39700747,0.022796765,-0.09871222,0.07130084,0.07448878,0.23019351,1,0.3356955921910285,0.25581894695758817,1,0
37,sample_i_calib,30229,650056,B4,1,5848.0,5705.5,5,0.47036573,0.33413103,0.18398148,-0.052876808,0.059638962,0.12584014,0.04356969,1,0.3356955921910285,0.25581894695758817,0,0
37,sample_i_calib,30275,650102,B6,2,1470.5,1463.5,6,0.3199036,0.14872289,0.15421687,-0.30611092,0.09188557,0.25913927,0.046916384,2,0.3356955921910285,0.25581894695758817,0,1
37,sample_i_calib,30275,650102,B8,3,3374.5,3337.5,6,0.43726376,0.23836762,0.13778223,-0.19589286,0.16208424,0.38499492,0.083118096,2,0.3356955921910285,0.25581894695758817,0,1
37,sample_i_calib,30283,650110,B2,0,7286.0,7204.5,5,0.45956185,0.3232581,0.17942677,-0.045962546,0.06517393,0.12370731,0.04038534,1,0.3356955921910285,0.25581894695758817,0,0
37,sample_i_calib,30304,650131,B2,0,8597.5,8597.5,6,0.46319944,0.325103,0.148193,-0.04028406,0.05393326,0.14736463,0.04937661,1,0.3356955921910285,0.25581894695758817,0,0
37,sample_i_calib,30305,650132,B6,2,1811.0,1796.0,7,0.32587457,0.14946423,0.14599748,-0.32317698,0.10678975,0.28142345,0.045092337,2,0.3356955921910285,0.25581894695758817,0,1
37,sample_i_calib,30305,650132,B8,3,1560.0,1538.5,7,0.3884763,0.19991465,0.11993171,-0.26492447,0.10379392,0.30691004,0.046975974,2,0.3356955921910285,0.25581894695758817,0,1
37,sample_i_calib,30310,650137,B2,0,6261.5,6241.5,6,0.49222425,0.34086657,0.14300561,-0.057953145,0.064856485,0.17790574,0.056883752,1,0.3356955921910285,0.25581894695758817,1,0
37,sample_i_calib,30392,650219,B2,0,6015.0,5998.5,6,0.49994218,0.34587365,0.13518098,-0.059212316,0.0662311,0.18638274,0.061233666,1,0.3356955921910285,0.25581894695758817,1,0
37,sample_i_calib,30421,650248,B4,1,5895.0,5468.0,5,0.45692295,0.32242686,0.21998009,-0.057736374,0.08528717,0.16207477,0.04806665,1,0.3356955921910285,0.25581894695758817,0,0
37,sample_i_calib,30471,650298,B2,0,7552.0,7538.0,6,0.4925276,0.34693563,0.1012374,-0.04730328,0.060901094,0.1244805,0.04423567,1,0.3356955921910285,0.25581894695758817,1,0
37,sample_i_calib,30570,650397,B4,1,1304.5,1302.5,12,0.94433343,0.700314,0.0014273479,0.18578622,0.54228693,2.1579208,0.20024732,1,0.3356955921910285,0.25581894695758817,0,1
37,sample_i_calib,30584,650411,B2,0,5151.5,5151.5,6,0.5197549,0.3542977,0.08024051,-0.0915051,0.07867155,0.29756707,0.044120833,1,0.3356955921910285,0.25581894695758817,1,0
37,sample_i_calib,30618,650445,B6,2,1028.5,657.5,2,0.0,0.0,0.96092314,0.0,-0.57317483,0.0,0.22181852,1,0.3356955921910285,0.25581894695758817,0,0
37,sample_i_calib,30659,650486,B2,0,9525.0,9263.0,5,0.41966042,0.2918283,0.22721651,-0.040963285,0.04492794,0.14975776,0.05141301,1,0.3356955921910285,0.25581894695758817,0,0
37,sample_i_calib,30702,650529,B6,2,3467.0,3169.5,5,0.35998026,0.18341286,0.21740991,-0.23927361,0.16513498,0.25168958,0.083222635,1,0.3356955921910285,0.25581894695758817,0,0
37,sample_i_calib,30782,650609,B2,0,7233.0,7232.0,7,0.5442715,0.38710678,0.023165531,-0.057103105,0.07519295,0.10515285,0.07314579,1,0.3356955921910285,0.25581894695758817,1,0
37,sample_i_calib,30788,650615,B4,1,1536.5,2787.5,17,0.9872925,0.9810685,0.0064834026,0.4708838,0.9916002,1.2236029,0.8988944,2,0.3356955921910285,0.25581894695758817,0,1
37,sample_i_calib,30788,650615,B6,2,1164.0,3239.5,17,0.9878951,0.9878951,0.00941493,1.239295,0.23908512,0.28563258,0.26414633,2,0.3356955921910285,0.25581894695758817,0,1
37,sample_i_calib,30856,650683,B4,1,4331.5,4281.5,5,0.4844655,0.3266418,0.15301365,-0.10435224,0.12496237,0.31257966,0.05342131,1,0.3356955921910285,0.25581894695758817,0,0
37,sample_i_calib,30873,650700,B4,1,1071.0,1033.5,7,0.25789768,0.10889013,0.20226447,-0.391089,0.08263824,0.23497619,0.03533169,2,0.3356955921910285,0.25581894695758817,0,1
37,sample_i_calib,30873,650700,B6,2,3292.0,3284.0,6,0.43020734,0.23000506,0.116862945,-0.2179111,0.13892059,0.3578202,0.0840574,2,0.3356955921910285,0.25581894695758817,0,1
37,sample_i_calib,30928,650755,B2,0,4604.0,4579.0,6,0.48109832,0.30152625,0.13351671,-0.1407723,0.1597051,0.4841867,0.07942622,1,0.3356955921910285,0.25581894695758817,0,0
37,sample_i_calib,30940,650767,B4,1,3590.5,3574.5,15,0.9902439,0.989547,0.0064266357,0.9056569,0.67131037,1.4024934,0.22909927,1,0.3356955921910285,0.25581894695758817,0,1
37,sample_i_calib,30945,650772,B6,2,1100.0,1100.0,8,0.3646099,0.17338093,0.10402855,-0.33404076,0.10691898,0.3242257,0.05322086,1,0.3356955921910285,0.25581894695758817,0,0
37,sample_i_calib,30975,650802,B6,2,4536.5,4541.0,9,0.72642714,0.52444744,0.0001898305,-0.051653396,0.04320463,0.10412276,0.06611933,1,0.3356955921910285,0.25581894695758817,1,0
37,sample_i_calib,31009,650836,B4,1,3057.0,3058.5,17,0.99975055,0.9988774,0.0002494699,1.3597301,0.60746104,1.1225697,0.32508054,1,0.3356955921910285,0.25581894695758817,0,1
37,sample_i_calib,31013,650840,B4,1,4265.5,4267.5,9,0.73206615,0.52810025,0.0003543536,-0.04785441,0.031715576,0.078921445,0.05964091,1,0.3356955921910285,0.25581894695758817,1,0
37,sample_i_calib,31076,650903,B2,0,3863.0,3846.0,6,0.45085514,0.24356028,0.12825717,-0.19153018,0.2428294,0.47659266,0.09908852,1,0.3356955921910285,0.25581894695758817,0,0
37,sample_i_calib,31110,650937,B4,1,3594.5,3565.5,6,0.47519922,0.2890634,0.1335027,-0.16000621,0.21122108,0.49340382,0.08306412,1,0.3356955921910285,0.25581894695758817,0,0
37,sample_i_calib,31156,650983,B4,1,4356.5,4353.0,11,0.9468331,0.6674141,0.0012999253,0.21611749,0.6678413,1.9739285,0.24341175,1,0.3356955921910285,0.25581894695758817,0,1
37,sample_i_calib,31188,651015,B4,1,5284.5,5280.5,6,0.5436719,0.383102,0.04888226,-0.05537935,0.065572694,0.08179371,0.04296975,1,0.3356955921910285,0.25581894695758817,1,0
37,sample_i_calib,31236,651063,B2,0,4703.5,4703.5,6,0.51652324,0.33393624,0.09334669,-0.12233133,0.14269522,0.50003636,0.069234155,1,0.3356955921910285,0.25581894695758817,0,0
37,sample_i_calib,31255,651082,B6,2,1862.0,1860.0,8,0.5230966,0.2907764,0.011736383,-0.25209308,0.14636555,0.48585588,0.06836572,1,0.3356955921910285,0.25581894695758817,0,0
37,sample_i_calib,31273,651100,B4,1,1247.5,1245.5,7,0.3814708,0.19362363,0.092979334,-0.29109937,0.089080095,0.28531486,0.05004762,1,0.3356955921910285,0.25581894695758817,0,0
37,sample_i_calib,31281,651108,B2,0,2214.0,766.0,3,0.0,0.0,0.9802206,0.0,-0.30624306,0.0,0.14887871,1,0.3356955921910285,0.25581894695758817,0,0
37,sample_i_calib,31334,651161,B6,2,1853.5,1860.0,15,0.9991866,0.9973854,0.00081343326,1.5442268,0.790238,1.9124591,0.19170667,2,0.3356955921910285,0.25581894695758817,0,1
37,sample_i_calib,31334,651161,B8,3,3896.5,3896.5,14,0.9990706,0.9970826,0.00092944,1.5369956,0.930893,2.2072701,0.23471655,2,0.3356955921910285,0.25581894695758817,0,1
37,sample_i_calib,31408,651235,B4,1,1140.5,1140.0,16,0.9980479,0.99414366,0.0010274324,1.1196395,0.5342054,1.1313472,0.16471183,1,0.3356955921910285,0.25581894695758817,0,1
37,sample_i_calib,31446,651273,B6,2,4691.0,4684.5,7,0.58176595,0.40257677,0.018985426,-0.08247551,0.08669897,0.36649275,0.08019177,1,0.3356955921910285,0.25581894695758817,1,0
37,sample_i_calib,31452,651279,B2,0,6415.0,6414.0,6,0.50224125,0.3487585,0.12078489,-0.054515533,0.07347837,0.18648013,0.05883374,1,0.3356955921910285,0.25581894695758817,1,0
37,sample_i_calib,31460,651287,B2,0,7229.5,6996.0,5,0.45378166,0.3205028,0.2058446,-0.04897818,0.072309,0.1431875,0.049711194,1,0.3356955921910285,0.25581894695758817,0,0
37,sample_i_calib,31477,651304,B2,0,2545.0,2507.5,7,0.3375327,0.16180003,0.15619496,-0.30653524,0.114022546,0.31651995,0.04637311,1,0.3356955921910285,0.25581894695758817,0,0
37,sample_i_calib,31501,651328,B4,1,4924.5,4606.0,5,0.463121,0.31680235,0.20148474,-0.08958883,0.1109961,0.22899884,0.047769666,1,0.3356955921910285,0.25581894695758817,0,0
37,sample_i_calib,31503,651330,B6,2,3073.0,3063.0,6,0.4235223,0.22917087,0.09203147,-0.22896613,0.09656314,0.2971993,0.07868486,1,0.3356955921910285,0.25581894695758817,0,0
37,sample_i_calib,31511,651338,B4,1,1476.5,365.5,3,0.0,0.0,0.55375046,-1.01957,-0.21877421,0.0,0.2569128,1,0.3356955921910285,0.25581894695758817,0,0
37,sample_i_calib,31558,651385,B6,2,3054.5,3054.5,12,0.98013085,0.7534453,0.00043141673,0.6837938,0.8765163,3.2790377,0.22055921,1,0.3356955921910285,0.25581894695758817,0,1
37,sample_i_calib,31627,651454,B2,0,5767.0,5715.5,6,0.48293304,0.33126163,0.15671013,-0.07633049,0.103034884,0.20525908,0.05620508,1,0.3356955921910285,0.25581894695758817,0,0
37,sample_i_calib,31656,651483,B4,1,2828.0,2830.5,12,0.8819816,0.6135126,0.0001927618,0.024760596,0.35320354,1.4380422,0.20619884,2,0.3356955921910285,0.25581894695758817,0,1
37,sample_i_calib,31656,651483,B6,2,2902.0,2877.5,11,0.9377523,0.6573137,0.0041365563,0.1615662,0.59490013,2.328605,0.2425334,2,0.3356955921910285,0.25581894695758817,0,1
37,sample_i_calib,31740,651567,B4,1,3361.5,3348.5,6,0.46242002,0.25103706,0.10222878,-0.19899875,0.20373806,0.48518777,0.09448894,1,0.3356955921910285,0.25581894695758817,0,0
37,sample_i_calib,31796,651623,B2,0,6235.5,6235.5,8,0.5784946,0.4039916,0.029965935,-0.07600039,0.0698704,0.0698704,0.04430291,3,0.3356955921910285,0.25581894695758817,0,1
37,sample_i_calib,31796,651623,B4,1,3737.5,3733.0,6,0.50637984,0.30509153,0.07427726,-0.16576143,0.21546626,0.5659339,0.08539548,3,0.3356955921910285,0.25581894695758817,0,1
37,sample_i_calib,31796,651623,B6,2,3864.0,3860.5,7,0.5515501,0.35765293,0.03771258,-0.13534963,0.19759989,0.58255,0.07687376,3,0.3356955921910285,0.25581894695758817,0,1
37,sample_i_calib,31814,651641,B4,1,3953.5,3945.5,6,0.5104907,0.32396147,0.098811895,-0.13184996,0.18164329,0.53041434,0.09143696,1,0.3356955921910285,0.25581894695758817,0,0
37,sample_i_calib,31896,651723,B6,2,1428.0,1426.5,8,0.51685715,0.28342858,0.023809524,-0.25121644,0.14759713,0.5156106,0.07044279,1,0.3356955921910285,0.25581894695758817,0,0
37,sample_i_calib,31900,651727,B8,3,1973.5,1959.0,17,0.9628885,0.9491773,0.017001828,0.5250919,0.47342196,1.0791285,0.22018424,1,0.3356955921910285,0.25581894695758817,0,1
37,sample_i_calib,31920,651747,B6,2,1006.0,1011.0,16,0.99260175,0.9864365,0.007398274,1.3360149,0.40776908,0.68268275,0.20830506,1,0.3356955921910285,0.25581894695758817,0,1
37,sample_i_calib,31927,651754,B2,0,7447.0,7243.5,5,0.44754001,0.31469154,0.21618892,-0.05466714,0.06393776,0.13646093,0.04551567,1,0.3356955921910285,0.25581894695758817,0,0
37,sample_i_calib,31929,651756,B4,1,3329.0,3209.5,6,0.41332585,0.22123806,0.16591202,-0.2096291,0.14882904,0.34426475,0.08004424,1,0.3356955921910285,0.25581894695758817,0,0
37,sample_i_calib,31973,651800,B6,2,1356.5,1357.5,15,0.9868816,0.9748626,0.0038842065,0.6191504,0.5605536,1.6488051,0.18875928,2,0.3356955921910285,0.25581894695758817,0,1
