group,n,traditional_rate,ml_rate,joint_rate,jaccard,matthews_phi,top160_overlap
high_20nA,11525,0.02247288503253796,0.10637744034707158,0.0022559652928416485,0.01782042494859493,-0.002946369034380319,7
low_2nA,1092,0.05036630036630037,0.05036630036630037,0.0027472527472527475,0.028037383177570093,0.004400806522310861,9
