heldout_run,variant,alpha,fold,sigma68_ns,n_pair_residuals
58,S02h ML bin+current/rate,100.0,1,2.698849296288104,3534
58,S02h ML bin+current/rate,100.0,2,3.3994572446191187,4710
58,S02h ML bin+current/rate,100.0,-1,3.297427106318954,0
59,S02h ML binned residual,0.01,0,3.362150851200777,2799
59,S02h ML binned residual,0.01,1,2.8867019388060453,2841
59,S02h ML binned residual,0.01,2,3.431684520867914,3531
59,S02h ML binned residual,0.01,-1,3.226845770291579,0
59,S02h ML binned residual,0.1,0,3.3596080929354173,2799
59,S02h ML binned residual,0.1,1,2.8754350904913677,2841
59,S02h ML binned residual,0.1,2,3.4345125691087635,3531
59,S02h ML binned residual,0.1,-1,3.2231852508451824,0
59,S02h ML binned residual,1.0,0,3.3506211648578836,2799
59,S02h ML binned residual,1.0,1,2.8236510369498227,2841
59,S02h ML binned residual,1.0,2,3.423418773388952,3531
59,S02h ML binned residual,1.0,-1,3.199230325065553,0
59,S02h ML binned residual,10.0,0,3.3257450628876546,2799
59,S02h ML binned residual,10.0,1,2.771843799627402,2841
59,S02h ML binned residual,10.0,2,3.4113885862528934,3531
59,S02h ML binned residual,10.0,-1,3.1696591495893167,0
59,S02h ML binned residual,100.0,0,3.3398219438107124,2799
59,S02h ML binned residual,100.0,1,2.8436799074539834,2841
59,S02h ML binned residual,100.0,2,3.373855106507016,3531
59,S02h ML binned residual,100.0,-1,3.1857856525905706,0
59,S02h ML bin-dropout,0.01,0,3.546870774837001,2799
59,S02h ML bin-dropout,0.01,1,3.087152582837895,2841
59,S02h ML bin-dropout,0.01,2,3.515100963050263,3531
59,S02h ML bin-dropout,0.01,-1,3.3830414402417195,0
59,S02h ML bin-dropout,0.1,0,3.5526881841953832,2799
59,S02h ML bin-dropout,0.1,1,3.0785897534575226,2841
59,S02h ML bin-dropout,0.1,2,3.512750267675777,3531
59,S02h ML bin-dropout,0.1,-1,3.381342735109561,0
59,S02h ML bin-dropout,1.0,0,3.5442257027819233,2799
59,S02h ML bin-dropout,1.0,1,3.0469448544882374,2841
59,S02h ML bin-dropout,1.0,2,3.5546703672688453,3531
59,S02h ML bin-dropout,1.0,-1,3.381946974846335,0
59,S02h ML bin-dropout,10.0,0,3.6203192407391227,2799
59,S02h ML bin-dropout,10.0,1,3.035623159093571,2841
59,S02h ML bin-dropout,10.0,2,3.625237892119147,3531
59,S02h ML bin-dropout,10.0,-1,3.4270600973172805,0
59,S02h ML bin-dropout,100.0,0,3.64758172342491,2799
59,S02h ML bin-dropout,100.0,1,3.0677718164855845,2841
59,S02h ML bin-dropout,100.0,2,3.5899915290976327,3531
59,S02h ML bin-dropout,100.0,-1,3.4351150230027088,0
59,S02h ML shuffled-bin,0.01,0,3.537899967078898,2799
59,S02h ML shuffled-bin,0.01,1,3.091999701671595,2841
59,S02h ML shuffled-bin,0.01,2,3.5255083895845356,3531
59,S02h ML shuffled-bin,0.01,-1,3.3851360194450097,0
59,S02h ML shuffled-bin,0.1,0,3.545724813349379,2799
59,S02h ML shuffled-bin,0.1,1,3.0802237442606524,2841
59,S02h ML shuffled-bin,0.1,2,3.5223499946521764,3531
59,S02h ML shuffled-bin,0.1,-1,3.382766184087403,0
59,S02h ML shuffled-bin,1.0,0,3.549713533189795,2799
59,S02h ML shuffled-bin,1.0,1,3.0357094981047843,2841
59,S02h ML shuffled-bin,1.0,2,3.55968010118706,3531
59,S02h ML shuffled-bin,1.0,-1,3.381701044160547,0
59,S02h ML shuffled-bin,10.0,0,3.616469116946345,2799
59,S02h ML shuffled-bin,10.0,1,3.0345899661314584,2841
59,S02h ML shuffled-bin,10.0,2,3.621854638286334,3531
59,S02h ML shuffled-bin,10.0,-1,3.4243045737880458,0
59,S02h ML shuffled-bin,100.0,0,3.650549756284993,2799
59,S02h ML shuffled-bin,100.0,1,3.0605475910478472,2841
59,S02h ML shuffled-bin,100.0,2,3.5857388997264055,3531
59,S02h ML shuffled-bin,100.0,-1,3.432278749019749,0
59,S02h ML shuffled-target,0.01,0,3.4827302037748504,2799
59,S02h ML shuffled-target,0.01,1,3.5427448819323706,2841
59,S02h ML shuffled-target,0.01,2,4.335953879661797,3531
59,S02h ML shuffled-target,0.01,-1,3.7871429884563397,0
59,S02h ML shuffled-target,0.1,0,3.475069070016616,2799
59,S02h ML shuffled-target,0.1,1,3.5427308882818926,2841
59,S02h ML shuffled-target,0.1,2,4.329411560727623,3531
59,S02h ML shuffled-target,0.1,-1,3.782403839675377,0
59,S02h ML shuffled-target,1.0,0,3.4687002226263353,2799
59,S02h ML shuffled-target,1.0,1,3.5441887844079343,2841
59,S02h ML shuffled-target,1.0,2,4.34225493847017,3531
59,S02h ML shuffled-target,1.0,-1,3.785047981834813,0
59,S02h ML shuffled-target,10.0,0,3.467167475340475,2799
59,S02h ML shuffled-target,10.0,1,3.5329019273649065,2841
59,S02h ML shuffled-target,10.0,2,4.306495003184139,3531
59,S02h ML shuffled-target,10.0,-1,3.768854801963174,0
59,S02h ML shuffled-target,100.0,0,3.406292407800304,2799
59,S02h ML shuffled-target,100.0,1,3.5021009590687475,2841
59,S02h ML shuffled-target,100.0,2,4.336114093812843,3531
59,S02h ML shuffled-target,100.0,-1,3.7481691535606316,0
59,S02h ML bin+current/rate,0.01,0,3.5069387647869874,2799
59,S02h ML bin+current/rate,0.01,1,11.385821195321824,2841
59,S02h ML bin+current/rate,0.01,2,3.229323550643304,3531
59,S02h ML bin+current/rate,0.01,-1,6.040694503584039,0
59,S02h ML bin+current/rate,0.1,0,3.502526675895531,2799
59,S02h ML bin+current/rate,0.1,1,7.344667928549352,2841
59,S02h ML bin+current/rate,0.1,2,3.2336606595383026,3531
59,S02h ML bin+current/rate,0.1,-1,4.693618421327728,0
59,S02h ML bin+current/rate,1.0,0,3.4846630144503066,2799
59,S02h ML bin+current/rate,1.0,1,5.748530134490094,2841
59,S02h ML bin+current/rate,1.0,2,3.2131170371617115,3531
59,S02h ML bin+current/rate,1.0,-1,4.148770062034038,0
59,S02h ML bin+current/rate,10.0,0,3.48962812577916,2799
59,S02h ML bin+current/rate,10.0,1,3.9055515205635913,2841
59,S02h ML bin+current/rate,10.0,2,3.105268292092952,3531
59,S02h ML bin+current/rate,10.0,-1,3.5001493128119012,0
59,S02h ML bin+current/rate,100.0,0,3.4801925317043825,2799
59,S02h ML bin+current/rate,100.0,1,3.077004472508758,2841
59,S02h ML bin+current/rate,100.0,2,3.0415176451644834,3531
59,S02h ML bin+current/rate,100.0,-1,3.199571549792541,0
60,S02h ML binned residual,0.01,0,2.548857913291464,2799
60,S02h ML binned residual,0.01,1,2.4801266314861423,2838
60,S02h ML binned residual,0.01,2,2.5086245524483832,3399
60,S02h ML binned residual,0.01,-1,2.5125363657419966,0
60,S02h ML binned residual,0.1,0,2.5452370634916384,2799
60,S02h ML binned residual,0.1,1,2.473903337650868,2838
60,S02h ML binned residual,0.1,2,2.497055557696782,3399
60,S02h ML binned residual,0.1,-1,2.5053986529464294,0
60,S02h ML binned residual,1.0,0,2.527680625456817,2799
60,S02h ML binned residual,1.0,1,2.4576023730404097,2838
60,S02h ML binned residual,1.0,2,2.4912751980758867,3399
60,S02h ML binned residual,1.0,-1,2.4921860655243715,0
60,S02h ML binned residual,10.0,0,2.5263457572360393,2799
60,S02h ML binned residual,10.0,1,2.4447914550317043,2838
60,S02h ML binned residual,10.0,2,2.480404416009385,3399
60,S02h ML binned residual,10.0,-1,2.4838472094257096,0
60,S02h ML binned residual,100.0,0,2.58544467997997,2799
60,S02h ML binned residual,100.0,1,2.4456200433796433,2838
60,S02h ML binned residual,100.0,2,2.4533312789344612,3399
60,S02h ML binned residual,100.0,-1,2.494798667431358,0
60,S02h ML bin-dropout,0.01,0,2.6025777281064912,2799
60,S02h ML bin-dropout,0.01,1,2.52087114842518,2838
60,S02h ML bin-dropout,0.01,2,2.5544655766594397,3399
60,S02h ML bin-dropout,0.01,-1,2.55930481773037,0
60,S02h ML bin-dropout,0.1,0,2.606154266039827,2799
60,S02h ML bin-dropout,0.1,1,2.5123449195910843,2838
60,S02h ML bin-dropout,0.1,2,2.553056116156092,3399
60,S02h ML bin-dropout,0.1,-1,2.557185100595668,0
60,S02h ML bin-dropout,1.0,0,2.607861012886958,2799
60,S02h ML bin-dropout,1.0,1,2.5109707196453117,2838
60,S02h ML bin-dropout,1.0,2,2.5609725669128016,3399
60,S02h ML bin-dropout,1.0,-1,2.5599347664816903,0
60,S02h ML bin-dropout,10.0,0,2.6629589036389336,2799
60,S02h ML bin-dropout,10.0,1,2.527137069988459,2838
60,S02h ML bin-dropout,10.0,2,2.6131680277663962,3399
60,S02h ML bin-dropout,10.0,-1,2.6010880004645967,0
60,S02h ML bin-dropout,100.0,0,2.7049766972977025,2799
60,S02h ML bin-dropout,100.0,1,2.5423790659626397,2838
60,S02h ML bin-dropout,100.0,2,2.60597604528785,3399
60,S02h ML bin-dropout,100.0,-1,2.6177772695160644,0
60,S02h ML shuffled-bin,0.01,0,2.6061122054397936,2799
60,S02h ML shuffled-bin,0.01,1,2.5241883426145937,2838
60,S02h ML shuffled-bin,0.01,2,2.5569128392922593,3399
60,S02h ML shuffled-bin,0.01,-1,2.562404462448882,0
60,S02h ML shuffled-bin,0.1,0,2.6066412302302524,2799
60,S02h ML shuffled-bin,0.1,1,2.5177206526420646,2838
60,S02h ML shuffled-bin,0.1,2,2.5537278426503205,3399
60,S02h ML shuffled-bin,0.1,-1,2.559363241840879,0
60,S02h ML shuffled-bin,1.0,0,2.608794140191309,2799
60,S02h ML shuffled-bin,1.0,1,2.516826663265796,2838
60,S02h ML shuffled-bin,1.0,2,2.547612870610175,3399
60,S02h ML shuffled-bin,1.0,-1,2.5577445580224265,0
60,S02h ML shuffled-bin,10.0,0,2.675720283633581,2799
60,S02h ML shuffled-bin,10.0,1,2.525920066541993,2838
60,S02h ML shuffled-bin,10.0,2,2.6058489221671404,3399
60,S02h ML shuffled-bin,10.0,-1,2.602496424114238,0
60,S02h ML shuffled-bin,100.0,0,2.720486415112056,2799
60,S02h ML shuffled-bin,100.0,1,2.5493294213719877,2838
60,S02h ML shuffled-bin,100.0,2,2.615482803278211,3399
60,S02h ML shuffled-bin,100.0,-1,2.628432879920752,0
60,S02h ML shuffled-target,0.01,0,2.693531619988358,2799
60,S02h ML shuffled-target,0.01,1,3.513348879786591,2838
60,S02h ML shuffled-target,0.01,2,3.5583107301039294,3399
60,S02h ML shuffled-target,0.01,-1,3.2550637432929594,0
60,S02h ML shuffled-target,0.1,0,2.6939590202617376,2799
60,S02h ML shuffled-target,0.1,1,3.5135928286044242,2838
60,S02h ML shuffled-target,0.1,2,3.5599738487113286,3399
60,S02h ML shuffled-target,0.1,-1,3.2558418991924967,0
60,S02h ML shuffled-target,1.0,0,2.7050486205120734,2799
60,S02h ML shuffled-target,1.0,1,3.5231038288560623,2838
60,S02h ML shuffled-target,1.0,2,3.565794690930303,3399
60,S02h ML shuffled-target,1.0,-1,3.2646490467661464,0
60,S02h ML shuffled-target,10.0,0,2.7134642038032495,2799
60,S02h ML shuffled-target,10.0,1,3.5160933914866472,2838
60,S02h ML shuffled-target,10.0,2,3.5739506695291317,3399
60,S02h ML shuffled-target,10.0,-1,3.2678360882730098,0
60,S02h ML shuffled-target,100.0,0,2.7086348776009403,2799
60,S02h ML shuffled-target,100.0,1,3.534842222746244,2838
60,S02h ML shuffled-target,100.0,2,3.5554930325953036,3399
60,S02h ML shuffled-target,100.0,-1,3.266323377647496,0
60,S02h ML bin+current/rate,0.01,0,2.597350985160773,2799
60,S02h ML bin+current/rate,0.01,1,3.683474294470778,2838
60,S02h ML bin+current/rate,0.01,2,3.509322464483108,3399
60,S02h ML bin+current/rate,0.01,-1,3.263382581371553,0
60,S02h ML bin+current/rate,0.1,0,2.5950081417549944,2799
60,S02h ML bin+current/rate,0.1,1,3.6590852376213414,2838
60,S02h ML bin+current/rate,0.1,2,3.502221252589314,3399
60,S02h ML bin+current/rate,0.1,-1,3.2521048773218832,0
60,S02h ML bin+current/rate,1.0,0,2.5778660766749106,2799
60,S02h ML bin+current/rate,1.0,1,3.529962747506559,2838
60,S02h ML bin+current/rate,1.0,2,3.472397975386145,3399
60,S02h ML bin+current/rate,1.0,-1,3.1934089331892053,0
60,S02h ML bin+current/rate,10.0,0,2.588364958518793,2799
60,S02h ML bin+current/rate,10.0,1,2.726188534248256,2838
60,S02h ML bin+current/rate,10.0,2,3.3859598296665614,3399
60,S02h ML bin+current/rate,10.0,-1,2.90017110747787,0
60,S02h ML bin+current/rate,100.0,0,2.6389983650123146,2799
60,S02h ML bin+current/rate,100.0,1,2.577658204258019,2838
60,S02h ML bin+current/rate,100.0,2,2.9261574859133286,3399
60,S02h ML bin+current/rate,100.0,-1,2.7142713517278874,0
61,S02h ML binned residual,0.01,0,2.432875527467819,2622
61,S02h ML binned residual,0.01,1,2.935640153310454,2640
61,S02h ML binned residual,0.01,2,3.0575480481814328,3399
61,S02h ML binned residual,0.01,-1,2.8086879096532353,0
61,S02h ML binned residual,0.1,0,2.4299703684791494,2622
61,S02h ML binned residual,0.1,1,2.93145277323419,2640
61,S02h ML binned residual,0.1,2,3.0561498755004273,3399
61,S02h ML binned residual,0.1,-1,2.805857672404589,0
61,S02h ML binned residual,1.0,0,2.3990164235974043,2622
61,S02h ML binned residual,1.0,1,2.917435537787858,2640
61,S02h ML binned residual,1.0,2,3.067581284293726,3399
61,S02h ML binned residual,1.0,-1,2.7946777485596628,0
61,S02h ML binned residual,10.0,0,2.3961932144327625,2622
61,S02h ML binned residual,10.0,1,2.945378499736113,2640
61,S02h ML binned residual,10.0,2,3.068130498896303,3399
61,S02h ML binned residual,10.0,-1,2.8032340710217256,0
61,S02h ML binned residual,100.0,0,2.472971684539269,2622
61,S02h ML binned residual,100.0,1,2.949849786198854,2640
61,S02h ML binned residual,100.0,2,3.084717670511072,3399
61,S02h ML binned residual,100.0,-1,2.8358463804163985,0
61,S02h ML bin-dropout,0.01,0,2.5563871968565555,2622
61,S02h ML bin-dropout,0.01,1,3.055620497442995,2640
61,S02h ML bin-dropout,0.01,2,3.19683949285195,3399
61,S02h ML bin-dropout,0.01,-1,2.9362823957171664,0
61,S02h ML bin-dropout,0.1,0,2.553390852603744,2622
61,S02h ML bin-dropout,0.1,1,3.0572565931913984,2640
61,S02h ML bin-dropout,0.1,2,3.2060028367446636,3399
61,S02h ML bin-dropout,0.1,-1,2.9388834275132685,0
61,S02h ML bin-dropout,1.0,0,2.546983722266721,2622
61,S02h ML bin-dropout,1.0,1,3.04297821222522,2640
61,S02h ML bin-dropout,1.0,2,3.192945660467368,3399
61,S02h ML bin-dropout,1.0,-1,2.9276358649864362,0
61,S02h ML bin-dropout,10.0,0,2.5872046379600127,2622
61,S02h ML bin-dropout,10.0,1,3.0709529716940835,2640
61,S02h ML bin-dropout,10.0,2,3.242969863234604,3399
61,S02h ML bin-dropout,10.0,-1,2.9670424909629,0
61,S02h ML bin-dropout,100.0,0,2.628212305337941,2622
61,S02h ML bin-dropout,100.0,1,3.052700583622678,2640
61,S02h ML bin-dropout,100.0,2,3.2430600425654856,3399
61,S02h ML bin-dropout,100.0,-1,2.974657643842035,0
61,S02h ML shuffled-bin,0.01,0,2.567684925482604,2622
61,S02h ML shuffled-bin,0.01,1,3.0574972945083134,2640
61,S02h ML shuffled-bin,0.01,2,3.186674628383985,3399
61,S02h ML shuffled-bin,0.01,-1,2.937285616124967,0
61,S02h ML shuffled-bin,0.1,0,2.5592930759441495,2622
61,S02h ML shuffled-bin,0.1,1,3.0499212732604595,2640
61,S02h ML shuffled-bin,0.1,2,3.1911250336333112,3399
61,S02h ML shuffled-bin,0.1,-1,2.9334464609459734,0
61,S02h ML shuffled-bin,1.0,0,2.543745709410141,2622
61,S02h ML shuffled-bin,1.0,1,3.0554851465016157,2640
61,S02h ML shuffled-bin,1.0,2,3.1897375593745587,3399
61,S02h ML shuffled-bin,1.0,-1,2.929656138428772,0
61,S02h ML shuffled-bin,10.0,0,2.5841362624775535,2622
61,S02h ML shuffled-bin,10.0,1,3.0650623103017764,2640
61,S02h ML shuffled-bin,10.0,2,3.247903733665525,3399
61,S02h ML shuffled-bin,10.0,-1,2.9657007688149517,0
61,S02h ML shuffled-bin,100.0,0,2.631493335058704,2622
61,S02h ML shuffled-bin,100.0,1,3.060690026743447,2640
61,S02h ML shuffled-bin,100.0,2,3.246455414335421,3399
61,S02h ML shuffled-bin,100.0,-1,2.9795462587125243,0
61,S02h ML shuffled-target,0.01,0,3.2258162054607933,2622
61,S02h ML shuffled-target,0.01,1,3.665454837061703,2640
61,S02h ML shuffled-target,0.01,2,3.9993984671089096,3399
61,S02h ML shuffled-target,0.01,-1,3.6302231698771354,0
61,S02h ML shuffled-target,0.1,0,3.226993902811953,2622
61,S02h ML shuffled-target,0.1,1,3.6653636386966304,2640
61,S02h ML shuffled-target,0.1,2,3.9926811365938852,3399
61,S02h ML shuffled-target,0.1,-1,3.628346226034156,0
61,S02h ML shuffled-target,1.0,0,3.230686952440921,2622
61,S02h ML shuffled-target,1.0,1,3.6610076429955933,2640
61,S02h ML shuffled-target,1.0,2,3.977403596970739,3399
61,S02h ML shuffled-target,1.0,-1,3.623032730802418,0
61,S02h ML shuffled-target,10.0,0,3.220574663526408,2622
61,S02h ML shuffled-target,10.0,1,3.6566730434885253,2640
61,S02h ML shuffled-target,10.0,2,3.9636403051932234,3399
61,S02h ML shuffled-target,10.0,-1,3.613629337402719,0
61,S02h ML shuffled-target,100.0,0,3.210651170377327,2622
61,S02h ML shuffled-target,100.0,1,3.6634228063367,2640
61,S02h ML shuffled-target,100.0,2,3.9643271344555786,3399
61,S02h ML shuffled-target,100.0,-1,3.612800370389868,0
61,S02h ML bin+current/rate,0.01,0,2.753732740920014,2622
61,S02h ML bin+current/rate,0.01,1,3.1593006053995936,2640
61,S02h ML bin+current/rate,0.01,2,2.7383427805244502,3399
61,S02h ML bin+current/rate,0.01,-1,2.8837920422813528,0
61,S02h ML bin+current/rate,0.1,0,2.7183234659436044,2622
61,S02h ML bin+current/rate,0.1,1,3.266748152604362,2640
61,S02h ML bin+current/rate,0.1,2,2.741616613335982,3399
61,S02h ML bin+current/rate,0.1,-1,2.9088960772946493,0
61,S02h ML bin+current/rate,1.0,0,2.463984302900192,2622
61,S02h ML bin+current/rate,1.0,1,3.301608232602775,2640
61,S02h ML bin+current/rate,1.0,2,2.724003738100648,3399
61,S02h ML bin+current/rate,1.0,-1,2.8298654245345385,0
61,S02h ML bin+current/rate,10.0,0,2.181096464033316,2622
61,S02h ML bin+current/rate,10.0,1,3.298725502145237,2640
61,S02h ML bin+current/rate,10.0,2,2.7165775579853118,3399
61,S02h ML bin+current/rate,10.0,-1,2.7321331747212887,0
61,S02h ML bin+current/rate,100.0,0,2.101853166950911,2622
61,S02h ML bin+current/rate,100.0,1,3.299452287085967,2640
61,S02h ML bin+current/rate,100.0,2,2.8465786078325235,3399
61,S02h ML bin+current/rate,100.0,-1,2.7492946872898005,0
62,S02h ML binned residual,0.01,0,2.8995895171178985,2799
62,S02h ML binned residual,0.01,1,2.5131941985725104,2841
62,S02h ML binned residual,0.01,2,2.923284741891454,3399
62,S02h ML binned residual,0.01,-1,2.778689485860621,0
62,S02h ML binned residual,0.1,0,2.893801426274436,2799
62,S02h ML binned residual,0.1,1,2.505397957934988,2841
62,S02h ML binned residual,0.1,2,2.9256538715123312,3399
62,S02h ML binned residual,0.1,-1,2.7749510852405854,0
62,S02h ML binned residual,1.0,0,2.9066213387286415,2799
62,S02h ML binned residual,1.0,1,2.4886700074080292,2841
62,S02h ML binned residual,1.0,2,2.9241516989160723,3399
62,S02h ML binned residual,1.0,-1,2.773147681684248,0
62,S02h ML binned residual,10.0,0,2.9335680334022936,2799
62,S02h ML binned residual,10.0,1,2.467900541006552,2841
62,S02h ML binned residual,10.0,2,2.9363564867777687,3399
62,S02h ML binned residual,10.0,-1,2.779275020395538,0
62,S02h ML binned residual,100.0,0,2.962559551557693,2799
62,S02h ML binned residual,100.0,1,2.5308185574319557,2841
62,S02h ML binned residual,100.0,2,2.9364164196196327,3399
62,S02h ML binned residual,100.0,-1,2.8099315095364275,0
62,S02h ML bin-dropout,0.01,0,3.0358322269098466,2799
62,S02h ML bin-dropout,0.01,1,2.6198016112940765,2841
62,S02h ML bin-dropout,0.01,2,3.0166967705803893,3399
62,S02h ML bin-dropout,0.01,-1,2.8907768695947706,0
62,S02h ML bin-dropout,0.1,0,3.0391688604676164,2799
62,S02h ML bin-dropout,0.1,1,2.6226954813802985,2841
62,S02h ML bin-dropout,0.1,2,3.0211199380771987,3399
62,S02h ML bin-dropout,0.1,-1,2.894328093308371,0
62,S02h ML bin-dropout,1.0,0,3.0509534097300097,2799
62,S02h ML bin-dropout,1.0,1,2.6134045406535122,2841
62,S02h ML bin-dropout,1.0,2,3.0339194262807005,3399
62,S02h ML bin-dropout,1.0,-1,2.8994257922214075,0
62,S02h ML bin-dropout,10.0,0,3.112372370887191,2799
62,S02h ML bin-dropout,10.0,1,2.652375990840976,2841
62,S02h ML bin-dropout,10.0,2,3.087274022570687,3399
62,S02h ML bin-dropout,10.0,-1,2.950674128099618,0
62,S02h ML bin-dropout,100.0,0,3.1651591661911573,2799
62,S02h ML bin-dropout,100.0,1,2.6369030569289786,2841
62,S02h ML bin-dropout,100.0,2,3.068094959247462,3399
62,S02h ML bin-dropout,100.0,-1,2.956719060789199,0
62,S02h ML shuffled-bin,0.01,0,3.0232995934765623,2799
62,S02h ML shuffled-bin,0.01,1,2.624211439241478,2841
