method,subset,n_covariances,n_runs,mean_abs_cov_ns2,mean_abs_cov_ci_low_ns2,mean_abs_cov_ci_high_ns2,median_abs_cov_ns2,signed_mean_cov_ns2
cnn_waveform_only,all_pair_covariances,105,7,72.10681816318905,39.06913128116284,112.33957937451048,19.523961132943132,68.35849333302428
cnn_waveform_only,both_B2_containing,21,7,283.09151031969276,132.77799997874953,454.05694324152057,166.2728401362619,283.09151031969276
cnn_waveform_only,both_downstream_only,21,7,13.217510827071505,8.246964383415706,18.494152948226553,3.210008943470451,12.710079792461633
cnn_waveform_only,mixed_B2_downstream,63,7,21.408356556393638,11.429524827501826,32.005887480932145,5.479910538668125,15.330292184322337
extra_trees_duplicate_safe,all_pair_covariances,105,7,60.73615634977551,30.06963596302677,98.00470222146643,22.19131112481179,46.640325129985925
extra_trees_duplicate_safe,both_B2_containing,21,7,216.37788337767267,97.40092913110084,361.4607234922374,117.50984259708112,216.37788337767267
extra_trees_duplicate_safe,both_downstream_only,21,7,19.633034343630847,14.790562790109615,24.310380994364596,18.537125848274506,19.339252235978694
extra_trees_duplicate_safe,mixed_B2_downstream,63,7,22.55662134252471,12.483233862767136,35.72865358009748,18.296951013417498,-0.8385033212405878
gbt_duplicate_safe,all_pair_covariances,105,7,42.94934800871693,24.203397086854658,63.873034178975885,16.297299150032636,37.91570358068129
gbt_duplicate_safe,both_B2_containing,21,7,147.5596753804378,69.28766317108524,243.50217002979772,83.39143720664612,147.5596753804378
gbt_duplicate_safe,both_downstream_only,21,7,13.028658143184213,9.859431371064348,16.667271679164354,11.177440192465141,12.994612146372582
gbt_duplicate_safe,mixed_B2_downstream,63,7,18.052802173320885,11.707322372898116,25.804944583243845,10.938058525384227,9.674743458865386
hybrid_cnn_tabular_duplicate_safe,all_pair_covariances,105,7,72.13254773904761,38.0671414413863,107.84444554577416,18.268512406474997,68.57289182169804
hybrid_cnn_tabular_duplicate_safe,both_B2_containing,21,7,281.9830506650427,120.80348979721758,454.4899837256331,160.4571734905685,281.9830506650427
hybrid_cnn_tabular_duplicate_safe,both_downstream_only,21,7,13.181052370791901,8.558050060794168,18.396103633606092,2.867186780087061,12.713325887931822
hybrid_cnn_tabular_duplicate_safe,mixed_B2_downstream,63,7,21.832878553134503,11.318276993198754,34.47904251923591,7.152253142596172,16.056027518505203
mlp_duplicate_safe,all_pair_covariances,105,7,63.01208159951932,34.19218028795817,95.38679523009996,18.577049030394683,54.94025294932228
mlp_duplicate_safe,both_B2_containing,21,7,240.52069980623733,99.93415701411912,398.4385895759035,150.05929671717928,240.52069980623733
mlp_duplicate_safe,both_downstream_only,21,7,13.101164805442968,9.051908061299267,17.22984081181589,4.922366144414972,12.78309593604251
mlp_duplicate_safe,mixed_B2_downstream,63,7,20.47951446197212,12.37572093571957,30.417221254786664,13.126838472783597,7.132489668110539
raw_pair_median,all_pair_covariances,105,7,72.08582726651778,41.8418495969296,110.84142320017072,19.418707842716227,68.30085832943402
raw_pair_median,both_B2_containing,21,7,282.8822144355172,145.56450238171905,460.6305168017196,166.06535996341333,282.8822144355172
raw_pair_median,both_downstream_only,21,7,13.20312567557453,8.345565978773465,18.630521034615086,3.1469743293516674,12.702647399095115
raw_pair_median,mixed_B2_downstream,63,7,21.447932073832387,11.306755009202599,31.867600799628303,5.26862936228898,15.30647660418594
ridge_duplicate_safe,all_pair_covariances,105,7,43.37087702453337,23.606355127012467,62.66196787218626,18.304334476388004,31.53854334315639
ridge_duplicate_safe,both_B2_containing,21,7,146.79336063751992,60.61426401729957,238.5244107707531,90.0267299671356,146.79336063751992
ridge_duplicate_safe,both_downstream_only,21,7,15.429265453762206,12.016528962467842,18.87861234015568,13.415656327219716,13.913541147331452
ridge_duplicate_safe,mixed_B2_downstream,63,7,18.210586343794898,12.27499118761116,24.754586234539126,14.961075096964187,-1.0047283563564822
ridge_no_saturation,all_pair_covariances,105,7,48.05484300858631,26.53307419109878,69.8313053246359,21.74591205488085,34.0688428393146
ridge_no_saturation,both_B2_containing,21,7,158.198041976671,70.38069078468098,253.16228070986682,93.59977716819358,158.198041976671
ridge_no_saturation,both_downstream_only,21,7,19.235855541249336,16.12767565159222,22.479930963740365,21.356957465141377,17.88519696138663
ridge_no_saturation,mixed_B2_downstream,63,7,20.946772508337112,15.012569764113818,27.598258920801044,16.835268767280557,-1.9130082471615442
