scope,pickoff,variant,method,n_pair_residuals,sigma68_ns,full_rms_ns,ci_low,ci_high,delta_vs_raw_same_pickoff_ns,delta_ci_low,delta_ci_high
pooled_run_block,cfd20,amplitude_bin_template,cfd20/amplitude_bin_template,11460,2.4682316642881386,3.2534789527616814,2.341708025567751,2.6482055657011854,-0.6820349498317779,-0.810215081303385,-0.5184674751674156
pooled_run_block,cfd20,local_linear,cfd20/local_linear,11460,2.768853764902102,6.117559958152817,2.6634461781648255,2.908806333042639,-0.3814128492178144,-0.453118230747893,-0.30096113205982195
pooled_run_block,cfd20,control_stratum,cfd20/control_stratum,11460,3.0069163614024053,7.205976264089365,2.3649780530496347,3.979422845799152,-0.14335025271751123,-0.6832212797643518,0.7607953982697464
pooled_run_block,cfd20,raw,cfd20/raw,11460,3.1502666141199165,6.204310730057545,3.0437689397024825,3.2752695185295804,0.0,0.0,0.0
pooled_run_block,of_1_9,local_linear,of_1_9/local_linear,11460,3.2133338101538773,3.574954119676633,3.1429215567085755,3.3162735489047943,-0.20068418350008788,-0.3124254989908319,-0.1229133643075156
pooled_run_block,of_1_9,raw,of_1_9/raw,11460,3.414017993653965,3.830110976202102,3.305266074438661,3.5303054483073923,0.0,0.0,0.0
pooled_run_block,of_1_9,amplitude_bin_template,of_1_9/amplitude_bin_template,11460,4.185627189581895,4.025721740154379,4.077246257548659,4.303343231490435,0.7716091959279301,0.6025553484025131,0.8992182363035183
pooled_run_block,of_1_9,control_stratum,of_1_9/control_stratum,11460,4.620483560629106,4.583699762822811,4.14754764439305,5.442869389517328,1.2064655669751407,0.7452035934178807,1.93754080246879
pooled_run_block,of_2_10,local_linear,of_2_10/local_linear,11460,3.293394033545113,3.6226437871001593,3.2277823863897543,3.3562959804412604,-0.16655221291476785,-0.27405456082366636,-0.11199955874968962
pooled_run_block,of_2_10,raw,of_2_10/raw,11460,3.459946246459881,3.8762068171100013,3.3548938295913655,3.554895089915625,0.0,0.0,0.0
pooled_run_block,of_2_10,amplitude_bin_template,of_2_10/amplitude_bin_template,11460,4.336915553868588,4.174896035982593,4.230518635367694,4.471864169107222,0.8769693074087068,0.7294351339416418,1.029990159488157
pooled_run_block,of_2_10,control_stratum,of_2_10/control_stratum,11460,4.759381488546504,4.711294629691221,4.265326644529156,5.513785393275367,1.299435242086623,0.8228100510719003,2.0295854291699724
pooled_run_block,of_3_11,local_linear,of_3_11/local_linear,11460,3.343575864564687,3.6640393570573955,3.2899384753047465,3.4166718361733275,-0.09424939008909972,-0.16604397201568252,-0.0329699481096816
pooled_run_block,of_3_11,raw,of_3_11/raw,11460,3.4378252546537866,3.8876938233478784,3.3076453208812846,3.5348937172993824,0.0,0.0,0.0
pooled_run_block,of_3_11,amplitude_bin_template,of_3_11/amplitude_bin_template,11460,4.352082752445038,4.285671763819953,4.2287409004742615,4.491568559392188,0.9142574977912514,0.7767443373839589,1.054985369221624
pooled_run_block,of_3_11,control_stratum,of_3_11/control_stratum,11460,4.7901760705270435,4.801664373973778,4.224624694439634,5.60729834657319,1.352350815873257,0.8309482125173445,2.0870198256933574
pooled_run_block,of_4_12,local_linear,of_4_12/local_linear,11460,3.320924271556045,3.8277248296785715,3.2406240467601877,3.396733826480741,-0.046184365098909996,-0.1114409635297879,0.00519027251354516
pooled_run_block,of_4_12,raw,of_4_12/raw,11460,3.367108636654955,4.029314199425549,3.2630029224098136,3.475212153095369,0.0,0.0,0.0
pooled_run_block,of_4_12,amplitude_bin_template,of_4_12/amplitude_bin_template,11460,4.247722946812974,4.4949953142898025,4.093321387270858,4.3901512904119,0.8806143101580193,0.7689309562075666,0.981350388688927
pooled_run_block,of_4_12,control_stratum,of_4_12/control_stratum,11460,4.742304268848819,4.977647180757806,4.187670351147314,5.4254141590298355,1.3751956321938636,0.862821909080207,2.02409835490587
pooled_run_block,template_phase,local_linear,template_phase/local_linear,11460,2.6573187232417084,3.2225484116473155,2.623326745052509,2.7035130270822876,-0.08409580684350715,-0.25000000000000355,-0.02137541659428336
pooled_run_block,template_phase,raw,template_phase/raw,11460,2.7414145300852155,3.308372978304417,2.6808109129566153,2.9861718468144876,0.0,0.0,0.0
pooled_run_block,template_phase,amplitude_bin_template,template_phase/amplitude_bin_template,11460,2.9073187232417084,3.920723094866592,2.7035130270822876,3.123326745052509,0.16590419315649285,0.0,0.24999999999999742
pooled_run_block,template_phase,control_stratum,template_phase/control_stratum,11460,3.032458669300315,4.261753197814287,2.703513027082291,3.6706750458008326,0.2910441392150993,3.552713678800501e-15,0.7685205269744964
