scope,pickoff,variant,method,n_pair_residuals,sigma68_ns,full_rms_ns,ci_low,ci_high,delta_vs_raw_same_pickoff_ns,delta_ci_low,delta_ci_high
run_59,cfd20,amplitude_bin_template,cfd20/amplitude_bin_template,2289,2.4587070691489985,3.942297432559943,2.314690237420625,2.5587416701307215,-0.731687186251389,-0.850121720032142,-0.6052479532963767
run_59,cfd20,local_linear,cfd20/local_linear,2289,2.7820854080594346,5.671750271236402,2.6785263156772308,2.8720701328618667,-0.40830884734095285,-0.500026079051439,-0.32046377754947725
run_59,cfd20,raw,cfd20/raw,2289,3.1903942554003875,5.795444490088401,3.1134461677109306,3.262938768624992,0.0,0.0,0.0
run_59,cfd20,control_stratum,cfd20/control_stratum,2289,5.335754051543637,12.786115499015345,5.060026573303055,5.664127739422691,2.145359796143249,1.873925183152465,2.4756389991944934
run_59,of_1_9,local_linear,of_1_9/local_linear,2289,3.2941931210039495,3.5768752882825385,3.157390546284082,3.424298320098188,-0.17815418970300945,-0.2629363081145961,-0.055210423479256664
run_59,of_1_9,raw,of_1_9/raw,2289,3.472347310706959,3.850489672503639,3.3712786028356403,3.56262043943119,0.0,0.0,0.0
run_59,of_1_9,amplitude_bin_template,of_1_9/amplitude_bin_template,2289,4.053230270335077,3.934953253725765,3.856408842598348,4.2194769850419735,0.5808829596281182,0.3769336065397249,0.7912389485696576
run_59,of_1_9,control_stratum,of_1_9/control_stratum,2289,6.361283297913138,6.139362405867708,6.19349605228112,6.615899135523256,2.888935987206179,2.7051189948834664,3.1316584274444605
run_59,of_2_10,local_linear,of_2_10/local_linear,2289,3.3177098065953974,3.601566212649412,3.206364832766444,3.414798509330259,-0.16364635014169338,-0.24902423327648432,-0.05922483788648892
run_59,of_2_10,raw,of_2_10/raw,2289,3.4813561567370908,3.8723769598985975,3.375105487050932,3.5839211533078696,0.0,0.0,0.0
run_59,of_2_10,amplitude_bin_template,of_2_10/amplitude_bin_template,2289,4.2228538969145095,4.059324171633379,3.9974152447003974,4.36125231722799,0.7414977401774188,0.49476598854232723,0.9033285950584923
run_59,of_2_10,control_stratum,of_2_10/control_stratum,2289,6.386021188673105,6.221658827013259,6.213196256947849,6.622126759213559,2.9046650319360143,2.717684786446779,3.2057104444900903
run_59,of_3_11,local_linear,of_3_11/local_linear,2289,3.339584545368078,3.5846745132252935,3.2105862225787414,3.4180278712488192,-0.07905431594992063,-0.22212592849949908,0.0009900628784116914
run_59,of_3_11,raw,of_3_11/raw,2289,3.4186388613179988,3.8289956089066455,3.326739373688596,3.534140838824243,0.0,0.0,0.0
run_59,of_3_11,amplitude_bin_template,of_3_11/amplitude_bin_template,2289,4.201351346891501,4.145452779855867,4.028692000365848,4.459386566493587,0.7827124855735024,0.5908065971241793,1.040236289613188
run_59,of_3_11,control_stratum,of_3_11/control_stratum,2289,6.175428537279533,6.254413591192788,5.970565865869574,6.429417847335774,2.7567896759615342,2.5572029572139847,2.9977410429315166
run_59,of_4_12,local_linear,of_4_12/local_linear,2289,3.2852116359218106,3.6605651969064312,3.1685889088171812,3.425645717717035,-0.07276265779399704,-0.17097298936642347,0.009755308750606163
run_59,of_4_12,raw,of_4_12/raw,2289,3.3579742937158077,3.882638375635139,3.259571791185831,3.5012356323004084,0.0,0.0,0.0
run_59,of_4_12,amplitude_bin_template,of_4_12/amplitude_bin_template,2289,4.145174823284049,4.305384193902923,3.9388367258589705,4.35445638396873,0.7872005295682412,0.5754601184180247,0.9694868326499854
run_59,of_4_12,control_stratum,of_4_12/control_stratum,2289,6.020322862287413,6.31611677190174,5.813581417053198,6.161909786921627,2.6623485685716055,2.453519388943906,2.848220976222106
run_59,template_phase,local_linear,template_phase/local_linear,2289,2.742319268962799,3.2542958078375364,2.623326745052509,2.742319268962806,-0.25000000000000355,-0.3810074760897031,-0.25
run_59,template_phase,raw,template_phase/raw,2289,2.9923192689628024,3.3427809218901774,2.873326745052516,3.123326745052509,0.0,0.0,0.0
run_59,template_phase,amplitude_bin_template,template_phase/amplitude_bin_template,2289,3.123326745052509,3.6884568899652086,2.9923192689628024,3.1233267450525126,0.13100747608970664,3.552713678800501e-15,0.1310074760897102
run_59,template_phase,control_stratum,template_phase/control_stratum,2289,4.0,4.802794784124771,3.8733267450525153,4.242319268962802,1.0076807310371976,0.8805855287143418,1.25
run_60,cfd20,amplitude_bin_template,cfd20/amplitude_bin_template,2424,2.7016666978853343,2.9840004985308695,2.5841571130389998,2.8493000413733838,-0.4369522971414477,-0.5649698851859768,-0.320291337090508
run_60,cfd20,control_stratum,cfd20/control_stratum,2424,2.7202428917613717,2.9684042758834965,2.602587442518785,2.8597342171803,-0.4183761032654103,-0.5276332678867924,-0.30131053512194284
run_60,cfd20,local_linear,cfd20/local_linear,2424,2.8459134741388867,7.219164657249772,2.750745566055706,2.935391838330801,-0.29270552088789525,-0.3857884476279956,-0.22080083937625133
run_60,cfd20,raw,cfd20/raw,2424,3.138618995026782,7.2620101671075705,3.073708880327867,3.21679238371517,0.0,0.0,0.0
run_60,of_1_9,local_linear,of_1_9/local_linear,2424,3.270975109481469,3.6117806506063084,3.092009662007883,3.384426726749477,-0.14326486393122195,-0.29973505017563323,-0.024455333449918196
run_60,of_1_9,raw,of_1_9/raw,2424,3.414239973412691,3.9097235901388014,3.2782365991916786,3.5676828361706585,0.0,0.0,0.0
run_60,of_1_9,control_stratum,of_1_9/control_stratum,2424,4.170284658183471,3.997461664912748,3.990655906475879,4.349765108847004,0.7560446847707798,0.5039417169122925,0.979217788707464
run_60,of_1_9,amplitude_bin_template,of_1_9/amplitude_bin_template,2424,4.295981713991708,4.0342037401790485,4.099776740664714,4.464395014324995,0.8817417405790167,0.6828694823839948,1.083976715953608
run_60,of_2_10,local_linear,of_2_10/local_linear,2424,3.300161860022336,3.622006042036697,3.175818549271028,3.410246986462613,-0.15934240213426465,-0.32972911381792697,-0.07040736847291322
run_60,of_2_10,raw,of_2_10/raw,2424,3.459504262156601,3.927119663734471,3.3528358351445546,3.606273510526646,0.0,0.0,0.0
run_60,of_2_10,control_stratum,of_2_10/control_stratum,2424,4.314139312592828,4.139930066133327,4.153247696243607,4.496475406315022,0.8546350504362272,0.627470012504202,1.0683643485183292
run_60,of_2_10,amplitude_bin_template,of_2_10/amplitude_bin_template,2424,4.4910311219996055,4.181557948991948,4.290664400946641,4.630303959387023,1.0315268598430047,0.7870360461001995,1.1704479785292115
run_60,of_3_11,local_linear,of_3_11/local_linear,2424,3.379319531801647,3.6407700201387194,3.28722625621192,3.4967077626447995,-0.1571430157294751,-0.2793880666633352,-0.05793224472595704
run_60,of_3_11,raw,of_3_11/raw,2424,3.536462547531122,3.92102746424851,3.4317074736325464,3.66472646522075,0.0,0.0,0.0
run_60,of_3_11,control_stratum,of_3_11/control_stratum,2424,4.350280648498039,4.276829637713059,4.207461167341708,4.520756787141421,0.813818100966917,0.6661592524242295,1.00144765615628
run_60,of_3_11,amplitude_bin_template,of_3_11/amplitude_bin_template,2424,4.56601688317385,4.3263720297687565,4.326476924841881,4.730827628681076,1.029554335642728,0.7962092606867034,1.1745524477565283
run_60,of_4_12,local_linear,of_4_12/local_linear,2424,3.4038528387148186,3.820284795258346,3.3053025421125,3.511197568713094,-0.12167525808513702,-0.2256160961986567,-0.034108651199404524
run_60,of_4_12,raw,of_4_12/raw,2424,3.5255280967999556,4.0802177419497045,3.395248855178258,3.662527856940205,0.0,0.0,0.0
run_60,of_4_12,control_stratum,of_4_12/control_stratum,2424,4.390250187785122,4.549895681223777,4.236061258545918,4.589587477427006,0.8647220909851661,0.6966345561019454,1.0202082377556247
run_60,of_4_12,amplitude_bin_template,of_4_12/amplitude_bin_template,2424,4.4923916421900065,4.6019792910551685,4.304234659932886,4.68429978204533,0.9668635453900509,0.7847961603767777,1.1188152718990874
run_60,template_phase,local_linear,template_phase/local_linear,2424,2.4613035001817245,3.1390015526313944,2.4613035001817245,2.461303500181728,-0.20262548798104518,-0.25,-0.20262548798104163
run_60,template_phase,raw,template_phase/raw,2424,2.6639289881627697,3.278995401321622,2.6639289881627675,2.7113035001817245,0.0,0.0,0.0
run_60,template_phase,amplitude_bin_template,template_phase/amplitude_bin_template,2424,2.7113035001817245,3.894531333112457,2.7113035001817245,2.9139289881627706,0.04737451201895482,0.0,0.25
run_60,template_phase,control_stratum,template_phase/control_stratum,2424,2.7113035001817245,4.043179661452225,2.711303500181721,2.7113035001817285,0.04737451201895482,0.0,0.04737451201895506
run_61,cfd20,control_stratum,cfd20/control_stratum,2799,2.2659041733974923,3.309623571991141,2.1659616702663484,2.384882188010942,-0.6481791586203625,-0.7501128983962387,-0.5417067350056638
run_61,cfd20,amplitude_bin_template,cfd20/amplitude_bin_template,2799,2.2739190613688876,3.3210511426294724,2.1404983064004686,2.388221747512375,-0.6401642706489672,-0.7740405769000239,-0.5389052588405173
run_61,cfd20,local_linear,cfd20/local_linear,2799,2.52211934255053,6.526315206845328,2.4347687453108935,2.642995625472159,-0.3919639894673246,-0.4670448566288689,-0.3134217032573005
run_61,cfd20,raw,cfd20/raw,2799,2.9140833320178547,6.59865538327557,2.8455708838593017,3.002236348468483,0.0,0.0,0.0
run_61,of_1_9,local_linear,of_1_9/local_linear,2799,3.1022739040839244,3.5748451388825995,2.976537160063181,3.190624231806377,-0.11090700418986899,-0.22338374543418774,-0.024796818470232036
run_61,of_1_9,raw,of_1_9/raw,2799,3.2131809082737934,3.7871568181899797,3.1133564149748185,3.341742609614778,0.0,0.0,0.0
run_61,of_1_9,control_stratum,of_1_9/control_stratum,2799,4.098854263453701,4.053712760947503,3.9529318899075383,4.291684736868861,0.8856733551799074,0.6999166541001283,1.1144887972603854
run_61,of_1_9,amplitude_bin_template,of_1_9/amplitude_bin_template,2799,4.199417783898063,4.051816629063768,4.07828208493347,4.328609107495595,0.9862368756242699,0.8610449512792183,1.143545813121055
run_61,of_2_10,local_linear,of_2_10/local_linear,2799,3.2096665389133827,3.6533793588972534,3.1144227893515963,3.328266346975723,-0.12187383037064681,-0.1879766983214205,-0.007534877311835235
run_61,of_2_10,raw,of_2_10/raw,2799,3.3315403692840295,3.867078726013672,3.1977892742097755,3.4293780563259366,0.0,0.0,0.0
run_61,of_2_10,control_stratum,of_2_10/control_stratum,2799,4.227942037827012,4.196551303918713,4.067458121923751,4.412203894028652,0.8964016685429828,0.7312058895069867,1.1187340893908055
run_61,of_2_10,amplitude_bin_template,of_2_10/amplitude_bin_template,2799,4.326034299979661,4.208536029971779,4.160114944596248,4.494548748708397,0.9944939306956311,0.8404329480284338,1.152407430739708
run_61,of_3_11,local_linear,of_3_11/local_linear,2799,3.2691705278156413,3.723629116904618,3.142668640217898,3.378108259816309,-0.007035351707056936,-0.09868123189373243,0.0998298330691951
run_61,of_3_11,raw,of_3_11/raw,2799,3.2762058795226983,3.9152622793456078,3.14865567715401,3.3856948536510436,0.0,0.0,0.0
run_61,of_3_11,control_stratum,of_3_11/control_stratum,2799,4.252520975679314,4.2563339289115545,4.036877126691834,4.46251615703354,0.9763150961566156,0.746880760413856,1.1618865391332622
run_61,of_3_11,amplitude_bin_template,of_3_11/amplitude_bin_template,2799,4.304164489050489,4.295142674266516,4.129399442880529,4.5047146274302055,1.0279586095277908,0.8623184951854271,1.2316456508229292
run_61,of_4_12,raw,of_4_12/raw,2799,3.1701789424811055,4.0616342816316235,3.0516492966235,3.321729916715382,0.0,0.0,0.0
run_61,of_4_12,local_linear,of_4_12/local_linear,2799,3.1891208823120336,3.882052032869109,3.089539292175268,3.3349807429724523,0.018941939830928067,-0.07616147937442574,0.13906984655592455
run_61,of_4_12,control_stratum,of_4_12/control_stratum,2799,4.158770379796768,4.404993160682719,3.927989461406062,4.325992252656222,0.9885914373156623,0.7675679543972936,1.147699696211447
run_61,of_4_12,amplitude_bin_template,of_4_12/amplitude_bin_template,2799,4.164751760428062,4.464576082025131,3.9224379913291623,4.343447385698963,0.9945728179469562,0.7711830257829736,1.1401457234013972
run_61,template_phase,local_linear,template_phase/local_linear,2799,2.703513027082282,3.17723946534005,2.5645863978572265,2.7035130270822876,-5.773159728050814e-15,-0.13892662922506105,0.0
run_61,template_phase,amplitude_bin_template,template_phase/amplitude_bin_template,2799,2.7035130270822876,4.044222641979868,2.7035130270822876,2.703513027082291,0.0,0.0,3.552713678800501e-15
run_61,template_phase,control_stratum,template_phase/control_stratum,2799,2.7035130270822876,3.9539040157218412,2.7035130270822876,2.703513027082291,0.0,0.0,3.552713678800501e-15
run_61,template_phase,raw,template_phase/raw,2799,2.7035130270822876,3.207161448714155,2.7035130270822876,2.7035130270822876,0.0,0.0,0.0
run_62,cfd20,control_stratum,cfd20/control_stratum,2421,2.3869139200601093,2.8114943942202766,2.2710452378741017,2.4649928405987516,-0.8447717178049681,-0.9741040849425665,-0.7302590908947807
run_62,cfd20,amplitude_bin_template,cfd20/amplitude_bin_template,2421,2.402720716191356,2.830100600365167,2.2774610519722653,2.521000662025141,-0.8289649216737214,-0.9699320666769483,-0.7011100909482113
run_62,cfd20,local_linear,cfd20/local_linear,2421,2.744456053727352,4.797420784358173,2.656040458920958,2.8458339772192547,-0.48722958413772544,-0.5768198908721014,-0.4010052849775276
run_62,cfd20,raw,cfd20/raw,2421,3.2316856378650773,4.955452322869143,3.138799545757624,3.3489591884811216,0.0,0.0,0.0
run_62,of_1_9,local_linear,of_1_9/local_linear,2421,3.237098362841283,3.5970787669558395,3.1277783718589247,3.331593657061997,-0.1499832431307735,-0.28235971963191053,-0.06117518605085941
run_62,of_1_9,raw,of_1_9/raw,2421,3.3870816059720563,3.8101888121479193,3.2789623292923413,3.5840329040625374,0.0,0.0,0.0
run_62,of_1_9,control_stratum,of_1_9/control_stratum,2421,4.175740502208681,4.025681080844991,3.9871365893215716,4.313291764453584,0.7886588962366248,0.587118302201629,0.9467415746943234
run_62,of_1_9,amplitude_bin_template,of_1_9/amplitude_bin_template,2421,4.187918303627489,4.051862458880622,4.0290942003360195,4.324944806425885,0.8008366976554329,0.5848819768862461,0.9310929044951247
run_62,of_2_10,local_linear,of_2_10/local_linear,2421,3.32296892808776,3.6435363061983517,3.2032574152997313,3.423873594291055,-0.1211314766415228,-0.23217418643037063,0.0038541167892401085
run_62,of_2_10,raw,of_2_10/raw,2421,3.4441004047292827,3.8473653115793143,3.3357027769909027,3.578543325750435,0.0,0.0,0.0
run_62,of_2_10,control_stratum,of_2_10/control_stratum,2421,4.330158755256251,4.169146621600599,4.085640800261559,4.49086553347477,0.8860583505269686,0.6622050380799213,1.0669452641514168
run_62,of_2_10,amplitude_bin_template,of_2_10/amplitude_bin_template,2421,4.363819464025274,4.200465625261539,4.187258056986108,4.537251555532542,0.919719059295991,0.7385129596380019,1.095086321102702
run_62,of_3_11,local_linear,of_3_11/local_linear,2421,3.3632907476530773,3.759063025581931,3.265348009286876,3.4691810046132194,-0.05368601240894755,-0.18832708713996732,0.0425855703280327
run_62,of_3_11,raw,of_3_11/raw,2421,3.416976760062025,3.920308548705519,3.3138380540465704,3.5605882510059303,0.0,0.0,0.0
run_62,of_3_11,control_stratum,of_3_11/control_stratum,2421,4.322608689537806,4.339291460106414,4.118093103461373,4.498419824584077,0.9056319294757813,0.6894115386119295,1.1025096248490474
run_62,of_3_11,amplitude_bin_template,of_3_11/amplitude_bin_template,2421,4.420307572476043,4.375219850375749,4.194867066942478,4.584856594258098,1.003330812414018,0.7973941374965532,1.1583214737090275
run_62,of_4_12,local_linear,of_4_12/local_linear,2421,3.354231468060285,3.9939154033804907,3.2352864065279032,3.446070756492869,-0.05514508673576257,-0.12251872439472512,0.05214077373856936
run_62,of_4_12,raw,of_4_12/raw,2421,3.4093765547960477,4.12429493366623,3.2637969072536333,3.4867836634651357,0.0,0.0,0.0
run_62,of_4_12,control_stratum,of_4_12/control_stratum,2421,4.275416846041907,4.596293017515328,4.055833391732701,4.479710198267208,0.8660402912458589,0.6870720864242867,1.0721552269217645
run_62,of_4_12,amplitude_bin_template,of_4_12/amplitude_bin_template,2421,4.306973994932046,4.633384717729232,4.1205650142558055,4.505818057615708,0.8975974401359985,0.7228951255555236,1.0888045205332633
run_62,template_phase,local_linear,template_phase/local_linear,2421,2.6511713010933917,3.2723152923135843,2.6511713010933917,2.6511713010933926,-0.25,-0.37513994605860645,-0.2499999999999984
run_62,template_phase,raw,template_phase/raw,2421,2.9011713010933917,3.358911128134605,2.901171301093388,3.026311247151998,0.0,0.0,0.0
run_62,template_phase,control_stratum,template_phase/control_stratum,2421,3.026311247151998,3.7175995723337687,2.9011713010933953,3.151171301093388,0.12513994605860645,0.0,0.2499999999999929
run_62,template_phase,amplitude_bin_template,template_phase/amplitude_bin_template,2421,3.0263112471520017,3.899837978100432,3.026311247151998,3.1511713010933917,0.12513994605861,0.12486005394138999,0.25
run_63,cfd20,amplitude_bin_template,cfd20/amplitude_bin_template,1110,2.736596840130442,2.848807688123097,2.5083525629965826,2.994888529597714,-0.6669173226994665,-0.8966007521573429,-0.45826018376853594
run_63,cfd20,local_linear,cfd20/local_linear,1110,3.1140239736755557,6.523361838848234,2.9221134063735454,3.2393773064592235,-0.2894901891543529,-0.4972284330093419,-0.18970578177678435
run_63,cfd20,raw,cfd20/raw,1110,3.4035141628299086,6.5830265869175175,3.2995680617349032,3.530096875277448,0.0,0.0,0.0
run_63,cfd20,control_stratum,cfd20/control_stratum,1110,3.877512083003491,11.247012320943876,3.634661403653492,4.117723419506782,0.47399792017358244,0.22170941047114914,0.7103764202238342
run_63,of_1_9,local_linear,of_1_9/local_linear,1110,3.2016332644022887,3.5384276117130358,3.062428708388545,3.363729150536977,-0.40319366914662247,-0.5231248196528592,-0.2744506600959085
run_63,of_1_9,raw,of_1_9/raw,1110,3.604826933548911,3.8391146962395295,3.4831495382092905,3.708839365464181,0.0,0.0,0.0
run_63,of_1_9,amplitude_bin_template,of_1_9/amplitude_bin_template,1110,4.1792700839051955,4.0666453560359335,3.8373850348628977,4.403974898487711,0.5744431503562843,0.21495364440342038,0.8631059340893994
run_63,of_1_9,control_stratum,of_1_9/control_stratum,1110,4.507828971268561,4.3307563962443565,4.256929504810993,4.776245517256559,0.9030020377196495,0.5972237528073077,1.2100886118382779
run_63,of_2_10,local_linear,of_2_10/local_linear,1110,3.246162561141965,3.581904956628608,3.1431246777967377,3.4251006352555065,-0.36119675294496245,-0.4833367430182784,-0.21397410202089215
run_63,of_2_10,raw,of_2_10/raw,1110,3.6073593140869273,3.8765178643661042,3.5030751074799937,3.7454002608209978,0.0,0.0,0.0
run_63,of_2_10,amplitude_bin_template,of_2_10/amplitude_bin_template,1110,4.352576186233191,4.211747838803725,4.114922845546445,4.6654543698772795,0.7452168721462633,0.46075947773926784,1.0444967885025178
run_63,of_2_10,control_stratum,of_2_10/control_stratum,1110,4.68564979192427,4.466883076570636,4.254806764026,4.987189556492208,1.0782904778373426,0.6823571389465805,1.3704325737065732
run_63,of_3_11,local_linear,of_3_11/local_linear,1110,3.3879230370024307,3.6113886478347097,3.239226449967566,3.4964484194516627,-0.19441118261330592,-0.3214113025428981,-0.05540499759140122
run_63,of_3_11,raw,of_3_11/raw,1110,3.5823342196157366,3.8712485166093074,3.4191682127974903,3.698912124932215,0.0,0.0,0.0
run_63,of_3_11,amplitude_bin_template,of_3_11/amplitude_bin_template,1110,4.317603103955302,4.3005797880130645,3.949434343650454,4.609351839937752,0.7352688843395656,0.41045838607242136,1.0946299629061733
run_63,of_3_11,control_stratum,of_3_11/control_stratum,1110,4.631864766211991,4.587503556109214,4.298496210399854,4.96029848618807,1.0495305465962543,0.767690806532862,1.383972001892059
run_63,of_4_12,local_linear,of_4_12/local_linear,1110,3.300410092118005,3.771546705926572,3.191277528598188,3.4626178502093494,-0.15154466858592297,-0.2738563920469473,0.01740318231889927
run_63,of_4_12,raw,of_4_12/raw,1110,3.451954760703928,4.002194312848231,3.28131975592913,3.6078098097005116,0.0,0.0,0.0
run_63,of_4_12,amplitude_bin_template,of_4_12/amplitude_bin_template,1110,4.272039681089317,4.4836662458469645,3.866869602964856,4.531187011786756,0.8200849203853888,0.3971843139399335,1.1422518664907273
run_63,of_4_12,control_stratum,of_4_12/control_stratum,1110,4.6032789793853786,4.782630986704693,4.246815845471383,5.030836235349578,1.1513242186814505,0.7652559688914099,1.5944306023199828
run_63,template_phase,local_linear,template_phase/local_linear,1110,2.7499999999999982,3.2834233652322586,2.6287166898180274,2.878716689818024,-0.12871668981803275,-0.3837754849006103,-0.10486419812174355
run_63,template_phase,raw,template_phase/raw,1110,2.878716689818031,3.381787187237262,2.8787166898180274,3.012492174718652,0.0,0.0,0.0
run_63,template_phase,amplitude_bin_template,template_phase/amplitude_bin_template,1110,3.128716689818024,3.9001975681452627,3.0124921747186484,3.262492174718645,0.2499999999999929,4.840572387365683e-15,0.25
run_63,template_phase,control_stratum,template_phase/control_stratum,1110,3.378716689818031,4.896370240742362,3.128716689818031,3.6287166898180274,0.5,0.25000000000000344,0.6337754849006245
run_65,cfd20,amplitude_bin_template,cfd20/amplitude_bin_template,198,2.537072988538374,2.4864618843726305,1.8456120664871916,3.257302138843796,-0.4563132031329067,-1.1746947306513293,0.1435366029976824
run_65,cfd20,control_stratum,cfd20/control_stratum,198,2.735815878708984,2.547237267722323,2.0053350426104504,3.2935153327650943,-0.2575703129622968,-0.9289005325816787,0.13289123790362709
run_65,cfd20,raw,cfd20/raw,198,2.9933861916712807,2.7426839288126446,2.694416483754543,3.330250435034775,0.0,0.0,0.0
run_65,cfd20,local_linear,cfd20/local_linear,198,3.045024354005014,2.734775421802792,2.694769423780092,3.312567431162118,0.051638162333733195,-0.34655268993417465,0.26563952070852165
run_65,of_1_9,local_linear,of_1_9/local_linear,198,3.2034515315280805,3.065536605795421,2.762164518407886,3.679118018683613,-0.15879902046090466,-0.5972384870602296,0.29096684934692363
run_65,of_1_9,raw,of_1_9/raw,198,3.362250551988985,3.1539618293644813,2.9637567876011808,3.85260882283566,0.0,0.0,0.0
run_65,of_1_9,amplitude_bin_template,of_1_9/amplitude_bin_template,198,3.8360255031886146,3.8368249626883464,3.4196090278548867,4.652703345062306,0.4737749511996294,-0.038833048401980506,1.2510063984135018
run_65,of_1_9,control_stratum,of_1_9/control_stratum,198,4.440674435313976,3.913128785040118,3.9021776495902354,4.828686306410717,1.0784238833249913,0.4869208427404128,1.4594154962586683
run_65,of_2_10,local_linear,of_2_10/local_linear,198,3.4176044363383005,3.2166073173235405,2.963181860623066,3.851690577883529,-0.12566959709296288,-0.411811975968238,0.2786925300595228
run_65,of_2_10,raw,of_2_10/raw,198,3.5432740334312633,3.284118018890215,2.9520972878803864,3.988085610601717,0.0,0.0,0.0
run_65,of_2_10,amplitude_bin_template,of_2_10/amplitude_bin_template,198,4.099081383474833,4.011380727811256,3.634975192493468,4.876933289994481,0.5558073500435698,0.002854398675668772,1.299322378291692
run_65,of_2_10,control_stratum,of_2_10/control_stratum,198,4.649673639192485,4.100271577574001,4.107336277152565,5.12412319924969,1.1063996057612213,0.6324510385900718,1.6530872393067875
run_65,of_3_11,local_linear,of_3_11/local_linear,198,3.267195236351152,2.9727751710853902,2.914706470817471,3.5284788117131827,-0.051381142151973425,-0.35535636053015335,0.2813987237269731
run_65,of_3_11,raw,of_3_11/raw,198,3.3185763785031255,2.9804589483669663,2.861663662417817,3.546971401859941,0.0,0.0,0.0
run_65,of_3_11,amplitude_bin_template,of_3_11/amplitude_bin_template,198,4.142930999530221,3.7980419604989457,3.5700962024988097,4.679924313907777,0.8243546210270956,0.33697968341766965,1.3919480391279138
