domain,method,run,n,bias_ns,sigma68_ns,rms_ns,tail_fraction_abs_gt_5ns,tail_fraction_abs_gt_10ns
full_transfer,1d_cnn_waveform_only,44,284,8.873290992472645,6.172281309150817,24.214701041141332,0.7640845070422535,0.4507042253521127
full_transfer,1d_cnn_waveform_only,45,520,3.524421305246163,17.286465423928902,27.684721543422274,0.6634615384615384,0.47115384615384615
full_transfer,1d_cnn_waveform_only,46,142,11.03701088634771,4.79641187147066,9.519939651192821,0.9366197183098591,0.5774647887323944
full_transfer,1d_cnn_waveform_only,47,290,9.886533762737146,5.3808499942834755,21.00271681842979,0.8413793103448276,0.5
full_transfer,1d_cnn_waveform_only,48,502,5.575833742952577,11.208238872208849,26.351981799835155,0.5876494023904383,0.3386454183266932
full_transfer,1d_cnn_waveform_only,49,505,6.146865162269872,8.759979698265044,25.641656609934113,0.6792079207920793,0.3069306930693069
full_transfer,1d_cnn_waveform_only,50,520,5.476876157394315,15.368370682344336,27.002275813034423,0.7403846153846154,0.43653846153846154
full_transfer,1d_cnn_waveform_only,51,450,4.6318826626636165,15.566476051721896,24.300898155223866,0.78,0.43777777777777777
full_transfer,1d_cnn_waveform_only,52,371,5.369338755704844,12.71314820116956,22.52912766483503,0.8059299191374663,0.3746630727762803
full_transfer,1d_cnn_waveform_only,53,510,3.5704769017111606,21.8131428954202,27.386906479230714,0.6843137254901961,0.4235294117647059
full_transfer,1d_cnn_waveform_only,54,503,3.172029693141827,20.88438789631646,27.129045330528207,0.6182902584493042,0.42147117296222664
full_transfer,1d_cnn_waveform_only,55,471,4.282252628430106,17.511470973734575,24.278608729387255,0.7303609341825902,0.37579617834394907
full_transfer,1d_cnn_waveform_only,56,520,6.830715705493756,17.661748367871972,26.513714010976635,0.7519230769230769,0.4326923076923077
full_transfer,1d_cnn_waveform_only,57,520,4.371894688694851,9.724532118261333,26.338867281336793,0.5423076923076923,0.26153846153846155
full_transfer,1d_cnn_waveform_only,64,520,0.9464457637727506,5.396608264254577,16.472887488781264,0.35384615384615387,0.09423076923076923
full_transfer,analytic_s03_timewalk,44,284,0.366568872437791,1.6916990800828025,1.7092635576070723,0.0,0.0
full_transfer,analytic_s03_timewalk,45,520,-0.17057380748519435,1.111241418017222,0.9537955894140601,0.0,0.0
full_transfer,analytic_s03_timewalk,46,142,0.18770363504292598,0.12445238028593059,0.6315352915268306,0.0,0.0
full_transfer,analytic_s03_timewalk,47,290,0.45198883458484396,1.3041573639188409,1.4309898768348623,0.0,0.0
full_transfer,analytic_s03_timewalk,48,502,-0.25776281606842133,1.0116541111569692,0.8960582428110472,0.0,0.0
full_transfer,analytic_s03_timewalk,49,505,0.4046837616543826,1.190877465754018,1.083313588505298,0.0,0.0
full_transfer,analytic_s03_timewalk,50,520,-0.05200788328441819,0.9159335257523789,0.7966633969393466,0.0,0.0
full_transfer,analytic_s03_timewalk,51,450,-0.8081309853179377,1.1996689057438545,1.2914742484048627,0.0,0.0
full_transfer,analytic_s03_timewalk,52,371,-1.0112890232511447,1.1557129669783541,1.0054540930094489,0.0,0.0
full_transfer,analytic_s03_timewalk,53,510,-0.25632184603824015,2.0173673680188076,1.562986190323701,0.0,0.0
full_transfer,analytic_s03_timewalk,54,503,-1.7140099861915843,1.240410005267632,1.3040054307441429,0.0,0.0
full_transfer,analytic_s03_timewalk,55,471,0.3569813627587948,1.3573560920175634,1.3062115501879958,0.0,0.0
full_transfer,analytic_s03_timewalk,56,520,0.010852404628368006,0.3243582569813527,0.5113045968321723,0.0,0.0
full_transfer,analytic_s03_timewalk,57,520,-1.0820835790786845,0.9283839615066397,0.9538289158099937,0.0,0.0
full_transfer,analytic_s03_timewalk,64,520,0.4649103371248895,0.3442506896256328,0.45407416995710687,0.0,0.0
full_transfer,gradient_boosted_trees,44,284,6.408774213410178,2.1666480738013503,7.712706086105677,0.778169014084507,0.11971830985915492
full_transfer,gradient_boosted_trees,45,520,2.5504201087903944,14.412710726030399,12.622763111331414,0.5096153846153846,0.2826923076923077
full_transfer,gradient_boosted_trees,46,142,9.041689266637661,1.0706507527009452,1.4985996732467233,0.9929577464788732,0.19014084507042253
full_transfer,gradient_boosted_trees,47,290,7.620665907582852,3.1013715385314153,3.07879264071934,0.9586206896551724,0.3689655172413793
full_transfer,gradient_boosted_trees,48,502,4.69666787195316,3.821214869632939,3.567283263713761,0.44223107569721115,0.029880478087649404
full_transfer,gradient_boosted_trees,49,505,5.967225010507553,1.624082042001039,3.064741079622155,0.6811881188118812,0.019801980198019802
full_transfer,gradient_boosted_trees,50,520,4.311931728504561,19.71986654865983,18.54695456320209,0.7326923076923076,0.2673076923076923
full_transfer,gradient_boosted_trees,51,450,1.8071267691433783,9.436862509395684,9.716010494765893,0.7222222222222222,0.32666666666666666
full_transfer,gradient_boosted_trees,52,371,5.407436622981305,8.858243564242558,10.628862866496819,0.9703504043126685,0.22641509433962265
full_transfer,gradient_boosted_trees,53,510,1.9468867468022903,10.745302287967629,9.884670514104222,0.5176470588235295,0.26862745098039215
full_transfer,gradient_boosted_trees,54,503,2.531065903164702,12.415383032051901,11.586822035724268,0.48906560636182905,0.2644135188866799
full_transfer,gradient_boosted_trees,55,471,-2.5749252180262046,6.55962787495252,5.699054245834445,0.5392781316348195,0.01910828025477707
full_transfer,gradient_boosted_trees,56,520,4.794676242220735,10.579080680959601,9.154695906649566,0.7442307692307693,0.3038461538461538
full_transfer,gradient_boosted_trees,57,520,3.8320818099177734,1.6798668079816004,2.6271658381837457,0.19615384615384615,0.0019230769230769232
full_transfer,gradient_boosted_trees,64,520,1.3481477874251002,1.1912417624807923,1.6986424918605354,0.038461538461538464,0.0019230769230769232
full_transfer,guardrail_orthogonal_edge_transformer_new,44,284,0.21163656347383064,21.934947204823562,34.42686726362845,0.6584507042253521,0.4084507042253521
full_transfer,guardrail_orthogonal_edge_transformer_new,45,520,-0.14464404790372232,40.68761082049499,39.72011742370068,0.8,0.6538461538461539
full_transfer,guardrail_orthogonal_edge_transformer_new,46,142,0.6680548663904307,5.1404953455724325,15.749773313170161,0.3380281690140845,0.14788732394366197
full_transfer,guardrail_orthogonal_edge_transformer_new,47,290,0.05438849693045045,9.271100307378239,30.786746326894548,0.506896551724138,0.29310344827586204
full_transfer,guardrail_orthogonal_edge_transformer_new,48,502,0.07282880040969708,34.48093551227643,38.196854605336604,0.7450199203187251,0.5677290836653387
full_transfer,guardrail_orthogonal_edge_transformer_new,49,505,-0.12660080354500813,31.51709050986738,37.61848222522249,0.7227722772277227,0.5544554455445545
full_transfer,guardrail_orthogonal_edge_transformer_new,50,520,0.22799946195081988,32.178848725836666,37.33400277079634,0.6480769230769231,0.5269230769230769
full_transfer,guardrail_orthogonal_edge_transformer_new,51,450,0.35657991185554927,35.074587738156495,35.692821252837646,0.6755555555555556,0.5755555555555556
