method,family,n,bias_frac,res68_frac,mae_mev,res68_ci95,bias_ci95,mae_mev_ci95
geant4_birks_lookup,traditional_geant4_birks,332852,-0.023105417371831,0.0402476780185758,0.22820765571671336,"[0.038856418352992535, 0.0416112695450198]","[-0.02667701207197779, -0.01823450621355995]","[0.20179490690897936, 0.2636144898755849]"
gradient_boosted_trees,ml_tree,332852,-0.016797897333376218,0.058091506141769035,0.21425914789891487,"[0.04997316199487904, 0.06870293779108373]","[-0.020300749810124877, -0.009880611384158453]","[0.18851420685727488, 0.2465328925578054]"
physics_residual_mlp,neural_physics_residual,332852,-0.014596960372169655,0.058682584960385274,0.22190192990577254,"[0.04903883404802979, 0.07789258951891084]","[-0.020913610668073648, -0.004785086193612457]","[0.19292941752295295, 0.2713311701158098]"
ridge,ml_linear,332852,-0.02365520387466069,0.09669173843337274,0.2973852297273477,"[0.08872065682693188, 0.11727745712927652]","[-0.03567088694712493, 0.0003975704106005335]","[0.27320894424486863, 0.3295398780220887]"
1d_cnn,neural_waveform,332852,-6.560902799310926e-05,0.10775397733313828,0.3397846617887725,"[0.09096631165660496, 0.15317694685680575]","[-0.0066085957152100866, 0.00921722838460307]","[0.29887840152235295, 0.4070635901490431]"
mlp,neural_tabular,332852,0.02059586632720572,0.18327309975750022,0.5376367509451159,"[0.1427930343213011, 0.2443283243779723]","[0.004352479203747403, 0.029432514332589824]","[0.4819908458753433, 0.6179530056242178]"
old_power_law,traditional_empirical,332852,-0.2976337210139379,0.4623734111570848,1.6562849481486455,"[0.44417687356647384, 0.567034275989217]","[-0.3525546894592529, -0.12978524298975325]","[1.5633606513305105, 1.7356154362273104]"
