sample,pair,lowering_bin,method,n_pair_residuals,n_events,n_runs,median_ns,sigma68_ns,full_rms_ns,tail_frac_abs_gt5ns,mae_ns,core_sigma_ns,core_mu_ns,core_chi2_ndf,sigma68_ci_low,sigma68_ci_high,tail_ci_low,tail_ci_high,full_rms_ci_low,full_rms_ci_high
sample_i,B2-B4,large,raw_cfd20,835,835,13,0.9429629932622081,16.37218174794658,39.66315976574927,0.48862275449101794,19.51159590658816,0.7448660344676605,-0.17528537231487246,2.054437922439936,9.255973562670345,25.22322006012539,0.43013975268411253,0.5422597151185334,34.13401060765247,46.024463295220606
sample_i,B2-B4,large,traditional_ridge_lowering,835,835,13,4.557248931153076,13.910385626103121,24.015956139348138,0.6455089820359281,13.782144155490405,1.4113201168227072,-0.45699678622573287,1.2348787714878326,11.579632883387255,16.10837014353421,0.6108405080595701,0.6903237944518652,19.879900157745237,28.164011312820435
sample_i,B2-B4,large,ml_rf_lowering,835,835,13,0.19480980566093187,7.116524155134427,20.86330727724488,0.41916167664670656,10.309910685481725,1.1354345510000936,0.05563866699151623,1.208945491105733,5.903416282424378,9.204964155427524,0.3653758741258741,0.47294320431030085,16.218736882268065,24.328947499566567
sample_i,B2-B4,medium,raw_cfd20,267,267,13,1.9493499093935611,5.659993380989993,30.42017412849545,0.3408239700374532,13.578008093116708,0.7907313596166292,-1.0464874982104904,1.5520783586009235,3.5917067005031003,21.5950326923388,0.2510198744769874,0.4209185606060606,21.87988496445828,37.92751895873275
sample_i,B2-B4,medium,traditional_ridge_lowering,267,267,13,6.06271166823008,8.214231548157818,18.936809811209667,0.46441947565543074,9.990921082930718,0.837188567535757,0.8177318934139275,0.6644024297564353,6.162032794436564,11.345765501786953,0.36463524590163937,0.5708872967759713,13.465018805307947,25.047850115358763
sample_i,B2-B4,medium,ml_rf_lowering,267,267,13,1.3430410836443774,4.516641936253674,13.233236625878911,0.299625468164794,6.4926041966031,0.8971224878857638,-0.5433426370091555,1.3773197214125337,3.5379174342252075,7.378746493566994,0.22533619983619985,0.35935747226723164,9.18693275469105,17.984276376783114
sample_i,B2-B4,none,raw_cfd20,4148,4148,14,-1.601847050482867,40.630218523941714,47.23815226253841,0.4790260366441659,28.78708080019403,1.147528724725847,2.813147454372144,1.4263173551555335,32.57737887583285,45.423880737654684,0.3633146406078816,0.9492026509506728,41.334502522709535,49.13043188768698
sample_i,B2-B4,none,traditional_ridge_lowering,4148,4148,14,4.256042958159059,19.04812197004998,24.511192217943222,0.5802796528447445,15.410926114033954,0.9187089731392911,3.8415318793193367,5.3847211410026254,16.567771087573824,20.912629030966027,0.4652465537383909,0.7656291752314001,23.31262779646126,25.765522011689814
sample_i,B2-B4,none,ml_rf_lowering,4148,4148,14,0.5215988583240094,5.627572396552555,10.024085191959655,0.328351012536162,5.526650511130138,1.1662257292592986,0.5935029236031408,1.2466561895311647,4.6554362903939746,6.371241097454471,0.2658476939898471,0.375921437633219,9.18148567530012,10.860761567430666
sample_i,B2-B4,small,raw_cfd20,587,587,13,0.7653076114194128,42.81530959562131,49.07437915222075,0.46507666098807493,27.206710916054657,1.2265933593043297,0.47076600376694266,1.219431799368646,33.791783667949,52.73160997805922,0.36992669828099645,0.590201063476238,43.37821811429698,56.51868932723588
sample_i,B2-B4,small,traditional_ridge_lowering,587,587,13,7.119585823797163,21.12832190719969,28.881813748436258,0.4991482112436116,16.24641992869065,0.9229935337758427,0.776065642523151,1.113686595368127,16.487700881853502,25.88482817884679,0.4302046550599916,0.5980553579993715,25.08509246127486,32.02878762489978
sample_i,B2-B4,small,ml_rf_lowering,587,587,13,1.135308286488488,6.238426181433921,13.957472367793532,0.3696763202725724,6.8227131219841635,1.2848125438294038,-0.023988870288579805,0.8578709103230737,4.224077305866747,7.991275143333144,0.2914732142857143,0.42863300492610834,11.019994629526058,16.1774024666096
sample_i,B2-B6,large,raw_cfd20,274,274,13,0.09057629045015148,24.721584959569974,41.519894018046045,0.5948905109489051,23.21113236635953,1.0206484582923576,-0.6666181944458759,0.564676203445377,12.998852692097811,42.98463563718683,0.5033726944167497,0.665265032840853,29.430829802811868,49.65306887316393
