sample,stave,s04_downstream_exact_sigma68_ns
sample_i,B4,1.5556489475050777
sample_i,B6,0.7192460508793412
sample_i,B8,1.1304205261864857
sample_ii,B4,1.6938172455237257
sample_ii,B6,0.6554031722263406
sample_ii,B8,1.1398627240581236
