run_cv_raw_sigma68_ns,run_cv_traditional_sigma68_ns,run_cv_ml_sigma68_ns,row_cv_ml_sigma68_ns,row_minus_run_cv_ml_sigma68_ns
3.718477761280146,7.298700901017861,3.502851813472445,3.442907868359524,-0.05994394511292134
