strata_definition,metric,value,ci_low,ci_high,n_strata,bootstrap_unit,n_bootstrap
uncorrected,downstream_high_minus_low,0.006762658473460766,0.005409086155650991,0.008929345759049422,9,run_within_current_group,400
uncorrected,integral_charge_median_log_shift,0.030170483153793753,0.009103588422424582,0.038100034411725665,9,run_within_current_group,400
uncorrected,template_charge_median_log_shift,0.034639997561126394,0.009457606966505617,0.04337654355837248,9,run_within_current_group,400
uncorrected,p04_duplicate_charge_median_log_shift,0.047643517262430234,0.021792001883220696,0.05672774451259835,9,run_within_current_group,400
uncorrected,uncorrected_charge_median_log_shift,0.047643517262430234,0.021735449553202946,0.05697297834204196,9,run_within_current_group,400
p07_corrected,downstream_high_minus_low,0.006762537116158371,0.005357221387165886,0.00935485265247028,9,run_within_current_group,400
p07_corrected,integral_charge_median_log_shift,0.030170483153793753,0.011610389967046763,0.0379112145956714,9,run_within_current_group,400
p07_corrected,template_charge_median_log_shift,0.03463842803296372,0.008052791426965335,0.04342440676530357,9,run_within_current_group,400
p07_corrected,p04_duplicate_charge_median_log_shift,0.047643517262430234,0.021049218657037384,0.057173815531931904,9,run_within_current_group,400
p07_corrected,p07_corrected_charge_median_log_shift,0.047611200196448,0.025007561345870476,0.057555205544634794,9,run_within_current_group,400
uncorrected_plus_p09a_taxon,downstream_high_minus_low,0.004122451926345003,0.0020907455747442133,0.006086996547786955,11,run_within_current_group,400
uncorrected_plus_p09a_taxon,integral_charge_median_log_shift,0.03363315210108103,0.011071421378987763,0.04142769660730694,11,run_within_current_group,400
uncorrected_plus_p09a_taxon,template_charge_median_log_shift,0.02911196831768051,0.0016556022923168137,0.03894163019018102,11,run_within_current_group,400
uncorrected_plus_p09a_taxon,p04_duplicate_charge_median_log_shift,0.04811280451520242,0.021632383962662535,0.06147832904131675,11,run_within_current_group,400
uncorrected_plus_p09a_taxon,uncorrected_plus_p09a_taxon_charge_median_log_shift,0.04811280451520242,0.02244366169272595,0.06071056481976339,11,run_within_current_group,400
p07_corrected_plus_p09a_taxon,downstream_high_minus_low,0.004122373214408075,0.00201772648643095,0.006039025912295596,11,run_within_current_group,400
p07_corrected_plus_p09a_taxon,integral_charge_median_log_shift,0.03363315210108103,0.013125873701109654,0.03977870144089008,11,run_within_current_group,400
p07_corrected_plus_p09a_taxon,template_charge_median_log_shift,0.029111748326609205,0.00018943552433570154,0.03733406737602381,11,run_within_current_group,400
p07_corrected_plus_p09a_taxon,p04_duplicate_charge_median_log_shift,0.04811280451520242,0.02275344566083835,0.06051419534005735,11,run_within_current_group,400
p07_corrected_plus_p09a_taxon,p07_corrected_plus_p09a_taxon_charge_median_log_shift,0.0480778006993209,0.021998760264183983,0.059784469501972526,11,run_within_current_group,400
uncorrected_plus_p09b_adjudicated,downstream_high_minus_low,0.0040870384408380886,0.001999281092391663,0.006120944061584062,11,run_within_current_group,400
uncorrected_plus_p09b_adjudicated,integral_charge_median_log_shift,0.03364313736590535,0.00833727051221426,0.040558112492783384,11,run_within_current_group,400
uncorrected_plus_p09b_adjudicated,template_charge_median_log_shift,0.030992171735273594,0.006707116300352492,0.037950701871696836,11,run_within_current_group,400
uncorrected_plus_p09b_adjudicated,p04_duplicate_charge_median_log_shift,0.046975379889950535,0.021733687440795398,0.0581245802421427,11,run_within_current_group,400
uncorrected_plus_p09b_adjudicated,uncorrected_plus_p09b_adjudicated_charge_median_log_shift,0.046975379889950535,0.024325145054821272,0.05813170783943911,11,run_within_current_group,400
p07_corrected_plus_p09b_adjudicated,downstream_high_minus_low,0.004086959714992,0.0018985500251772367,0.006147839574340312,11,run_within_current_group,400
p07_corrected_plus_p09b_adjudicated,integral_charge_median_log_shift,0.03364313736590535,0.008949550426869847,0.04061785527401653,11,run_within_current_group,400
p07_corrected_plus_p09b_adjudicated,template_charge_median_log_shift,0.030991951705327748,0.007812878773378698,0.03942529366776854,11,run_within_current_group,400
p07_corrected_plus_p09b_adjudicated,p04_duplicate_charge_median_log_shift,0.046975379889950535,0.02372570019342159,0.05803657376159165,11,run_within_current_group,400
p07_corrected_plus_p09b_adjudicated,p07_corrected_plus_p09b_adjudicated_charge_median_log_shift,0.0469403698885564,0.023922441207969183,0.05829070837184197,11,run_within_current_group,400
