method,roc_auc,roc_auc_ci_low,roc_auc_ci_high,average_precision,ap_ci_low,ap_ci_high,brier,brier_ci_low,brier_ci_high
traditional timing/template reference,0.7592396063640698,0.7135134320734983,0.8062714080413195,0.7838769645667342,0.7091668405752308,0.8415546939144598,0.21827131704667557,0.2070495019401478,0.22919575665536204
mlp,0.6490267481683791,0.5980818315971661,0.6800444742912549,0.6604320311996383,0.5958222387623261,0.6921870208109597,0.33247538769312845,0.2935531075118179,0.37746822798740143
ridge_logistic,0.6329657085880263,0.610190322484679,0.64875331186424,0.6440209174935426,0.619968875160754,0.6597421608320048,0.28809673881228176,0.2760348602679302,0.3017041102837287
residual_tcn_fusion,0.6238878050895218,0.5876690959385616,0.6486029477711182,0.6571219481480934,0.6111538503902656,0.7022746200194767,0.27909281520826906,0.2669006551603018,0.2934686717599932
gradient_boosted_trees,0.6115168855941389,0.5668236560456889,0.6590845323687936,0.6814828743837231,0.6213383033028508,0.728698362354015,0.33997898580560004,0.3057718308977186,0.37184914206060193
cnn_1d,0.5638539905492695,0.5335386392153143,0.5801410683430643,0.595942464657123,0.5493315447603437,0.6323373470589346,0.2636712648086268,0.2611903288316112,0.2671575531514495
