row_id,method,run,label_injected,score,threshold,veto,pool_level,pool_clean,exact_stratum_available,manual_adjudicated_pathology,base_d_t_ns,manual_proxy_votes
58:417761:1736:28763:raw_clean,traditional timing/template reference,58,0,0.3333333333333333,2.0,False,adjacent_run_amp_topology_baseline,121,True,1,2.9502676117459785,1
58:418646:2556:29648:raw_clean,traditional timing/template reference,58,0,0.0,0.5,False,adjacent_run_amp_topology_baseline,51,True,1,2.986294059771023,1
58:418772:2676:29774:raw_clean,traditional timing/template reference,58,0,-0.6666666666666666,0.25,False,adjacent_run_amp_topology_baseline,90,True,1,2.228259459539593,1
58:420237:4046:31237:raw_clean,traditional timing/template reference,58,0,-0.6666666666666666,0.25,False,adjacent_run_amp_topology_baseline,84,True,0,2.0780760423604896,1
58:420920:4681:31916:raw_clean,traditional timing/template reference,58,0,-0.3333333333333333,0.75,False,adjacent_run_amp_topology_baseline,81,True,1,2.717534536212749,1
58:421027:4781:32023:raw_clean,traditional timing/template reference,58,0,-0.6666666666666666,0.1374999999999993,False,adjacent_run_amp_topology_baseline,30,True,1,1.9071776497977064,2
58:421068:4820:32064:raw_clean,traditional timing/template reference,58,0,3.6666666666666665,0.75,True,amp_topology,539,False,1,2.1214390760477784,2
58:421221:4967:32217:raw_clean,traditional timing/template reference,58,0,-0.3333333333333333,0.75,False,adjacent_run_amp_topology_baseline,81,True,1,2.325156924102433,1
59:423271:6876:34259:raw_clean,traditional timing/template reference,59,0,-0.25,2.25,False,amp_topology,428,False,1,1.8492475362372855,2
59:423323:6926:34311:raw_clean,traditional timing/template reference,59,0,-0.75,0.0,False,adjacent_run_amp_topology_baseline,160,True,0,1.295197740112993,1
59:423376:6973:34364:raw_clean,traditional timing/template reference,59,0,-1.0,0.0,False,adjacent_run_amp_topology_baseline,160,True,0,0.1837765399985578,1
59:423434:7026:34422:raw_clean,traditional timing/template reference,59,0,-0.25,1.0,False,adjacent_run_amp_topology_baseline,81,True,1,2.521878437696916,1
59:424134:7672:35122:raw_clean,traditional timing/template reference,59,0,-0.75,0.0,False,adjacent_run_amp_topology_baseline,26,True,1,1.9081271645777989,2
59:424630:8132:35618:raw_clean,traditional timing/template reference,59,0,-0.25,1.0,False,adjacent_run_amp_topology_baseline,98,True,0,1.4673211082826505,0
59:424739:8234:35727:raw_clean,traditional timing/template reference,59,0,-0.75,0.0,False,adjacent_run_amp_topology_baseline,26,True,1,1.9582706599899744,2
59:424849:8333:35837:raw_clean,traditional timing/template reference,59,0,0.0,0.3333333333333333,False,adjacent_run_amp_topology_baseline,108,True,0,1.8159803008814135,1
59:424901:8379:35889:raw_clean,traditional timing/template reference,59,0,-0.5,0.6666666666666666,False,adjacent_run_amp_topology_baseline,57,True,0,1.0856864995137414,0
59:424923:8401:35911:raw_clean,traditional timing/template reference,59,0,-0.75,0.0,False,adjacent_run_amp_topology_baseline,160,True,0,0.6044060173174763,1
59:425017:8487:36005:raw_clean,traditional timing/template reference,59,0,-0.5,1.0,False,adjacent_run_amp_topology_baseline,98,True,0,2.1542465480259594,1
59:425144:8601:36132:raw_clean,traditional timing/template reference,59,0,-0.5,0.3333333333333333,False,adjacent_run_amp_topology_baseline,107,True,1,2.66213550870992,1
59:425147:8604:36135:raw_clean,traditional timing/template reference,59,0,0.0,1.295833333333333,False,any_run_amp_topology_baseline,30,True,1,2.9246109671056644,2
59:425245:8693:36233:raw_clean,traditional timing/template reference,59,0,-0.5,0.3333333333333333,False,adjacent_run_amp_topology_baseline,107,True,0,1.760199030716958,1
59:425360:8799:36348:raw_clean,traditional timing/template reference,59,0,-1.0,0.0,False,adjacent_run_amp_topology_baseline,160,True,0,0.949469786980302,1
59:425381:8818:36369:raw_clean,traditional timing/template reference,59,0,0.5,3.6666666666666665,False,adjacent_run_amp_topology_baseline,60,True,1,2.8092253472179607,1
59:425507:8933:36495:raw_clean,traditional timing/template reference,59,0,-0.5,0.3333333333333333,False,adjacent_run_amp_topology_baseline,107,True,0,2.1778108516273065,1
59:425624:9042:36612:raw_clean,traditional timing/template reference,59,0,-0.75,0.3333333333333333,False,adjacent_run_amp_topology_baseline,108,True,0,1.4793395883418974,0
59:425627:9044:36615:raw_clean,traditional timing/template reference,59,0,-0.75,0.2541666666666664,False,adjacent_run_amp_topology_baseline,40,True,0,0.9860941225251344,1
59:425634:9051:36622:raw_clean,traditional timing/template reference,59,0,-0.5,0.3333333333333333,False,adjacent_run_amp_topology_baseline,33,True,1,2.87965932457632,2
59:425637:9053:36625:raw_clean,traditional timing/template reference,59,0,-0.5,0.3333333333333333,False,adjacent_run_amp_topology_baseline,33,True,0,1.6893941469205132,1
59:425928:9322:36916:raw_clean,traditional timing/template reference,59,0,0.25,2.6666666666666665,False,adjacent_run_amp_topology_baseline,213,True,0,2.179494954973613,1
59:426252:9624:37240:raw_clean,traditional timing/template reference,59,0,-0.5,0.3333333333333333,False,adjacent_run_amp_topology_baseline,107,True,1,2.8167654028436004,1
59:426294:9660:37282:raw_clean,traditional timing/template reference,59,0,-0.75,0.0,False,adjacent_run_amp_topology_baseline,160,True,0,0.3140720071309566,1
59:426377:9740:37365:raw_clean,traditional timing/template reference,59,0,-0.5,1.0,False,adjacent_run_amp_topology_baseline,98,True,1,2.3220292160392297,1
59:426427:9789:37415:raw_clean,traditional timing/template reference,59,0,-0.5,0.3333333333333333,False,adjacent_run_amp_topology_baseline,108,True,0,1.3570570041000671,0
59:426641:9993:37629:raw_clean,traditional timing/template reference,59,0,-0.75,0.3333333333333333,False,adjacent_run_amp_topology_baseline,108,True,0,1.0763844575725765,0
59:426813:10150:37801:raw_clean,traditional timing/template reference,59,0,-0.5,1.0,False,adjacent_run_amp_topology_baseline,81,True,0,1.6873409820630414,1
59:426827:10163:37815:raw_clean,traditional timing/template reference,59,0,-0.25,0.3333333333333333,False,adjacent_run_amp_topology_baseline,108,True,1,2.305105687386245,1
59:426835:10170:37823:raw_clean,traditional timing/template reference,59,0,-0.25,0.0,False,adjacent_run_amp_topology_baseline,160,True,0,1.210662508041537,1
59:426990:10313:37978:raw_clean,traditional timing/template reference,59,0,-0.5,0.3333333333333333,False,adjacent_run_amp_topology_baseline,108,True,1,2.3299429607121915,1
59:427080:10394:38068:raw_clean,traditional timing/template reference,59,0,-0.75,0.0,False,adjacent_run_amp_topology_baseline,160,True,1,2.911845972957085,2
59:427412:10696:38400:raw_clean,traditional timing/template reference,59,0,0.0,1.0,False,adjacent_run_amp_topology_baseline,81,True,1,2.5018281520906385,1
59:427514:10788:38502:raw_clean,traditional timing/template reference,59,0,-1.0,0.0,False,adjacent_run_amp_topology_baseline,160,True,0,0.9701542269611564,1
59:427533:10806:38521:raw_clean,traditional timing/template reference,59,0,0.25,2.6666666666666665,False,adjacent_run_amp_topology_baseline,213,True,0,0.1253245343759701,0
59:427652:10923:38640:raw_clean,traditional timing/template reference,59,0,-0.75,0.3333333333333333,False,adjacent_run_amp_topology_baseline,108,True,1,2.6709957679303145,1
59:427722:10985:38710:raw_clean,traditional timing/template reference,59,0,-0.75,0.0,False,adjacent_run_amp_topology_baseline,160,True,0,0.062150047508048,0
59:427740:11003:38728:raw_clean,traditional timing/template reference,59,0,-0.25,0.0,False,adjacent_run_amp_topology_baseline,160,True,0,0.8395403831529364,1
59:427867:11124:38855:raw_clean,traditional timing/template reference,59,0,-0.5,1.0,False,adjacent_run_amp_topology_baseline,98,True,0,2.167522031844726,1
59:427950:11200:38938:raw_clean,traditional timing/template reference,59,0,0.0,2.6666666666666665,False,adjacent_run_amp_topology_baseline,213,True,1,2.2929918736628,1
59:427983:11231:38971:raw_clean,traditional timing/template reference,59,0,-0.25,0.3333333333333333,False,adjacent_run_amp_topology_baseline,33,True,1,2.630374311097203,1
59:428021:11264:39009:raw_clean,traditional timing/template reference,59,0,-0.5,0.6666666666666666,False,adjacent_run_amp_topology_baseline,57,True,1,2.937366814442676,1
59:428379:11594:39367:raw_clean,traditional timing/template reference,59,0,0.25,3.6666666666666665,False,adjacent_run_amp_topology_baseline,54,True,1,2.783466925949895,1
59:428394:11608:39382:raw_clean,traditional timing/template reference,59,0,-0.75,0.0,False,adjacent_run_amp_topology_baseline,160,True,1,2.7671009363574512,2
59:428504:11711:39492:raw_clean,traditional timing/template reference,59,0,0.75,1.0,False,adjacent_run_amp_topology_baseline,98,True,1,2.878947600889269,2
59:428507:11714:39495:raw_clean,traditional timing/template reference,59,0,-0.5,1.0,False,adjacent_run_amp_topology_baseline,81,True,1,2.201928283154597,1
59:428847:12026:39835:raw_clean,traditional timing/template reference,59,0,0.5,1.295833333333333,False,any_run_amp_topology_baseline,30,True,1,2.878177696297854,1
59:428969:12139:39957:raw_clean,traditional timing/template reference,59,0,-0.5,1.295833333333333,False,any_run_amp_topology_baseline,30,True,0,1.638460921415014,1
59:429179:12337:40167:raw_clean,traditional timing/template reference,59,0,-0.75,0.2541666666666664,False,adjacent_run_amp_topology_baseline,40,True,0,1.3721679507832576,1
59:429220:12376:40208:raw_clean,traditional timing/template reference,59,0,-0.25,1.295833333333333,False,any_run_amp_topology_baseline,30,True,1,2.0521579076703667,3
59:429240:12396:40228:raw_clean,traditional timing/template reference,59,0,-0.75,0.3333333333333333,False,adjacent_run_amp_topology_baseline,108,True,1,2.394667224030336,1
59:429286:12435:40274:raw_clean,traditional timing/template reference,59,0,-0.25,0.0,False,adjacent_run_amp_topology_baseline,160,True,1,2.4071631710335666,1
59:429591:12722:40579:raw_clean,traditional timing/template reference,59,0,-0.5,0.3333333333333333,False,adjacent_run_amp_topology_baseline,33,True,1,2.200966657001132,1
59:429704:12821:40692:raw_clean,traditional timing/template reference,59,0,2.25,3.6666666666666665,False,adjacent_run_amp_topology_baseline,60,True,1,1.0429208002063852,2
59:429756:12868:40744:raw_clean,traditional timing/template reference,59,0,0.0,1.0,False,adjacent_run_amp_topology_baseline,98,True,0,1.970190548897648,1
59:430006:13103:40994:raw_clean,traditional timing/template reference,59,0,-0.75,1.0,False,adjacent_run_amp_topology_baseline,98,True,1,2.211454860450626,2
59:430145:13223:41133:raw_clean,traditional timing/template reference,59,0,1.5,2.6666666666666665,False,adjacent_run_amp_topology_baseline,213,True,1,1.2923880497673537,2
59:430215:13284:41203:raw_clean,traditional timing/template reference,59,0,-0.75,0.0,False,adjacent_run_amp_topology_baseline,160,True,0,0.3771642760770284,1
59:430274:13335:41262:raw_clean,traditional timing/template reference,59,0,-0.25,1.0,False,adjacent_run_amp_topology_baseline,81,True,0,0.7667738392556132,1
59:430385:13438:41373:raw_clean,traditional timing/template reference,59,0,-0.75,0.3333333333333333,False,adjacent_run_amp_topology_baseline,108,True,1,2.553995882463031,1
59:430399:13452:41387:raw_clean,traditional timing/template reference,59,0,-0.75,0.0,False,adjacent_run_amp_topology_baseline,160,True,0,1.312606082753021,1
59:430737:13768:41725:raw_clean,traditional timing/template reference,59,0,-0.25,0.2625000000000002,False,any_run_amp_topology_baseline,20,True,1,2.3023738415226696,1
59:430753:13780:41741:raw_clean,traditional timing/template reference,59,0,-0.5,1.0,False,adjacent_run_amp_topology_baseline,81,True,0,1.809147903785412,1
59:430763:13790:41751:raw_clean,traditional timing/template reference,59,0,0.5,1.295833333333333,False,any_run_amp_topology_baseline,30,True,0,1.697329086363716,1
59:430787:13810:41775:raw_clean,traditional timing/template reference,59,0,0.25,1.295833333333333,False,any_run_amp_topology_baseline,30,True,0,1.5488066604995367,1
59:431027:14034:42015:raw_clean,traditional timing/template reference,59,0,1.25,3.6666666666666665,False,adjacent_run_amp_topology_baseline,54,True,1,1.758633642136104,2
59:431038:14043:42026:raw_clean,traditional timing/template reference,59,0,-0.5,0.3333333333333333,False,adjacent_run_amp_topology_baseline,33,True,0,1.970269259536277,1
59:431153:14147:42141:raw_clean,traditional timing/template reference,59,0,2.0,2.6666666666666665,False,adjacent_run_amp_topology_baseline,213,True,1,1.7961661053382585,2
59:431161:14155:42149:raw_clean,traditional timing/template reference,59,0,-0.75,0.0,False,adjacent_run_amp_topology_baseline,160,True,0,1.0535296165992245,1
59:431301:14288:42289:raw_clean,traditional timing/template reference,59,0,0.25,1.0,False,adjacent_run_amp_topology_baseline,98,True,1,2.605751591355137,1
59:431339:14324:42327:raw_clean,traditional timing/template reference,59,0,-0.25,0.6666666666666666,False,adjacent_run_amp_topology_baseline,57,True,1,2.7546042246109863,1
59:431405:14383:42393:raw_clean,traditional timing/template reference,59,0,-0.5,1.295833333333333,False,any_run_amp_topology_baseline,30,True,0,1.280189467636422,0
59:431438:14415:42426:raw_clean,traditional timing/template reference,59,0,0.5,1.295833333333333,False,any_run_amp_topology_baseline,30,True,1,2.624343021636172,1
59:431528:14500:42516:raw_clean,traditional timing/template reference,59,0,-0.75,0.3333333333333333,False,adjacent_run_amp_topology_baseline,33,True,0,0.6690360383174578,0
59:431831:14781:42819:raw_clean,traditional timing/template reference,59,0,0.25,0.3333333333333333,False,adjacent_run_amp_topology_baseline,108,True,1,2.3221672187238376,1
59:432027:14960:43015:raw_clean,traditional timing/template reference,59,0,0.25,1.0,False,adjacent_run_amp_topology_baseline,98,True,1,2.538147163483167,1
59:432052:14984:43040:raw_clean,traditional timing/template reference,59,0,-0.5,0.3333333333333333,False,adjacent_run_amp_topology_baseline,108,True,0,0.7019051127542575,0
59:432108:15037:43096:raw_clean,traditional timing/template reference,59,0,0.25,1.0,False,adjacent_run_amp_topology_baseline,98,True,1,2.3759938111083088,1
59:432231:15152:43219:raw_clean,traditional timing/template reference,59,0,-1.0,0.0,False,adjacent_run_amp_topology_baseline,26,True,0,0.6806940267720698,1
59:432248:15169:43236:raw_clean,traditional timing/template reference,59,0,-0.5,1.0,False,adjacent_run_amp_topology_baseline,98,True,1,2.559824996146599,1
59:432253:15173:43241:raw_clean,traditional timing/template reference,59,0,-0.75,0.6666666666666666,False,adjacent_run_amp_topology_baseline,57,True,0,1.8588099557834568,1
59:432392:15306:43380:raw_clean,traditional timing/template reference,59,0,0.0,1.0,False,adjacent_run_amp_topology_baseline,81,True,1,2.2090163934426243,1
59:432435:15343:43423:raw_clean,traditional timing/template reference,59,0,0.25,1.0,False,adjacent_run_amp_topology_baseline,98,True,1,2.703787470831088,1
59:432496:15399:43484:raw_clean,traditional timing/template reference,59,0,-0.25,1.0,False,adjacent_run_amp_topology_baseline,98,True,1,2.3603623513451417,1
59:432693:15578:43681:raw_clean,traditional timing/template reference,59,0,1.25,2.6666666666666665,False,adjacent_run_amp_topology_baseline,213,True,0,0.5824361339370583,1
59:432783:15654:43771:raw_clean,traditional timing/template reference,59,0,1.75,2.6666666666666665,False,adjacent_run_amp_topology_baseline,213,True,1,2.590275226700257,2
59:432832:15699:43820:raw_clean,traditional timing/template reference,59,0,-0.75,0.3333333333333333,False,adjacent_run_amp_topology_baseline,108,True,0,1.632217325778818,1
59:432877:15741:43865:raw_clean,traditional timing/template reference,59,0,-0.5,0.6666666666666666,False,adjacent_run_amp_topology_baseline,57,True,0,2.079304970729936,1
59:433141:15986:44129:raw_clean,traditional timing/template reference,59,0,1.5,2.6666666666666665,False,adjacent_run_amp_topology_baseline,213,True,1,1.7890028829067075,2
59:433156:15999:44144:raw_clean,traditional timing/template reference,59,0,0.0,2.6666666666666665,False,adjacent_run_amp_topology_baseline,213,True,1,2.2887352611703307,1
59:433295:16125:44283:raw_clean,traditional timing/template reference,59,0,2.25,3.6666666666666665,False,adjacent_run_amp_topology_baseline,60,True,1,2.1995309711655864,3
59:433337:16163:44325:raw_clean,traditional timing/template reference,59,0,0.0,1.0,False,adjacent_run_amp_topology_baseline,98,True,0,1.42213689624392,0
59:433534:16348:44522:raw_clean,traditional timing/template reference,59,0,-0.5,0.3333333333333333,False,adjacent_run_amp_topology_baseline,108,True,0,1.579582251884812,1
59:433672:93:44660:raw_clean,traditional timing/template reference,59,0,-0.5,0.3333333333333333,False,adjacent_run_amp_topology_baseline,107,True,1,2.833135323404345,1
59:433821:229:44809:raw_clean,traditional timing/template reference,59,0,-0.75,0.0,False,adjacent_run_amp_topology_baseline,160,True,1,1.5127592084294506,2
59:434031:420:45019:raw_clean,traditional timing/template reference,59,0,-1.0,0.0,False,adjacent_run_amp_topology_baseline,160,True,0,0.4544102015402593,1
59:434214:592:45202:raw_clean,traditional timing/template reference,59,0,-0.5,1.0,False,adjacent_run_amp_topology_baseline,98,True,0,0.738519650010673,0
59:434276:644:45264:raw_clean,traditional timing/template reference,59,0,-0.25,0.3333333333333333,False,adjacent_run_amp_topology_baseline,33,True,1,2.6980176950589687,2
59:434398:754:45386:raw_clean,traditional timing/template reference,59,0,-0.75,0.0,False,adjacent_run_amp_topology_baseline,160,True,0,0.6913068573535774,0
59:434449:801:45437:raw_clean,traditional timing/template reference,59,0,-0.25,0.3333333333333333,False,adjacent_run_amp_topology_baseline,108,True,1,2.311255052085606,1
59:434489:839:45477:raw_clean,traditional timing/template reference,59,0,-0.5,0.3333333333333333,False,adjacent_run_amp_topology_baseline,107,True,0,1.8896286588029727,1
59:434490:840:45478:raw_clean,traditional timing/template reference,59,0,-0.25,1.0,False,adjacent_run_amp_topology_baseline,81,True,1,2.720997099709969,1
59:434626:970:45614:raw_clean,traditional timing/template reference,59,0,-0.75,0.0,False,adjacent_run_amp_topology_baseline,160,True,1,0.1420007216763039,2
59:434653:997:45641:raw_clean,traditional timing/template reference,59,0,-0.5,0.6666666666666666,False,adjacent_run_amp_topology_baseline,57,True,0,1.4952667567021507,0
59:434706:1047:45694:raw_clean,traditional timing/template reference,59,0,-0.75,0.3333333333333333,False,adjacent_run_amp_topology_baseline,33,True,0,0.8189479150090868,0
59:434738:1078:45726:raw_clean,traditional timing/template reference,59,0,0.0,1.0,False,adjacent_run_amp_topology_baseline,98,True,1,2.207644591923952,1
59:434847:1178:45835:raw_clean,traditional timing/template reference,59,0,0.25,1.0,False,adjacent_run_amp_topology_baseline,98,True,0,0.4481769084251041,0
59:434959:1280:45947:raw_clean,traditional timing/template reference,59,0,-0.75,0.0,False,adjacent_run_amp_topology_baseline,26,True,1,1.677639191975814,2
59:435164:1473:46152:raw_clean,traditional timing/template reference,59,0,0.5,1.0,False,adjacent_run_amp_topology_baseline,81,True,1,2.886634579785259,1
59:435310:1604:46298:raw_clean,traditional timing/template reference,59,0,-0.25,1.0,False,adjacent_run_amp_topology_baseline,98,True,1,2.4924526013824497,1
59:435330:1624:46318:raw_clean,traditional timing/template reference,59,0,0.5,1.0,False,amp_topology,408,False,1,0.1489017770825071,2
59:435531:1814:46519:raw_clean,traditional timing/template reference,59,0,-0.75,0.3333333333333333,False,adjacent_run_amp_topology_baseline,107,True,0,1.90651007379228,1
59:435662:1938:46650:raw_clean,traditional timing/template reference,59,0,0.5,1.0,False,adjacent_run_amp_topology_baseline,98,True,1,2.3541118495411126,1
59:435711:1981:46699:raw_clean,traditional timing/template reference,59,0,-0.25,0.2625000000000002,False,any_run_amp_topology_baseline,20,True,0,0.9713961330554284,1
59:435771:2034:46759:raw_clean,traditional timing/template reference,59,0,0.25,2.6666666666666665,False,adjacent_run_amp_topology_baseline,213,True,0,2.109187134982569,1
59:435893:2148:46881:raw_clean,traditional timing/template reference,59,0,-0.75,0.0,False,adjacent_run_amp_topology_baseline,160,True,0,1.68326664614753,1
59:436142:2385:47130:raw_clean,traditional timing/template reference,59,0,-0.5,1.0,False,adjacent_run_amp_topology_baseline,98,True,0,1.6890209620032266,1
59:436305:2537:47293:raw_clean,traditional timing/template reference,59,0,-0.25,0.3333333333333333,False,adjacent_run_amp_topology_baseline,33,True,0,1.947762656176998,1
59:436431:2650:47419:raw_clean,traditional timing/template reference,59,0,-0.5,0.3333333333333333,False,adjacent_run_amp_topology_baseline,107,True,0,1.3305188420465512,0
59:436497:2710:47485:raw_clean,traditional timing/template reference,59,0,0.0,0.0,False,adjacent_run_amp_topology_baseline,160,True,1,2.3521801048389506,3
59:436504:2717:47492:raw_clean,traditional timing/template reference,59,0,-1.0,0.0,False,adjacent_run_amp_topology_baseline,160,True,1,1.5416840440770765,2
59:436669:2874:47657:raw_clean,traditional timing/template reference,59,0,-0.75,0.3333333333333333,False,adjacent_run_amp_topology_baseline,107,True,1,2.245702688213221,2
59:436720:2920:47708:raw_clean,traditional timing/template reference,59,0,-0.25,1.0,False,adjacent_run_amp_topology_baseline,81,True,0,1.951191030251742,1
59:436767:2964:47755:raw_clean,traditional timing/template reference,59,0,0.0,2.6666666666666665,False,adjacent_run_amp_topology_baseline,213,True,1,2.4435387904695176,1
59:436864:3057:47852:raw_clean,traditional timing/template reference,59,0,0.0,1.0,False,adjacent_run_amp_topology_baseline,98,True,0,1.350256581568786,0
59:436936:3125:47924:raw_clean,traditional timing/template reference,59,0,0.25,1.295833333333333,False,any_run_amp_topology_baseline,30,True,0,0.5914607546817052,0
59:437145:3316:48133:raw_clean,traditional timing/template reference,59,0,-0.5,0.3333333333333333,False,adjacent_run_amp_topology_baseline,107,True,1,2.659414440386957,1
59:437251:3416:48239:raw_clean,traditional timing/template reference,59,0,-0.5,1.0,False,adjacent_run_amp_topology_baseline,81,True,1,2.3401658378900585,1
59:437298:3459:48286:raw_clean,traditional timing/template reference,59,0,-0.25,1.0,False,adjacent_run_amp_topology_baseline,81,True,1,2.9979993659962645,1
59:437304:3465:48292:raw_clean,traditional timing/template reference,59,0,0.25,1.0,False,adjacent_run_amp_topology_baseline,98,True,1,2.2851759566875884,1
59:437348:3506:48336:raw_clean,traditional timing/template reference,59,0,-0.5,0.3333333333333333,False,adjacent_run_amp_topology_baseline,107,True,1,2.5882926896305314,1
59:437492:3641:48480:raw_clean,traditional timing/template reference,59,0,0.25,0.6666666666666666,False,adjacent_run_amp_topology_baseline,57,True,0,1.8283894953330169,1
59:437549:3695:48537:raw_clean,traditional timing/template reference,59,0,0.25,3.6666666666666665,False,adjacent_run_amp_topology_baseline,54,True,1,2.406926352363364,1
59:437562:3707:48550:raw_clean,traditional timing/template reference,59,0,0.0,0.3333333333333333,False,adjacent_run_amp_topology_baseline,107,True,0,2.1702987388149104,1
59:437661:3798:48649:raw_clean,traditional timing/template reference,59,0,-0.25,0.3333333333333333,False,adjacent_run_amp_topology_baseline,107,True,1,2.5199864101011507,1
59:437679:3813:48667:raw_clean,traditional timing/template reference,59,0,-0.5,1.0,False,adjacent_run_amp_topology_baseline,98,True,0,1.8666850097611447,1
59:437724:3855:48712:raw_clean,traditional timing/template reference,59,0,-0.5,0.3333333333333333,False,adjacent_run_amp_topology_baseline,107,True,0,1.365382813948731,0
59:437914:4028:48902:raw_clean,traditional timing/template reference,59,0,0.75,2.6666666666666665,False,adjacent_run_amp_topology_baseline,213,True,1,2.7114753644064606,2
59:437921:4035:48909:raw_clean,traditional timing/template reference,59,0,-0.5,0.2625000000000002,False,any_run_amp_topology_baseline,20,True,1,2.439419397640279,1
59:438018:4123:49006:raw_clean,traditional timing/template reference,59,0,0.75,1.0,False,adjacent_run_amp_topology_baseline,98,True,1,2.685538522341858,2
