run,control_rows,manual_pathology,pathology_fraction,mean_base_dt_ns
58,37,22,0.5945945945945946,1.8603380467577493
59,415,208,0.5012048192771085,1.874532552330673
60,428,232,0.5420560747663551,1.9093208279019092
61,607,356,0.586490939044481,1.9090772331488175
62,420,231,0.55,1.897261393493173
63,194,86,0.44329896907216493,1.7784185257920893
65,54,30,0.5555555555555556,1.8332130840980776
