row_id,event_key,pair_id,run,eventno,evt,label_injected,variant,base_d_t_ns,d_t_ns,abs_c_t_ns,n_downstream,target_stave,injected_delay_samples,injected_scale,transparent_P02_morphology_score,transparent_P02_morphology_prob,traditional_timing_template_reference_score,traditional_timing_template_reference_prob,random_forest_s07h_score,random_forest_s07h_prob,ridge_logistic_score,ridge_logistic_prob,gradient_boosted_trees_score,gradient_boosted_trees_prob,mlp_score,mlp_prob,cnn_1d_score,cnn_1d_prob,residual_tcn_fusion_score,residual_tcn_fusion_prob,manual_proxy_votes,manual_adjudicated_pathology,manual_proxy_rule
58:392347:10770:3399:raw_clean,58:392347:10770:3399,0,58,392347,10770,0,raw_clean,0.5872258446947249,0.5872258446947249,,2,,0,0.0,6.732403218790777,0.5395716945996276,0.0,0.548408057179987,0.5006693309504577,0.515625,0.2329699804419447,0.2448979591836734,0.1621591321288136,0.2252252252252252,0.1789005187562741,0.1603053435114503,0.4077509641647339,0.7716262975778547,0.6781995296478271,0.6577946768060836,1,0,"positive if base D_t>2.2 ns or at least 2 blinded morphology votes among D_t>1.5 ns, traditional q0.82, P02 q0.82, and S07n GBT q0.86"
58:392858:11249:3908:raw_clean,58:392858:11249:3908,1,58,392858,11249,0,raw_clean,2.292764509501797,2.292764509501797,,2,,0,0.0,0.0,0.4212121212121212,-0.3333333333333333,0.3917525773195876,0.311293750194627,0.1368421052631579,0.2314252570967302,0.2448979591836734,0.1833532833158538,0.2252252252252252,0.2129032755649436,0.2242990654205607,-0.5548713207244873,0.2937062937062937,-1.606896996498108,0.1589743589743589,1,1,"positive if base D_t>2.2 ns or at least 2 blinded morphology votes among D_t>1.5 ns, traditional q0.82, P02 q0.82, and S07n GBT q0.86"
58:392996:11382:4044:raw_clean,58:392996:11382:4044,2,58,392996,11382,0,raw_clean,1.8079858145067116,1.8079858145067116,,2,,0,0.0,0.0126706196953842,0.4447058823529412,-0.6666666666666666,0.3495782567947516,0.3121377885957733,0.1368421052631579,0.3363402561425049,0.2916666666666667,0.0965988858689265,0.0918032786885245,0.0826492844780389,0.0876190476190476,-0.0928430557250976,0.3949169110459433,-1.786136269569397,0.0930232558139534,1,0,"positive if base D_t>2.2 ns or at least 2 blinded morphology votes among D_t>1.5 ns, traditional q0.82, P02 q0.82, and S07n GBT q0.86"
58:397938:15966:8976:raw_clean,58:397938:15966:8976,3,58,397938,15966,0,raw_clean,1.3326494758451162,1.3326494758451162,,2,,0,0.0,0.0091653134134459,0.4447058823529412,-0.6666666666666666,0.3495782567947516,0.2575186501528282,0.0787401574803149,0.1469404466454618,0.1384615384615384,0.0189737465008061,0.0120481927710843,0.0070941948128257,0.032258064516129,-0.0498559772968292,0.3949169110459433,-1.8496248722076416,0.0930232558139534,0,0,"positive if base D_t>2.2 ns or at least 2 blinded morphology votes among D_t>1.5 ns, traditional q0.82, P02 q0.82, and S07n GBT q0.86"
58:398418:42:9453:raw_clean,58:398418:42:9453,4,58,398418,42,0,raw_clean,2.9265218134850315,2.9265218134850315,3.871060924375456,3,,0,0.0,0.0624278022515907,0.5395716945996276,0.6666666666666666,0.548408057179987,0.3346708852315331,0.1788617886178861,0.469358313750925,0.4376528117359413,0.0689118220410176,0.0833333333333333,0.34091183565221,0.31,0.1780194789171219,0.5093167701863353,-0.1754717230796814,0.34375,1,1,"positive if base D_t>2.2 ns or at least 2 blinded morphology votes among D_t>1.5 ns, traditional q0.82, P02 q0.82, and S07n GBT q0.86"
58:400048:1585:11080:raw_clean,58:400048:1585:11080,5,58,400048,1585,0,raw_clean,1.7409479819327842,1.7409479819327842,,2,,0,0.0,0.033090909090909,0.4674329501915709,1.0,0.5849514563106796,0.5186008446002787,0.5771144278606966,0.4964689039870725,0.4376528117359413,0.2658262663713904,0.2629757785467128,0.4425848903165539,0.3935018050541516,-0.0954133570194244,0.3949169110459433,0.2697868347167969,0.483695652173913,2,1,"positive if base D_t>2.2 ns or at least 2 blinded morphology votes among D_t>1.5 ns, traditional q0.82, P02 q0.82, and S07n GBT q0.86"
58:400125:1658:11157:raw_clean,58:400125:1658:11157,6,58,400125,1658,0,raw_clean,2.591583905567223,2.591583905567223,,2,,0,0.0,0.0051548152893444,0.4447058823529412,-0.3333333333333333,0.3917525773195876,0.3314071714355124,0.1788617886178861,0.1228108216535225,0.135064935064935,0.080951871514088,0.0884955752212389,0.0505704597498483,0.0802919708029197,-0.4478572607040405,0.3645320197044335,-1.2369242906570437,0.1875,1,1,"positive if base D_t>2.2 ns or at least 2 blinded morphology votes among D_t>1.5 ns, traditional q0.82, P02 q0.82, and S07n GBT q0.86"
58:400389:1911:11420:raw_clean,58:400389:1911:11420,7,58,400389,1911,0,raw_clean,2.213162533833213,2.213162533833213,,2,,0,0.0,0.0,0.4212121212121212,0.3333333333333333,0.548408057179987,0.2785365667629965,0.08,0.2768893213085451,0.252212389380531,0.0575257146195425,0.06,0.0036929159807043,0.032258064516129,-0.3448813855648041,0.3919413919413919,-0.25079146027565,0.34375,1,1,"positive if base D_t>2.2 ns or at least 2 blinded morphology votes among D_t>1.5 ns, traditional q0.82, P02 q0.82, and S07n GBT q0.86"
58:400931:2410:11960:raw_clean,58:400931:2410:11960,8,58,400931,2410,0,raw_clean,0.096546735198931,0.096546735198931,,2,,0,0.0,0.0012032281731474,0.4212121212121212,0.0,0.548408057179987,0.3881049570466321,0.2708333333333333,0.1752508707283513,0.1503067484662576,0.1538824629357235,0.1702127659574468,0.0479076917485832,0.0802919708029197,-0.537447988986969,0.2937062937062937,-1.201709270477295,0.1875,0,0,"positive if base D_t>2.2 ns or at least 2 blinded morphology votes among D_t>1.5 ns, traditional q0.82, P02 q0.82, and S07n GBT q0.86"
58:401796:3214:12823:raw_clean,58:401796:3214:12823,9,58,401796,3214,0,raw_clean,2.060359953877775,2.060359953877775,,2,,0,0.0,0.6097843297843298,0.5395716945996276,-0.6666666666666666,0.3495782567947516,0.3812968438726301,0.2708333333333333,0.1557326674508447,0.1503067484662576,0.1616683439946979,0.2252252252252252,0.0033318810859894,0.032258064516129,-0.1059057563543319,0.3949169110459433,-0.7554570436477661,0.2756302521008404,1,0,"positive if base D_t>2.2 ns or at least 2 blinded morphology votes among D_t>1.5 ns, traditional q0.82, P02 q0.82, and S07n GBT q0.86"
