method,real_control_veto_fraction,pathology_capture_rate,quiet_false_veto_rate,median_pool_clean,exact_stratum_available_fraction
gradient_boosted_trees,0.07331786542923434,0.11416309012875536,0.025252525252525252,124.0,0.9758700696055684
mlp,0.08306264501160093,0.10128755364806867,0.06161616161616162,124.0,0.9758700696055684
traditional timing/template reference,0.06635730858468677,0.09957081545064378,0.02727272727272727,124.0,0.9758700696055684
residual_tcn_fusion,0.06403712296983759,0.08068669527896996,0.044444444444444446,124.0,0.9758700696055684
cnn_1d,0.06728538283062645,0.07896995708154507,0.05353535353535353,124.0,0.9758700696055684
ridge_logistic,0.06403712296983759,0.07296137339055794,0.05353535353535353,124.0,0.9758700696055684
