method,secondary_fraction_delta,secondary_fraction_ci_low,secondary_fraction_ci_high,overlap_score_delta,overlap_score_ci_low,overlap_score_ci_high,timing_tail_proxy_delta,charge_log_proxy_delta,support_accept_fraction,synthetic_auc,synthetic_ap,synthetic_brier,secondary_fraction_mae
traditional,0.01751472738716328,-0.009083270189679927,0.04335499126056393,0.009184128837380796,-0.021320144426674188,0.036656459135992144,0.009669376537529023,0.1594534483391056,1.0,,,,
ridge,0.01590182362472025,0.010060397137676388,0.0221261465495031,0.03491178533850884,0.01333241770575661,0.05749166216573153,-0.0013492359698839295,-0.056954660016855466,0.5562846145089522,0.8253142481696666,0.8428193446014246,0.16267413540091918,0.11734257226955831
gradient_boosted_trees,0.006723075646524431,0.0019274218992061615,0.010204119043915721,0.02210130898059036,0.011529242356998102,0.03224526860362287,-0.0011745998533360363,-0.018077681885259676,0.5562846145089522,0.9272389663056883,0.9332215588927438,0.10623422612933253,0.07539406821182523
mlp,-0.0021195813827589076,-0.010637228401634401,0.014204307445178617,-0.014395793829820095,-0.06505812335883929,0.035033164809933987,0.001169020853283426,0.022794665690295927,0.5562846145089522,0.9116151173773241,0.907280480302531,0.1129226609473574,0.0905539073276055
cnn1d,-0.010712829908727043,-0.056494451570904755,0.03241633636716933,-0.05303773376003419,-0.17391398295696542,0.06919070083198768,-0.006086244389413766,-0.0706188650609682,0.5562846145089522,0.7544660723772143,0.7953272770276384,0.21094118918495844,0.1366584497570809
residual_tcn,-0.02537192482553847,-0.04002547242496462,-0.010900444174414211,-0.13941581460278424,-0.19888799832187726,-0.08048475394007594,-0.004275586490863446,-0.01433305018461175,0.5562846145089522,0.7634987252669453,0.795631203020162,0.2090261620557328,0.13386275599059086
