heldout_run,heldout_group,method,n_scored_events,n_synthetic_train,training_policy,synthetic_train_source_runs,synthetic_holdout_auc,synthetic_holdout_ap,synthetic_holdout_brier,synthetic_secondary_fraction_mae,support_accept_fraction
44,high_20nA,ridge,652,3600,low_current_only_source_run_heldout,46 47,0.832539896492782,0.8274458376955506,0.15904187035807932,0.12213232035368111,0.6702453987730062
44,high_20nA,gradient_boosted_trees,652,3600,low_current_only_source_run_heldout,46 47,0.9374453802423859,0.9406823944484468,0.09913445615662915,0.07178648914588319,0.6702453987730062
44,high_20nA,mlp,652,3600,low_current_only_source_run_heldout,46 47,0.9184088209242182,0.8942902870302354,0.10808627585849571,0.08605818064930892,0.6702453987730062
44,high_20nA,cnn1d,652,3600,low_current_only_source_run_heldout,46 47,0.7573060868998492,0.8005201875769677,0.21533744531350418,0.14910529927886493,0.6702453987730062
44,high_20nA,residual_tcn,652,3600,low_current_only_source_run_heldout,46 47,0.7846878045745806,0.8301207571035571,0.18055417409898705,0.12826262085228599,0.6702453987730062
44,high_20nA,shuffled_current_sentinel,652,3600,label_permuted_control,46 47,0.518941761637156,,,,0.6702453987730062
45,high_20nA,ridge,1120,3600,low_current_only_source_run_heldout,46 47,0.8034944444444446,0.830937575380158,0.17539646489064048,0.12126786976934056,0.45625
45,high_20nA,gradient_boosted_trees,1120,3600,low_current_only_source_run_heldout,46 47,0.9212736111111111,0.9275890409134858,0.11309134226138383,0.08199566257823243,0.45625
45,high_20nA,mlp,1120,3600,low_current_only_source_run_heldout,46 47,0.904338888888889,0.895927938431883,0.12104560908797363,0.08709577120289087,0.45625
45,high_20nA,cnn1d,1120,3600,low_current_only_source_run_heldout,46 47,0.717686111111111,0.7608989932609107,0.22164260218528084,0.14750280037574973,0.45625
45,high_20nA,residual_tcn,1120,3600,low_current_only_source_run_heldout,46 47,0.7298805555555555,0.759898833588992,0.222787805961111,0.13649112134160254,0.45625
45,high_20nA,shuffled_current_sentinel,1120,3600,label_permuted_control,46 47,0.5331708333333334,,,,0.45625
46,low_2nA,ridge,417,3600,low_current_only_source_run_heldout,47,0.9382429112158843,0.9468184202367727,0.09288740710168504,0.0894274616848506,0.9184652278177458
46,low_2nA,gradient_boosted_trees,417,3600,low_current_only_source_run_heldout,47,0.9917445924816932,0.9926699799234322,0.03528181939852604,0.03627916937208075,0.9184652278177458
46,low_2nA,mlp,417,3600,low_current_only_source_run_heldout,47,0.9914819890249866,0.9929567587722526,0.030521445511401284,0.04546687768423552,0.9184652278177458
46,low_2nA,cnn1d,417,3600,low_current_only_source_run_heldout,47,0.9250161486033721,0.9452763246736678,0.10253136819308724,0.08758522778414349,0.9184652278177458
46,low_2nA,residual_tcn,417,3600,low_current_only_source_run_heldout,47,0.9333832380515427,0.9527892228014705,0.15210663523052986,0.1087852771060447,0.9184652278177458
46,low_2nA,shuffled_current_sentinel,417,3600,label_permuted_control,47,0.3952514050794149,,,,0.9184652278177458
47,low_2nA,ridge,675,1332,low_current_only_source_run_heldout,46,0.8098138888888889,0.8292328258474093,0.16848448612372968,0.1084442592136179,0.6785185185185185
47,low_2nA,gradient_boosted_trees,675,1332,low_current_only_source_run_heldout,46,0.9335097222222223,0.9434426598817474,0.10308864847218228,0.07085990126157386,0.6785185185185185
47,low_2nA,mlp,675,1332,low_current_only_source_run_heldout,46,0.8666416666666668,0.8963709111795305,0.13807059530433335,0.09890918804580467,0.6785185185185185
47,low_2nA,cnn1d,675,1332,low_current_only_source_run_heldout,46,0.6994805555555555,0.7757063113705046,0.22772194303686022,0.14530308672980208,0.6785185185185185
47,low_2nA,residual_tcn,675,1332,low_current_only_source_run_heldout,46,0.6938361111111111,0.7537702220110438,0.22288220518211707,0.1494229832404849,0.6785185185185185
47,low_2nA,shuffled_current_sentinel,675,1332,label_permuted_control,46,0.48744583333333336,,,,0.6785185185185185
48,high_20nA,ridge,1086,3600,low_current_only_source_run_heldout,46 47,0.8163111111111112,0.8468950316978016,0.1711413446902397,0.12125426724123121,0.5285451197053407
48,high_20nA,gradient_boosted_trees,1086,3600,low_current_only_source_run_heldout,46 47,0.9225944444444443,0.9304586262716754,0.11355247216517242,0.07756856806409951,0.5285451197053407
48,high_20nA,mlp,1086,3600,low_current_only_source_run_heldout,46 47,0.8971250000000001,0.8885381512061417,0.13518472338688217,0.11276781096022755,0.5285451197053407
48,high_20nA,cnn1d,1086,3600,low_current_only_source_run_heldout,46 47,0.7752194444444445,0.8207570373224005,0.19146236292692834,0.12797133448784612,0.5285451197053407
48,high_20nA,residual_tcn,1086,3600,low_current_only_source_run_heldout,46 47,0.7472472222222223,0.7884286469280704,0.21538205383588538,0.13654602103906033,0.5285451197053407
48,high_20nA,shuffled_current_sentinel,1086,3600,label_permuted_control,46 47,0.529223611111111,,,,0.5285451197053407
49,high_20nA,ridge,1107,3600,low_current_only_source_run_heldout,46 47,0.8200236111111112,0.8302458093798548,0.1704742871250197,0.12367519723256959,0.5130984643179766
49,high_20nA,gradient_boosted_trees,1107,3600,low_current_only_source_run_heldout,46 47,0.9128000000000001,0.9184038806509696,0.11538834864202512,0.07800802037047588,0.5130984643179766
49,high_20nA,mlp,1107,3600,low_current_only_source_run_heldout,46 47,0.8979847222222221,0.9033540694154505,0.12124459463638511,0.08593455731960487,0.5130984643179766
49,high_20nA,cnn1d,1107,3600,low_current_only_source_run_heldout,46 47,0.7240166666666666,0.761764880662235,0.2156018001810066,0.15727684752533738,0.5130984643179766
49,high_20nA,residual_tcn,1107,3600,low_current_only_source_run_heldout,46 47,0.7142583333333333,0.7442665204178709,0.2267382850663347,0.14444028090169916,0.5130984643179766
49,high_20nA,shuffled_current_sentinel,1107,3600,label_permuted_control,46 47,0.5356166666666666,,,,0.5130984643179766
50,high_20nA,ridge,996,3600,low_current_only_source_run_heldout,46 47,0.7951541666666667,0.8183891245380024,0.17978148731601612,0.1250894236993454,0.46184738955823296
50,high_20nA,gradient_boosted_trees,996,3600,low_current_only_source_run_heldout,46 47,0.9025722222222223,0.9061829197936525,0.12611810738753657,0.0800732658405592,0.46184738955823296
50,high_20nA,mlp,996,3600,low_current_only_source_run_heldout,46 47,0.9046097222222221,0.8990260970693351,0.13051403670230438,0.11225454579752944,0.46184738955823296
50,high_20nA,cnn1d,996,3600,low_current_only_source_run_heldout,46 47,0.7562222222222222,0.7614952858217421,0.21887477143331646,0.13450267273608496,0.46184738955823296
50,high_20nA,residual_tcn,996,3600,low_current_only_source_run_heldout,46 47,0.7700888888888889,0.8096202139394746,0.2022686190296267,0.13641037502724113,0.46184738955823296
50,high_20nA,shuffled_current_sentinel,996,3600,label_permuted_control,46 47,0.4615027777777778,,,,0.46184738955823296
51,high_20nA,ridge,903,3600,low_current_only_source_run_heldout,46 47,0.8261027777777777,0.8500988952542925,0.16391406232900432,0.11837634464406013,0.5083056478405316
51,high_20nA,gradient_boosted_trees,903,3600,low_current_only_source_run_heldout,46 47,0.9152861111111112,0.9241737337202294,0.1167158238797495,0.08175910468717128,0.5083056478405316
51,high_20nA,mlp,903,3600,low_current_only_source_run_heldout,46 47,0.9190055555555556,0.9302122572040281,0.10603481251317694,0.08716225384506955,0.5083056478405316
51,high_20nA,cnn1d,903,3600,low_current_only_source_run_heldout,46 47,0.6939055555555556,0.7413780491637417,0.22751657896414595,0.14939905367650097,0.5083056478405316
51,high_20nA,residual_tcn,903,3600,low_current_only_source_run_heldout,46 47,0.754375,0.7900101291333339,0.20632910974354035,0.13363693808036042,0.5083056478405316
51,high_20nA,shuffled_current_sentinel,903,3600,label_permuted_control,46 47,0.4416583333333334,,,,0.5083056478405316
52,high_20nA,ridge,703,3600,low_current_only_source_run_heldout,46 47,0.8360666666666666,0.8382520951917724,0.15343634988988888,0.11603397570546273,0.6216216216216216
52,high_20nA,gradient_boosted_trees,703,3600,low_current_only_source_run_heldout,46 47,0.943336111111111,0.9444232682123193,0.09646489229822064,0.07248941254151037,0.6216216216216216
52,high_20nA,mlp,703,3600,low_current_only_source_run_heldout,46 47,0.9232722222222223,0.8991029350696332,0.1040422932779121,0.0896757459023861,0.6216216216216216
52,high_20nA,cnn1d,703,3600,low_current_only_source_run_heldout,46 47,0.7230555555555556,0.7735163213205347,0.21423706183036997,0.14194197839792777,0.6216216216216216
52,high_20nA,residual_tcn,703,3600,low_current_only_source_run_heldout,46 47,0.7932777777777777,0.8193527068399928,0.19471861901691911,0.13448903976439394,0.6216216216216216
52,high_20nA,shuffled_current_sentinel,703,3600,label_permuted_control,46 47,0.5095055555555555,,,,0.6216216216216216
53,high_20nA,ridge,929,3600,low_current_only_source_run_heldout,46 47,0.823875,0.8407094076513764,0.16253244138168824,0.11939246118783453,0.48869752421959095
53,high_20nA,gradient_boosted_trees,929,3600,low_current_only_source_run_heldout,46 47,0.9140375000000001,0.9192785256707828,0.11745720438733409,0.08604955857874987,0.48869752421959095
53,high_20nA,mlp,929,3600,low_current_only_source_run_heldout,46 47,0.9034111111111112,0.8920846841285873,0.1205792681847609,0.10405849922316394,0.48869752421959095
53,high_20nA,cnn1d,929,3600,low_current_only_source_run_heldout,46 47,0.7710944444444445,0.803680280824248,0.2344445190506419,0.14338371834224714,0.48869752421959095
53,high_20nA,residual_tcn,929,3600,low_current_only_source_run_heldout,46 47,0.7671166666666667,0.7734480871004293,0.22987086038036245,0.12362399249614041,0.48869752421959095
53,high_20nA,shuffled_current_sentinel,929,3600,label_permuted_control,46 47,0.5145555555555557,,,,0.48869752421959095
54,high_20nA,ridge,927,3600,low_current_only_source_run_heldout,46 47,0.8307805555555556,0.8574090648064245,0.15712233083591962,0.11024376882789566,0.4843581445523193
54,high_20nA,gradient_boosted_trees,927,3600,low_current_only_source_run_heldout,46 47,0.9299180555555556,0.934907722045021,0.10547745988489107,0.07772733038622066,0.4843581445523193
54,high_20nA,mlp,927,3600,low_current_only_source_run_heldout,46 47,0.9272875,0.9215297164865492,0.10405325970155863,0.0821485504083932,0.4843581445523193
54,high_20nA,cnn1d,927,3600,low_current_only_source_run_heldout,46 47,0.7804333333333333,0.8172323896530672,0.24600599866236428,0.12082385210254656,0.4843581445523193
54,high_20nA,residual_tcn,927,3600,low_current_only_source_run_heldout,46 47,0.767361111111111,0.7981974878671249,0.20071927392076333,0.13591676998265442,0.4843581445523193
54,high_20nA,shuffled_current_sentinel,927,3600,label_permuted_control,46 47,0.47783194444444443,,,,0.4843581445523193
55,high_20nA,ridge,950,3600,low_current_only_source_run_heldout,46 47,0.8038833333333333,0.8411301398819195,0.1715276352625833,0.11593357049964302,0.5010526315789474
55,high_20nA,gradient_boosted_trees,950,3600,low_current_only_source_run_heldout,46 47,0.9232847222222222,0.9297680946512419,0.11133137460914003,0.07905451566141125,0.5010526315789474
55,high_20nA,mlp,950,3600,low_current_only_source_run_heldout,46 47,0.9091055555555556,0.8940110613090659,0.11916742281689416,0.09620767032809895,0.5010526315789474
55,high_20nA,cnn1d,950,3600,low_current_only_source_run_heldout,46 47,0.7008611111111112,0.7598602226202718,0.2262352816506417,0.14739899155826208,0.5010526315789474
55,high_20nA,residual_tcn,950,3600,low_current_only_source_run_heldout,46 47,0.7034527777777777,0.7478259944282769,0.2316608644550189,0.14647804333684686,0.5010526315789474
55,high_20nA,shuffled_current_sentinel,950,3600,label_permuted_control,46 47,0.5430458333333333,,,,0.5010526315789474
56,high_20nA,ridge,1052,3600,low_current_only_source_run_heldout,46 47,0.7991638888888888,0.820709567499426,0.17966741850534404,0.12222860605555441,0.47243346007604564
56,high_20nA,gradient_boosted_trees,1052,3600,low_current_only_source_run_heldout,46 47,0.9167694444444445,0.9272375467263001,0.11738649815891394,0.08104477039059563,0.47243346007604564
56,high_20nA,mlp,1052,3600,low_current_only_source_run_heldout,46 47,0.906263888888889,0.9129368926356415,0.11968881289704553,0.0885474660863177,0.47243346007604564
56,high_20nA,cnn1d,1052,3600,low_current_only_source_run_heldout,46 47,0.7647333333333333,0.7970187429907574,0.19917737004372876,0.13377350403385,0.47243346007604564
56,high_20nA,residual_tcn,1052,3600,low_current_only_source_run_heldout,46 47,0.7746805555555556,0.8036084556180293,0.2186144960448695,0.1317203524813153,0.47243346007604564
56,high_20nA,shuffled_current_sentinel,1052,3600,label_permuted_control,46 47,0.4070916666666667,,,,0.47243346007604564
57,high_20nA,ridge,1100,3600,low_current_only_source_run_heldout,46 47,0.8189472222222223,0.8211970293591834,0.17203030980303077,0.1292964856587296,0.48454545454545456
57,high_20nA,gradient_boosted_trees,1100,3600,low_current_only_source_run_heldout,46 47,0.9167736111111111,0.9258834315891084,0.11679071810895081,0.0808211860869895,0.48454545454545456
57,high_20nA,mlp,1100,3600,low_current_only_source_run_heldout,46 47,0.8936749999999999,0.8815849642970996,0.12268410338387974,0.09146758513344579,0.48454545454545456
57,high_20nA,cnn1d,1100,3600,low_current_only_source_run_heldout,46 47,0.7734944444444444,0.8154768511258882,0.21238754511754204,0.12724992956996975,0.48454545454545456
57,high_20nA,residual_tcn,1100,3600,low_current_only_source_run_heldout,46 47,0.7553361111111112,0.7674995645046021,0.2217332668141935,0.12785476821814182,0.48454545454545456
57,high_20nA,shuffled_current_sentinel,1100,3600,label_permuted_control,46 47,0.4853347222222222,,,,0.48454545454545456
