method,bootstrap_unit,n_runs,n_pair_residuals,sigma68_ns,sigma68_ci_low,sigma68_ci_high,full_rms_ns,full_rms_ci_low,full_rms_ci_high,tail_frac_abs_gt5ns,tail_ci_low,tail_ci_high,delta_sigma68_vs_traditional_ns
one_dimensional_cnn_quiet_propensity,heldout_run,7,11460,1.4312607558970705,1.327785446259327,1.5859703814563206,2.525034085232861,2.385926895344396,2.663919459343332,0.016841186736474695,0.013086056644880174,0.021855184153974833,-0.1730965659327044
gradient_boosted_trees_quiet_propensity,heldout_run,7,11460,1.5108135156488487,1.3578993167823215,1.7584905359464407,2.169116802086039,1.9692063326033011,2.3574748309277105,0.017975567190226877,0.01313542300920331,0.021144278606965175,-0.09354380618092617
quiet_gated_residual_cnn,heldout_run,7,11460,1.574228964570884,1.4409861464267235,1.7241207988552638,2.591180885985442,2.4185879382739546,2.7418824038743157,0.017015706806282723,0.012765012765012766,0.02136404231740015,-0.030128357258890848
signed_physics_prior,heldout_run,7,11460,1.6043573218297749,1.3827752327879035,1.9473951194674797,2.6873182100623105,2.4639030210908355,2.896281254120843,0.020593368237347295,0.014646242818998763,0.02838921282798833,0.0
ridge_quiet_propensity,heldout_run,7,11460,1.692713584317018,1.4744847441318611,1.9563333059023673,2.543150837590615,2.3464872888550103,2.7341520925353673,0.017277486910994764,0.01376597836774828,0.021623091853113636,0.08835626248724315
mlp_quiet_propensity,heldout_run,7,11460,1.837110145491511,1.551251906993335,2.2603030676646774,2.6978466976818547,2.4264414327625783,2.9772093757205065,0.020331588132635255,0.01238543472875898,0.029714285714285714,0.23275282366173622
template_phase_base,heldout_run,7,11460,2.7414145300852155,2.6808109129566127,2.9923192689627967,3.308372978304417,3.24042896395781,3.357018933658413,0.08132635253054102,0.05507193849572215,0.09320407957184691,1.1370572082554407
