method,detection_ap,detection_auc,time_bias_ns,time_sigma68_ns,late_tail_rate_abs_gt_15ns,pileup_miss_rate,false_split_rate,energy_fractional_bias,energy_fractional_sigma68,n_events,n_positive,detection_ap_ci_low,detection_ap_ci_high,detection_auc_ci_low,detection_auc_ci_high,time_bias_ns_ci_low,time_bias_ns_ci_high,time_sigma68_ns_ci_low,time_sigma68_ns_ci_high,late_tail_rate_abs_gt_15ns_ci_low,late_tail_rate_abs_gt_15ns_ci_high,pileup_miss_rate_ci_low,pileup_miss_rate_ci_high,false_split_rate_ci_low,false_split_rate_ci_high,energy_fractional_bias_ci_low,energy_fractional_bias_ci_high,energy_fractional_sigma68_ci_low,energy_fractional_sigma68_ci_high
template_residual_boosted_stack_new,0.8560543768261175,0.8337742382271467,0.4609821272215697,6.602272104256128,0.0830188679245283,0.3026315789473684,0.16842105263157894,0.009363637721516264,0.07139666024822157,760,380,0.836369516458141,0.875984816000756,0.8162049861495845,0.8507555401662049,-0.07698115021892882,1.048660917644817,6.218593765927028,7.43468977832639,0.05471698113207547,0.1166077738515901,0.24453947368421053,0.36578947368421055,0.14467105263157895,0.19210526315789472,-6.851672426050557e-05,0.02052843606644518,0.06605631375509784,0.07612921931724435
gradient_boosted_trees,0.8456443811404089,0.8284972299168976,0.12447534315387809,8.001069802026148,0.09302325581395349,0.32105263157894737,0.16578947368421051,0.010696745625151096,0.07140754058370392,760,380,0.8311704407563252,0.8616025857677944,0.8179700484764542,0.8416696675900277,-0.11059158651617551,0.5479402765109453,7.633563439133771,8.31443112855514,0.07553612276019825,0.11376006664815329,0.2813157894736842,0.3605263157894737,0.12631578947368421,0.2026315789473684,-0.0011715813177132057,0.0210852882133096,0.061350889559186994,0.07761731328452723
two_pulse_template_likelihood_traditional,0.6621795677469792,0.6206855955678671,0.6160314083482499,8.706602723242826,0.14193548387096774,0.5921052631578947,0.19473684210526315,-0.0003137950098891689,0.0961935827022366,760,380,0.6366361595296505,0.6843169175527747,0.5877591759002772,0.6500761772853185,0.2862102836549685,1.7019843385756683,7.614902145009815,10.97747461925019,0.0655560271646859,0.19338410596026487,0.5418421052631579,0.6553289473684211,0.16289473684210526,0.22631578947368422,-0.004732969037745261,0.005519187079756436,0.0753338337261738,0.1051693829629177
ridge,0.8343890914147252,0.8276939058171745,0.35701958455410576,9.419112308376953,0.12452107279693486,0.3131578947368421,0.16578947368421051,0.007146826811325583,0.06662828073614618,760,380,0.8193317547573158,0.8608438745965958,0.8118213296398892,0.8535107340720222,-0.026503999184201987,0.6578091742955383,8.811234421526773,9.915131035714314,0.10113782748352126,0.14263008033731692,0.24736842105263157,0.3631578947368421,0.14210526315789473,0.18690789473684208,4.144660470411836e-05,0.02021776199451582,0.06065020989818121,0.07346591484546855
residual_tail_veto_traditional,0.6580016545923526,0.6289404432132963,0.7076365579664845,9.549660324996875,0.1721311475409836,0.5184210526315789,0.27631578947368424,0.00703931178626116,0.09310773509699002,760,380,0.6294103827069268,0.7007714876224174,0.6032420360110803,0.6613760387811635,0.34018432650494645,1.671959100100029,8.54871733387361,12.086449534068421,0.1342061898628684,0.23540288896623734,0.4368421052631579,0.5634210526315788,0.25,0.33421052631578946,-0.0006298745793959498,0.019880854073686404,0.0775413777006462,0.10380578381422192
1d_cnn,0.77742780238963,0.7772991689750692,0.47446405033784167,11.214853663466737,0.189873417721519,0.3763157894736842,0.21052631578947367,-0.004837149413991188,0.08647472542235546,760,380,0.7561278304604293,0.8135374747111541,0.7498796745152354,0.8133377770083101,-1.4972332349422808,1.5053499201317602,10.747421050673141,12.070864706562006,0.15401785714285715,0.2255732801595214,0.33421052631578946,0.41578947368421054,0.19467105263157894,0.2236842105263158,-0.02849891833053488,0.009273937745284795,0.07818969699143699,0.09739004497182224
causal_window_transformer_new,0.7901997442994929,0.7717105263157894,-6.30365670107345,12.151546410405594,0.29357798165137616,0.4263157894736842,0.19736842105263158,0.007769631937541709,0.09189168644034243,760,380,0.7627264926707114,0.813065730853298,0.7479293628808863,0.7941329639889196,-6.621636336331855,-5.568729060500295,10.370670631774939,14.3787765437963,0.27045454545454545,0.3188405797101449,0.3736842105263158,0.4605263157894737,0.15782894736842104,0.2290131578947368,-0.005867230076455778,0.015958705816003088,0.08237902296617641,0.0966076792237027
tiny_sequence_transformer,0.7977581638780663,0.7722783933518005,-6.25859596772286,13.345808067275943,0.33079847908745247,0.3078947368421053,0.3,0.026935257208048242,0.17207005205233106,760,380,0.7616460753955108,0.8307600715826,0.7317105263157895,0.8118351800554016,-7.219060145778177,-5.795194502254371,12.825212358065645,13.779282902609816,0.306,0.36789216304896516,0.25526315789473686,0.34210526315789475,0.2736842105263158,0.32105263157894737,-0.0046068963755383635,0.06680290391123493,0.1534915942804426,0.18266713536115764
mlp,0.7714919085249012,0.7790235457063711,1.457527388140365,14.286528934464306,0.31097560975609756,0.3526315789473684,0.2131578947368421,-0.02813527780367489,0.1735768131344082,760,380,0.7409816034935093,0.8125080786025342,0.7476698407202216,0.8129892659279779,0.8002412505252814,2.310974402999936,13.202389146357651,15.618241687815845,0.27821460573476703,0.3541804245283019,0.29197368421052633,0.3974342105263158,0.19736842105263158,0.23421052631578948,-0.034285814586860114,-0.025141413633317473,0.16037902423235006,0.1985768345555307
leading_edge_cfd_traditional,0.49907559557652287,0.5202596952908588,-9.533006980276543,17.571778718184955,0.38235294117647056,0.060526315789473685,0.85,0.34002842246191906,0.2811464146017894,760,380,0.4761763470436766,0.5284936907115629,0.485768265235457,0.5530789473684211,-10.711998958233803,-9.061508520558402,16.70082757306692,18.668624944068405,0.3661796632698272,0.39739884393063585,0.02625,0.09743421052631576,0.8025000000000001,0.8843421052631578,0.30689695782338805,0.3749630429654255,0.22293536784225676,0.3214121095232765
