method,score,score_ci95_low,score_ci95_high,ks,wasserstein,median_abs_frac_error,n_pulses
response_residual_forest,0.5825015180196725,0.5489001493758279,0.6148793362740032,0.33760089825114725,0.19711744893518723,0.09556634166667627,377362
ridge,0.5878569307543847,0.5347729437061579,0.6468671561849215,0.3256324481484697,0.1909169076325392,0.14261514994675145,377362
gradient_boosted_trees,0.5939600389559528,0.5611689961091594,0.6262460848289966,0.34580633938710537,0.20016458048180197,0.09597823817409082,377362
mlp,0.5977878339520311,0.5676374752083109,0.6272065837592196,0.34518683888967316,0.20166552799640863,0.10187093413189845,377362
1d_cnn_proxy,0.6959629122991116,0.6597155824168348,0.7373289027078525,0.4239447086071798,0.22352023104217034,0.09699594529952278,377362
gp_bo_surrogate_response,1.014436628409349,0.9541346323528209,1.072621338383348,0.5594880909430175,0.34310880881813466,0.2236794572963933,377362
traditional_response_scan,1.014436628409349,0.9541346323528209,1.072621338383348,0.5594880909430175,0.34310880881813466,0.2236794572963933,377362
