method,run,stave,n,ks,wasserstein,median_frac_error,p90_frac_error
gradient_boosted_trees,46,B6,3,0.3333333333333333,0.07366694070708812,0.008248075290147,-0.10897474573207006
gradient_boosted_trees,46,B8,2,0.5,0.07209573796444094,-0.04628221843838275,0.011275844742142887
gradient_boosted_trees,47,B2,5116,0.27931978107896793,0.23288897818175228,0.2794813286167294,-0.19112471389029406
gradient_boosted_trees,47,B4,85,0.27058823529411763,0.1883858799062892,0.06864313973156189,-0.12063938306680358
gradient_boosted_trees,47,B6,50,0.38,0.2753556050245715,0.16313100086590163,-0.20884685000656367
gradient_boosted_trees,47,B8,25,0.52,0.4352465509252281,0.35542525624619487,-0.2290783015912414
gradient_boosted_trees,48,B2,13044,0.1846826126954922,0.17089840417570334,-0.09808573710781228,-0.15769103351555142
gradient_boosted_trees,48,B4,599,0.2287145242070117,0.17804782714432946,-0.007586513586115221,-0.20487905462100625
gradient_boosted_trees,48,B6,245,0.31020408163265306,0.183119756926701,-0.03295769892528662,-0.24024259610171794
gradient_boosted_trees,48,B8,112,0.4107142857142857,0.23850343360831805,-0.06099783088288821,-0.31900534894727595
gradient_boosted_trees,49,B2,13779,0.18005660788155892,0.16764550136025494,-0.08525839871061613,-0.17679847088038503
gradient_boosted_trees,49,B4,640,0.2453125,0.16611993126174443,-0.027859382666169667,-0.20952026033890375
gradient_boosted_trees,49,B6,281,0.3096085409252669,0.18717573163974086,-0.03312937339733965,-0.2635060612787186
gradient_boosted_trees,49,B8,115,0.30434782608695654,0.21435621925330905,0.06221464158099574,-0.2490384221829401
gradient_boosted_trees,50,B2,34088,0.5888289134006102,0.16375601770637427,-0.16130568085726352,-0.23234262827739025
gradient_boosted_trees,50,B4,659,0.3095599393019727,0.18918078632639898,0.015586593203244525,-0.25132088069936803
gradient_boosted_trees,50,B6,330,0.403030303030303,0.19601140772675552,-0.10568436130496128,-0.28606185102718423
gradient_boosted_trees,50,B8,140,0.37857142857142856,0.23982827547553687,-0.04437477016217991,-0.22413024505556187
gradient_boosted_trees,51,B2,14200,0.528169014084507,0.15594717011284748,-0.13486353862131104,-0.22750312129359454
gradient_boosted_trees,51,B4,303,0.3201320132013201,0.18405544891847625,-0.013490750230914573,-0.2073787378652861
gradient_boosted_trees,51,B6,177,0.3728813559322034,0.19518817887597967,-0.05230864109051927,-0.2693340897902484
gradient_boosted_trees,51,B8,60,0.43333333333333335,0.24353219239142823,-0.031285148461757235,-0.36734962016427125
gradient_boosted_trees,52,B2,6893,0.5425794284056289,0.15576377525689014,-0.14336849646085997,-0.22631377658482923
gradient_boosted_trees,52,B4,148,0.27702702702702703,0.24950069034272573,0.06094382968332422,-0.26856315790506885
gradient_boosted_trees,52,B6,76,0.3026315789473684,0.1725329751397331,-0.01109718753467349,-0.26846493473166233
gradient_boosted_trees,52,B8,35,0.4,0.18223819502566616,-0.054860481021893524,-0.27437410459184003
gradient_boosted_trees,53,B2,31225,0.475804643714972,0.13431773812151732,-0.09922693380231876,-0.19669297981008377
gradient_boosted_trees,53,B4,559,0.30590339892665475,0.1981444978720396,0.012161343310484848,-0.23611901146736752
gradient_boosted_trees,53,B6,296,0.35135135135135137,0.2095858293108223,-0.05959039287701187,-0.2951784125874195
gradient_boosted_trees,53,B8,120,0.425,0.21648517258750288,-0.04043573958835291,-0.28809463504685345
gradient_boosted_trees,54,B2,29493,0.47587563150578105,0.13586679319656933,-0.09909459367652756,-0.19697967039544775
gradient_boosted_trees,54,B4,536,0.3003731343283582,0.18207407687626156,-0.012322888781839045,-0.2407822300982436
gradient_boosted_trees,54,B6,298,0.3825503355704698,0.204202080083276,-0.09828108615020104,-0.27870793095060675
gradient_boosted_trees,54,B8,113,0.37168141592920356,0.28683814473916935,-0.0252662285334734,-0.35872142616273134
gradient_boosted_trees,55,B2,16735,0.5183746638780997,0.14906413980303038,-0.12145359642111231,-0.2154987313587026
gradient_boosted_trees,55,B4,372,0.28763440860215056,0.18663016146509437,0.009873288674333926,-0.2382061203668614
gradient_boosted_trees,55,B6,199,0.38190954773869346,0.18353373575223786,-0.038421214750567485,-0.2765803588487089
gradient_boosted_trees,55,B8,81,0.4567901234567901,0.26214757397293026,-0.06648907163795904,-0.40328067657593775
gradient_boosted_trees,56,B2,38730,0.5788277820810741,0.1586341205520159,-0.15026786671213038,-0.22982973649098418
gradient_boosted_trees,56,B4,825,0.30787878787878786,0.1835021478874338,0.0005195475631230445,-0.23391378176602437
gradient_boosted_trees,56,B6,421,0.3847980997624703,0.20500144651286487,-0.08602412491143048,-0.28746264850478265
gradient_boosted_trees,56,B8,172,0.4011627906976744,0.22532678604293693,-0.056876619472178404,-0.30794397682857966
gradient_boosted_trees,57,B2,12774,0.18451542195083764,0.16728800635861604,-0.09866618625501865,-0.16434988818677831
gradient_boosted_trees,57,B4,656,0.22560975609756098,0.17076214963362563,-0.01747396389081667,-0.2607018302471721
gradient_boosted_trees,57,B6,273,0.3076923076923077,0.1779416283420348,-0.03332036951568727,-0.26207013566464055
gradient_boosted_trees,57,B8,130,0.33076923076923076,0.24821525132092387,-0.009329582545394415,-0.2830859346931032
gradient_boosted_trees,58,B2,15791,0.2876321955544298,0.15965356275005782,-0.11317098796804839,-0.11749788118047953
gradient_boosted_trees,58,B4,591,0.32656514382402707,0.2087742239690923,-0.038502673916202546,-0.2987222418526991
gradient_boosted_trees,58,B6,285,0.3298245614035088,0.20572415575630923,-0.02711659046003582,-0.2801095292966697
gradient_boosted_trees,58,B8,114,0.5175438596491229,0.27082874402265944,-0.09123895474189735,-0.4061341196668652
gradient_boosted_trees,59,B2,13565,0.2137117582012532,0.1329334734652951,0.10526255852643585,0.005501349466279598
gradient_boosted_trees,59,B4,4527,0.24055666003976142,0.15546518648829125,-0.01873257603593756,-0.17196042185660734
gradient_boosted_trees,59,B6,2366,0.26711749788672867,0.18090740165838376,-0.11309670161385887,-0.20762134353754688
gradient_boosted_trees,59,B8,919,0.4276387377584331,0.24039098038214582,-0.23634723092387155,-0.294513099070622
gradient_boosted_trees,60,B2,9873,0.18727843613896486,0.12172650846440831,0.09704434045023766,0.10788883354620755
gradient_boosted_trees,60,B4,4040,0.349009900990099,0.1881442007848551,-0.06758539761966646,-0.2772864384485489
gradient_boosted_trees,60,B6,2189,0.37871174052078577,0.22176252120757686,-0.21889594065506995,-0.3190726140513754
gradient_boosted_trees,60,B8,927,0.5264293419633226,0.29250509889826004,-0.255974291944568,-0.3646156061129946
gradient_boosted_trees,61,B2,11015,0.18075351793009534,0.12169632766231014,0.1010548668719086,0.10017093320291931
gradient_boosted_trees,61,B4,4401,0.3285616905248807,0.16052982007011754,-0.010830362801745355,-0.23185818764868016
gradient_boosted_trees,61,B6,2490,0.329718875502008,0.19731980048854791,-0.19220365728788877,-0.2681072179785036
gradient_boosted_trees,61,B8,1059,0.534466477809254,0.2748826938146713,-0.2717645162422145,-0.34270381978119635
gradient_boosted_trees,62,B2,11635,0.2132359260850881,0.12987340683432919,0.11673615056452717,0.08175809987669298
gradient_boosted_trees,62,B4,4183,0.2856801338752092,0.15509243247798757,-0.012568630419185,-0.20423176468533316
gradient_boosted_trees,62,B6,2342,0.28949615713065757,0.18434837674946564,-0.1457947191099356,-0.2313483967441599
gradient_boosted_trees,62,B8,929,0.4951560818083961,0.2611060857010357,-0.2632800533038973,-0.3192205376462632
gradient_boosted_trees,63,B2,14566,0.1892077440615131,0.1509959582839065,0.07961216453101445,-0.07978930166634464
gradient_boosted_trees,63,B4,2645,0.2627599243856333,0.17610554434260253,0.019681162968950675,-0.2012629884395676
gradient_boosted_trees,63,B6,1153,0.27493495229835213,0.1654840330459053,-0.08779621674391425,-0.1798437986882762
gradient_boosted_trees,63,B8,453,0.445916114790287,0.2351603133404925,-0.22677380450040868,-0.29024418708476996
gradient_boosted_trees,65,B2,11768,0.2841604350781781,0.1585974321402607,0.17166607197210487,0.045671213022449815
gradient_boosted_trees,65,B4,842,0.26009501187648454,0.16965712229907223,0.02058577720153491,-0.19062052282154474
gradient_boosted_trees,65,B6,323,0.2786377708978328,0.19010777057058256,-0.1009707370104666,-0.20525488270425352
gradient_boosted_trees,65,B8,105,0.38095238095238093,0.23142322297124931,-0.15855197676972302,-0.3204741004827206
mlp,44,B2,1884,0.1735668789808917,0.1648039701527347,-0.016045697743772073,-0.21909735775134478
mlp,44,B4,93,0.3225806451612903,0.22216220308466017,-0.09804445320478143,-0.20288776033204825
mlp,44,B6,44,0.4090909090909091,0.23326628439254546,0.13077561094165,-0.20588209952778222
mlp,44,B8,17,0.35294117647058826,0.3551678640461321,0.026626663931328287,-0.4643893125368016
mlp,45,B2,22786,0.22619152110945318,0.1687215850222533,0.1998455739874287,-0.2393906666496514
mlp,45,B4,969,0.26522187822497423,0.18558569663454724,-0.054591351747661984,-0.2039998368089155
mlp,45,B6,401,0.2817955112219451,0.1825843472088393,-0.05244346195602041,-0.2223728898960335
mlp,45,B8,177,0.3728813559322034,0.23723222522577506,-0.11133342077813323,-0.2856845056277632
mlp,46,B2,675,0.3111111111111111,0.24782637521671547,0.3258608258639981,-0.1835010192249923
mlp,46,B4,7,0.5714285714285714,0.4560040524028375,0.36148662602867476,-0.20098373894877605
mlp,46,B6,3,0.3333333333333333,0.07558005314317412,-0.03043057033702614,-0.12273198587904095
mlp,46,B8,2,0.5,0.0371001977459146,-0.018050260290854218,0.011508920713031473
mlp,47,B2,5116,0.27247849882720876,0.2346188245426809,0.25379044828802416,-0.210011613815382
mlp,47,B4,85,0.23529411764705882,0.17044472676400085,0.02486416282066242,-0.08311125060310237
mlp,47,B6,50,0.4,0.2838548037376667,0.19102038022036597,-0.19427517296839575
mlp,47,B8,25,0.52,0.4467511854165189,0.32305998546581227,-0.2082890140020694
mlp,48,B2,13044,0.19357559030972096,0.1738387843909385,-0.11290692834806015,-0.20008431910306307
mlp,48,B4,599,0.2570951585976628,0.17787687374442648,-0.06714686949464195,-0.17810452945225283
mlp,48,B6,245,0.2816326530612245,0.1908380193948319,-0.07545045598580073,-0.22230166160459489
mlp,48,B8,112,0.4107142857142857,0.2489627674537596,-0.07956671576944742,-0.32194650195400326
mlp,49,B2,13779,0.1879671964583787,0.16987939547886813,-0.08577436797812761,-0.20679184945379572
mlp,49,B4,640,0.271875,0.16593344661718265,-0.06644125084590088,-0.22194927815901647
mlp,49,B6,281,0.2918149466192171,0.19130048503032882,-0.05300093325602795,-0.23913484241255337
mlp,49,B8,115,0.3565217391304348,0.2232866382962773,0.00844900514386724,-0.20651653767860614
mlp,50,B2,34088,0.5425076273175311,0.1753671559004218,-0.17736573647026985,-0.24733366468346882
mlp,50,B4,659,0.34294385432473445,0.18885467231517736,-0.053095854021324905,-0.3065040005312281
mlp,50,B6,330,0.3787878787878788,0.1964370654154963,-0.10477227190230297,-0.26109469000653507
mlp,50,B8,140,0.37857142857142856,0.2508442840758696,-0.06074339475739774,-0.23950212929520032
mlp,51,B2,14200,0.4901408450704225,0.16746539136436284,-0.1486883265458378,-0.24762852014323583
mlp,51,B4,303,0.32673267326732675,0.18544333415304917,-0.05502538921050442,-0.2604871907741916
mlp,51,B6,177,0.3389830508474576,0.19532204725612307,-0.048104201162821277,-0.2495449453665319
mlp,51,B8,60,0.4166666666666667,0.24544014967703173,-0.04177916961476377,-0.36289730357792627
mlp,52,B2,6893,0.501813433918468,0.1670263572578948,-0.1567297688743638,-0.24565532193345063
mlp,52,B4,148,0.27702702702702703,0.23717678713161883,-0.004390059896727458,-0.32022848667320813
mlp,52,B6,76,0.2894736842105263,0.1634184620099121,-8.077604760003352e-05,-0.24784957493010432
mlp,52,B8,35,0.34285714285714286,0.18058987364011037,-0.0853220527259712,-0.24165902725712568
mlp,53,B2,31225,0.5086309047237789,0.1449617346050833,-0.11727156004579531,-0.22481075887638313
mlp,53,B4,559,0.3434704830053667,0.1915313679527883,-0.057736155626121576,-0.2905754495955828
mlp,53,B6,296,0.34459459459459457,0.21579215829076348,-0.07132377828493948,-0.2756827278660617
mlp,53,B8,120,0.4083333333333333,0.2316116851752399,-0.07494730175661465,-0.2655751093697997
mlp,54,B2,29493,0.5131387108805479,0.14673215851686197,-0.11714187100738288,-0.22717807788576105
mlp,54,B4,536,0.3414179104477612,0.1854119598252031,-0.060978886088843026,-0.29281678808851797
mlp,54,B6,298,0.3691275167785235,0.21345619224736095,-0.10883477833653647,-0.25215959751588185
mlp,54,B8,113,0.36283185840707965,0.30162412171167835,-0.08280992956923638,-0.34692070127496144
mlp,55,B2,16735,0.46973409023005674,0.15870697820850851,-0.13693636870306256,-0.2263973665180206
mlp,55,B4,372,0.3064516129032258,0.18321552513451356,-0.04679541746986685,-0.2914353986433231
mlp,55,B6,199,0.32663316582914576,0.1864886745174529,-0.056470116315559746,-0.2546389256794497
mlp,55,B8,81,0.43209876543209874,0.27078220111751905,-0.09482236318135247,-0.3553829578671654
mlp,56,B2,38730,0.5295636457526466,0.16943849816829615,-0.16878535964388472,-0.23538249003298062
mlp,56,B4,825,0.3418181818181818,0.18265159412246043,-0.06331657732493003,-0.2887028166585421
mlp,56,B6,421,0.3657957244655582,0.20815072110712082,-0.07176149503965314,-0.26313830576575387
mlp,56,B8,172,0.38953488372093026,0.23298061620689062,-0.0809064561254251,-0.28806111712858273
mlp,57,B2,12774,0.19054329105996556,0.1679320870261629,-0.11136254322298311,-0.19322987719534465
mlp,57,B4,656,0.2682926829268293,0.17268368269223988,-0.06259280776758687,-0.2708442380689581
mlp,57,B6,273,0.304029304029304,0.18549743160716195,-0.06915858019056517,-0.24675283945473467
mlp,57,B8,130,0.3153846153846154,0.25611347780377425,-0.03106742642165508,-0.28684704232261204
mlp,58,B2,15791,0.3112532455195998,0.1665506300095578,-0.11308272255454715,-0.13720116129438398
mlp,58,B4,591,0.3587140439932318,0.22188880280931053,-0.08605094654204293,-0.34981471502079
mlp,58,B6,285,0.3298245614035088,0.21471859143306696,-0.0712616683735723,-0.27074295378286306
mlp,58,B8,114,0.5263157894736842,0.28357819943231694,-0.12186658957896947,-0.4023123974416526
mlp,59,B2,13565,0.20818282344268338,0.13858931216484494,0.11081590154310082,-0.015071039217917548
mlp,59,B4,4527,0.24519549370444002,0.15999209425693126,-0.0319468755888338,-0.2322882868671532
mlp,59,B6,2366,0.2704987320371936,0.17805408815506507,-0.07744931583953092,-0.18252937429989083
mlp,59,B8,919,0.4178454842219804,0.22719896214178256,-0.18220359872135697,-0.30500981375462843
mlp,60,B2,9873,0.19923022384280362,0.12481506095615438,0.10065200551970593,0.08374555022116548
mlp,60,B4,4040,0.3608910891089109,0.20297719037051942,-0.105590147921947,-0.32597605696720794
mlp,60,B6,2189,0.3691183188670626,0.2073516936896593,-0.18315216129305867,-0.29646888039085273
mlp,60,B8,927,0.5091693635382956,0.27390679000541673,-0.23399943866772988,-0.37008728491975385
mlp,61,B2,11015,0.1866545619609623,0.12459691262754259,0.10538294281183272,0.07742796001607243
mlp,61,B4,4401,0.34355828220858897,0.17174679444551977,-0.06689153573835815,-0.2711464787654012
mlp,61,B6,2490,0.3313253012048193,0.18648281198620456,-0.15550832712019094,-0.2443263712026635
mlp,61,B8,1059,0.5108593012275732,0.2540730931952975,-0.22456805720900194,-0.35010967209451826
mlp,62,B2,11635,0.20687580575848732,0.13222084122880293,0.12214063970308878,0.05691141492556554
mlp,62,B4,4183,0.29882859191967487,0.16571943510497167,-0.06314121505813433,-0.2607562066112142
mlp,62,B6,2342,0.2681468830059778,0.17489417349193348,-0.10984028479332995,-0.21028774542711928
mlp,62,B8,929,0.4757804090419806,0.23966824786658567,-0.21275010439486697,-0.3292310851256954
mlp,63,B2,14566,0.18199917616366884,0.15826232343520438,0.07968476425396323,-0.09844248419378399
mlp,63,B4,2645,0.2669187145557656,0.17848998240393338,-0.034951058405861005,-0.26000119274745076
mlp,63,B6,1153,0.30529054640069386,0.16413307655037854,-0.045587575666527144,-0.15967280158262753
mlp,63,B8,453,0.4326710816777042,0.22422932635984993,-0.15865316909002466,-0.30360853375062263
mlp,65,B2,11768,0.27549286199864037,0.16169893952972247,0.17788084297231707,0.02602926713360627
mlp,65,B4,842,0.2672209026128266,0.1740719120564105,-0.03611097981834493,-0.24835817285066486
mlp,65,B6,323,0.3188854489164087,0.19517838620475023,-0.04421972449556409,-0.17982235068094823
mlp,65,B8,105,0.3619047619047619,0.23204742840883139,-0.11365307962371898,-0.2845425290243516
1d_cnn_proxy,44,B2,1884,0.1937367303609342,0.16737936474102488,0.07328911796711214,-0.18738847411532253
1d_cnn_proxy,44,B4,93,0.3763440860215054,0.24647824084509007,-0.0921895484832957,-0.28319877621795236
1d_cnn_proxy,44,B6,44,0.3181818181818182,0.26759412789725856,0.09785173558191591,-0.3166421011981001
1d_cnn_proxy,44,B8,17,0.4117647058823529,0.3605308255906589,0.0021549801378052268,-0.48157466504845825
1d_cnn_proxy,45,B2,22786,0.24800315983498644,0.1690700787961981,0.25054239824868496,-0.21707307318996208
1d_cnn_proxy,45,B4,969,0.2899896800825593,0.21171866966744782,-0.051497735649270814,-0.28876925693688876
1d_cnn_proxy,45,B6,401,0.49875311720698257,0.23326362559885233,-0.10095388697972016,-0.331024984395005
1d_cnn_proxy,45,B8,177,0.5141242937853108,0.2630318642578303,-0.09953650733121662,-0.3386077426806461
1d_cnn_proxy,46,B2,675,0.3377777777777778,0.2570346115802146,0.36105436194025564,-0.1810070540242552
1d_cnn_proxy,46,B4,7,0.5714285714285714,0.47435441948084267,0.30879328664509725,-0.21657456687683763
1d_cnn_proxy,46,B6,3,0.6666666666666666,0.16480024749862218,-0.08260283248487679,-0.24367300762658586
1d_cnn_proxy,46,B8,2,1.0,0.0737743668322021,0.0737743668322021,0.0699940710348415
1d_cnn_proxy,47,B2,5116,0.2971071149335418,0.240799993514811,0.28797096761241686,-0.20463237427440278
1d_cnn_proxy,47,B4,85,0.25882352941176473,0.20588682357048255,0.03699152963483593,-0.1765859245952302
1d_cnn_proxy,47,B6,50,0.4,0.326073132849747,0.11567942018032876,-0.29239374022246617
1d_cnn_proxy,47,B8,25,0.52,0.5034314131876773,0.37981990853778363,-0.2246626108102938
1d_cnn_proxy,48,B2,13044,0.18460594909536954,0.1782790737532365,-0.1055926076439362,-0.16502138836875793
1d_cnn_proxy,48,B4,599,0.3038397328881469,0.20478703916570556,-0.06553430748204267,-0.26650413783106985
1d_cnn_proxy,48,B6,245,0.5102040816326531,0.2373531655017396,-0.09106678176733657,-0.3272364923412614
1d_cnn_proxy,48,B8,112,0.49107142857142855,0.2667956210059306,-0.06719568491824018,-0.365733649109978
1d_cnn_proxy,49,B2,13779,0.18114522098846064,0.1743794580198068,-0.11778895819162084,-0.17376779483689117
1d_cnn_proxy,49,B4,640,0.290625,0.18782020811919212,-0.06035146989905867,-0.2771576790389399
1d_cnn_proxy,49,B6,281,0.5231316725978647,0.23990716642440676,-0.08382369472273239,-0.3466896647369038
1d_cnn_proxy,49,B8,115,0.3826086956521739,0.2577014282338756,0.06314251387279941,-0.2566523321473204
1d_cnn_proxy,50,B2,34088,0.5881248533208168,0.1659186876895102,-0.1564356584843236,-0.2472761275688584
1d_cnn_proxy,50,B4,659,0.33687405159332323,0.20723564418125254,-0.05155975523600246,-0.32338061935103735
1d_cnn_proxy,50,B6,330,0.6090909090909091,0.247339579404096,-0.16422867460410573,-0.3637448338295058
1d_cnn_proxy,50,B8,140,0.45714285714285713,0.2679118734978595,-0.06293825844153532,-0.2988274755940591
1d_cnn_proxy,51,B2,14200,0.528943661971831,0.15880112803902185,-0.12655053597063495,-0.2437750076560055
1d_cnn_proxy,51,B4,303,0.3564356435643564,0.20320071351681843,-0.0515589549710297,-0.28371741704369413
1d_cnn_proxy,51,B6,177,0.5536723163841808,0.2418123215981692,-0.11618187555174136,-0.34659391803071277
1d_cnn_proxy,51,B8,60,0.48333333333333334,0.2711282469999909,-0.0840066729604008,-0.35316235611741986
1d_cnn_proxy,52,B2,6893,0.5435949513999709,0.1582405709050067,-0.13486030036940344,-0.24230036549766754
1d_cnn_proxy,52,B4,148,0.32432432432432434,0.25679266520010025,-0.0006345556746432252,-0.33607581813804105
1d_cnn_proxy,52,B6,76,0.4868421052631579,0.22295272964803592,-0.0582157139632456,-0.34900333967296127
1d_cnn_proxy,52,B8,35,0.4857142857142857,0.21241740565748565,-0.0989811860082926,-0.3122555009533763
1d_cnn_proxy,53,B2,31225,0.47961569255404324,0.13683567272343294,-0.09479256002385861,-0.21031398279564686
1d_cnn_proxy,53,B4,559,0.3363148479427549,0.21014235965644407,-0.05315834965067383,-0.311697124185869
1d_cnn_proxy,53,B6,296,0.5472972972972973,0.26322673516306083,-0.12034724874111778,-0.3728906140857581
1d_cnn_proxy,53,B8,120,0.48333333333333334,0.23440307761367046,-0.04419211719888236,-0.3083177623484547
1d_cnn_proxy,54,B2,29493,0.4806903332994269,0.13858394483221914,-0.09465956840702526,-0.21140386216774273
1d_cnn_proxy,54,B4,536,0.3376865671641791,0.20484811432131403,-0.059644909316240356,-0.3128757206301691
1d_cnn_proxy,54,B6,298,0.5671140939597316,0.25458325735185994,-0.1545003848672546,-0.3579825641106981
1d_cnn_proxy,54,B8,113,0.4424778761061947,0.3195448200482075,-0.029992033095531088,-0.38293428258232487
1d_cnn_proxy,55,B2,16735,0.5183746638780998,0.15255154529548745,-0.1155031001927817,-0.22957585595907604
1d_cnn_proxy,55,B4,372,0.33602150537634407,0.20480099833721074,-0.04486411588826901,-0.30584350738381927
1d_cnn_proxy,55,B6,199,0.5326633165829145,0.23791697713198404,-0.11963865650580432,-0.3515504915701798
1d_cnn_proxy,55,B8,81,0.49382716049382713,0.28316383053494903,-0.09472819898748051,-0.38792288097421956
1d_cnn_proxy,56,B2,38730,0.5787503227472244,0.16157016393876655,-0.14783074704154733,-0.24171069406101295
1d_cnn_proxy,56,B4,825,0.3321212121212121,0.2003783961949157,-0.05790156553615504,-0.30852689188416343
1d_cnn_proxy,56,B6,421,0.5581947743467933,0.25606278322976656,-0.12992128726664295,-0.36747769010441445
1d_cnn_proxy,56,B8,172,0.47674418604651164,0.2505524458757128,-0.0793048764808117,-0.33479967832583457
1d_cnn_proxy,57,B2,12774,0.18279317363394398,0.174713730068407,-0.10432253873892489,-0.1620830985999956
1d_cnn_proxy,57,B4,656,0.3048780487804878,0.19623116555528708,-0.058433380699658304,-0.32110296068414085
1d_cnn_proxy,57,B6,273,0.5054945054945055,0.22654711120189208,-0.09614055316057392,-0.3436111590673117
1d_cnn_proxy,57,B8,130,0.43846153846153846,0.27400706199442043,-0.009491713278949312,-0.330416981573755
1d_cnn_proxy,58,B2,15791,0.31251978975365713,0.1595997838193356,-0.11482954694553027,-0.11724709146502361
1d_cnn_proxy,58,B4,591,0.3587140439932318,0.23613839160316008,-0.08013321630100438,-0.3633527545840577
1d_cnn_proxy,58,B6,285,0.48771929824561405,0.24233723440557706,-0.06368555368218343,-0.34368502784295785
1d_cnn_proxy,58,B8,114,0.5350877192982456,0.2947834117873351,-0.12877111749160605,-0.3932774888915259
1d_cnn_proxy,59,B2,13565,0.22454847032805014,0.1362863158108607,0.09429448274047943,0.012711637442811233
1d_cnn_proxy,59,B4,4527,0.25734481996907443,0.18532193464439575,-0.03281699681639414,-0.25546164121623227
1d_cnn_proxy,59,B6,2366,0.4294167371090448,0.23459475069312966,-0.015886453619787043,-0.28892316000453233
1d_cnn_proxy,59,B8,919,0.5484221980413493,0.23974129664696894,-0.08109286309544199,-0.3604752217080153
1d_cnn_proxy,60,B2,9873,0.197001924440393,0.1370138622256618,0.08794582333980562,0.11142212086108638
1d_cnn_proxy,60,B4,4040,0.3668316831683168,0.21130785148619682,-0.1049136735163578,-0.33994340328349026
1d_cnn_proxy,60,B6,2189,0.5938784833257195,0.2510202035991553,-0.12914884218817516,-0.3961865007270368
1d_cnn_proxy,60,B8,927,0.6537216828478964,0.2771861254766896,-0.160480817713627,-0.42663445666724076
1d_cnn_proxy,61,B2,11015,0.18983204720835223,0.13443464684349635,0.08986833350281154,0.10698269934385546
1d_cnn_proxy,61,B4,4401,0.34537605089752327,0.18299679010967573,-0.0711755922347608,-0.301903218444129
1d_cnn_proxy,61,B6,2490,0.5449799196787148,0.23125603133524883,-0.09982900784671819,-0.3499200283646847
1d_cnn_proxy,61,B8,1059,0.6487252124645893,0.25650688726011905,-0.13203170395852237,-0.4043200531251797
1d_cnn_proxy,62,B2,11635,0.22604211431027074,0.13605236918432123,0.10748092334179661,0.08531549825976052
1d_cnn_proxy,62,B4,4183,0.3031317236433182,0.18128435183266153,-0.06861086476904946,-0.27875199550675944
1d_cnn_proxy,62,B6,2342,0.47608881298035866,0.2225556593477218,-0.05043249273091404,-0.31642044104364214
1d_cnn_proxy,62,B8,929,0.6071044133476857,0.24456263762781172,-0.11393370932114862,-0.38617969618091896
1d_cnn_proxy,63,B2,14566,0.20101606480845804,0.17268267166561388,0.07299789474510436,-0.07626330835397248
1d_cnn_proxy,63,B4,2645,0.2892249527410208,0.20497311828127002,-0.04329492712369127,-0.27974000566760265
1d_cnn_proxy,63,B6,1153,0.3954900260190807,0.2213331501854187,0.013422583229608074,-0.27046494398396403
1d_cnn_proxy,63,B8,453,0.5496688741721855,0.23727489246236874,-0.08065388198107165,-0.3583494421620905
1d_cnn_proxy,65,B2,11768,0.2988613188307274,0.16173106594912617,0.16063747679682988,0.05241669614756377
1d_cnn_proxy,65,B4,842,0.27672209026128264,0.19646261497754913,-0.041154682302502736,-0.2688126574279033
1d_cnn_proxy,65,B6,323,0.4179566563467492,0.23999481908569648,-0.009637225983053336,-0.2866080172408087
1d_cnn_proxy,65,B8,105,0.41904761904761906,0.23960581565653186,-0.013780067783810097,-0.3068965008943275
response_residual_forest,44,B2,1884,0.18789808917197454,0.1582064279132373,-0.07144484288913572,-0.18509263914754825
response_residual_forest,44,B4,93,0.26881720430107525,0.2104774430112467,-0.06076002756251726,-0.21953765576899117
response_residual_forest,44,B6,44,0.29545454545454547,0.24185169599372272,0.1604889642111556,-0.24362641306556507
response_residual_forest,44,B8,17,0.35294117647058826,0.3531107742838785,0.016087917715838947,-0.47910305181350527
response_residual_forest,45,B2,22786,0.24484332484859117,0.1607703806656451,0.2109647006474416,-0.207098377815838
response_residual_forest,45,B4,969,0.19814241486068113,0.1838471938217375,-0.0169549531006655,-0.19258325304172497
response_residual_forest,45,B6,401,0.3192019950124688,0.17726337333529457,-0.03726601561087314,-0.2585095505721912
response_residual_forest,45,B8,177,0.3954802259887006,0.22789001878682766,-0.1046335389159641,-0.26828299583512044
response_residual_forest,46,B2,675,0.3111111111111111,0.25030716592513824,0.3508081140913823,-0.17107881557153196
response_residual_forest,46,B4,7,0.5714285714285714,0.47165254180597765,0.4495381064324104,-0.16142426469583884
response_residual_forest,46,B6,3,0.3333333333333333,0.08089473780751556,-0.012806665035982217,-0.09946858754301517
response_residual_forest,46,B8,2,0.5,0.04666378278905761,-0.04519762875282737,-0.007784772096413474
response_residual_forest,47,B2,5116,0.2769741985926505,0.23448125080294227,0.2774461863406025,-0.1929020327031186
response_residual_forest,47,B4,85,0.24705882352941178,0.17763427599986117,0.07440067018983124,-0.07792850210423861
response_residual_forest,47,B6,50,0.32,0.2709997557134492,0.17576084153714244,-0.21205818112877625
response_residual_forest,47,B8,25,0.52,0.419547588166855,0.31897284579733126,-0.2360892802400968
response_residual_forest,48,B2,13044,0.1603035878564858,0.16811938596106993,-0.0671866260637594,-0.1641989321361004
response_residual_forest,48,B4,599,0.19198664440734559,0.1705887342204562,-0.032018689505645834,-0.1857346829932267
response_residual_forest,48,B6,245,0.3469387755102041,0.18165719705462138,-0.04648058631548305,-0.25771167298855596
response_residual_forest,48,B8,112,0.39285714285714285,0.23950717420467013,-0.08439194601083727,-0.3403909792320157
