method,run,score,ks,wasserstein,median_abs_frac_error,n
gp_bo_surrogate_response,46,1.2317513025844153,0.7135978835978836,0.3722131451367524,0.2918805476995587,687.0
gp_bo_surrogate_response,47,1.32508011585119,0.6256262935197534,0.49628639078020653,0.4063348631024599,5276.0
gp_bo_surrogate_response,48,0.9602584241186032,0.5273050001477846,0.33945295181694063,0.1870009443077556,14000.0
gp_bo_surrogate_response,49,0.9924020502609389,0.5304345748161808,0.3524849970492574,0.2189649567910014,14815.0
gp_bo_surrogate_response,50,1.071147899021902,0.6042280489116274,0.34243976077982646,0.24896017866089626,35217.0
gp_bo_surrogate_response,51,1.087407244175588,0.6011450378446772,0.3462704006335366,0.27998361139474814,14740.0
gp_bo_surrogate_response,52,1.1139945696616456,0.6250672094502984,0.3463887515959654,0.2850772172307638,7152.0
gp_bo_surrogate_response,53,1.0783640291781278,0.6007150294846265,0.34635974930662494,0.2625785007737526,32200.0
gp_bo_surrogate_response,54,1.0731922472487274,0.5999096266733839,0.34730977424421305,0.2519456926622609,30440.0
gp_bo_surrogate_response,55,1.0756088498687724,0.5926191076284166,0.34891155800485635,0.2681563684709989,17387.0
gp_bo_surrogate_response,56,1.0496166185717275,0.5866404501682881,0.3357836306569765,0.2543850754929259,40148.0
gp_bo_surrogate_response,57,0.9792595630173446,0.5323133152862558,0.3461163594444836,0.20165977657321074,13833.0
gp_bo_surrogate_response,58,0.9496816319664155,0.5216288653574542,0.33161301367723883,0.1928795058634453,16781.0
gp_bo_surrogate_response,59,0.8895483335013092,0.5085147782524279,0.3069147703186136,0.14823756986053568,21377.0
gp_bo_surrogate_response,60,0.7526255629367273,0.4436682370493219,0.26108794755565157,0.09573875666350776,17029.0
gp_bo_surrogate_response,61,0.7522196946735877,0.4437915088296067,0.2575696311620634,0.10171710936383535,18965.0
gp_bo_surrogate_response,62,0.82644902029409,0.4802601265029629,0.2787477003677756,0.13488238684670287,19089.0
gp_bo_surrogate_response,63,0.9031224747595874,0.5107931921626385,0.31872292234985533,0.14721272049418738,18817.0
gp_bo_surrogate_response,65,1.0325784378011134,0.5641400978556286,0.3624245546775953,0.21202757053577906,13038.0
gradient_boosted_trees,44,0.5703169607765313,0.2851785296370075,0.2448953946256504,0.08048607302774677,2038.0
gradient_boosted_trees,45,0.5174605557697229,0.2896860826556965,0.19071711968731933,0.07411470685341433,24333.0
gradient_boosted_trees,46,0.7570026090321134,0.4319312169312169,0.21983447286048916,0.2104738384808146,687.0
gradient_boosted_trees,47,0.7537813482852801,0.36247700409327144,0.2829692535094603,0.21667018136509697,5276.0
gradient_boosted_trees,48,0.5011747040888864,0.28357887606236065,0.19264235546376296,0.04990694512552558,14000.0
gradient_boosted_trees,49,0.46971343914659813,0.2598313687234456,0.1838243458787623,0.0521154490887803,14815.0
gradient_boosted_trees,50,0.6580606935758011,0.4199976460760786,0.19719412180876641,0.0817378513819123,35217.0
gradient_boosted_trees,51,0.6373031865130866,0.41362892913784094,0.1946807475746829,0.057987019601125525,14740.0
gradient_boosted_trees,52,0.6043521668738537,0.3805595085950061,0.19000890894125377,0.0675674986751878,7152.0
gradient_boosted_trees,53,0.6055749591684861,0.3895148484982445,0.18963330947297055,0.0528536023945421,32200.0
gradient_boosted_trees,54,0.6142360027000274,0.38262012933345313,0.20224527372381906,0.05874119928551026,30440.0
gradient_boosted_trees,55,0.6360507351027533,0.41117718591893343,0.1953439027483232,0.059059292870993194,17387.0
gradient_boosted_trees,56,0.6479940101861723,0.4181668651050017,0.1931161252488129,0.07342203966471558,40148.0
gradient_boosted_trees,57,0.473047200817149,0.2621466791274843,0.1910517589138001,0.03969752555172925,13833.0
gradient_boosted_trees,58,0.6103902626180748,0.36539144010777214,0.2112451716245297,0.06750730177154603,16781.0
gradient_boosted_trees,59,0.523860307357586,0.2872561634715441,0.177424260498529,0.11835976677502597,21377.0
gradient_boosted_trees,60,0.6463294335757609,0.36035735490329307,0.20603458233877509,0.15987499266738553,17029.0
gradient_boosted_trees,61,0.6039639763509409,0.34337514044155953,0.18860716050891174,0.1439633508009393,18965.0
gradient_boosted_trees,62,0.5707945943402355,0.3208920747248377,0.18260507544070453,0.13459488834938627,19089.0
gradient_boosted_trees,63,0.5268740647302091,0.2932046838839464,0.1819364622532267,0.10346583718607201,18817.0
gradient_boosted_trees,65,0.544879607065739,0.3009613997012191,0.1874463869952912,0.11294364073845733,13038.0
mlp,44,0.5923315360726294,0.31454490242591987,0.24385008041901812,0.06787310645538294,2038.0
mlp,45,0.5323302562036533,0.286522566622144,0.1935309635228537,0.10455345211731108,24333.0
mlp,46,0.7250744589104835,0.42896825396825394,0.20412766962716042,0.1839570706301383,687.0
mlp,47,0.7399524113331419,0.3569431541185669,0.28391738511521686,0.1981837441987162,5276.0
mlp,48,0.5255174043664563,0.28575442192072353,0.19787911124598911,0.08376774239948756,14000.0
mlp,49,0.49135290656066233,0.27704472055200763,0.18759999135566421,0.05341638930598092,14815.0
mlp,50,0.6630756488210463,0.4107026972503932,0.20287579442674125,0.09899431428782388,35217.0
mlp,51,0.628248175392351,0.3931308089629684,0.19841773061264173,0.07339927163348181,14740.0
mlp,52,0.570661024206258,0.3527928220032911,0.18705287000988402,0.06163066438616563,7152.0
mlp,53,0.637391414884421,0.40125732891426835,0.19597423650596874,0.08031969892836777,32200.0
mlp,54,0.654655790329004,0.39662899912847804,0.2118061080752761,0.09244136625049969,30440.0
mlp,55,0.6254057865518605,0.38372940859863175,0.1997983447444985,0.0837560664174604,17387.0
mlp,56,0.6530797023572579,0.4066781089393292,0.198305357401192,0.09619247203347325,40148.0
mlp,57,0.49939181283286216,0.2695624733501786,0.19555666978233474,0.06854533940069756,13833.0
mlp,58,0.6522437068997107,0.38152691009750617,0.22168405592106305,0.09806548176228295,16781.0
mlp,59,0.5116912089928332,0.28543063335157437,0.17595861417965597,0.10060392292320564,21377.0
mlp,60,0.6397891517700108,0.35960224883926817,0.20226268375543746,0.15584843835061035,17029.0
mlp,61,0.59636812257405,0.34309936165048593,0.1842249030636411,0.13808771571984593,18965.0
mlp,62,0.5540176273482811,0.31240792243153015,0.17812567442307345,0.12696806098735502,19089.0
mlp,63,0.5178581278138467,0.2967198796994581,0.18127867718734156,0.07971914185409401,18817.0
mlp,65,0.5431082387718311,0.3058759938581594,0.19074916654992866,0.09296615672748626,13038.0
response_residual_forest,44,0.5557870581973982,0.2762777538495459,0.2409115853005213,0.07719543809466188,2038.0
response_residual_forest,45,0.5230871328643547,0.28941699017761047,0.1874427416523762,0.09245480206873609,24333.0
response_residual_forest,46,0.7486416253392514,0.42896825396825394,0.21237955708192227,0.21458762857815059,687.0
response_residual_forest,47,0.7224965411844059,0.34100825553051556,0.2756657176707769,0.21164513596622686,5276.0
response_residual_forest,48,0.49174939150496466,0.2730215376577946,0.18996812286020442,0.05751946197393139,14000.0
response_residual_forest,49,0.4646067670072001,0.2616150989510798,0.18176757662578438,0.04244818286067189,14815.0
response_residual_forest,50,0.6488034048783876,0.41097531642400514,0.1953115203856262,0.08503313613751265,35217.0
response_residual_forest,51,0.6406294342381095,0.41552442965112935,0.19241199507998216,0.06538601901399599,14740.0
response_residual_forest,52,0.6111723563262836,0.39136250111400334,0.18744139960579803,0.06473691121296457,7152.0
response_residual_forest,53,0.5904530512649553,0.3746159509760624,0.18679827793345902,0.058077644710867835,32200.0
response_residual_forest,54,0.6204326278398531,0.38580923582024473,0.2011697076998594,0.06690736863949794,30440.0
response_residual_forest,55,0.6338015822333024,0.4049195952137981,0.19548565389465977,0.06679266624968908,17387.0
response_residual_forest,56,0.6336121770081811,0.399939787977137,0.19158087337906685,0.08418303130395438,40148.0
response_residual_forest,57,0.46422199073919945,0.257099931810448,0.18613030548874185,0.041983506880019186,13833.0
response_residual_forest,58,0.595330282187488,0.34653335287571946,0.20897069910185018,0.07965246041983659,16781.0
response_residual_forest,59,0.5099561724817256,0.28203294833583514,0.17542689636485614,0.10499265556206888,21377.0
response_residual_forest,60,0.6340373483767465,0.3546348911659674,0.20488637927157544,0.1490321558784073,17029.0
response_residual_forest,61,0.5915761293525259,0.3380179549577267,0.18588850150489922,0.1353393457798,18965.0
response_residual_forest,62,0.5559259778905534,0.3117399403477823,0.1798889765199425,0.12859412204565723,19089.0
response_residual_forest,63,0.49448536275319677,0.2724100262646256,0.17854287136578703,0.08706493024556829,18817.0
response_residual_forest,65,0.5017254647450404,0.27369511020480664,0.18139706885124238,0.09326657137798294,13038.0
ridge,44,0.5744431606194212,0.28412526777339625,0.22399095973475505,0.13265386622253997,2038.0
ridge,45,0.4114354749680289,0.2237962102443186,0.15433813539054836,0.06660225866632394,24333.0
ridge,46,0.9512314797041286,0.5988359788359788,0.23490051370378978,0.23498997432871988,687.0
ridge,47,0.8286447263092858,0.3789948489168927,0.3018068455235908,0.2956860637376045,5276.0
ridge,48,0.4222739250804909,0.2215541763438431,0.15813920024768074,0.08516109697793417,14000.0
ridge,49,0.4482849671810506,0.23626891480976553,0.16018377550691235,0.10366455372874564,14815.0
ridge,50,0.5591493366318845,0.3374151336112126,0.16232748073802789,0.11881344456528786,35217.0
ridge,51,0.543483789586053,0.3280918258333353,0.16161014268983764,0.10756364212576,14740.0
ridge,52,0.5241960553487874,0.32096469311597936,0.14311316013730632,0.12023640419100348,7152.0
ridge,53,0.5388402070844204,0.33926391974995973,0.14765728742240766,0.10383799982410581,32200.0
ridge,54,0.5338563231790672,0.3353560733934632,0.15273288115786532,0.09153473725547727,30440.0
ridge,55,0.5417265450674817,0.31854577358739483,0.16549186973132285,0.11537780349752788,17387.0
ridge,56,0.5338287962701076,0.3245545609433263,0.15042731156131883,0.11769384753092481,40148.0
ridge,57,0.41862963060491337,0.22243733942702315,0.15860592810014137,0.07517272615549778,13833.0
ridge,58,0.5273529683820157,0.27997526398167294,0.18955277000900456,0.1156498687826763,16781.0
ridge,59,0.7020356572111934,0.37027896042820574,0.2375498249945839,0.18841374357680732,21377.0
ridge,60,0.6544759785935177,0.3424462230858788,0.22189426441898458,0.18027098217730875,17029.0
ridge,61,0.6290019022005193,0.33356149453148143,0.21258697021728995,0.16570687490349578,18965.0
ridge,62,0.6726675031614607,0.35969387118531954,0.2230925830094317,0.17976209793341877,19089.0
ridge,63,0.6853974806224773,0.3638200173812502,0.22957815683913527,0.1839986128041837,18817.0
ridge,65,0.6440396380357746,0.3183008639381675,0.21967499914938882,0.2121275498964365,13038.0
traditional_response_scan,44,1.1867957180836874,0.6166053795670723,0.42296553795548075,0.2944496011222687,2038.0
traditional_response_scan,45,0.9720654090208245,0.5202461466970776,0.34522143766691493,0.21319564931366386,24333.0
traditional_response_scan,46,1.2317513025844153,0.7135978835978836,0.3722131451367524,0.2918805476995587,687.0
traditional_response_scan,47,1.32508011585119,0.6256262935197534,0.49628639078020653,0.4063348631024599,5276.0
traditional_response_scan,48,0.9602584241186032,0.5273050001477846,0.33945295181694063,0.1870009443077556,14000.0
traditional_response_scan,49,0.9924020502609389,0.5304345748161808,0.3524849970492574,0.2189649567910014,14815.0
traditional_response_scan,50,1.071147899021902,0.6042280489116274,0.34243976077982646,0.24896017866089626,35217.0
traditional_response_scan,51,1.087407244175588,0.6011450378446772,0.3462704006335366,0.27998361139474814,14740.0
traditional_response_scan,52,1.1139945696616456,0.6250672094502984,0.3463887515959654,0.2850772172307638,7152.0
traditional_response_scan,53,1.0783640291781278,0.6007150294846265,0.34635974930662494,0.2625785007737526,32200.0
traditional_response_scan,54,1.0731922472487274,0.5999096266733839,0.34730977424421305,0.2519456926622609,30440.0
traditional_response_scan,55,1.0756088498687724,0.5926191076284166,0.34891155800485635,0.2681563684709989,17387.0
traditional_response_scan,56,1.0496166185717275,0.5866404501682881,0.3357836306569765,0.2543850754929259,40148.0
traditional_response_scan,57,0.9792595630173446,0.5323133152862558,0.3461163594444836,0.20165977657321074,13833.0
traditional_response_scan,58,0.9496816319664155,0.5216288653574542,0.33161301367723883,0.1928795058634453,16781.0
traditional_response_scan,59,0.8895483335013092,0.5085147782524279,0.3069147703186136,0.14823756986053568,21377.0
traditional_response_scan,60,0.7526255629367273,0.4436682370493219,0.26108794755565157,0.09573875666350776,17029.0
traditional_response_scan,61,0.7522196946735877,0.4437915088296067,0.2575696311620634,0.10171710936383535,18965.0
traditional_response_scan,62,0.82644902029409,0.4802601265029629,0.2787477003677756,0.13488238684670287,19089.0
traditional_response_scan,63,0.9031224747595874,0.5107931921626385,0.31872292234985533,0.14721272049418738,18817.0
traditional_response_scan,65,1.0325784378011134,0.5641400978556286,0.3624245546775953,0.21202757053577906,13038.0
