method,sample_energy_sigma68_span,sample_pid_bacc_span,saturated_minus_unsaturated_energy_sigma68,overlap_minus_clean_pid_bacc,pedestal_energy_sigma68_span
1d_cnn,0.00574804359068487,0.07273029003267972,-0.09177832147843404,-0.008764957536126827,0.058674534554569224
deltaE_over_E_likelihood_template,0.022139034097312826,0.05904820261437915,0.04431305911463457,-0.01467772764565678,0.027420711808209708
gradient_boosted_trees,0.019150472492859172,0.10817504084967322,-0.14272679268789173,-0.04616967960342566,0.0476901208385401
joint_sequence_transformer,9.90370267911489e-06,0.00034211601307188033,-0.10247527171014045,-0.026009776320198408,0.03167525036659319
mlp,0.002162536543106053,0.005532577614379086,-0.08535726808955169,-0.053734360615077637,0.07663665452870203
ridge,0.005912204035834673,0.05119229983660134,-0.12115505811682493,-0.0266139221835191,0.02371258527289566
template_residual_boosted_stack_new,0.022184415804559543,0.0872268178104576,-0.1395260528301361,-0.037225715885573996,0.05286622986730727
