method,n_pair_rows,n_runs,sigma68_ns,sigma68_ci_low_ns,sigma68_ci_high_ns,full_rms_ns,correlated_fraction,mean_abs_pair_cov_ns2,note
pair_median,65484,21,2.090504189144874,1.8140373179051215,8.43445146497255,20.680328523812705,0.36641949668744095,228.5346093364996,B pair train-median centering
traditional_a_prior_ridge,65484,21,8.124260531155706,7.531643396932553,9.70740108010276,11.64701344471265,0.39753810203213263,63.01286258185684,Ridge timewalk residual model with A robust-width priors
ml_extra_trees_a_prior,65484,21,1.402690697963395,1.2606071858398167,1.7864117574714364,5.286659993835671,0.28692228983833573,12.452105409244234,ExtraTrees residual model with B shape plus A robust-width priors
ml_shuffled_target_control,65484,21,4.249280597636638,3.746161777552603,7.532298133164579,20.699554912387978,0.3678396922959219,230.06587596828342,ExtraTrees trained on shuffled targets
