metric,mean,ci95_low,ci95_high,unit
abs_relative_error_lab_weight_closure,2.6269489651710514e-06,2.5928258274457995e-06,2.6634673024281686e-06,mixed
abs_relative_error_cm_weight_closure,0.5086165133745852,0.5058081767904423,0.5113658432415263,mixed
theta_cm_reco_deg,90.36210973925803,89.76774158771799,90.95929091006474,mixed
primary_weight,3.2527918706,3.2042253325000005,3.3031013325466665,mixed
