run,method,n,bias_median_frac,res68_abs_frac,full_rms_frac,high_bias_tail_fraction,within_10pct,baseline_excursion_n,early_pretrigger_n
31,peak_charge_calibrated,27853,-0.008570961120952816,0.2098429785540724,1.7719038459171248,0.1852942232434567,0.3690446271496787,183,615
31,integral_calibrated,27853,-0.018609111086591894,0.06689301652785225,0.904889765393701,0.07313395325458658,0.7664165439988511,183,615
31,robust_pretrigger_charge,27853,-0.018609092515637048,0.06689326761266896,0.9048893156414948,0.07313395325458658,0.7664165439988511,183,615
31,template_fit_calibrated,27853,-0.20015530369430543,0.2383223548888422,1.5642879183432483,0.2560944961045489,0.10275374286432341,183,615
31,p04_frozen_mlp,27853,-0.16142545394360236,0.9723032123575532,1195.0306513198295,0.8056941801601264,0.07589846695149535,183,615
31,p04f_residual_mlp,27853,-0.011782123458138614,0.11546642698372214,0.46616961876537555,0.11348867267439773,0.6327864143898323,183,615
31,shuffled_residual_mlp,27853,-0.04546923269842279,0.11934053630895355,1573.9753256858587,0.11707895020285068,0.6116037769719599,183,615
32,peak_charge_calibrated,28226,-0.013379843434102319,0.21307179947427912,1.9161039093475463,0.19478495004605684,0.36565577836037694,207,636
32,integral_calibrated,28226,-0.01887173121996006,0.07172969301431346,0.9739795498874528,0.07907602919294268,0.7531354070714944,207,636
32,robust_pretrigger_charge,28226,-0.01886680670473702,0.07172624398621169,0.9739841226793486,0.07907602919294268,0.7531354070714944,207,636
32,template_fit_calibrated,28226,-0.19708367735649537,0.23879971673381337,1.635073738817988,0.2619216325373769,0.10802097357046694,207,636
32,p04_frozen_mlp,28226,-0.2469843325522083,0.9388030968478349,25532.07906408975,0.7980230992701765,0.08329200028342663,207,636
32,p04f_residual_mlp,28226,0.0006978893891932114,0.059348684785344635,0.2632595168498686,0.0379083114858641,0.8635300786508893,207,636
32,shuffled_residual_mlp,28226,-0.03324324381167902,0.11989226565218976,3.4884688320203687,0.08842910791468858,0.6197831786296323,207,636
33,peak_charge_calibrated,48733,-0.07774831653386635,0.16153318926954965,0.8590680018844115,0.09041101512322246,0.46067346561877986,52,186
33,integral_calibrated,48733,-0.02699297703346129,0.03722707450346811,0.6788317882848797,0.024439291650421687,0.9162374571645497,52,186
33,robust_pretrigger_charge,48733,-0.026996295926052457,0.03723083535560812,0.6788300381938723,0.024439291650421687,0.9162374571645497,52,186
33,template_fit_calibrated,48733,-0.20652273382532907,0.22631344977372908,0.8350068624038661,0.11121827098680566,0.05601953501733938,52,186
33,p04_frozen_mlp,48733,-0.18921683735356745,0.9110131821657239,4.374056947285794e+26,0.8026799088913057,0.08062298647733569,52,186
33,p04f_residual_mlp,48733,-0.002234964747846208,0.02925473523327957,0.07599076342770503,0.006730552192559457,0.9606426856544846,52,186
33,shuffled_residual_mlp,48733,-0.0487175272423773,0.0962850193055144,1.5084573088299944,0.05345453799273593,0.6983973898590278,52,186
34,peak_charge_calibrated,34116,-0.026170729882084045,0.1468521450883393,0.6171977372182926,0.07747098135772072,0.49472388322194866,33,104
34,integral_calibrated,34116,-0.021715924024696437,0.03093162903834399,0.37260227438492893,0.02227693750732794,0.9148200257943487,33,104
34,robust_pretrigger_charge,34116,-0.021711145592678352,0.030926929824993454,0.37260334456675887,0.02227693750732794,0.9148200257943487,33,104
34,template_fit_calibrated,34116,-0.21414583292809303,0.2318175105961157,0.7197591477698072,0.14866924610153592,0.04426075741587525,33,104
34,p04_frozen_mlp,34116,-0.22719154937752356,0.8530580493636881,915803916567.4579,0.7990678860358776,0.07855551647320905,33,104
34,p04f_residual_mlp,34116,0.0043610412734723086,0.04036928374539295,0.06480674239496755,0.008500410364638293,0.9519580255598546,33,104
34,shuffled_residual_mlp,34116,-0.023921661272681964,0.12560707125917528,2.091751631859602,0.10634306483761286,0.5787606987923555,33,104
35,peak_charge_calibrated,11657,-0.19886663444622146,0.2575927287097545,2.4285416129234747,0.3645020159560779,0.15184009607960883,139,426
35,integral_calibrated,11657,-0.0632337353244969,0.15186125347961174,1.2497322938972368,0.1508964570644248,0.5249206485373595,139,426
35,robust_pretrigger_charge,11657,-0.06323524527596643,0.1518560442614022,1.2497390199732974,0.1508106716994081,0.5249206485373595,139,426
35,template_fit_calibrated,11657,0.0031017017614411993,0.3755407954596225,2.215537428085158,0.38474736210002575,0.21086042721111778,139,426
35,p04_frozen_mlp,11657,-0.7424041412805884,0.9719119679398501,184702.81229307645,0.908467015527151,0.03800291670241057,139,426
35,p04f_residual_mlp,11657,0.007973043377876009,0.08230766411155928,0.18588563561204477,0.08235395041605902,0.737153641588745,139,426
35,shuffled_residual_mlp,11657,-0.04784623289364649,0.16908435209056671,1.6019255235855816,0.19713476880844127,0.4909496439907352,139,426
36,peak_charge_calibrated,10385,-0.16142835440560552,0.251925508963581,2.396091937655859,0.32883967260471836,0.20491092922484352,101,404
36,integral_calibrated,10385,-0.04966798803220378,0.14252945765188635,1.5188413777295438,0.13933558016369765,0.5700529610014444,101,404
36,robust_pretrigger_charge,10385,-0.04966404425438976,0.1425258791345176,1.518848451819137,0.13933558016369765,0.5700529610014444,101,404
36,template_fit_calibrated,10385,-0.07374559435984517,0.3049283077493277,2.078097917029353,0.36427539720751084,0.18199325950890707,101,404
36,p04_frozen_mlp,10385,-0.5225511481237485,0.9573251820814079,1.1796212825397342e+29,0.8646124217621569,0.05411651420317766,101,404
