heldout_run,method,shuffled_pretrigger,threshold,n,auc,average_precision,brier,flag_fraction,risk_rate_flagged,risk_rate_unflagged,risk_delta_flagged_minus_unflagged
60,siamese_cnn_meta,False,0.9837676556585507,17029,0.9693843834705164,0.9538992760821321,0.04040651368359338,0.18298197193023666,0.9961489088575096,0.041903255947674835,0.9542456529098348
60,siamese_cnn_meta,True,0.55611074540187,17029,0.7910347086436127,0.6952992743792404,0.18745434996139265,0.16877092019496154,0.7362560890744607,0.11098551748498764,0.6252705715894731
60,amplitude_only,False,0.6510887995870107,17029,0.7345193382641396,0.4252750650505131,0.21360989649392753,0.1338892477538317,0.4986842105263158,0.17289307749677943,0.32579113302953633
60,run_only,False,0.18513514763989006,17029,0.5,0.21651300722297256,0.17061969499825322,1.0,0.21651300722297256,,
61,traditional_quantile,False,0.7837726937236185,18965,0.9550452282720348,0.9282809155264196,0.1085935699104881,0.1774848404956499,0.9456327985739751,0.04795179178152446,0.8976810067924507
61,traditional_quantile,True,0.500379681767275,18965,0.4995834169082768,0.2094270646276749,0.24999728856758438,0.14553124176113894,0.20579710144927535,0.20752854057389694,-0.001731439124621592
61,ridge,False,0.8373157694255767,18965,0.9473154836995104,0.9220935700642129,0.06258916994808238,0.17790667018191406,0.948429164196799,0.04688602398819832,0.9015431402086007
61,ridge,True,0.502174480935371,18965,0.5693597184125377,0.29426436949167406,0.24869496624202592,0.1448984972317427,0.3467976710334789,0.1836344576678794,0.16316321336559952
61,gradient_boosted_trees,False,0.9884060579923454,18965,0.9715397494501313,0.9546264115888576,0.0375797730088199,0.17548114948589508,0.9915865384615384,0.04035300888917311,0.9512335295723653
61,gradient_boosted_trees,True,0.5004828479039081,18965,0.6745169780008864,0.3720745643917346,0.2495352673322118,0.4908515686791458,0.25953378450961434,0.15689726594863299,0.10263651856098135
61,mlp,False,0.9936809764127429,18965,0.974178227477059,0.9577387175596324,0.03449807228241944,0.17595570788294226,0.9970032963739887,0.03864857947274123,0.9583547169012474
61,mlp,True,0.5261833365120216,18965,0.6911686855000115,0.5078570706160348,0.20937369750737947,0.17041919325072502,0.6222153465346535,0.12203648382380983,0.5001788627108437
61,cnn1d,False,0.9821699839091421,18965,0.9738741934799394,0.9580386221303978,0.040741819393769335,0.1747956762457158,0.9981900452488688,0.0397444089456869,0.9584456363031819
61,cnn1d,True,0.5024437104995543,18965,0.5346656710658757,0.5004485101123934,0.24907737065625304,0.13941471131030847,0.5627836611195158,0.14968445560933766,0.4130992055101782
61,siamese_cnn_meta,False,0.9793555444920403,18965,0.9702654564687717,0.9557567563578016,0.04419236137603843,0.17585025046137623,0.9958020989505247,0.03902751119641715,0.9567745877541076
61,siamese_cnn_meta,True,0.5240157268395654,18965,0.5850068683459355,0.5007832909506602,0.24161042074768882,0.21044028473503823,0.39914808318717115,0.15613730466141312,0.24301077852575803
61,amplitude_only,False,0.6525494195951781,18965,0.7261349302473116,0.4055344431649204,0.21972470931333024,0.13292907988399683,0.48671162237207455,0.1644368766723425,0.322274745699732
61,run_only,False,0.18621326473886046,18965,0.5,0.20727656208805695,0.16475665139223353,1.0,0.20727656208805695,,
62,traditional_quantile,False,0.7816798436376998,19089,0.949221934299565,0.9173787690333011,0.10836705113235012,0.18413746136518414,0.939402560455192,0.05605496340053936,0.8833475970546526
62,traditional_quantile,True,0.5014547842365704,19089,0.5053343922320305,0.22070838766320416,0.2499919096085053,0.15118654722615119,0.2311157311157311,0.21650311670678268,0.014612614408948427
62,ridge,False,0.8299333999655848,19089,0.9398558120449461,0.9124875075335913,0.06460845239187368,0.18324689611818323,0.9448256146369354,0.055801423898402924,0.8890241907385324
62,ridge,True,0.49982473409144307,19089,0.35667174434823523,0.37930611162458644,0.24920312218219332,0.19744355387919743,0.3112231361103741,0.19595300261096607,0.11527013349940804
62,gradient_boosted_trees,False,0.9868975084879057,19089,0.9674807820325555,0.9466545723712735,0.04123505613268801,0.1834040546911834,0.9902884890031419,0.04541955350269438,0.9448689355004476
62,gradient_boosted_trees,True,0.5061195998423162,19089,0.5528161699933912,0.26753426680713727,0.24964549729111662,0.15474880821415474,0.04468517264725796,0.2505732878834831,-0.20588811523622513
62,mlp,False,0.9923664726935335,19089,0.9677203993514913,0.9502493078468106,0.039863327890173925,0.18335166850018336,0.994,0.044646866380139844,0.9493531336198602
62,mlp,True,0.5541333374892138,19089,0.6139794863805981,0.4670347344679517,0.2363246938448659,0.19063334904919063,0.4869469634514977,0.15553398058252427,0.3314129828689734
62,cnn1d,False,0.982363799774972,19089,0.9690736831285799,0.9510993484798076,0.0443779237919649,0.18157053800618156,0.9953837276399308,0.04640593996031492,0.9489777876796158
62,cnn1d,True,0.5044431962403879,19089,0.5088459021343126,0.48429924477141406,0.2477660394221843,0.1378804547121379,0.5771276595744681,0.16139028984626602,0.4157373697282021
62,siamese_cnn_meta,False,0.9854224972204032,19089,0.9705905153619273,0.9529746032797282,0.04220408658757572,0.1816753103881817,0.9968281430219147,0.045963766724281416,0.9508643762976333
62,siamese_cnn_meta,True,0.518065870454607,19089,0.5848078604759102,0.40197007420429676,0.24639923185357027,0.19162868667819163,0.4600874794969929,0.16149309830859956,0.2985943811883933
62,amplitude_only,False,0.6537983690747184,19089,0.7041477324283979,0.3946704573568147,0.22672937970135015,0.15354392582115353,0.4554759467758444,0.17576432726822627,0.27971161950761814
62,run_only,False,0.1841293499485883,19089,0.5,0.21871234742521872,0.17207324022343773,1.0,0.21871234742521872,,
63,traditional_quantile,False,0.7924935655382875,18817,0.9403770486127145,0.8948241717613925,0.09311957113435439,0.15246851251527874,0.932729173928198,0.059380486581389516,0.8733486873468085
63,traditional_quantile,True,0.5009553578921698,18817,0.5015616046995612,0.19321833150475523,0.24999725453717295,0.14927990646755593,0.18903524385902457,0.19315342328835583,-0.004118179429331265
63,ridge,False,0.8700704097872848,18817,0.9322378224244205,0.8908372905245638,0.06064250515465184,0.15145878726683318,0.9435087719298245,0.05849564727249953,0.885013124657325
63,ridge,True,0.4820505544353913,18817,0.7968027168793586,0.7686138131148017,0.22285316861438303,0.14773874687782323,0.8928057553956834,0.07114797031863815,0.8216577850770452
63,gradient_boosted_trees,False,0.993471217590868,18817,0.9541788562106193,0.9252156241054171,0.041170012982476925,0.15018334484774407,0.9904458598726115,0.051528985054092924,0.9389168748185186
63,gradient_boosted_trees,True,0.5016780422247659,18817,0.5527032457682008,0.24451953707716811,0.24987449404489345,0.19503640325237817,0.19700272479564032,0.19145705420215225,0.005545670593488067
63,mlp,False,0.9971590106970231,18817,0.9577018268211761,0.9316976757012416,0.04049198391048478,0.15172450443747676,0.9940455341506129,0.049179300839493796,0.9448662333111191
63,mlp,True,0.5192503537200915,18817,0.6026794828107948,0.4326857717777115,0.24680881732547702,0.13668491257905085,0.5991446345256609,0.1281625115420129,0.470982122983648
63,cnn1d,False,0.9891864466467976,18817,0.9564425681055515,0.930158715672017,0.04541596007914774,0.15172450443747676,0.9950963222416812,0.04899135446685879,0.9461049677748224
63,cnn1d,True,0.5445851968771565,18817,0.7650709667888647,0.6638893098567995,0.19725852790790652,0.14678216506350641,0.6937002172338885,0.10632201806290875,0.5873781991709798
63,siamese_cnn_meta,False,0.9882040313696692,18817,0.9583853320225225,0.9323846902637779,0.04563635442311718,0.1516182175692193,0.9943918682089029,0.04923578050613881,0.945156087702764
63,siamese_cnn_meta,True,0.5034284279684689,18817,0.7204660827699357,0.6722588302735644,0.23595008873095574,0.15438167614391243,0.7015490533562823,0.09961035696329815,0.6019386963929841
63,amplitude_only,False,0.6614643560179003,18817,0.6526589079881068,0.3148078546379648,0.22600114340875863,0.15082106605728862,0.3752642706131078,0.1600851117091182,0.2151791589039896
63,run_only,False,0.1888519839290923,18817,0.5,0.19253866184832863,0.1554811171360638,1.0,0.19253866184832863,,
65,traditional_quantile,False,0.8050633501221639,13038,0.9094021742343185,0.8345995269695071,0.07715459585010942,0.11152017180549163,0.936726272352132,0.06241367403314917,0.8743125983189829
65,traditional_quantile,True,0.5017342245186939,13038,0.5045597704252374,0.1629079553776386,0.24998316501617418,0.1509433962264151,0.1676829268292683,0.15853658536585366,0.009146341463414642
65,ridge,False,0.8998732225680679,13038,0.8929412372594393,0.8235460413072833,0.05840753001409477,0.10952600092038656,0.9544817927170869,0.06218776916451335,0.8922940235525736
65,ridge,True,0.49276392181019457,13038,0.6921552760530552,0.6307111580647875,0.2359181583338744,0.14910262310170272,0.5987654320987654,0.0830178474851271,0.5157475846136383
65,gradient_boosted_trees,False,0.9954253911704865,13038,0.9219432670790237,0.8670594770114572,0.04457950037211322,0.10852891547783403,0.9943462897526502,0.05833261636410565,0.9360136733885445
65,gradient_boosted_trees,True,0.5023095314874534,13038,0.41529729927370074,0.1836455676211618,0.24894242081213933,0.5344377972081608,0.05539609644087256,0.27990115321252057,-0.224505056771648
65,mlp,False,0.9967132042570402,13038,0.9224083674720043,0.8685186851418738,0.0450558240242762,0.10906580763920846,0.9978902953586498,0.057334710743801656,0.9405555846148481
65,mlp,True,0.6813974930689966,13038,0.8473302650675953,0.7155897907409203,0.1042190343512104,0.09157846295444086,0.8793969849246231,0.08738601823708207,0.7920109666875411
65,cnn1d,False,0.9921140179452774,13038,0.9164742705972171,0.8692412028789089,0.04761255578274269,0.10898910875901212,0.9985925404644617,0.05732977532925884,0.9412627651352028
65,cnn1d,True,0.5088281547856154,13038,0.7051421804216446,0.6077012694658014,0.2279007168254933,0.12509587360024543,0.6474555487431024,0.09020776716051547,0.5572477815825869
65,siamese_cnn_meta,False,0.9889611609163741,13038,0.9273526454103767,0.877405988461418,0.04692756485597025,0.10852891547783403,0.9985865724381625,0.05781639852017551,0.940770173917987
65,siamese_cnn_meta,True,0.5032687290129552,13038,0.5506379667561486,0.2819706571797411,0.25109533013294294,0.15562202791839239,0.3765401675702316,0.11999273321827596,0.25654743435195565
65,amplitude_only,False,0.6570842078015894,13038,0.6303979878272129,0.23432256749724323,0.25527062502986825,0.2299432428286547,0.25283522348232157,0.13217131474103586,0.12066390874128571
65,run_only,False,0.19283763765193024,13038,0.5,0.15991716520938795,0.13542742298662142,1.0,0.15991716520938795,,
