heldout_run,method,shuffled_pretrigger,threshold,n,auc,average_precision,brier,flag_fraction,risk_rate_flagged,risk_rate_unflagged,risk_delta_flagged_minus_unflagged
58,traditional_quantile,False,0.828341830913209,16781,0.8694177005544387,0.6875558354270948,0.045061767991156396,0.0256838090697813,0.9675174013921114,0.035596330275229356,0.931921071116882
58,traditional_quantile,True,0.50108365394649,16781,0.48573858993957836,0.05829887277482335,0.25000479370023954,0.15219593587986413,0.05990602975724354,0.05946439867856892,0.00044163107867462026
58,ridge,False,0.9533249231103211,16781,0.8473814709399552,0.662392992156688,0.035012235894861826,0.027709910017281448,0.9612903225806452,0.03383182152488355,0.9274585010557617
58,ridge,True,0.5054013174055401,16781,0.6286586929091047,0.36773248968715694,0.25124461314607727,0.15446040164471725,0.16396604938271606,0.04045387271830291,0.12351217666441314
58,gradient_boosted_trees,False,0.9970046157796933,16781,0.8861701011618639,0.7137167372582538,0.03290328424673274,0.028722960491031523,0.983402489626556,0.03221056506534143,0.9511919245612145
58,gradient_boosted_trees,True,0.5039062167353466,16781,0.6578575470667728,0.10980589805193464,0.24498806737953385,0.18217031166199868,0.05135754007196598,0.061352375400757796,-0.009994835328791814
58,mlp,False,0.9985313605259468,16781,0.890663442558006,0.7229583348598294,0.03430597417185597,0.026816041952207853,0.9955555555555555,0.033739513808095034,0.9618160417474605
58,mlp,True,0.5788152782859691,16781,0.7217641542188494,0.4025409889284912,0.1715444166419193,0.0294380549430904,0.7064777327935222,0.039909129980966414,0.6665686028125558
58,cnn1d,False,0.9900028616326595,16781,0.888971280239814,0.7271724090455792,0.038162331916466834,0.026100947500148977,0.997716894977169,0.03438781129535581,0.9633290836818131
58,cnn1d,True,0.5010581290604706,16781,0.3904004435305918,0.11438874706807817,0.24953618031285882,0.050414158870150765,0.15721040189125296,0.05434577973015375,0.1028646221610992
58,siamese_cnn_meta,False,0.9881239008224202,16781,0.8913641178880058,0.7289135058415912,0.039195530468318765,0.026875633156546095,0.9977827050997783,0.03361910593998775,0.9641635991597906
58,siamese_cnn_meta,True,0.5012629769911743,16781,0.5128516870691501,0.16277370559220797,0.25024273652097706,0.03730409391573804,0.31629392971246006,0.04958217270194986,0.2667117570105102
58,amplitude_only,False,0.6473491155999144,16781,0.7595769321469485,0.1645090760460335,0.17699929797072878,0.09623979500625708,0.1913312693498452,0.045496505340894104,0.1458347640089511
58,run_only,False,0.20952776623736324,16781,0.5,0.059531613133901436,0.07848644611741407,1.0,0.059531613133901436,,
59,traditional_quantile,False,0.770567096029421,21377,0.9468442154353611,0.9179188301887149,0.11724329789215103,0.21088085325349676,0.9263531499556344,0.06034738277313415,0.8660057671825003
59,traditional_quantile,True,0.5001365766576105,21377,0.5012178467252117,0.24404500115987413,0.2499994589528734,0.16138840810216587,0.24869565217391304,0.24186980532158198,0.006825846852331063
59,ridge,False,0.7866267788949193,21377,0.939286464394257,0.9151587697570377,0.0700648139357837,0.2075595265940029,0.9339643903538427,0.06198347107438017,0.8719809192794625
59,ridge,True,0.5103041427391175,21377,0.8035874628107367,0.6684085969568296,0.23700580810991365,0.18407634373391962,0.6457433290978399,0.15210411650040134,0.4936392125974386
59,gradient_boosted_trees,False,0.9578518963169338,21377,0.9638341739268173,0.9458696281019927,0.044065730868126256,0.211629321233101,0.9750221043324492,0.046460570818251945,0.9285615335141972
59,gradient_boosted_trees,True,0.5039592871734642,21377,0.5593257931621557,0.33404327949774926,0.2482321890162309,0.14365907283529025,0.49853467925757083,0.2000983284169125,0.29843635084065834
59,mlp,False,0.9720011088479565,21377,0.9635846750956898,0.949998848622984,0.04444366382936249,0.2131262571923095,0.9762949956101844,0.044349325248201656,0.9319456703619827
59,mlp,True,0.5566096048491156,21377,0.6806547256683526,0.6024003212463703,0.20414357074669148,0.18487159096224914,0.6637145748987854,0.14754662840746055,0.5161679464913248
59,cnn1d,False,0.9732479302347192,21377,0.9677437503585472,0.9538416049906185,0.048189573818177234,0.21251812695888103,0.9799691833590138,0.044077462278721634,0.9358917210802922
59,cnn1d,True,0.5016491566116942,21377,0.45518915810125193,0.2823405697593086,0.24993280616620092,0.17963231510501942,0.053385416666666664,0.2844842333352341,-0.23109881666856744
59,siamese_cnn_meta,False,0.9709178542847277,21377,0.9670055626526702,0.9537095227665565,0.04970348256734247,0.21406184216681481,0.9777097902097902,0.04285459198857211,0.9348551982212181
59,siamese_cnn_meta,True,0.5475946220815244,21377,0.6910129453863161,0.5328430463796459,0.23480019110823785,0.2090564625532114,0.5182367420004476,0.17021528270641118,0.3480214592940364
59,amplitude_only,False,0.6569877173561494,21377,0.6660955649942462,0.3841660624543849,0.23346164344789902,0.17284932403985592,0.4397834912043302,0.20184368284130755,0.23793980836302264
59,run_only,False,0.1783665480770158,21377,0.5,0.24297141787902887,0.18811009717501828,1.0,0.24297141787902887,,
60,traditional_quantile,False,0.7839012285879168,17029,0.9488537393737195,0.9219694888502663,0.11035613305313531,0.18668154324975042,0.9455803711859075,0.04916967509025271,0.8964106960956548
60,traditional_quantile,True,0.5006601014255982,17029,0.4976274676952251,0.21414956860905415,0.25000689921760083,0.15209348758001057,0.21544401544401545,0.21670475794722627,-0.0012607425032108155
60,ridge,False,0.835052439951546,17029,0.9396476301795208,0.9173922540728645,0.06567705822052156,0.1870338833754184,0.9459968602825746,0.04868535105460849,0.8973115092279661
60,ridge,True,0.5034655397157916,17029,0.5570118641759991,0.39401127785181056,0.24994725448893074,0.22132832227376828,0.3305916688776864,0.1840874811463047,0.14650418773138169
60,gradient_boosted_trees,False,0.9880284967773242,17029,0.9667501112072109,0.9472423110249973,0.03950285850873104,0.1841564390157966,0.9878826530612245,0.04239545094651983,0.9454872021147046
60,gradient_boosted_trees,True,0.5038800126113823,17029,0.617059072302759,0.3612927215923275,0.24963373280963075,0.21022960831522697,0.5477653631284917,0.12833667930701168,0.41942868382148
60,mlp,False,0.9935701036287025,17029,0.9671531242690624,0.951270770869051,0.03613540740872394,0.18298197193023666,0.9955070603337612,0.04204700639689499,0.9534600539368663
60,mlp,True,0.5076763723533387,17029,0.6058129343672748,0.4622459520559262,0.24301926731351728,0.1901462211521522,0.5528103767757875,0.13755347690522804,0.41525689987055947
60,cnn1d,False,0.9825080661788339,17029,0.9706972709398777,0.9544134009846295,0.03861893886266629,0.18315814199307065,0.9948701506893235,0.041984184040258804,0.9528859666490647
60,cnn1d,True,0.5184730914409954,17029,0.62784793017167,0.5153996602070399,0.24598363566652856,0.1872687767925304,0.5174035747883349,0.1471820809248555,0.37022149386347936
