method,calibration_slope,calibration_slope_ci_low,calibration_slope_ci_high,residual_tail_abs_gt_0p20,residual_tail_abs_gt_0p20_ci_low,residual_tail_abs_gt_0p20_ci_high,failure_rate,failure_rate_ci_low,failure_rate_ci_high
ridge,0.9498122401108047,0.8973374121411257,0.9908631869519293,0.05641025641025641,0.038461538461538464,0.08717948717948718,0.30512820512820515,0.2512820512820513,0.36153846153846153
saturation_residual_fusion_new,0.9513377890180003,0.9075724047473305,0.9993688043031207,0.05641025641025641,0.03333333333333333,0.07948717948717948,0.34102564102564104,0.29743589743589743,0.39499999999999985
gradient_boosted_trees,0.9470026391638131,0.9126366434980187,0.9725641000513973,0.05897435897435897,0.038461538461538464,0.08205128205128205,0.35384615384615387,0.30512820512820515,0.4025641025641026
tiny_sequence_transformer,0.9363130184165958,0.9021491785711708,0.9641458788477008,0.08205128205128205,0.06153846153846154,0.10006410256410252,0.5948717948717949,0.5461538461538461,0.6410256410256411
analytic_clipped_template_sideband_traditional,1.1105352922308291,1.057332250784524,1.1809732789452967,0.08461538461538462,0.05897435897435897,0.10519230769230764,0.5846153846153846,0.5589102564102564,0.6128205128205129
1d_cnn,0.9613159313742365,0.8919706636535983,1.0039879178294122,0.1,0.06916666666666667,0.13333333333333333,0.26666666666666666,0.2282051282051282,0.32051282051282054
mlp,0.8506064084101491,0.7911451837560692,0.8924340177081725,0.258974358974359,0.22564102564102564,0.30256410256410254,0.38461538461538464,0.3025,0.45391025641025634
