method,pedestal_hysteresis_bias_span,saturation_censoring_bias_span,dominant_bias_source,saturation_to_pedestal_span_ratio
analytic_clipped_template_sideband_traditional,0.009958095514731993,0.10710296624189998,saturation_censoring,10.755366433616949
tiny_sequence_transformer,0.025993778742444934,0.09813118697142104,saturation_censoring,3.7751797437278243
gradient_boosted_trees,0.029834307268154607,0.06097388626728937,saturation_censoring,2.043750696781668
mlp,0.0709678536608841,0.10260306825671667,saturation_censoring,1.4457682311627975
1d_cnn,0.049461084862555245,0.07005834728743503,saturation_censoring,1.4164336969582534
ridge,0.045985740071333936,0.05479094832227621,saturation_censoring,1.191476928223477
saturation_residual_fusion_new,0.0235220106846247,0.02296612297214727,pedestal_hysteresis,0.976367338662898
