stratum,method,n,bias,res68,mae,res68_ci95,bias_ci95,mae_ci95
all_heldout,mlp,167683,0.006803475320339203,0.023274316811561592,0.07769934660010086,"[0.02064499836683273, 0.028806627684831606]","[0.0036536272838711714, 0.009029490575194359]","[0.05976566213520978, 0.0957366364849153]"
all_heldout,traditional_clipped_template,167683,0.0018667131685377591,0.04039348048029943,0.19734473527179552,"[0.03390679215697531, 0.049748334991572093]","[-0.001889822325621883, 0.00738786263320869]","[0.15012479321641595, 0.25294977837783017]"
all_heldout,gradient_boosted_trees,167683,-0.01233654124250462,0.03136973809624351,0.08794897617129394,"[0.028839863854503957, 0.03434524443034958]","[-0.013310207020356539, -0.011316958348054353]","[0.07043103653589401, 0.10367345363648413]"
all_heldout,gated_residual_cnn,167683,0.01140111804008484,0.12578417651653293,0.1655041355776971,"[0.1132740214970708, 0.1423226558631659]","[-0.010947568491101277, 0.04167659997940063]","[0.14175718399664045, 0.1914936147735401]"
near_knee,mlp,58040,0.014708996415138231,0.020786575078964222,0.033285830312907216,"[0.02000411466509103, 0.02285410965085029]","[0.014527146831154816, 0.015204288661479937]","[0.028565962889308755, 0.04478206671866559]"
near_knee,traditional_clipped_template,58040,-0.0015195781743664594,0.02400162869961496,0.0509685582624278,"[0.022222028844649692, 0.027065270159896147]","[-0.002854365098113113, 0.0010855418848441862]","[0.03806803201103801, 0.07867480403499631]"
near_knee,gradient_boosted_trees,58040,-0.01827570483259608,0.03199731659317649,0.0431881685841955,"[0.02950680939968294, 0.03727567922084498]","[-0.020343477314307426, -0.016850730630552063]","[0.03606254234607331, 0.05480308864380322]"
near_knee,gated_residual_cnn,58040,-0.01994676455855371,0.09206016812324525,0.09209083767017823,"[0.0846693049106002, 0.10245071508586409]","[-0.02441235385835172, -0.009910408928990392]","[0.07922311193973255, 0.11200264400761013]"
hard_saturated,mlp,42426,0.01477752655744552,0.021416739225387563,0.0316819442587952,"[0.020138637721538545, 0.02346961183607578]","[0.014497791826724993, 0.015398910492658601]","[0.02627835437454794, 0.04013288928826868]"
hard_saturated,traditional_clipped_template,42426,-0.0007871977597162655,0.026306538295120228,0.04686067595777887,"[0.024520581729010144, 0.028590297963566103]","[-0.002835287271518722, 0.00231061115763623]","[0.03563491556599433, 0.06602156108809697]"
hard_saturated,gradient_boosted_trees,42426,-0.023680966742624827,0.03374951536955017,0.04406235123740386,"[0.03155958834814397, 0.039944323201698426]","[-0.025857960551748164, -0.022053391804280915]","[0.03788711877880741, 0.05593123897432931]"
hard_saturated,gated_residual_cnn,42426,-0.013819112777709974,0.08647857606410984,0.08199693810770216,"[0.07607259330898523, 0.09974042465597391]","[-0.01648954484611751, -0.00861039195209743]","[0.07146951201970825, 0.1019654635460312]"
pileup_multiplicity_ge2,mlp,18863,-0.03835119128227232,0.15097314236164094,0.17417018141585067,"[0.1450913377690316, 0.15526593139857056]","[-0.04726334688067435, -0.02421137452125549]","[0.16653421016284187, 0.1802937250509317]"
pileup_multiplicity_ge2,traditional_clipped_template,18863,0.03845130434084243,0.11005687050781114,0.40487299575386887,"[0.09972003132675382, 0.12990374068079685]","[0.03372184885134852, 0.04204181140185324]","[0.35100411764534345, 0.432498009226981]"
pileup_multiplicity_ge2,gradient_boosted_trees,18863,-0.016042900777865313,0.09301252323829373,0.16002555805632526,"[0.0803135712998618, 0.11454442172101731]","[-0.021028994793031528, -0.013673044435209225]","[0.15386294123389602, 0.16864080413326415]"
pileup_multiplicity_ge2,gated_residual_cnn,18863,0.15127986013889314,0.25138332648277284,0.256635925012689,"[0.2478114357173443, 0.2567908110779524]","[0.12340267855674028, 0.1628694876879453]","[0.24929325495976384, 0.2608844598522541]"
high_recovery_tail,mlp,52370,0.0050589901208877575,0.01840074186325076,0.025835160742831275,"[0.015477352142333988, 0.022781074826419348]","[0.0038988758027553643, 0.005863901473581795]","[0.02072937229533468, 0.03127865696686919]"
high_recovery_tail,traditional_clipped_template,52370,0.024597465143400846,0.042147296001160316,0.04245732774164452,"[0.0379521765136904, 0.04574596339767923]","[0.020769017108377738, 0.027253766596029856]","[0.03826961244739869, 0.04616500717998593]"
high_recovery_tail,gradient_boosted_trees,52370,-0.022468861338646742,0.030643228842234586,0.037243477339696233,"[0.02996001471013428, 0.0315372624131869]","[-0.02297638720828002, -0.021594293352899602]","[0.034869860264450714, 0.039612371120909234]"
high_recovery_tail,gated_residual_cnn,52370,0.07831303894519806,0.12299855296611785,0.11810508443465813,"[0.1076096076667309, 0.13953639797747136]","[0.06959348281845451, 0.0874496941268444]","[0.1026193936360008, 0.13079813255897388]"
