method,family,n,bias_frac,res68_frac,mae_mev,res68_ci95,bias_ci95,mae_mev_ci95
geant4_birks_lookup,traditional_geant4_birks,332852,-0.023113700812691026,0.04025337031633583,0.29118947394958444,"[0.03854864147735823, 0.041739706066625686]","[-0.027188141696320747, -0.0184030284777199]","[0.2567505077035392, 0.3383863430051183]"
gradient_boosted_trees,ml_tree,332852,-0.017334417780089095,0.05399610300844613,0.2702714069780636,"[0.04455200751886771, 0.07056669973494037]","[-0.02161163288533178, -0.009229947014867505]","[0.23335614354944859, 0.32215590002137406]"
physics_residual_mlp,neural_physics_residual,332852,-0.0010227997561873478,0.06628237197993264,0.2849643705624515,"[0.05856888479093661, 0.07514001892255748]","[-0.009788005314926228, 0.012547780024900037]","[0.2570399743731176, 0.3182427272679233]"
ridge,ml_linear,332852,-0.017367228565708517,0.09010590849685561,0.3741213457385518,"[0.0764348502953009, 0.12357369402478102]","[-0.02703545370164484, 0.0017905552134155594]","[0.3251996168848471, 0.4401523752136523]"
1d_cnn,neural_waveform,332852,-0.04583883673356084,0.15545415520727032,0.5141980686941507,"[0.14350705428698135, 0.17644844732294507]","[-0.05584302094274647, -0.03926146808157941]","[0.4737585059085641, 0.5675186351791841]"
mlp,neural_tabular,332852,-0.07095895121498927,0.2507415201877154,0.898604760270467,"[0.23975263142508402, 0.2691045917464616]","[-0.11805460815056196, -0.002181973750736427]","[0.8648779328364862, 0.9328294458268493]"
old_power_law,traditional_empirical,332852,-0.2976705732059236,0.46236220262638333,2.1116426271711477,"[0.44579746283456473, 0.5335354551910316]","[-0.3481537323156094, -0.1524986894525838]","[1.9994166957751178, 2.223796972313849]"
