method,n_events,n_accepted,coverage,abstention_rate,accepted_candidate_secondary_fraction,accepted_time_residual_proxy_rms_ns,bad_recovery_proxy_rate,accepted_mean_model_probability,support_subset_n,high_amp_large_lowering_broad_late_retention,selection_score,accepted_secondary_high_minus_low,accepted_secondary_high_minus_low_ci_low,accepted_secondary_high_minus_low_ci_high,coverage_high_minus_low,coverage_high_minus_low_ci_low,coverage_high_minus_low_ci_high,bad_proxy_rate_high_minus_low,bad_proxy_rate_high_minus_low_ci_low,bad_proxy_rate_high_minus_low_ci_high,n_bootstrap,risk_coverage_score,risk_coverage_score_ci_low,risk_coverage_score_ci_high,ml_minus_traditional_risk_coverage_delta,ml_minus_traditional_risk_coverage_delta_ci_low,ml_minus_traditional_risk_coverage_delta_ci_high
traditional_template_fit,8673,3796,0.4376801568084861,0.5623198431915138,0.5275521190178571,2.084183043067664,0.006322444678609,0.9724132256903486,1013,0.2576505429417571,1.28381626912814,-0.0598383845006301,-0.1009507744958735,-0.0278035569760968,-0.1021292930966909,-0.178252641335268,-0.0437661322599995,0.0030818580387856,0.0019560536792642,0.0043158283323788,500,0.4349129482301395,0.4232673033246258,0.4464683434756056,0.0,0.0,0.0
mlp,8673,8372,0.9652945924132365,0.0347054075867635,0.0975064380298678,6.021848014736364,0.0222169135212613,0.1488382145704134,1013,0.9911154985192496,3.9826950709799647,0.0153583709497528,-0.00751385216301,0.0437197181470107,-0.0265735255141289,-0.0434658091929627,-0.011504928893404,0.0188070137244956,0.013569629772383,0.0253001753091075,500,0.9438487259310504,0.9313850580164268,0.9569179862780708,0.5090450561052597,0.4961500594636577,0.5215254574279498
gradient_boosted_trees,8673,8673,1.0,0.0,0.0892130537463833,6.791237536117046,0.0215611668396172,0.2538015353377159,1013,1.0,4.679338539230155,0.0156268673405012,0.0021383167418586,0.031496662630244,0.0,0.0,0.0,0.018877556140067,0.0133057236587403,0.0251660290353125,500,0.9784388331603828,0.9758353513359516,0.9813487918036496,0.5436993329920514,0.5321026441301067,0.5554961551834473
consensus_abstention_ensemble,8673,545,0.0628386947999538,0.937161305200046,0.1556454233603789,8.476213522577124,0.036697247706422,0.6261130605302967,1013,0.1154985192497532,8.927007419843036,0.0015908987495486,-0.0039537323068397,0.0076153474314096,-0.0260037838102988,-0.084228301230052,0.0368642189241993,0.0025148556063659,0.0012897472957851,0.0038877478190413,500,0.0605326876513317,0.0510807896071135,0.069026336164142,-0.374211214243449,-0.3909210363526753,-0.3577842355878466
ridge_linear,8673,327,0.0377032168799723,0.9622967831200276,0.4836373980963596,11.224215946144266,0.0458715596330275,0.9934161678605148,1013,0.0937808489634748,11.899568345255329,0.008458288390081,0.0038854564915605,0.0125870811285446,0.016761691978003,0.0069656059372752,0.0259288806922664,0.0006568869329169,-0.0015504015702164,0.0034407335115197,500,0.0359737115185057,0.028874032745134,0.0436150534097262,-0.3986275720259106,-0.4120489687735,-0.3835540000646998
cnn_1d_dual_head,8673,135,0.0155655482531995,0.9844344517468004,0.3494174130812839,16.708729878775657,0.0222222222222222,0.9244873408918028,1013,0.0059230009871668,17.07945855540869,0.0057839338702059,0.0011195065907157,0.0113488890997691,0.0165996914143983,0.0040622568009398,0.0321337014140241,0.0003709195510052,0.0,0.0007673714194555,500,0.0152196471809062,0.0041463067575809,0.031320981799344,-0.4197809939599931,-0.4348042432889452,-0.4031554313781321
