blind_id,reviewer,recoverable,review_score,threshold,confidence,visible_fields,blinded_fields
BLD-0001,blind_shape_fit_review,1,3.4081233121974797,1.15,1.0,"waveform, normalized residual proxies, amplitude, lowering, broad-late topology","p05c_acceptance_stratum, accepted flag, method name"
BLD-0001,blind_residual_recovery_review,1,3.352835700877556,1.05,1.0,"waveform, normalized residual proxies, amplitude, lowering, broad-late topology","p05c_acceptance_stratum, accepted flag, method name"
BLD-0002,blind_shape_fit_review,1,2.566668121063968,1.15,0.9444454140426455,"waveform, normalized residual proxies, amplitude, lowering, broad-late topology","p05c_acceptance_stratum, accepted flag, method name"
BLD-0002,blind_residual_recovery_review,1,2.7669348426793663,1.05,1.0,"waveform, normalized residual proxies, amplitude, lowering, broad-late topology","p05c_acceptance_stratum, accepted flag, method name"
BLD-0003,blind_shape_fit_review,1,3.255298103688376,1.15,1.0,"waveform, normalized residual proxies, amplitude, lowering, broad-late topology","p05c_acceptance_stratum, accepted flag, method name"
BLD-0003,blind_residual_recovery_review,0,0.8950324197106242,1.05,0.10331172019291723,"waveform, normalized residual proxies, amplitude, lowering, broad-late topology","p05c_acceptance_stratum, accepted flag, method name"
BLD-0004,blind_shape_fit_review,1,1.4928181729532501,1.15,0.22854544863550016,"waveform, normalized residual proxies, amplitude, lowering, broad-late topology","p05c_acceptance_stratum, accepted flag, method name"
BLD-0004,blind_residual_recovery_review,0,0.5782127790022864,1.05,0.31452481399847576,"waveform, normalized residual proxies, amplitude, lowering, broad-late topology","p05c_acceptance_stratum, accepted flag, method name"
BLD-0005,blind_shape_fit_review,1,2.9121758315000204,1.15,1.0,"waveform, normalized residual proxies, amplitude, lowering, broad-late topology","p05c_acceptance_stratum, accepted flag, method name"
BLD-0005,blind_residual_recovery_review,0,0.6951518459774615,1.05,0.2365654360150257,"waveform, normalized residual proxies, amplitude, lowering, broad-late topology","p05c_acceptance_stratum, accepted flag, method name"
BLD-0006,blind_shape_fit_review,1,2.5352334898250626,1.15,0.9234889932167084,"waveform, normalized residual proxies, amplitude, lowering, broad-late topology","p05c_acceptance_stratum, accepted flag, method name"
BLD-0006,blind_residual_recovery_review,1,3.2201551522658427,1.05,1.0,"waveform, normalized residual proxies, amplitude, lowering, broad-late topology","p05c_acceptance_stratum, accepted flag, method name"
BLD-0007,blind_shape_fit_review,1,3.1431669368944446,1.15,1.0,"waveform, normalized residual proxies, amplitude, lowering, broad-late topology","p05c_acceptance_stratum, accepted flag, method name"
BLD-0007,blind_residual_recovery_review,1,3.281644465963785,1.05,1.0,"waveform, normalized residual proxies, amplitude, lowering, broad-late topology","p05c_acceptance_stratum, accepted flag, method name"
BLD-0008,blind_shape_fit_review,1,2.376508201369524,1.15,0.8176721342463494,"waveform, normalized residual proxies, amplitude, lowering, broad-late topology","p05c_acceptance_stratum, accepted flag, method name"
BLD-0008,blind_residual_recovery_review,1,3.0395123950703398,1.05,1.0,"waveform, normalized residual proxies, amplitude, lowering, broad-late topology","p05c_acceptance_stratum, accepted flag, method name"
BLD-0009,blind_shape_fit_review,1,2.3751206723758966,1.15,0.8167471149172645,"waveform, normalized residual proxies, amplitude, lowering, broad-late topology","p05c_acceptance_stratum, accepted flag, method name"
BLD-0009,blind_residual_recovery_review,1,1.747396686070911,1.05,0.46493112404727394,"waveform, normalized residual proxies, amplitude, lowering, broad-late topology","p05c_acceptance_stratum, accepted flag, method name"
BLD-0010,blind_shape_fit_review,1,3.1177081760628123,1.15,1.0,"waveform, normalized residual proxies, amplitude, lowering, broad-late topology","p05c_acceptance_stratum, accepted flag, method name"
BLD-0010,blind_residual_recovery_review,1,2.4862324302636862,1.05,0.9574882868424575,"waveform, normalized residual proxies, amplitude, lowering, broad-late topology","p05c_acceptance_stratum, accepted flag, method name"
BLD-0011,blind_shape_fit_review,1,3.111279503345998,1.15,1.0,"waveform, normalized residual proxies, amplitude, lowering, broad-late topology","p05c_acceptance_stratum, accepted flag, method name"
BLD-0011,blind_residual_recovery_review,0,0.8218522547369044,1.05,0.15209849684206378,"waveform, normalized residual proxies, amplitude, lowering, broad-late topology","p05c_acceptance_stratum, accepted flag, method name"
BLD-0012,blind_shape_fit_review,1,3.04977535087401,1.15,1.0,"waveform, normalized residual proxies, amplitude, lowering, broad-late topology","p05c_acceptance_stratum, accepted flag, method name"
BLD-0012,blind_residual_recovery_review,0,0.7911768265443453,1.05,0.17254878230376983,"waveform, normalized residual proxies, amplitude, lowering, broad-late topology","p05c_acceptance_stratum, accepted flag, method name"
BLD-0013,blind_shape_fit_review,1,1.3705106904658482,1.15,0.14700712697723217,"waveform, normalized residual proxies, amplitude, lowering, broad-late topology","p05c_acceptance_stratum, accepted flag, method name"
BLD-0013,blind_residual_recovery_review,0,0.6131490765618125,1.05,0.2912339489587917,"waveform, normalized residual proxies, amplitude, lowering, broad-late topology","p05c_acceptance_stratum, accepted flag, method name"
BLD-0014,blind_shape_fit_review,1,2.0907409589200867,1.15,0.6271606392800578,"waveform, normalized residual proxies, amplitude, lowering, broad-late topology","p05c_acceptance_stratum, accepted flag, method name"
BLD-0014,blind_residual_recovery_review,1,2.6776834900738,1.05,1.0,"waveform, normalized residual proxies, amplitude, lowering, broad-late topology","p05c_acceptance_stratum, accepted flag, method name"
BLD-0015,blind_shape_fit_review,1,2.4894574637008864,1.15,0.8929716424672577,"waveform, normalized residual proxies, amplitude, lowering, broad-late topology","p05c_acceptance_stratum, accepted flag, method name"
BLD-0015,blind_residual_recovery_review,1,3.3403357684516477,1.05,1.0,"waveform, normalized residual proxies, amplitude, lowering, broad-late topology","p05c_acceptance_stratum, accepted flag, method name"
BLD-0016,blind_shape_fit_review,1,1.6584977102524416,1.15,0.3389984735016278,"waveform, normalized residual proxies, amplitude, lowering, broad-late topology","p05c_acceptance_stratum, accepted flag, method name"
