n_estimators,max_depth,min_samples_leaf,roc_auc,average_precision,brier
500,7,8,0.8259968201980068,0.8370970678825714,0.1725818913654596
400,5,15,0.7939363025405604,0.8088370737735746,0.1889819297531427
300,4,20,0.7771409225005295,0.7945616950767663,0.19229072800426902
