class,n,valid_fraction,median_secondary_fraction,median_secondary_amp_norm,median_delay_samples,median_chi2_ndf,median_frac_sse_improvement
raw_clean,579,0.614853195164076,0.07878126638649957,0.08369072974604135,5.0,0.01778194248043119,0.18484012397151633
injected,579,0.7409326424870466,0.19329423459904754,0.2329772831332086,4.0,0.014884744053110443,0.5392187786299879
