method,roc_auc,roc_auc_ci_low,roc_auc_ci_high,average_precision,ap_ci_low,ap_ci_high,brier,brier_ci_low,brier_ci_high,notes
bounded two-pulse fit outputs,0.607549494244439,0.5938401463684894,0.6224290884605673,0.6328208840983969,0.6019222804485359,0.6554310167714443,0.23942880587121507,0.23468747444394128,0.24656980979030807,"Fold-local score selected from constrained-fit outputs only: secondary fraction/amplitude, delay, chi2/ndf, SSE, and fractional SSE improvement."
direct D_t/curvature cross-check,0.5305223552231033,0.5163466107518526,0.5374545439620628,0.5814487265220658,0.5658681340275203,0.5979185630957148,0.2442204433738515,0.24107154988614074,0.24752852705958156,"Diagnostic only; label is injected truth, not a D_t tail threshold."
shape-only RF,0.8259968201980068,0.8001271831437269,0.8508047284551011,0.8370970678825714,0.8132956290941501,0.863385224258713,0.1725818913654596,0.1595027454889981,0.1866057703534607,"Best params={'n_estimators': 500, 'max_depth': 7, 'min_samples_leaf': 8}; excludes timing, ids, injection parameters, amplitudes, topology flags, and fit outputs."
