run,method,family,n_target_rows,pedestal_mae_adc,pedestal_rmse_adc,pedestal_bias_adc,pedestal_q05_adc,pedestal_q95_adc,n_pair_rows,timing_sigma68_shift_ns,timing_full_rms_shift_ns,timing_tail_gt0p5_fraction,timing_tail_gt5_fraction,timing_shift_bias_ns,n_charge_rows,charge_bias_delta_adc,charge_abs_delta_adc
58,traditional_median3,traditional,67124,50.45439783088016,309.4454146012224,-5.084276860735356,-26.0,25.0,1412,0.06994379455273304,10.332529148199892,0.13031161473087818,0.00424929178470255,-0.2108494775866291,67124,0.0,17.25522912818068
58,traditional_mean3,traditional,67124,46.51510637029974,275.39462110390343,9.364219468770911e-17,-23.0,25.333333333333332,1412,0.07066244735253932,4.370367668264478,0.12110481586402266,0.004957507082152974,0.10320028878731483,67124,-5.084276860735355,15.829658542399143
58,gradient_boosted_trees,ml,67124,22.273307283489817,99.70062734423458,4.4810240421032725,-16.629707447355834,41.82304739245955,1404,0.15901737817483194,7.564608865686633,0.16880341880341881,0.01282051282051282,-0.06143247377094256,67124,-9.565300902838626,39.671547694679475
58,target_masked_residual_cnn,new_architecture,67124,45.19694856852088,119.94498940255478,28.066005695180262,-32.3193934327642,95.47760082621541,1402,0.567475666072031,8.744369256578661,0.3666191155492154,0.016405135520684736,0.12908684008836518,67124,-33.15028255591562,60.87723441881103
58,one_dimensional_cnn,ml,67124,57.3590513508914,173.43298304317173,26.13790643783122,-18.468887995113644,129.79719210971783,1406,0.341927756985264,8.584974236303928,0.22688477951635846,0.017069701280227598,-0.41480263186030875,67124,-31.222183298566573,62.343950120768774
58,traditional_line3,traditional,67124,32.97952474595702,207.44843567843844,-3.9842253569087487,-20.333333333333332,20.142857142857146,1403,0.17395031231821137,8.690198177877285,0.15751960085531005,0.020669992872416252,0.04035571732638573,67124,-1.100051503826606,35.44788252587252
58,ridge,ml,67124,128.69371704764302,230.72463508474095,58.9291328610587,-133.77379874734478,263.52638523664456,1411,0.7382927913855687,12.604906529932796,0.46917080085046065,0.022678951098511695,-1.03062820300844,67124,-64.01340972179403,127.532393723643
58,mlp,ml,67124,51.10784636578255,176.26008487700568,7.627162551431528,-52.84853468329669,167.34584360858938,1403,0.2319859812255797,9.768175715771022,0.203136136849608,0.03136136849607983,0.05080403126359336,67124,-12.71143941216688,58.257292252968654
58,traditional_run_stratified,traditional,67124,37.161597512492875,217.44415762659204,6.132448900542286,-20.32619047619034,22.66666666666667,1396,0.20832289983994912,10.439183213537484,0.1984240687679083,0.03724928366762178,-0.642777979146152,67124,-11.216725761277646,44.64292134528562
59,traditional_mean3,traditional,85508,314.3756373672639,818.4727975077075,-1.199084492330337e-16,-1290.6499999999996,1083.7666666666628,15012,0.09566927055500085,1.4411422534227658,0.14148681055155876,0.0006661337596589396,0.011279474272010767,85508,-47.18484820133789,109.86102275030797
59,traditional_median3,traditional,85508,340.6083407400477,930.957096775102,-47.184848201337886,-1536.0,1033.0,15012,0.0777536089242335,2.008318817931093,0.13309352517985612,0.0015987210231814548,0.020055824138001097,85508,0.0,118.94339710904242
59,ridge,ml,85508,217.27960682050244,550.5185861726803,-12.305203204231287,-632.4564555194613,462.18070562133346,14930,0.5446456255282057,2.5238039907991676,0.38345612860013395,0.0048225050234427325,-0.20903226581184556,85508,-34.87964499710658,235.12039649149136
59,one_dimensional_cnn,ml,85508,166.7466831117705,507.3772853856825,-43.298811247785274,-505.5218414742724,380.04152005862045,14900,0.3887914844348003,2.3778037310605313,0.2646308724832215,0.011208053691275168,0.03691389263874002,85508,-3.8860369535526087,216.59878663048818
59,target_masked_residual_cnn,new_architecture,85508,83.0627077273069,341.5399230306133,-6.7046523289047135,-190.5153992806038,140.38147448469266,14818,0.4863440404982138,2.4201766913734213,0.3120529086246457,0.011270076933459307,0.04788599892017808,85508,-40.480195872433164,226.1493441899554
59,gradient_boosted_trees,ml,85508,66.87788068903325,346.9703044015047,-5.822205833111259,-154.60004806536284,134.0784175582307,14871,0.19989255117304117,2.5084378147196684,0.1886893954676888,0.01519736399704122,0.0548356323462118,85508,-41.362642368226616,218.61635469502986
59,mlp,ml,85508,132.10833511520264,437.6519497331777,5.362060906482767,-292.9869257886527,364.40517519740115,14844,0.3214251845854813,2.460070518212981,0.23032875235785502,0.01987334950148208,0.06633599168703741,85508,-52.54690910782066,226.14852761626975
59,traditional_line3,traditional,85508,214.08875916928966,637.871321765565,-42.52899756525148,-912.0,502.0,14891,0.20984338415019793,3.269833815710687,0.1899805251494191,0.026056006984084345,-0.017164793998397657,85508,-4.655850636086399,235.97427085630528
59,traditional_run_stratified,traditional,85508,191.67861514489317,601.8722754432246,-1.6168826865545247,-614.8833333333332,559.2440476190469,14863,0.3601261373068759,4.006722289384888,0.2872233061965956,0.05873645966493978,0.1615246834515088,85508,-45.567965514783374,251.73970049029109
60,traditional_mean3,traditional,68116,304.12580499931494,812.5399678976019,1.0396809309822874e-16,-1300.4166666666665,1101.4166666666665,14800,0.10228441356445052,0.9570905423971439,0.14885135135135136,0.0006756756756756757,0.03081592106577488,68116,-49.77511891479242,106.55183314737604
60,traditional_median3,traditional,68116,331.43731281930826,928.8866111781872,-49.775118914792415,-1598.0,1006.0,14800,0.06467940646579791,0.9537333633140875,0.1358108108108108,0.0012162162162162162,0.01981535852865984,68116,0.0,116.51335956309825
60,ridge,ml,68116,210.63031589946007,494.6595358171024,-3.269134841832977,-620.5282662712129,504.8737366340205,14699,0.4864349024205508,2.2703842644520646,0.3374379209470032,0.005510578950949044,-0.1394374144194371,68116,-46.50598407295942,225.07285302479892
60,one_dimensional_cnn,ml,68116,150.4943512006259,444.67288758480777,-21.711073263392468,-474.99322240604306,341.19035732910476,14679,0.38550057347927613,2.1696748921039712,0.2659581715375707,0.007561823012466789,0.02885064982864093,68116,-28.06404565139994,197.8713310749873
60,gradient_boosted_trees,ml,68116,57.68322748978495,245.8367627249234,0.3799921351595744,-151.86803080737948,135.0718181025372,14635,0.20891571823542932,2.1346545107739834,0.19897505978817903,0.01250427058421592,0.016495036468056657,68116,-50.155111049951984,212.66577064802075
60,target_masked_residual_cnn,new_architecture,68116,65.51632832271616,239.78299240356958,1.6229377441077328,-109.38239287192124,143.15062401739624,14577,0.5152384676624686,2.4730988220628425,0.32784523564519447,0.016327090622213075,0.08289568222915057,68116,-51.39805665890015,234.12216161199407
60,mlp,ml,68116,101.66261807627777,336.5251658316098,8.152244184139871,-186.55068311456694,307.87541066424274,14644,0.27145592327659906,2.1724229512253572,0.23880087407812073,0.021305654192843484,-0.045727230869912115,68116,-57.927363098932275,207.3719565742524
60,traditional_line3,traditional,68116,205.14699853750884,577.2551978881908,-44.52670374627037,-969.1666666666667,518.1428571428571,14637,0.19634800827428972,2.58486095760943,0.1988112318097971,0.026439844230375077,0.014493152565717031,68116,-5.248415168522045,227.8742019915606
60,traditional_run_stratified,traditional,68116,176.69752963432128,525.6514659896399,-7.4995683134373055,-643.75,491.4642857142857,14574,0.31711377658083645,3.9036748478810908,0.2814601344860711,0.0579113489776314,0.26022506567152354,68116,-42.275550601355086,242.25193752114743
61,traditional_mean3,traditional,75860,277.81597679936726,753.1098645707523,-6.585235330349794e-17,-1144.3333333333333,1015.3333333333334,16980,0.08615715470499866,1.219900644339112,0.13604240282685512,0.0007656065959952886,0.019247724500495184,75860,-46.5205114684946,96.42415414359786
61,traditional_median3,traditional,75860,303.3986817822304,862.7668192920928,-46.5205114684946,-1437.0499999999997,906.0500000000029,16980,0.06735353382008585,1.5598077458451554,0.12014134275618374,0.001531213191990577,0.023050945593488446,75860,0.0,106.75549696809912
