method,final_train_mse_norm,elapsed_s,n_parameters
mlp,0.01787327609984194,0.29177141189575195,7233
one_dimensional_cnn,0.08372015034680867,2.5403878688812256,3617
masked_attention,0.08478979745372689,8.526744365692139,4225
