method,delta_mae_vs_traditional_adc,ci_low_adc,ci_high_adc
ridge,-98.21287155151367,-103.92876281738282,-92.4840633392334
gradient_boosted_trees,-22.126724243164062,-24.213643264770507,-19.41921920776367
mlp,69.81195068359375,62.56251487731934,77.90604019165039
masked_attention,384.34120178222656,371.0166408538818,398.42158126831055
one_dimensional_cnn,478.5720977783203,464.1225162506104,493.2620014190674
