method,mae_adc,mae_ci_low_adc,mae_ci_high_adc,rmse_adc,robust_sigma_adc,robust_sigma_ci_low_adc,robust_sigma_ci_high_adc,median_bias_adc
ridge,57.956607818603516,54.759315967559814,61.48723764419556,87.23342979071077,61.876357150268554,58.65466299964428,66.5247185256958,8.64453125
gradient_boosted_trees,134.04275512695312,126.74148445129394,140.67863998413085,275.3529298522172,103.14381983413696,98.00945397841214,108.1936400486183,-14.478852272033691
traditional_template_smoother,156.1694793701172,147.75293502807617,163.2898853302002,358.05226014937284,84.14529296593666,78.21225338513732,91.39106345937252,-2.2447774410247803
mlp,225.98143005371094,213.98862838745117,238.70496559143066,402.9424350103376,202.5303100396156,193.46915362167834,211.96172550935268,1.5582633018493652
masked_attention,540.5106811523438,523.1222442626953,558.6903839111328,722.3284206874848,612.8694582824706,589.3450070265197,641.127685106964,-102.38441467285156
one_dimensional_cnn,634.7415771484375,614.985238647461,653.5405502319336,791.3590564820804,797.9332228775024,750.7544017039489,842.1551703286742,-94.89473724365234
