action_band,flag_value,method,method_label,support_fraction,n_runs,n,bias_ns,median_ns,sigma68_ns,full_rms_ns,tail_frac_abs_gt5ns,pull_width68,coverage68,coverage95,coverage68_error,coverage95_error,calibration_ece,calibration_loss,sigma68_ci_low_ns,sigma68_ci_high_ns,pull_width68_ci_low,pull_width68_ci_high,coverage68_ci_low,coverage68_ci_high,coverage95_ci_low,coverage95_ci_high,calibration_loss_ci_low,calibration_loss_ci_high
accepted_support,False,phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,0.7299301919720768,7,8365,1.1935349191785503,1.612531735664355,1.4594943987229532,2.6635929648048364,0.01506276150627615,0.9086174491035727,0.6382546323968918,0.957919904363419,0.04443485974010819,0.00791990436341905,0.05683141185566057,0.050142181713903784,1.3490027961109274,1.5901305558332897,0.8505069928285508,0.9643023789586354,0.5894096688493458,0.6960748225573447,0.9513029207911113,0.9656843273398308,0.03722987813882798,0.06800177546041303
accepted_support,False,mlp,MLP residual scale model,0.7299301919720768,7,8365,1.2729828199767954,1.5269940523268488,1.6324146979829544,2.657411728990488,0.01852958756724447,1.0324626366150467,0.5283921099820681,0.8769874476987448,0.15429738215493194,0.07301255230125514,0.12029100783237315,0.09501589472590172,1.5197501614566573,1.7762822223122836,0.9304088922186342,1.159294988736654,0.45613989217624923,0.5898604609023799,0.8388888757027779,0.9086288579088496,0.06808139721842257,0.1647546257056928
accepted_support,False,gradient_boosted_trees,HistGradientBoosting residual scale model,0.7299301919720768,7,8365,1.267200788310165,1.618949817023001,1.5216132465902723,2.527779145781209,0.02020322773460849,1.0130049697559158,0.51249252839211,0.8760310818888225,0.17019696374489002,0.07396891811117745,0.12467110590113598,0.0954604893782798,1.384868824922819,1.6989040072382482,0.8760925536364188,1.1995460981303516,0.4326074836663052,0.5922494469581345,0.8193217879837696,0.9235095942887722,0.07158544276508366,0.19130328336831828
accepted_support,False,cnn1d,1D-CNN residual scale model,0.7299301919720768,7,8365,1.2055834068475197,1.6429003486181273,1.4514082653276699,2.6554999015064356,0.017214584578601314,1.0196723700820989,0.45546921697549314,0.9362821279139271,0.2272202751615069,0.013717872086072891,0.13660176937991664,0.09930307167739882,1.3476558517008155,1.616910681507315,0.9385615245821325,1.1229685081717882,0.37288144767678916,0.532068844311766,0.9193265592971365,0.9509670725396462,0.07698817594294798,0.15825876724128815
accepted_support,False,ridge,Ridge residual scale model,0.7299301919720768,7,8365,1.2178903489634332,1.385061270295061,1.4879353174013752,2.7714458311000056,0.020681410639569634,0.9959772259103225,0.48356246264196057,0.8811715481171548,0.19912702949503946,0.06882845188284514,0.1339777406889423,0.10148899903912612,1.3856905041765117,1.781433470546783,0.8589040475797614,1.1376311506475,0.3752546524327475,0.5713474158809125,0.8049667270553568,0.9297913000485937,0.08042182217760488,0.20486678548565918
accepted_support,False,traditional,S02/S03/S04 atom robust-width baseline,0.7299301919720768,7,8365,1.2349001395790136,1.581591004549182,1.4542916204827743,2.9045472914967436,0.02355050806933652,3.635758218632303,0.3488344291691572,0.5739390316796175,0.33385506296784284,0.3760609683203825,0.3549580156441126,0.9251580663911602,1.2925966612680755,1.7630927045457512,3.2272712886942245,3.905390822896517,0.2887901614501264,0.4003988668580127,0.5004502044137256,0.6361204730667244,0.7848124844966845,1.0126664812334425
accepted_support,True,phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,0.2700698080279232,7,3095,1.288921558654324,1.4317224088296,1.6309307277365788,1.5553332592140883,0.0009693053311793214,0.8512966267438764,0.6148626817447496,0.9693053311793215,0.06782681039225047,0.01930533117932154,0.06342558754416948,0.07481527559296627,1.4614419514742616,1.8045536128804502,0.7973816344408032,0.9139557691519203,0.5269124156928362,0.6844232501641228,0.9577540654735462,0.9805013393773738,0.05507858134205269,0.10708022488178873
accepted_support,True,cnn1d,1D-CNN residual scale model,0.2700698080279232,7,3095,1.3146601700528142,1.4344995645644047,1.6744364359272919,1.620086973121262,0.0016155088852988692,0.9693696862334056,0.45201938610662357,0.935702746365105,0.23067010603037646,0.01429725363489498,0.1431137282979023,0.10467785043244204,1.5096261560747368,1.8739307251361512,0.8566678233097447,1.092826871677894,0.3593518965961079,0.5415062727023935,0.9210691033949701,0.9507806774678699,0.09130802244809369,0.15282866933433872
accepted_support,True,mlp,MLP residual scale model,0.2700698080279232,7,3095,1.2561023553079822,1.319559159672444,1.695353109973905,1.6369124089111609,0.0009693053311793214,1.0886045546443213,0.4859450726978998,0.8733441033925686,0.1967444194391002,0.07665589660743133,0.14088432603618983,0.12572229918176064,1.5337772788487465,1.8683715202000004,0.9544408062756231,1.2135979327019875,0.42540200351468416,0.5508787797128338,0.8365745043322746,0.9062140783719499,0.07674869431924851,0.18671282231287778
accepted_support,True,gradient_boosted_trees,HistGradientBoosting residual scale model,0.2700698080279232,7,3095,1.2511973483017562,1.2982119654211246,1.6402718002962742,1.6073617671151044,0.0009693053311793214,1.0816878585661878,0.4765751211631664,0.8526655896607431,0.20611437097383362,0.09733441033925683,0.15461615156123024,0.13493819786012712,1.4285953515416727,1.9146287271049418,0.9227382580466124,1.312530753621628,0.3654239739825133,0.5661858868469957,0.7680159292519493,0.9191505407189355,0.07547169495494901,0.2666640283063063
accepted_support,True,ridge,Ridge residual scale model,0.2700698080279232,7,3095,1.3254098407680677,1.367244238487693,1.8471805618202892,1.8013229633141274,0.00420032310177706,1.1004425547316892,0.474313408723748,0.8462035541195476,0.20837608341325203,0.10379644588045234,0.15833182199741763,0.1427367265057028,1.5054157883048493,2.2883547115448986,0.8964792317591525,1.472234902408866,0.3312470530960994,0.5595602992154717,0.7224477699539315,0.9155196057034773,0.07375462116397039,0.3372470102344318
accepted_support,True,traditional,S02/S03/S04 atom robust-width baseline,0.2700698080279232,7,3095,1.269221640605812,1.2374625382954534,1.8432499989661895,1.8800826861187803,0.0077544426494345715,1.2715585060077728,0.4827140549273021,0.7873990306946688,0.1999754372096979,0.1626009693053312,0.18128820325751455,0.2038557789450791,1.578850119481081,2.206867313220932,1.0507930745638314,1.6077439106298532,0.3709158198975805,0.55934989661692,0.6393921249108814,0.8662141662857578,0.09412802302697505,0.38693392365238155
baseline_action,False,phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,0.7054973821989529,7,8085,1.2162867951211112,1.4028673908767502,1.6316631118825438,1.8192283387501247,0.007544836116264688,0.9204224419779723,0.604700061842919,0.9579468150896723,0.07798943029408101,0.007946815089672321,0.059343025748706694,0.056214207288621934,1.4652137994186905,1.8122082289002035,0.8766815260266139,0.9608038873664955,0.5364295076460871,0.6731659318795749,0.9477851884186794,0.969908179610469,0.0442657634284116,0.08407483468683447
baseline_action,False,cnn1d,1D-CNN residual scale model,0.7054973821989529,7,8085,1.2388141444923046,1.403371348279478,1.652331904833126,1.874158985372375,0.008658008658008658,1.0276465880024044,0.44811379097093385,0.9252937538651824,0.2345757011660662,0.024706246134817533,0.14691988521506774,0.10846210512958895,1.4770365128060847,1.9028100479298293,0.9306449505302645,1.1333925343753872,0.35022260128744154,0.5316306278267141,0.9094565971239117,0.941314063256459,0.07696776103736461,0.1742071515097935
baseline_action,False,mlp,MLP residual scale model,0.7054973821989529,7,8085,1.2732057478231862,1.3305647997023513,1.7603416479628617,1.9098664268246184,0.009152752009894866,1.1160113154931823,0.4899196042053185,0.8564007421150278,0.19276988793168154,0.09359925788497214,0.1457634226300337,0.13703597098496742,1.6138705560190436,1.9167843536815337,0.984546686058749,1.2114850786039446,0.41751838433745264,0.5561055521610625,0.8143971823455667,0.8986032756238027,0.07434303007344563,0.20350811469156255
baseline_action,False,gradient_boosted_trees,HistGradientBoosting residual scale model,0.7054973821989529,7,8085,1.2694250468918866,1.331544985252158,1.7098195410586763,1.8859393062251044,0.009400123685837971,1.116716875181766,0.4779220779220779,0.8415584415584415,0.20476741421492212,0.10844155844155845,0.15819384934617473,0.1470299242961053,1.4938705771274956,1.961688958079597,0.924909091406159,1.328062388568893,0.36775518299329935,0.5651105475841124,0.7576587567394041,0.9083081757439133,0.07389017454958403,0.2681642009247013
baseline_action,False,ridge,Ridge residual scale model,0.7054973821989529,7,8085,1.250882439414578,1.2596395517631225,1.8024630083687736,2.077234272506867,0.014347557204700061,1.1516421002181536,0.4816326530612245,0.8429189857761287,0.20105683907577554,0.10708101422387128,0.15406892664982344,0.15346222004190596,1.535944628021152,2.1285851627841157,0.9591401239666959,1.3721053275674528,0.3647013891994574,0.5755903218960128,0.7606687632810735,0.9093665697959356,0.06564954395914203,0.28687048400459064
baseline_action,False,traditional,S02/S03/S04 atom robust-width baseline,0.7054973821989529,7,8085,1.2396752870338885,1.2532937617724187,1.8501184390257521,2.209370715214153,0.01756338899196042,1.5797410749794911,0.4453927025355597,0.7280148423005566,0.23729678960144035,0.22198515769944338,0.22964097365044187,0.3171659989827042,1.5324682521668034,2.1756356032896154,1.2688446140714271,1.928242794280504,0.3371253894388594,0.5208010113466749,0.5961452420548496,0.8130815600347547,0.18253321039450598,0.49479794384858794
baseline_action,True,phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,0.29450261780104714,7,3375,1.2265046176028211,1.7521376154479924,1.3258949812558878,3.446808420890086,0.019555555555555555,0.8566836407731238,0.6971851851851851,0.9682962962962963,0.014495693048185099,0.018296296296296366,0.05630598625073707,0.058103583705523695,1.2612070830795283,1.4026420459610414,0.7855586193357347,0.9897561306190066,0.6089102639085651,0.7557519937194579,0.9579679829386198,0.9781497642371842,0.035197447510370274,0.09046085298727351
baseline_action,True,mlp,MLP residual scale model,0.29450261780104714,7,3375,1.2569687726321885,1.733048782438388,1.4492784291788974,3.3499372049087706,0.024296296296296295,0.9028385051414339,0.5816296296296296,0.922962962962963,0.10105986250737042,0.02703703703703697,0.09476981060406298,0.08000705125175911,1.4004435194883391,1.5185786292446102,0.8303946231867215,0.9803738335019144,0.5326001564674089,0.6304645724770308,0.899658929058881,0.9539677344890988,0.06162409634576975,0.09669145545317764
baseline_action,True,cnn1d,1D-CNN residual scale model,0.29450261780104714,7,3375,1.2260047604067197,1.8005255005416745,1.3209810229443062,3.3879456754372064,0.019555555555555555,0.974124083583086,0.4699259259259259,0.9620740740740741,0.21276356621107412,0.012074074074074126,0.12086326458701854,0.09289420532227019,1.2523370387943304,1.3736985395386205,0.8800574283403524,1.0728674679682608,0.40449842149746446,0.5298850088154429,0.945102077884336,0.9768071396636742,0.0824193780920193,0.12909696251990924
baseline_action,True,gradient_boosted_trees,HistGradientBoosting residual scale model,0.29450261780104714,7,3375,1.2471967061000182,1.862189443487999,1.2795469483632473,3.1121642790094546,0.026962962962962963,0.8416960938971889,0.5623703703703704,0.9371851851851852,0.12031912176662962,0.012814814814814723,0.09315499578924817,0.0961482096183759,1.2339822311573585,1.3185759283547027,0.7886706388217922,0.8903959577256226,0.5024749257772725,0.6353480430005346,0.9218981137303669,0.9562429232571051,0.07021531007275539,0.11749677267162532
baseline_action,True,ridge,Ridge residual scale model,0.29450261780104714,7,3375,1.2374553195820517,1.6061788229109697,1.2197252453521668,3.4181683441937487,0.021037037037037038,0.7587243446432546,0.4797037037037037,0.9407407407407408,0.20298578843329634,0.00925925925925919,0.12884388467813704,0.1455911469318595,1.159529799546646,1.2681794221387284,0.6701288482654899,0.8335731029282135,0.41132577765995054,0.5646127491694353,0.9210593392940225,0.9673995851510255,0.12950332183417243,0.167321342120837
