control,method,accepted_fraction,n,bias_ns,median_ns,sigma68_ns,full_rms_ns,tail_frac_abs_gt5ns,pull_width68,coverage68,coverage95,coverage68_error,coverage95_error,calibration_ece,calibration_loss
observed_action_bands,traditional,0.2700698080279232,3095,1.269221640605812,1.2374625382954534,1.8432499989661895,1.8800826861187803,0.0077544426494345715,1.2715585060077728,0.4827140549273021,0.7873990306946688,0.1999754372096979,0.1626009693053312,0.18128820325751455,0.2038557789450791
energy_shuffle_within_run,traditional,0.2582024432809773,2959,1.264701035809639,1.2225944603935162,1.8433673723628066,1.8838319435061956,0.008110848259547145,1.2695293156053062,0.48496113551875636,0.787428185197702,0.19772835661824367,0.162571814802298,0.18015008571027086,0.2024948931840297
action_shuffle_within_run,traditional,0.2700698080279232,3095,1.2838571633237128,1.494218663147862,1.576569870324745,2.7778132323128712,0.023909531502423264,2.6266813877991004,0.38869143780290794,0.6326332794830372,0.2939980543340921,0.3173667205169628,0.30568238742552745,0.6359321375189206
topology_only_acceptance,traditional,0.6561082024432809,7519,1.2239071998041704,1.2019737500113905,1.861225377189641,2.135260844608049,0.015427583455246708,1.319871167282617,0.46828035643037635,0.7810879106264131,0.21440913570662368,0.16891208937358682,0.19166061254010522,0.2237132512257332
