run,method,method_label,n,bias_ns,median_ns,sigma68_ns,full_rms_ns,tail_frac_abs_gt5ns,pull_width68,coverage68,coverage95,coverage68_error,coverage95_error,calibration_ece,calibration_loss,sigma68_ci_low_ns,sigma68_ci_high_ns,pull_width68_ci_low,pull_width68_ci_high,coverage68_ci_low,coverage68_ci_high,coverage95_ci_low,coverage95_ci_high,calibration_loss_ci_low,calibration_loss_ci_high
58,traditional,S02/S03/S04 atom robust-width baseline,32,0.9817921816969479,1.1778228716880363,1.5399589877370412,1.455076052067008,0.0,0.9910294088097241,0.46875,0.90625,0.21393949213700003,0.043749999999999956,0.16544391966353128,0.10802600074770179,0.8272771703581869,2.234641051571471,0.5780174819418021,1.4510185836262015,0.3511389961389962,0.6297222222222223,0.8121875000000001,1.0,0.08713026559894997,0.2795981617445074
58,mlp,MLP residual scale model,32,1.350254354025179,1.4330183987422096,1.3382232176785396,1.302213080058086,0.0,0.8670944892343164,0.34375,0.9375,0.33893949213700003,0.012499999999999956,0.21231891966353128,0.1741659806415537,0.7063156538127073,1.844309273731527,0.544031860242731,1.5992124400864633,0.2068523430592396,0.5004629629629631,0.8384315906562848,1.0,0.12308601645583668,0.32779949148143606
58,gradient_boosted_trees,HistGradientBoosting residual scale model,32,1.1637804581075022,1.3235924057148516,1.6680142316222253,1.3679040234823079,0.0,1.2156594290738574,0.375,0.84375,0.30768949213700003,0.10624999999999996,0.23665724606850005,0.21656404181983935,0.858568072694325,1.9819724296304009,0.6791867820900144,1.7661919786601536,0.22857142857142856,0.5557291666666667,0.7187299679487179,0.9615740740740741,0.11695839252055552,0.436343949034594
58,cnn1d,1D-CNN residual scale model,32,1.4227465879683732,1.3944534260816148,1.3954547725857118,1.3065253670161927,0.0,0.7853837188440895,0.21875,0.96875,0.46393949213700003,0.018750000000000044,0.26165724606850005,0.23974075484035265,0.7647858141512338,1.8818864891063867,0.32445401908828897,1.1364583137873117,0.11091954022988505,0.3333333333333333,0.9164772727272726,1.0,0.17358183673605448,0.3824092140494391
58,ridge,Ridge residual scale model,32,1.0995729793374776,1.3595493273422292,1.0644582819277377,1.303855144629634,0.0,0.6264301873475258,0.4375,0.84375,0.24518949213700003,0.10624999999999996,0.24302796629281254,0.2420093177705717,0.8978733459685885,1.9086018947534522,0.4274724006234894,1.6509913966979697,0.33308823529411763,0.5555555555555556,0.7575552825552826,0.9354838709677419,0.14919508147287205,0.3559416618469678
58,phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,32,1.6286073033278226,1.6852519709653428,1.2835249137217102,1.251733832420155,0.0,0.4708175189063382,0.4375,1.0,0.24518949213700003,0.050000000000000044,0.14759474606850004,0.24299167982479047,0.7014346337370578,1.6766480464796132,0.30788074756789346,0.8556874016849856,0.29964285714285716,0.5770161290322581,1.0,1.0,0.14323628940251817,0.31573232718448485
59,phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,643,1.2195849131648069,1.374181271507844,1.5349929616874176,1.4615952530042111,0.0015552099533437014,0.8025150578589288,0.6174183514774495,0.973561430793157,0.06527114065955053,0.02356143079315709,0.06022615354356069,0.08663591678433487,1.4120494587749013,1.6272127295642487,0.7232233738014906,0.8892301291956397,0.5779980165387345,0.6485555435630498,0.9565809042758426,0.9840845066923696,0.06555435833940537,0.1104439931840627
59,traditional,S02/S03/S04 atom robust-width baseline,643,1.02648554700633,1.008494881714384,1.5833768037108558,1.673814708875952,0.004665629860031105,1.0777449162233712,0.578538102643857,0.8615863141524106,0.10415138949314307,0.08841368584758935,0.09628253767036624,0.09164813230861746,1.5179808679056894,1.7785619021668975,1.0029447901702517,1.165119745710606,0.5382088503079532,0.6150354253178646,0.8379207909755662,0.8909671383837594,0.0582654250180973,0.13135931937181913
59,gradient_boosted_trees,HistGradientBoosting residual scale model,643,1.189444608399476,1.2176475614147506,1.4768613813624378,1.4455166671537405,0.0,1.0150638929982267,0.5069984447900466,0.8538102643856921,0.1756910473469534,0.09618973561430788,0.13594039148063064,0.10572126686002967,1.3196378108645375,1.57680654033889,0.9065158162221595,1.1172963587764013,0.4647076246280445,0.5539983080656292,0.8241001999555654,0.8894203545269896,0.08444022823371276,0.1497504049046422
59,mlp,MLP residual scale model,643,1.2698387942918663,1.3453801016389093,1.5058067536161603,1.5298605808855557,0.0,0.9550034736975931,0.505443234836703,0.8709175738724728,0.17724625730029708,0.07908242612752714,0.1319746060996042,0.10832495395745884,1.4097928027480844,1.6892132409406577,0.9060116879875068,1.0712230812282462,0.46104781178383974,0.5417355798534662,0.8437047633020345,0.8958622226624406,0.09040893798172932,0.13113470973738192
