subset,dimension,stratum,method,method_label,n,bias_ns,median_ns,sigma68_ns,full_rms_ns,tail_frac_abs_gt5ns,pull_width68,coverage68,coverage95,coverage68_error,coverage95_error,calibration_ece,calibration_loss,sigma68_ci_low_ns,sigma68_ci_high_ns,pull_width68_ci_low,pull_width68_ci_high,coverage68_ci_low,coverage68_ci_high,coverage95_ci_low,coverage95_ci_high,calibration_loss_ci_low,calibration_loss_ci_high
full_support,all,all,cnn1d,1D-CNN residual scale model,11460,1.2350417473466806,1.590679490732974,1.510096991761467,2.420418697948264,0.012914485165794066,1.009827486398175,0.4545375218150087,0.9361256544502617,0.2281519703219913,0.01387434554973821,0.1374878525257426,0.0973354136989118,1.3822739681918872,1.6867464700653638,0.9210718111335062,1.11430726506533,0.3715557402636757,0.5284658225073385,0.9217650593136077,0.9486309373959565,0.08185160118525403,0.15968218912772897
full_support,all,all,gradient_boosted_trees,HistGradientBoosting residual scale model,11460,1.2628787423393077,1.5212649917186951,1.5542951071875146,2.315559803391101,0.015357766143106457,1.045099754589835,0.5027923211169284,0.8697207678883071,0.17989717102007163,0.08027923211169286,0.13075137783115273,0.10900688388818808,1.402955338667384,1.791464807820786,0.8877237064127127,1.2619491855134564,0.39807823804946263,0.5848689727254069,0.7997521362507521,0.9218817203617209,0.07549150969688752,0.22666613039963152
full_support,all,all,mlp,MLP residual scale model,11460,1.2684239161242667,1.4721173344323866,1.6447738012513375,2.424531198736336,0.01387434554973822,1.05181909683363,0.5169284467713787,0.8760034904013961,0.1657610453656213,0.07399650959860382,0.12231121064284521,0.1034719656101751,1.5353812443591992,1.7811577030990784,0.934568187820998,1.1609072325219705,0.4582379426129426,0.5770273425373142,0.8430445146576153,0.9124449199511178,0.07051310235950023,0.16504075718654881
full_support,all,all,phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,11460,1.2192959705902011,1.5745709315340974,1.503985568351275,2.415318800709231,0.011431064572425828,0.9010218616401986,0.6319371727748692,0.9609947643979058,0.05075231936213087,0.01099476439790581,0.053068251133420785,0.05344836831331472,1.3843729641433922,1.6599370297937108,0.8417907616913789,0.9520003352209522,0.5716477009623987,0.6951961827651385,0.9544590686580775,0.9675277358360882,0.041765623643804844,0.07165271014875968
full_support,all,all,ridge,Ridge residual scale model,11460,1.2469281174743705,1.3830260011901565,1.5731825855146495,2.5465901524293555,0.01614310645724258,1.0202372113235316,0.48106457242582895,0.8717277486910995,0.20162491971117108,0.07827225130890048,0.13994858551003578,0.11002074196340975,1.4120356545888282,1.8580900207692288,0.8991346035972144,1.1686280465965215,0.3896971903888274,0.5607872747378292,0.8025434164423907,0.9212898754163502,0.08016709645524764,0.20781602125623336
full_support,all,all,traditional,S02/S03/S04 atom robust-width baseline,11460,1.244169340772551,1.4947512901245903,1.5510917109777835,2.666988996928635,0.019109947643979056,2.7120725531229497,0.3849912739965096,0.631588132635253,0.2976982181404904,0.3184118673647469,0.3080550427526187,0.6590594203452015,1.3551368581531473,1.8597154429449454,2.461055227331728,2.9787246506155136,0.31731792498284056,0.44228772878052075,0.5512788968434673,0.6925867449852244,0.560172455706676,0.7792312319320829
full_support,pair,B4-B6,cnn1d,1D-CNN residual scale model,3820,2.2253439710416907,2.1990145069411042,0.9717440806677896,2.0523401058445576,0.011780104712041885,0.2818177313842377,0.3931937172774869,0.9756544502617801,0.2894957748595131,0.02565445026178015,0.16537615968106548,0.29967716335453026,0.8456931717991829,1.0502930594224342,0.24538548013267758,0.30464229945690185,0.2561220970743625,0.5401860792848456,0.9652366193814937,0.988864005410983,0.25246786954053035,0.3461625806144488
full_support,pair,B4-B6,gradient_boosted_trees,HistGradientBoosting residual scale model,3820,2.1717858844573388,2.1632582151113553,1.0581085851789407,1.9662386904999611,0.015968586387434557,0.5741541978174732,0.46963350785340313,0.8895287958115183,0.2130559842835969,0.06047120418848162,0.14421123821509685,0.21089605721742555,0.9315887153951458,1.1645882601443052,0.41935984373340013,0.6971173965674212,0.3174524008623433,0.6164908237302603,0.7891219973662499,0.9690398690619244,0.17231835300924214,0.277303374914768
full_support,pair,B4-B6,mlp,MLP residual scale model,3820,2.2295922024258332,2.2209152269502432,1.076007378329178,2.107375836461888,0.014136125654450262,0.5558460190376302,0.512303664921466,0.9086387434554973,0.17038582721553408,0.04136125654450262,0.13148224031125708,0.1968458262584159,0.9915846270364356,1.1333544178389883,0.46344606585612286,0.6055832155598251,0.4161621978443292,0.6142087946775446,0.8648275932258589,0.9556274921109753,0.17133713900495434,0.23357349206815553
full_support,pair,B4-B6,phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,3820,2.2584856860315177,2.1902322316515885,0.8671434813854856,2.0486362292260347,0.01099476439790576,0.24093746542920363,0.6573298429319372,0.9887434554973822,0.02535964920506284,0.03874345549738223,0.06275199319467697,0.2214794081169796,0.7811512760435687,0.9169934343198894,0.21499515688281695,0.26136660192640376,0.5530898324831125,0.7872640446760855,0.9825305245944492,0.9935311289399368,0.21454840429432742,0.25649769519139204
