dimension,stratum,n,n_events,n_runs,bias_ns,median_ns,sigma68_ns,full_rms_ns,tail_frac_abs_gt5ns,central68_coverage,bias_ci_low_ns,bias_ci_high_ns,sigma68_ci_low_ns,sigma68_ci_high_ns,tail5_ci_low,tail5_ci_high,risk_score
pair_x_lowering_bin,"B6-B8|(-0.101, 5.0]",470,470,29,0.8851862393058673,-0.12336874131809594,1.8587525947670884,1.9261923791737685,0.04042553191489362,0.7212765957446808,0.595160369563695,1.0483758108526886,1.5557604968315757,1.9206327222207888,0.02336975273145486,0.059288234296974864,2.3515265378466115
pair_x_amplitude_bin,"B4-B8|(3000.0, 4000.0]",311,311,28,2.8134066056888503,1.8989471704690999,1.1966650074750484,5.250803613456504,0.08681672025723473,0.7106109324758842,2.5444588277474103,3.035161611615845,0.8597808903039399,1.533625101294462,0.03746867167919799,0.15743402952687252,2.346172870616281
pair_x_lowering_bin,"B6-B8|(10.0, 25.0]",1929,1929,31,0.7735756088958294,-0.2094902883695582,1.7921439510623935,2.2765179782710474,0.04613789528252981,0.7200622083981337,0.5244483594167133,0.9090665226561543,1.531141385696478,1.973672372851279,0.033981886643608905,0.05517596817766615,2.3308804647772745
pair_x_run,B6-B8|60,808,808,1,0.6951033840999865,-0.2627414281485443,1.8694072526413321,2.411112892539656,0.03712871287128713,0.7264851485148515,0.6951033840999865,0.6951033840999865,1.8694072526413321,1.8694072526413321,0.03712871287128713,0.03712871287128713,2.3102047197642017
highest_amp_stave,B4,933,311,31,1.8148168102909892,1.9781727519682448,1.4378850026837486,5.370803084119967,0.06430868167202572,0.5852090032154341,1.3674402228302058,2.181390699236261,1.3104929728526673,1.5746999077493014,0.03834473176983964,0.0791808934414568,2.262453500433105
pair_x_topology,B4-B8|hi=B4;lo=B6,160,160,29,3.4899968078572896,1.992614115571726,0.7850703468529667,6.4396946860922295,0.1125,0.6875,2.574096578839328,4.540794128229711,0.2608921848173199,1.770185462742663,0.0686124449779912,0.1538063909774435,2.2590700276386957
pair_x_topology,B6-B8|hi=B8;lo=B6,1682,1682,31,0.64912976314936,-0.3785850380424236,1.7297929598891915,2.0921606199414367,0.04399524375743163,0.7152199762187872,0.42402410300009163,0.810945959324058,1.4609266174310418,2.021202163725324,0.029970675944333995,0.0554227463744438,2.234658373778444
pair_x_run,B4-B8|61,933,933,1,2.7088068075848706,1.884328006798654,1.5776740826070603,3.0972915041761797,0.03751339764201501,0.7266881028938906,2.7088068075848706,2.7088068075848706,1.5776740826070603,1.5776740826070603,0.03751339764201501,0.03751339764201501,2.2236887397856973
amplitude_bin,"(3000.0, 4000.0]",1105,737,31,1.461984984059801,1.7100871196573806,1.6061758674174347,4.116480247564269,0.046153846153846156,0.5257918552036199,1.283393189917828,1.5540929850853502,1.3509055539854475,1.7957462430498399,0.029372118637400677,0.0671524945447898,2.2139128273618764
run,61,2799,933,1,1.8058712050565804,1.913580330845896,1.7929873649895456,2.770921799882409,0.023937120400142908,0.6402286530903895,1.8058712050565804,1.8058712050565804,1.7929873649895456,1.7929873649895456,0.023937120400142908,0.023937120400142908,2.2129456894966326
pair_x_q_template_bin,"B4-B6|(0.0228, 0.0474]",912,912,30,0.5402687502805926,0.6880786522065954,2.004935394908996,2.154767761264391,0.015350877192982455,0.6875,0.19159623870313308,0.9673455003440996,1.8197460138914459,2.175134916266578,0.007671294619162756,0.022898464484492714,2.2124710418668796
pair_x_q_template_bin,"B6-B8|(0.0474, 0.0644]",954,954,30,1.4688045674606265,1.189478671736758,2.0203167674042835,1.6920000976483764,0.0031446540880503146,0.7840670859538784,1.3724247526382338,1.5833021640392588,1.8608874297316114,2.111852673527173,0.0013320022996263106,0.004499846764011498,2.1986437650308495
pair_x_run,B6-B8|63,370,370,1,0.5997491769821782,-0.2712557173331902,1.6705726722356824,2.7455782999692673,0.04594594594594595,0.6756756756756757,0.5997491769821782,0.5997491769821782,1.6705726722356824,1.6705726722356824,0.04594594594594595,0.04594594594594595,2.1900070493933597
pair_x_lowest_amp_stave,B6-B8|B6,1842,1842,31,0.6353960297850317,-0.3581519735960832,1.6851033161737712,2.043531283200123,0.041802388707926165,0.7176981541802389,0.3431563774605766,0.7655983569261667,1.42274316409004,1.8759460627248914,0.024997496093906495,0.04955459197235513,2.166666806231536
pair_x_sample_family,B6-B8|Sample II,3820,3820,7,0.6880933954737442,-0.2483062058917156,1.6709650230418571,2.454231864059587,0.042670157068062826,0.7112565445026178,0.6059153032768763,0.7487954060615218,1.5491837573006342,1.7997077674430904,0.03722150130094975,0.0472933314623016,2.1664759332698598
pair_x_run_group,B6-B8|sample_ii_analysis,3820,3820,7,0.6880933954737442,-0.2483062058917156,1.6709650230418571,2.454231864059587,0.042670157068062826,0.7112565445026178,0.60521075693091,0.7485512462555981,1.5209072905146201,1.7945366863137315,0.0380042399470947,0.048508051099333094,2.1664759332698598
pair_x_peak_phase_bin,"B6-B8|(6.5, 7.5]",795,795,31,0.9411351273377925,-0.18205860406409613,2.0357618041870476,2.2228801244566276,0.0025157232704402514,0.6830188679245283,0.3427569151861752,1.1826114041445737,1.3183482138395326,2.179254078972093,0.0,0.005140836776110747,2.155032549625229
pair_x_run,B6-B8|61,933,933,1,0.6764480597678068,-0.2499986051922889,1.6341918685680474,2.621620152453886,0.04501607717041801,0.722400857449089,0.6764480597678068,0.6764480597678068,1.6341918685680474,1.6341918685680474,0.04501607717041801,0.04501607717041801,2.151997446249008
pair_x_run,B6-B8|54,50,50,1,0.37064528861653384,-0.3632251746535715,1.5115960553120216,1.8995420541322257,0.06,0.76,0.37064528861653384,0.37064528861653384,1.5115960553120216,1.5115960553120216,0.06,0.06,2.1486605841736752
pair_x_highest_amp_stave,B6-B8|B8,4143,4143,32,0.6068588268604781,-0.3605463584288984,1.6561077675574891,2.1326020829516716,0.042722664735698766,0.7265266714940865,0.43483655417566924,0.6881830709941469,1.409622159918826,1.816188161695094,0.03595405000225652,0.04674823707374439,2.1440202976005245
pair_x_lowering_bin,"B6-B8|(25.0, 50.0]",355,355,27,0.5896773016955462,-0.2844702299316424,1.5999395521960162,2.287516072729749,0.04507042253521127,0.7267605633802817,0.3798415304593395,0.7008066953233044,1.1933714471394539,1.972866433733209,0.028928152492668623,0.06564675499663146,2.1096115077176836
pair_x_topology,B6-B8|hi=B8;lo=B4,2461,2461,32,0.5779682478934324,-0.3484191313372378,1.611346942159709,2.15933069436552,0.04144656643640796,0.7362860625761886,0.4231075184740867,0.6612976440518528,1.3981041417398588,1.7532788640507944,0.033153233282630805,0.05451886661097187,2.083609431313132
peak_phase_bin,"(7.5, inf]",8887,3327,31,1.532304047017388,1.757127708330259,1.628606790591506,3.1139193471373843,0.029931360414087994,0.6214695622819849,1.3156566764929738,1.7160153464972958,1.3644318780918863,1.791031533710242,0.022048801406261264,0.03389763007754479,2.0811507994341247
peak_phase_bin,"(6.5, 7.5]",2226,1214,32,1.8317234041945925,1.9457757059847118,1.8114837225213343,2.2466540602179066,0.006289308176100629,0.6491464510332435,1.6571146391930645,1.9409794341521454,1.4721697848793578,1.9307373016100486,0.0035396987398894774,0.008517278879573226,2.0575491447017997
pair_x_run,B4-B6|63,370,370,1,1.4788403424302383,2.123202845726677,1.475040142264789,2.7550604321692127,0.043243243243243246,0.7081081081081081,1.4788403424302383,1.4788403424302383,1.475040142264789,1.475040142264789,0.043243243243243246,0.043243243243243246,2.055356608940245
run,51,102,34,1,0.860876021604144,1.813142010745139,1.3761469671863953,5.1065344991597295,0.058823529411764705,0.6078431372549019,0.860876021604144,0.860876021604144,1.3761469671863953,1.3761469671863953,0.058823529411764705,0.058823529411764705,2.050469863464457
pair_x_lowering_bin,"B6-B8|(5.0, 10.0]",1546,1546,32,0.6577784806069104,-0.22341774508484846,1.6189943986992716,2.292039317153654,0.03622250970245795,0.7212160413971539,0.41930726906771265,0.799509592683072,1.4070176011467892,1.6998145099845827,0.025097922164970046,0.043146521653545475,2.0469973437845423
pair_x_run,B6-B8|55,44,44,1,0.39141583173503425,-0.3939778556644207,1.5491688575635139,1.8180195122238942,0.045454545454545456,0.7727272727272727,0.39141583173503425,0.39141583173503425,1.5491688575635139,1.5491688575635139,0.045454545454545456,0.045454545454545456,2.042855895282472
pair_x_run,B6-B8|59,763,763,1,0.697159206364081,-0.17425279040325137,1.5755031739787086,2.3096474665141824,0.039318479685452164,0.7038007863695938,0.697159206364081,0.697159206364081,1.5755031739787086,1.5755031739787086,0.039318479685452164,0.039318479685452164,2.0384038914696383
q_template_bin,"(0.0474, 0.0644]",3048,1402,31,1.9029337397124404,1.9408918241975144,1.7646382436425907,1.9967635215180037,0.008202099737532808,0.6692913385826772,1.7379651964520606,2.036482512714305,1.6144737017981532,1.884457792922056,0.0036615037925193435,0.011663540969607502,2.036952614989163
lowering_bin,"(-0.101, 5.0]",1504,1176,31,1.6780775137233301,1.7731619353044366,1.6470786012013363,2.6512645241526744,0.02127659574468085,0.6409574468085106,1.4613163275142005,1.8099864032652895,1.347993774546106,1.7914978050595896,0.014277258710259578,0.02607219756507749,2.027652310020478
pair_x_amplitude_bin,"B6-B8|(2000.0, 3000.0]",3115,3115,32,0.5948764725058735,-0.3052769768564474,1.5802880624661357,2.1316202456971993,0.038523274478330656,0.7235955056179775,0.23811135583834342,0.6955645136937847,1.1508240666512617,1.6963374410425773,0.02536817496976085,0.044004510581864595,2.0250084545000298
pair_x_amplitude_bin,"B6-B8|(3000.0, 4000.0]",525,525,28,0.4134858103255393,-0.3003471110226954,1.5100040784531807,3.589740953467519,0.045714285714285714,0.7314285714285714,-0.1655280753422892,0.6096077353361364,0.635035377740636,1.6550359677590314,0.03370736712088612,0.08358739837398364,2.008495516628592
pair_x_lowest_amp_stave,B6-B8|B4,2716,2716,32,0.5329340613621373,-0.31631098551870096,1.5442611112286257,2.3567830609761313,0.04050073637702504,0.741899852724595,0.41541961962374435,0.5995309480204358,1.3634922111007095,1.6121496501229728,0.029334890305005492,0.05198377979910316,2.00256188113509
pair,B6-B8,5080,5080,32,0.5327536605043566,-0.2914368375477956,1.5470643906957653,2.383981250358717,0.03818897637795276,0.735236220472441,0.12347263933301181,0.622722711394462,0.911831966317613,1.6177441067280707,0.021553252529037756,0.0420323723114268,1.9822295205257285
pair_x_pair,B6-B8|B6-B8,5080,5080,32,0.5327536605043566,-0.2914368375477956,1.5470643906957653,2.383981250358717,0.03818897637795276,0.735236220472441,0.29168812585249176,0.6329565159956037,1.2878855716455129,1.6142542731342635,0.02859127029187598,0.04163171904062254,1.9822295205257285
pair_x_q_template_bin,"B4-B8|(0.0474, 0.0644]",997,997,30,2.895836399813388,2.315739644868529,1.5337484904118608,2.086047432052632,0.012036108324974924,0.6880641925777332,2.6246417342549897,3.132327142922152,1.366604131567492,1.7196360499840935,0.006903402305838417,0.017404185679863144,1.9436932136429488
pair_x_amplitude_bin,"B6-B8|(1500.0, 2000.0]",1034,1034,31,0.48372574455665307,-0.28402835042718877,1.5267161024953115,2.148362358832182,0.0367504835589942,0.753384912959381,0.05126147951023834,0.6286400679978347,0.867009988644106,1.6197916468721238,0.018010430916552668,0.04627532562320067,1.9425935125409188
lowering_bin,"(10.0, 25.0]",5417,2543,31,1.5025228229300087,1.7441405099242644,1.5606417107495325,2.5584777496746423,0.01993723463171497,0.5979324349270814,1.2755554356402032,1.6860810025672395,1.3653276460417525,1.7989377177593926,0.015055768250746216,0.025128141436025746,1.910266339359683
topology,hi=B4;lo=B8,453,151,26,1.2724616015169097,1.9887215911214469,1.2874658255548337,5.093888340778746,0.04856512141280353,0.6026490066225165,0.6686252411121474,1.5689665740698657,1.2597012992562455,1.4940170703399298,0.01729748152400086,0.0887870082815735,1.90036319983456
run,35,108,36,1,1.3021726690152131,1.7945494869103946,1.2863670971823964,1.8364576468700493,0.046296296296296294,0.5833333333333334,1.3021726690152131,1.3021726690152131,1.2863670971823964,1.2863670971823964,0.046296296296296294,0.046296296296296294,1.8795473270468808
pair_x_topology,B4-B6|hi=B4;lo=B8,151,151,26,1.6006014585716735,2.2290945795770654,1.0548127537949092,5.48599697325354,0.06622516556291391,0.7284768211920529,1.0649330225820384,1.9953043460510498,0.2753354209913221,1.5309735690784023,0.00625,0.12524038461538453,1.8771245552812157
lowering_bin,"(5.0, 10.0]",4537,2588,32,1.5116722287236883,1.7453190658861644,1.509515792987952,2.3892601332380643,0.020277716552788184,0.6065682168834031,1.3124243851633453,1.6666549617577102,1.3565128804677562,1.6654555344382294,0.012160629033104244,0.023833881367083393,1.8634601813882026
lowest_amp_stave,B6,5526,1842,31,1.5534793130385365,1.7661132344195067,1.4798332414839699,2.7987710603573515,0.022439377488237423,0.6094824466159972,1.463687661973326,1.690178487056362,1.399590872739955,1.6256077930615114,0.016709161725809465,0.02882827845361296,1.859574947670198
primary_sample_ii,all,11460,3820,7,1.5242693690173095,1.7700686278374285,1.4946665492512594,2.681472251011269,0.020767888307155324,0.6102094240837697,1.4063305048630887,1.6490490203816734,1.3737072369034782,1.660405612246854,0.018071408973256993,0.023318931458286618,1.8547723692245437
sample_family,Sample II,11460,3820,7,1.5242693690173095,1.7700686278374285,1.4946665492512594,2.681472251011269,0.020767888307155324,0.6102094240837697,1.4027966349569372,1.6704000092711218,1.377240827621655,1.6834416572485713,0.01852437212637862,0.02289060191187172,1.8547723692245437
run_group,sample_ii_analysis,11460,3820,7,1.5242693690173095,1.7700686278374285,1.4946665492512594,2.681472251011269,0.020767888307155324,0.6102094240837697,1.403164607250647,1.6533488062533999,1.3773521001569955,1.6699594995566989,0.018776096875040314,0.023281027471204953,1.8547723692245437
pair_x_highest_amp_stave,B4-B8|B4,311,311,31,2.7222252154364837,2.022751663432757,0.7139289394405667,6.335424993642505,0.08681672025723473,0.6720257234726688,2.016347641920221,3.5135980044221364,0.28547724900570287,1.2173934100409698,0.054038580565298124,0.10526315789473684,1.8543186635565625
pair_x_peak_phase_bin,"B4-B8|(7.5, inf]",2846,2846,31,2.317056201379179,1.871381222458993,1.1963950882155912,3.514529848170071,0.03935347856640899,0.6988756148981026,1.9637505023235016,2.5784857689492156,0.6708712657950698,1.5030056835996939,0.030762928297668756,0.04996960789308424,1.8216354940175992
pair_x_run,B4-B8|51,34,34,1,1.2913140324062162,1.8320582069828504,0.8026781534381173,6.248691364358775,0.08823529411764706,0.7352941176470589,1.2913140324062162,1.2913140324062162,0.8026781534381173,0.8026781534381173,0.08823529411764706,0.08823529411764706,1.8141624978552098
pair_x_peak_phase_bin,"B4-B8|(6.5, 7.5]",819,819,31,2.6206471025715143,1.8583849652568674,1.4716022814734475,2.329059658494503,0.007326007326007326,0.7496947496947497,2.41595832995601,2.7902823466099202,1.0379697736590028,1.5821852529423353,0.002111111579053764,0.01274505749028042,1.8069270649906721
run,63,1110,370,1,1.3857263462749445,1.701072153525466,1.4043221273491764,2.8998924131770885,0.026126126126126126,0.5837837837837838,1.3857263462749445,1.3857263462749445,1.4043221273491764,1.4043221273491764,0.026126126126126126,0.026126126126126126,1.8041560232379321
topology,hi=B8;lo=B6,5046,1682,31,1.4799301833802259,1.7557553984836147,1.4614386807315087,2.358647836363055,0.017043202536662704,0.6087990487514863,1.3861686940612745,1.5356513654323083,1.4039125117110598,1.5993209513162159,0.011560055686834826,0.0210715601511881,1.7798637244361584
run,60,2424,808,1,1.4392064609997282,1.7890512030803336,1.4172354966019358,2.8728367874471576,0.019801980198019802,0.5994224422442245,1.4392064609997282,1.4392064609997282,1.4172354966019358,1.4172354966019358,0.019801980198019802,0.019801980198019802,1.7591759446821067
run,62,2421,807,1,1.4835258608160993,1.742103087540606,1.41332828194702,2.4520529791420302,0.018174308137133416,0.5943824865757952,1.4835258608160993,1.4835258608160993,1.41332828194702,1.41332828194702,0.018174308137133416,0.018174308137133416,1.7434239493999641
pair_x_peak_phase_bin,"B4-B6|(7.5, inf]",3148,3148,31,1.3964357726114798,2.113237062752116,1.3007209394904233,2.8282697617135124,0.028907242693773826,0.662007623888183,1.1667554374050435,1.6749113168344352,1.0612384127983818,1.5355360761499912,0.023560651978647113,0.03547117528647261,1.7294369436893096
pair_x_run,B6-B8|51,34,34,1,0.6996921179363005,-0.3367580980650722,1.3616580783908052,2.714655725008035,0.029411764705882353,0.7941176470588235,0.6996921179363005,0.6996921179363005,1.3616580783908052,1.3616580783908052,0.029411764705882353,0.029411764705882353,1.725744937243259
run,45,282,94,1,1.29406938883822,1.7690311947353372,1.344784761877133,2.014870917234786,0.024822695035460994,0.6312056737588653,1.29406938883822,1.29406938883822,1.344784761877133,1.344784761877133,0.024822695035460994,0.024822695035460994,1.7224186511155648
pair_x_dropout_anomaly,B6-B8|nominal,2848,2848,32,0.6070325845299663,-0.18220236838468296,1.4038890759504918,1.9043536973874302,0.024929775280898875,0.7082162921348315,0.46274717681702504,0.6967673106631063,1.2777317158924342,1.4873916601661519,0.018148288151772093,0.02900861553188943,1.7138900872124774
run,59,2289,763,1,1.4202645096071358,1.7148998217673252,1.374805266156144,2.617944050997641,0.018785495849716033,0.6059414591524683,1.4202645096071358,1.4202645096071358,1.374805266156144,1.374805266156144,0.018785495849716033,0.018785495849716033,1.704686675614018
highest_amp_stave,B8,12429,4143,32,1.481785426396957,1.7400200264845793,1.4121568270235734,2.152808140282927,0.01440180223670448,0.6043124949714378,1.3843389997498745,1.5815575958717183,1.373268604517038,1.5751078455281455,0.01147490798997766,0.016592626437353784,1.704353392030314
all,all,15240,5080,32,1.464169617575006,1.7661132344195067,1.3711808831344858,2.6144782599423504,0.01856955380577428,0.6032152230971128,1.3041047044378224,1.5830643789076306,1.3371509778277404,1.541168547464778,0.012029624132419463,0.0217567825704948,1.7032933829497292
amplitude_bin,"(2000.0, 3000.0]",9215,3966,32,1.4685213474536174,1.7459356962942039,1.4067757941557013,2.399767581594012,0.01465002712967987,0.5991318502441672,1.304584913687369,1.570890467999778,1.341194639426954,1.5584695412799534,0.011211798918441257,0.017780595299641277,1.7001282001978617
amplitude_bin,"(1500.0, 2000.0]",3332,1657,31,1.3966226468792644,1.728160116310967,1.3652037164210555,2.2753199631594763,0.01680672268907563,0.6263505402160864,1.2884700669615083,1.5028566080405128,1.3274533157885402,1.3898411939180093,0.01285772412857724,0.020766184074993296,1.6729332079997383
q_template_bin,"(0.0644, 0.117]",3048,1263,31,1.5030101061911443,1.7215406757480451,1.3452332823144009,2.85839574183682,0.01706036745406824,0.634514435695538,1.2632276169559156,1.6545804288497465,1.3340775814110182,1.3582426106035217,0.012574762055992677,0.02196906834588774,1.6661379674741978
pair_x_run,B4-B6|62,807,807,1,1.4218609783442107,2.135160111892624,1.2843466923508395,2.201428064497043,0.023543990086741014,0.7273853779429987,1.4218609783442107,1.4218609783442107,1.2843466923508395,1.2843466923508395,0.023543990086741014,0.023543990086741014,1.6619726910526709
pair_x_lowering_bin,"B4-B8|(5.0, 10.0]",1490,1490,32,2.367839857698852,1.8184417658054954,1.1270091972239342,2.4146914754334974,0.02953020134228188,0.7369127516778523,2.0810837389222607,2.6276545914117557,0.8115810151916211,1.3802758182965815,0.021830780558572876,0.03542965463410677,1.6590951964166383
run,40,210,70,1,1.1648080453530096,1.7805716375547291,1.3512143064394124,3.5440080031367693,0.01904761904761905,0.6238095238095238,1.1648080453530096,1.1648080453530096,1.3512143064394124,1.3512143064394124,0.01904761904761905,0.01904761904761905,1.6581713014509039
run,39,198,66,1,1.5637331669488062,1.77249383539597,1.346600596701129,3.398397568077039,0.015151515151515152,0.6262626262626263,1.5637331669488062,1.5637331669488062,1.346600596701129,1.346600596701129,0.015151515151515152,0.015151515151515152,1.6544890649111612
topology,hi=B8;lo=B4,7383,2461,32,1.4830534145132281,1.727713940812933,1.3762502286649572,1.999972751582162,0.012867398076662604,0.6019233373967222,1.3447075347313773,1.5881792235659924,1.3206408248744788,1.5546845226252788,0.009297282483326834,0.015686886240759125,1.653229550882906
lowering_bin,"(25.0, 50.0]",1049,548,30,1.5177164537354726,1.777061403572091,1.377407119245452,1.942336849372687,0.012392755004766444,0.6120114394661582,1.3870303662138166,1.6547089517637088,1.3329289830093602,1.5245221279038192,0.0025539505148601824,0.017596104806834104,1.6531063146666636
run,54,150,50,1,1.5373480844549057,1.798777834601406,1.3654036530917648,1.8106375897546265,0.013333333333333334,0.5866666666666667,1.5373480844549057,1.5373480844549057,1.3654036530917648,1.3654036530917648,0.013333333333333334,0.013333333333333334,1.6524717948705887
pair_x_run,B4-B6|59,763,763,1,1.4332375580466226,2.1403106018693023,1.277968853046526,2.4899290408442813,0.022280471821756225,0.6867627785058977,1.4332375580466226,1.4332375580466226,1.277968853046526,1.277968853046526,0.022280471821756225,0.022280471821756225,1.6440973270687507
run,55,132,44,1,1.358315685798285,1.7231927528973898,1.347643316390277,1.650385664422187,0.015151515151515152,0.6136363636363636,1.358315685798285,1.358315685798285,1.347643316390277,1.347643316390277,0.015151515151515152,0.015151515151515152,1.6349900364852572
pair_x_lowering_bin,"B4-B8|(-0.101, 5.0]",581,581,29,2.487696073735505,1.8759625609600263,1.1433709965517593,3.206676966253814,0.024096385542168676,0.7246127366609294,2.113170633569073,2.676025535730634,0.6133449674642266,1.460730479706917,0.013224667774086379,0.03335034013605442,1.6331044593469966
lowest_amp_stave,B4,8148,2716,32,1.4531814921636221,1.7423482004720228,1.3464215410841596,2.1904184101904454,0.014113892979872361,0.6027245949926362,1.3262442945733857,1.5973985067050231,1.3082395835298615,1.5367774733308446,0.011234694684046156,0.01684938218360534,1.6328786200992453
pair_x_lowering_bin,"B4-B8|(10.0, 25.0]",1691,1691,31,2.287790940223999,1.8260688147620812,1.1562677106147026,2.730874627243134,0.02365464222353637,0.7238320520402128,2.039338878748977,2.5964317370351964,0.8196994945144752,1.4754229885704913,0.014095187997438478,0.03227437541918175,1.6215932268724662
pair_x_run,B4-B8|54,50,50,1,2.3060221266823593,1.7653705359286391,1.1908313594001112,1.6846111950025984,0.02,0.78,2.3060221266823593,2.3060221266823593,1.1908313594001112,1.1908313594001112,0.02,0.02,1.621433572068347
