dimension,stratum,n,n_events,n_runs,bias_ns,median_ns,sigma68_ns,full_rms_ns,tail_frac_abs_gt5ns,central68_coverage,bias_ci_low_ns,bias_ci_high_ns,sigma68_ci_low_ns,sigma68_ci_high_ns,tail5_ci_low,tail5_ci_high
sample_family,Sample I,3780,1260,25,1.2819624346308798,1.7592218394955665,1.3344147227304581,2.3907514575279354,0.011904761904761904,0.6298941798941798,1.2153845042979707,1.3552370704232284,1.3267722665391366,1.3406305103492466,0.007574724249509908,0.01643294115230307
sample_family,Sample II,11460,3820,7,1.5242693690173095,1.7700686278374285,1.4946665492512594,2.681472251011269,0.020767888307155324,0.6102094240837697,1.4029959428736771,1.6683792669238608,1.3723545065080047,1.6895029726756523,0.017653422098120333,0.02373322981589791
cross_sample_delta,Sample II - Sample I,15240,5080,32,0.2423069343864297,0.010846788341861924,0.16025182652080128,0.2907207934833336,0.00886312640239342,,,,0.03845161776691091,0.3527525863723184,,
