method,n_heldout_overlap,energy_fractional_sigma68,energy_fractional_sigma68_ci_low,energy_fractional_sigma68_ci_high,median_weighted_abs_energy_residual,median_weighted_abs_energy_residual_ci_low,median_weighted_abs_energy_residual_ci_high,pid_proxy_auc,pid_proxy_auc_ci_low,pid_proxy_auc_ci_high,pid_proxy_f1,tail_censored_fraction,registered_s62b_score
ridge,390,0.07248602068887902,0.06455252398111125,0.08291437924873886,0.04257442320263426,0.03958686813297953,0.04897938515955494,0.9935109289617486,0.9912302371541503,0.9975322642249791,0.8333333333333334,0.41025641025641024,0.10321752722081967
saturation_residual_fusion_new,390,0.07573324143192109,0.07198403859367034,0.07982203820705848,0.04739404930221258,0.04180127326531439,0.04908497708046699,0.9930555555555556,0.9889141061452513,0.9969919786096257,0.8085106382978723,0.41025641025641024,0.11015398746066757
gradient_boosted_trees,390,0.07691170927246711,0.07318597947832144,0.08338038597677416,0.0502867700129193,0.04716809978114883,0.05151775767123886,0.9911202185792349,0.9866445530726257,0.9968248663101604,0.851063829787234,0.41025641025641024,0.11141485773015987
tiny_sequence_transformer,390,0.10991145141562222,0.09774683031443981,0.11433157632098552,0.06248127792835091,0.05659781231321079,0.07089394262479151,0.9914617486338798,0.9848692152917504,0.9981617647058824,0.8,0.41025641025641024,0.15312997941282727
1d_cnn,390,0.10961446712518413,0.10545091249637122,0.11957066233093383,0.07245737661906365,0.06530466493378537,0.08250539924442216,0.9799635701275046,0.964599535079539,0.9932516869053251,0.6530612244897959,0.41025641025641024,0.16534721827332682
mlp,390,0.18175464694710347,0.16549464875148953,0.20495929780089017,0.11427719917886109,0.10350037769255818,0.12319985708132475,0.9788251366120219,0.9677726120033813,0.9929033275508594,0.6956521739130435,0.41025641025641024,0.25889850587775315
analytic_clipped_template_sideband_traditional,390,0.5615267265685995,0.5547552798829776,0.5717063378244414,0.27067145157142475,0.20579104484878094,0.819672131147541,0.8662340619307833,0.7643555555555556,0.9140983017342079,0.6190476190476191,0.41025641025641024,0.7390107139779001
