group,C,validation_ap
low_2nA,0.1,0.9810364517929989
low_2nA,1.0,0.9819329093475399
low_2nA,10.0,0.9819525138705187
high_20nA,0.1,0.9700103825026913
high_20nA,1.0,0.971068692448029
high_20nA,10.0,0.9711749192422462
