domain,n,saturation_fraction,multiplicity_mean,peak_bin_mean,pretrigger_q95,log_charge_mean
geant4_digitized,1639,0.9914582062233069,2.2361195851128737,6.25,1976.9236206054684,10.785656929016113
real_heldout_runs,650970,6.9002178279742,0.5796918444782402,,,8.452107576708745
