stratum,feature,coefficient_ns_per_raw_unit,standardized_coefficient_ns
all3_downstream,stave_B4,-3.999182462695075,-1.885232692382637
all3_downstream,stave_B6,1.7991142818581136,0.8481106058876104
all3_downstream,stave_B8,2.2000681808368516,1.037122086494975
all3_downstream,log_amp,-1.4758341683666008,-0.48203075769092496
all3_downstream,inv_amp_1000,-2.4789471255936206,-0.3524077669928189
all3_downstream,inv_sqrt_amp_1000,0.21314661208927385,0.022456540515339095
all3_b2_selected,stave_B4,-6.431921612215641,-3.0320369253719432
all3_b2_selected,stave_B6,3.142822159394408,1.4815405739807315
all3_b2_selected,stave_B8,3.2890994528214628,1.5504963513913201
all3_b2_selected,log_amp,-1.4262315669319143,-0.4615424117615968
all3_b2_selected,inv_amp_1000,-2.4465503197806613,-0.34325466732232646
all3_b2_selected,inv_sqrt_amp_1000,0.22346844925318396,0.02328530023115316
all3_b2_not_selected,stave_B4,8.066895804371729,3.8027711509310373
all3_b2_not_selected,stave_B6,-4.0341974063931145,-1.9017388951371683
all3_b2_not_selected,stave_B8,-4.032698397978616,-1.9010322557938697
all3_b2_not_selected,log_amp,-0.7556754706734353,-0.2904392683171324
all3_b2_not_selected,inv_amp_1000,1.6247964827172838,0.28608763952392435
all3_b2_not_selected,inv_sqrt_amp_1000,2.278731319469155,0.2893875679613686
exactly2_downstream,stave_B4,-3.8667948044549663,-1.9316202234630975
exactly2_downstream,stave_B6,5.215511774914848,2.60755568129012
exactly2_downstream,stave_B8,-12.609273434377368,-2.0667509629690954
exactly2_downstream,log_amp,1.3984014456373037,0.4820490187857042
exactly2_downstream,inv_amp_1000,1.8965712766267746,0.2962993491035753
exactly2_downstream,inv_sqrt_amp_1000,5.343295129767046,0.6061151349696122
ge2_excluding_b2_terminal_like,stave_B4,-4.480926043137404,-2.21322555360578
ge2_excluding_b2_terminal_like,stave_B6,3.6480579270747073,1.8068825985828278
ge2_excluding_b2_terminal_like,stave_B8,1.588588773342662,0.5611377816566907
ge2_excluding_b2_terminal_like,log_amp,0.4894886948941487,0.16629647153007202
ge2_excluding_b2_terminal_like,inv_amp_1000,0.7806512605496491,0.11821553543811902
ge2_excluding_b2_terminal_like,inv_sqrt_amp_1000,-0.6576399724016821,-0.07291926835154174
b2_penetrating_ge2,stave_B4,-5.867588119470898,-2.9025651299111415
b2_penetrating_ge2,stave_B6,4.455494435564372,2.20650858959486
b2_penetrating_ge2,stave_B8,2.8220867455930083,0.9839982542554595
b2_penetrating_ge2,log_amp,1.3214086272078134,0.42593963321384964
b2_penetrating_ge2,inv_amp_1000,2.8377066983411807,0.39451529621245235
b2_penetrating_ge2,inv_sqrt_amp_1000,-1.2495789505610242,-0.12935828821063503
