stratum,method,metric,bootstrap_unit,value,ci_low,ci_high,n_pair_residuals,median_ns,sigma68_ns,full_rms_ns,tail_frac_abs_gt5ns,core_sigma_ns,chi2_ndf
all3_downstream,analytic_amp_only,pooled_blind_sample_ii_pairwise_sigma68_ns,heldout_run,1.4946665492512594,1.37272489838039,1.7099178295803197,11460,1.7700686278374285,1.4946665492512594,2.681472251011269,0.020767888307155324,1.506480037367665,134.21575527501747
all3_downstream,monotonic_binned_timewalk,pooled_blind_sample_ii_pairwise_sigma68_ns,heldout_run,1.3979715141141966,1.231788215980707,1.5,11460,1.7959430282284004,1.3979715141141966,2.7030369680061095,0.0356020942408377,1.5469861063593553,193.29390502733492
all3_downstream,template_phase_base,pooled_blind_sample_ii_pairwise_sigma68_ns,heldout_run,2.0459430282283897,1.7959430282283897,2.0459430282284004,11460,-3.5918860564567794,2.0459430282283897,3.362029308566705,0.09973821989528796,0.781805379833031,229.84693486536128
all3_downstream,waveform_ridge,pooled_blind_sample_ii_pairwise_sigma68_ns,heldout_run,1.4740412476984908,1.4116639341359076,1.628444993864823,11460,1.7239271257565072,1.4740412476984908,2.617402238413013,0.01788830715532286,1.4470297479572123,105.65788862039906
all3_b2_selected,analytic_amp_only,pooled_blind_sample_ii_pairwise_sigma68_ns,heldout_run,2.1787948575576674,2.0242243450470534,2.3568056600349228,11460,2.800783148365877,2.1787948575576674,2.9644965202941354,0.026701570680628273,0.4757244073389947,99.30828909683437
all3_b2_selected,monotonic_binned_timewalk,pooled_blind_sample_ii_pairwise_sigma68_ns,heldout_run,2.197459403328356,2.0,2.324830856674243,11460,3.149661713348486,2.197459403328356,2.9526783122490157,0.03821989528795811,0.8937246022793072,231.92081122626237
all3_b2_selected,template_phase_base,pooled_blind_sample_ii_pairwise_sigma68_ns,heldout_run,3.3996617133484826,3.1496617133484897,3.399661713348486,11460,-6.299323426696965,3.3996617133484826,4.2913257854932665,0.3494764397905759,1.848675332657144,205.04179643782712
all3_b2_selected,waveform_ridge,pooled_blind_sample_ii_pairwise_sigma68_ns,heldout_run,2.089725676256467,1.9339087657415066,2.341079416449695,11460,2.762207032825305,2.089725676256467,2.8979077255667183,0.023647469458987783,0.5492827495682894,91.1135076535308
all3_b2_not_selected,analytic_amp_only,pooled_blind_sample_ii_pairwise_sigma68_ns,heldout_run,1.5188743182935684,1.4908569488432553,1.5411738322910256,11460,0.5639971205590157,1.5188743182935684,8.245173508054716,0.0911867364746946,1.2544480218580427,41.521294745745294
all3_b2_not_selected,monotonic_binned_timewalk,pooled_blind_sample_ii_pairwise_sigma68_ns,heldout_run,2.8118985996730856,2.8118985996730856,2.8118985996730856,11460,-5.623797199346171,2.8118985996730856,8.556882592048488,0.09092495636998255,111.59922715086543,288.1346248056168
all3_b2_not_selected,template_phase_base,pooled_blind_sample_ii_pairwise_sigma68_ns,heldout_run,5.623797199346193,5.623797199346193,5.623797199346193,11460,11.247594398692385,5.623797199346193,9.395384745567894,0.3854275741710297,2.628913424563912,193.47533867977523
all3_b2_not_selected,waveform_ridge,pooled_blind_sample_ii_pairwise_sigma68_ns,heldout_run,1.3904201732518262,1.3638892249475334,1.4284833148456582,11460,0.4399299180424805,1.3904201732518262,8.13648175489,0.0905759162303665,1.1635678502013551,37.357548405720166
exactly2_downstream,analytic_amp_only,pooled_blind_sample_ii_pairwise_sigma68_ns,heldout_run,12.044816703664686,11.954036147135014,12.151223259803292,11460,-1.757096411037896,12.044816703664686,10.56220352251476,0.7695462478184991,1.6200987480753586,15.925244449517152
exactly2_downstream,monotonic_binned_timewalk,pooled_blind_sample_ii_pairwise_sigma68_ns,heldout_run,13.224971651091717,13.208697946757976,13.458697946757976,11460,-4.417395893515959,13.224971651091717,11.278855179682465,0.8185863874345549,1.0126070885647307,39.0974373910401
exactly2_downstream,template_phase_base,pooled_blind_sample_ii_pairwise_sigma68_ns,heldout_run,10.445331062390633,9.66937125318969,10.929057358056905,11460,-4.032547408667455,10.445331062390633,8.679668677648515,0.3958115183246073,1.3705485652814506,168.96948110297978
exactly2_downstream,waveform_ridge,pooled_blind_sample_ii_pairwise_sigma68_ns,heldout_run,11.902214866517028,11.821476403935877,11.99219991670731,11460,-1.4750933193801927,11.902214866517028,10.526373605512116,0.7665794066317626,1.5246515036158514,14.386195970967302
ge2_excluding_b2_terminal_like,analytic_amp_only,pooled_blind_sample_ii_pairwise_sigma68_ns,heldout_run,2.875525730557782,2.8635372368357035,2.8926088475756924,11460,2.028432756790096,2.875525730557782,3.0708040368890694,0.02556719022687609,2.4497755431074317,146.51413971193017
ge2_excluding_b2_terminal_like,monotonic_binned_timewalk,pooled_blind_sample_ii_pairwise_sigma68_ns,heldout_run,2.9799927541854743,2.9799927541854743,2.9799927541854743,11460,2.0852877472429157,2.9799927541854743,3.0910031751699525,0.027661431064572427,2.07359460097641,178.90929946340472
ge2_excluding_b2_terminal_like,template_phase_base,pooled_blind_sample_ii_pairwise_sigma68_ns,heldout_run,2.6299118414996805,2.3799118414996805,2.8799118414996805,11460,-4.0813273059723585,2.6299118414996805,3.6355591706694654,0.13263525305410123,1.394436697036077,197.9712075930935
ge2_excluding_b2_terminal_like,waveform_ridge,pooled_blind_sample_ii_pairwise_sigma68_ns,heldout_run,2.8670525741904607,2.819206462942923,2.9273278973104495,11460,1.9401267167077307,2.8670525741904607,3.042867268854988,0.02356020942408377,2.833781439417105,120.16731337078653
b2_penetrating_ge2,analytic_amp_only,pooled_blind_sample_ii_pairwise_sigma68_ns,heldout_run,3.465982179969481,3.4238026902055454,3.5062054928432986,11460,2.601675642657195,3.465982179969481,3.5097616431984267,0.11989528795811519,1.419852474598313,91.18613980076677
b2_penetrating_ge2,monotonic_binned_timewalk,pooled_blind_sample_ii_pairwise_sigma68_ns,heldout_run,3.8300299071193002,3.6241785058016625,3.883531765433002,11460,2.8740672474934286,3.8300299071193002,3.6168583755355743,0.181239092495637,1.947356853933675,173.12187331906568
b2_penetrating_ge2,template_phase_base,pooled_blind_sample_ii_pairwise_sigma68_ns,heldout_run,3.237056819038237,3.23705681903823,3.4870568190382265,11460,-5.474113638076453,3.237056819038237,4.012852853627425,0.18350785340314135,1.0883400743495295,177.95527083473493
b2_penetrating_ge2,waveform_ridge,pooled_blind_sample_ii_pairwise_sigma68_ns,heldout_run,3.492740147518128,3.414989391169681,3.583893661519733,11460,2.5891676035013163,3.492740147518128,3.5215881353952723,0.1337696335078534,1.5500782920412273,63.74328347388796
