event_id,split,source_run,stave,is_overlap,true_t1_sample,true_t2_sample,true_amp1_adc,true_amp2_adc,true_sep_sample,true_ratio,pid_label,pid_truth_definition,pid_name,g4_entry,g4_primary_pdg,g4_primary_ekin_mev,g4_total_edep_mev,g4_dominant_edep_mev,g4_first_time_ns,g4_energy_weighted_time_ns,g4_n_sci_hits,g4_n_bstack_layers,g4_truth_stave,true_energy_proxy_adc,true_energy_mev,dedx_proxy,depth_index,shape_area_over_amp,truth_saturation_label,truth_pedestal_adc,truth_pileup_label
train:50:0,train,50,B2,1,4.708710428530378,10.708710428530377,12800.0,3200.0,6.0,0.25,0,geant4_sci_bar_dominant_pdg_deuteron_vs_proton,proton,27991,2212,148.6399332833339,77.78352315323376,30.086071253064073,7.219180700561641,7.812906155559371,4,4,B8,16000.0,77.78352315323376,19.44588078830844,0.0,10.37839149588883,1,-2363.719859750508,1
train:50:1,train,50,B4,1,5.48670638766514,10.48670638766514,7120.965619910943,7120.965619910943,5.0,1.0,1,geant4_sci_bar_dominant_pdg_deuteron_vs_proton,deuteron,26918,2212,119.861783660838,56.967724959287544,56.967724959287544,14.1134918354911,14.1134918354911,1,1,B2,14241.931239821886,56.967724959287544,56.967724959287544,1.0,8.121496042305202,1,-293.43824795686555,1
train:50:2,train,50,B6,1,9.627008528431077,10.377008528431077,9142.857142857143,6857.142857142857,0.75,0.75,1,geant4_sci_bar_dominant_pdg_deuteron_vs_proton,deuteron,9622,2212,60.29957157010645,65.38179803208058,42.13200706485048,10.499029832967052,10.770063769417181,2,2,B4,16000.0,65.38179803208058,32.69089901604029,2.0,7.903171468196247,1,-1146.414391941747,1
train:50:3,train,50,B8,1,5.4024480367717045,8.402448036771705,8000.0,8000.0,3.0,1.0,0,geant4_sci_bar_dominant_pdg_deuteron_vs_proton,proton,10331,2212,78.5388777413998,79.02167474482604,42.77681074818141,9.936224644618116,10.502498664764003,2,1,B2,16000.0,79.02167474482604,79.02167474482604,3.0,8.729158836150042,1,28.494500585344326,1
train:50:4,train,50,B2,1,5.044041257795529,11.044041257795529,12587.75,3146.9375,6.0,0.25,0,geant4_sci_bar_dominant_pdg_deuteron_vs_proton,proton,785,2212,147.12967786954002,89.06871253083804,42.106547735471366,7.300241968599554,12.198866396948851,4,3,B4,16000.0,89.06871253083804,29.68957084361268,0.0,11.138755329638899,1,-3856.9509326821017,1
train:50:5,train,50,B2,1,4.306787774288589,10.306787774288589,12800.0,3200.0,6.0,0.25,0,geant4_sci_bar_dominant_pdg_deuteron_vs_proton,proton,8720,2212,158.24329015984563,77.51183436275724,22.785755642896316,7.1313830645625504,7.726179456376088,8,4,B8,16000.0,77.51183436275724,19.37795859068931,0.0,6.264869920863079,1,-190.5617294611376,1
train:50:6,train,50,B8,1,4.875042513263093,8.875042513263093,5992.485124520653,2996.2425622603264,4.0,0.5,1,geant4_sci_bar_dominant_pdg_deuteron_vs_proton,deuteron,3358,2212,60.82394933420398,35.95491074712392,20.02749139565005,10.464614113982057,10.563259745619865,7,2,B2,8988.72768678098,35.95491074712392,17.97745537356196,3.0,8.500669802438356,0,44.48750222081897,1
train:50:7,train,50,B4,1,6.347168368002505,11.347168368002505,7029.286570288774,7029.286570288774,5.0,1.0,0,geant4_sci_bar_dominant_pdg_deuteron_vs_proton,proton,20690,2212,166.26249149135586,56.23429256231019,19.24425425802973,7.004162131412312,7.495327006804445,6,4,B8,14058.573140577548,56.23429256231019,14.058573140577547,1.0,9.322896823746156,0,0.17424871252798724,1
train:50:8,train,50,B4,1,9.539774888684054,10.039774888684054,7210.660124207234,5407.995093155425,0.5,0.75,0,geant4_sci_bar_dominant_pdg_deuteron_vs_proton,proton,12199,2212,132.87944294377934,50.47462086945063,23.076412031243336,7.67374221793873,8.040646228344508,3,3,B6,12618.655217362659,50.47462086945063,16.82487362315021,1.0,7.397366588211864,1,-517.9080322646123,1
train:50:9,train,50,B4,1,4.597717650734637,10.597717650734637,4710.339069384105,2355.1695346920524,6.0,0.5,0,geant4_sci_bar_dominant_pdg_deuteron_vs_proton,proton,19469,2212,138.953753275907,28.262034416304626,15.653292711331574,7.500354838039143,7.691016738906822,2,2,B4,7065.508604076156,28.262034416304626,14.131017208152313,1.0,8.129238265110457,0,108.44738199175112,1
train:50:10,train,50,B4,1,6.471778696412008,11.471778696412008,10666.666666666666,5333.333333333333,5.0,0.5,0,geant4_sci_bar_dominant_pdg_deuteron_vs_proton,proton,16605,2212,137.49871960982415,77.31688309296447,29.579441890185727,7.478918148955207,8.075849254985258,4,4,B8,16000.0,77.31688309296447,19.32922077324112,1.0,7.984285641480363,1,-146.38680001818594,1
train:50:11,train,50,B8,1,6.998044191032029,10.99804419103203,9832.75287900519,2458.1882197512973,4.0,0.25,1,geant4_sci_bar_dominant_pdg_deuteron_vs_proton,deuteron,19319,2212,88.37584635637076,49.16376439502595,49.16376439502595,11.827091082596514,11.827091082596514,1,1,B2,12290.941098756488,49.16376439502595,49.16376439502595,3.0,8.01507503208279,0,5.807491760625352,1
train:50:12,train,50,B4,1,7.431236122093672,7.931236122093672,8671.778700211376,4335.889350105688,0.5,0.5,0,geant4_sci_bar_dominant_pdg_deuteron_vs_proton,proton,6104,2212,130.56038781547548,52.03067220126826,22.885078327694135,7.703681359767437,8.067046674153891,3,3,B6,13007.668050317065,52.03067220126826,17.343557400422753,1.0,8.57161413358545,1,-816.2710799599588,1
