window_mask,method,score,full_score,score_delta_vs_full,energy_sigma68_retention,pid_bacc_delta_vs_full,time_sigma68_delta_ns_vs_full
full_18_samples,gradient_boosted_trees,0.22926246120497007,0.22926246120497007,0.0,1.0,0.0,0.0
full_18_samples,compact_sequence_residual,0.24081880513882942,0.24081880513882942,0.0,1.0,0.0,0.0
full_18_samples,ridge,0.26604610256531025,0.26604610256531025,0.0,1.0,0.0,0.0
full_18_samples,traditional_template_likelihood,0.30546797884009536,0.30546797884009536,0.0,1.0,0.0,0.0
full_18_samples,mlp,0.3951980140492997,0.3951980140492997,0.0,1.0,0.0,0.0
full_18_samples,small_transformer,0.4714278257366463,0.4714278257366463,0.0,1.0,0.0,0.0
full_18_samples,1d_cnn,0.4776064599430853,0.4776064599430853,0.0,1.0,0.0,0.0
late_tail_samples_12_17,gradient_boosted_trees,0.2795704573934092,0.22926246120497007,0.05030799618843912,1.173715834235368,0.010706719128329323,5.056556423641904
late_tail_samples_12_17,compact_sequence_residual,0.3056455538252072,0.24081880513882942,0.06482674868637778,0.9506169839274687,-0.017630145278450304,4.65983665182161
late_tail_samples_12_17,ridge,0.33833971986384953,0.26604610256531025,0.07229361729853928,1.0255056269709588,0.0069234261501209815,6.8021296995028635
late_tail_samples_12_17,mlp,0.4139446620716733,0.3951980140492997,0.01874664802237358,1.2316460319066405,-0.0021186440677966045,3.4172921423351887
late_tail_samples_12_17,1d_cnn,0.5532014959570405,0.4776064599430853,0.07559503601395517,0.7986219851957291,0.0,1.7391054769341245
late_tail_samples_12_17,small_transformer,0.58216375794059,0.4714278257366463,0.11073593220394373,0.6134865748423854,0.01592766343825669,0.6393332976481929
late_tail_samples_12_17,traditional_template_likelihood,,0.30546797884009536,,,-0.012825363196125927,
peak_charge_samples_8_11,gradient_boosted_trees,0.2420681282127508,0.22926246120497007,0.012805667007780741,1.024992594949822,0.01929479418886204,0.9707024365059436
peak_charge_samples_8_11,ridge,0.27907343462227885,0.26604610256531025,0.013027332056968599,1.0687613785890544,0.009042070217917697,1.3481647109405213
peak_charge_samples_8_11,compact_sequence_residual,0.2987250416724891,0.24081880513882942,0.05790623653365967,0.8762456351549422,-0.013165859564164717,3.1428129447843567
peak_charge_samples_8_11,mlp,0.30889778461990114,0.3951980140492997,-0.08630022942939858,1.8027873644110837,0.07941131961259085,-1.7454528274330272
peak_charge_samples_8_11,small_transformer,0.5154423233718106,0.4714278257366463,0.044014497635164296,0.8520295790315552,0.01592766343825669,0.863562187398685
peak_charge_samples_8_11,1d_cnn,0.5425732809189534,0.4776064599430853,0.06496682097586809,0.8467727698908891,0.0,1.8604365936072575
peak_charge_samples_8_11,traditional_template_likelihood,,0.30546797884009536,,,-0.21825817191283292,
pretrigger_pedestal_samples_0_3,traditional_template_likelihood,0.23458418137802153,0.30546797884009536,-0.07088379746207382,17.677719780775455,0.018840799031477062,2.7101107593699005
pretrigger_pedestal_samples_0_3,gradient_boosted_trees,0.6676546599044572,0.22926246120497007,0.4383921986994871,0.16710406062004612,0.01929479418886204,8.65175170162329
pretrigger_pedestal_samples_0_3,mlp,0.7248001132745912,0.3951980140492997,0.32960209922529143,0.9538486910567501,0.06647245762711862,31.941842305024824
pretrigger_pedestal_samples_0_3,compact_sequence_residual,0.7352075187420607,0.24081880513882942,0.4943887136032313,0.18897282586431552,-0.01528450363196121,8.371690142264548
pretrigger_pedestal_samples_0_3,small_transformer,1.4051786545614173,0.4714278257366463,0.933750828824771,0.1411087465768778,0.01592766343825669,2.4306302417842964
pretrigger_pedestal_samples_0_3,ridge,2.233646360605197,0.26604610256531025,1.9676002580398868,0.03745705055724221,0.018197639225181472,7.217904138515252
pretrigger_pedestal_samples_0_3,1d_cnn,2.782573064367727,0.4776064599430853,2.3049666044246417,0.06424127098039399,0.0,4.101963166620777
rising_edge_samples_4_7,traditional_template_likelihood,0.5596378702561449,0.30546797884009536,0.2541698914160495,0.4753323449243086,0.021299939467312345,12.844005553730625
rising_edge_samples_4_7,1d_cnn,0.7922591735546172,0.4776064599430853,0.31465271361153185,0.3309637386742212,0.0,-0.33691855652272196
rising_edge_samples_4_7,small_transformer,0.8166099188319326,0.4714278257366463,0.34518209309528625,0.30140213593126153,0.016570823244552058,-0.0383613032239829
rising_edge_samples_4_7,mlp,3.1732101988556605,0.3951980140492997,2.778012184806361,0.054674789857681316,0.07161773607748179,20.16913518134597
rising_edge_samples_4_7,gradient_boosted_trees,3.491063101413224,0.22926246120497007,3.261800640208254,0.020609001444793787,0.010706719128329323,4.492726394252125
rising_edge_samples_4_7,compact_sequence_residual,5.297573301153574,0.24081880513882942,5.056754496014745,0.017715670508202955,-0.009155569007263886,2.879916588641059
rising_edge_samples_4_7,ridge,99.56199119776778,0.26604610256531025,99.29594509520247,0.0007379815965815463,0.0,4.309115197172206
