window_mask,method,heldout_run,pileup_ap,pileup_auc,pid_auc,pid_efficiency,pid_purity,pid_balanced_accuracy,time_bias_ns,time_sigma68_ns,late_tail_rate_abs_gt_15ns,pileup_miss_rate,false_split_rate,energy_fractional_bias,energy_fractional_sigma68,n_events,n_positive
full_18_samples,1d_cnn,58,0.682114634812011,0.7764650283553876,0.500709219858156,1.0,0.4891304347826087,0.5,3.491842525324036,14.371772532684773,0.34285714285714286,0.2391304347826087,0.32608695652173914,-0.05887731912955678,0.16471026270945674,92,46
full_18_samples,1d_cnn,60,0.6515129333867333,0.6691871455576559,0.48794326241134744,1.0,0.4891304347826087,0.5,3.0277166903606556,16.991682787351994,0.390625,0.30434782608695654,0.41304347826086957,-0.059112219021691476,0.11055260976162463,92,46
full_18_samples,1d_cnn,62,0.6638531653941943,0.698015122873346,0.4483901515151515,1.0,0.5217391304347826,0.5,3.6573596023528943,16.21171203797278,0.41935483870967744,0.32608695652173914,0.391304347826087,-0.0503675128560692,0.21613494662991845,92,46
full_18_samples,1d_cnn,64,0.8144554765490419,0.833648393194707,0.6044423440453686,1.0,0.5,0.5,2.234211347551076,16.60295924193819,0.3918918918918919,0.1956521739130435,0.2391304347826087,-0.12088327087506423,0.13850943217826805,92,46
full_18_samples,1d_cnn,65,0.7233411422963318,0.7126654064272211,0.44423076923076926,1.0,0.43478260869565216,0.5,7.298832619900781,16.0071974729703,0.4032258064516129,0.32608695652173914,0.30434782608695654,-0.11356715373210681,0.14518728078334303,92,46
full_18_samples,compact_sequence_residual,58,0.8535325373394637,0.8355387523629489,0.8718676122931442,0.8666666666666667,0.7647058823529411,0.8056737588652483,0.3235994855699831,9.242971355872776,0.14705882352941177,0.2608695652173913,0.30434782608695654,-0.026187127732018443,0.07656604299509102,92,46
full_18_samples,compact_sequence_residual,60,0.8380069349705449,0.8223062381852552,0.9271867612293145,0.9777777777777777,0.8301886792452831,0.893144208037825,1.5375705769899906,6.615777001449077,0.140625,0.30434782608695654,0.2391304347826087,-0.04673684419866635,0.08139309813191414,92,46
full_18_samples,compact_sequence_residual,62,0.792905790562034,0.777882797731569,0.871685606060606,0.9791666666666666,0.8392857142857143,0.887310606060606,0.5971431926152437,9.408188039576586,0.18333333333333332,0.34782608695652173,0.21739130434782608,-0.03313564567108719,0.10843668688697569,92,46
full_18_samples,compact_sequence_residual,64,0.8679149835402227,0.9116257088846881,0.9154064272211719,0.9782608695652174,0.8181818181818182,0.8804347826086957,0.40423947667790117,9.832783020654636,0.15789473684210525,0.17391304347826086,0.13043478260869565,-0.06779238553621587,0.08922096253218419,92,46
full_18_samples,compact_sequence_residual,65,0.7879893037035969,0.775047258979206,0.9346153846153846,0.975,0.78,0.8817307692307692,1.590523850997143,8.914326700932008,0.16129032258064516,0.32608695652173914,0.15217391304347827,-0.05637290667686102,0.10068758801802188,92,46
