window_mask,rank_within_mask,method,pileup_ap,pileup_auc,pid_auc,pid_efficiency,pid_purity,pid_balanced_accuracy,time_bias_ns,time_sigma68_ns,late_tail_rate_abs_gt_15ns,pileup_miss_rate,false_split_rate,energy_fractional_bias,energy_fractional_sigma68,n_events,n_positive,pileup_ap_ci_low,pileup_ap_ci_high,pileup_auc_ci_low,pileup_auc_ci_high,pid_auc_ci_low,pid_auc_ci_high,pid_efficiency_ci_low,pid_efficiency_ci_high,pid_purity_ci_low,pid_purity_ci_high,pid_balanced_accuracy_ci_low,pid_balanced_accuracy_ci_high,time_bias_ns_ci_low,time_bias_ns_ci_high,time_sigma68_ns_ci_low,time_sigma68_ns_ci_high,late_tail_rate_abs_gt_15ns_ci_low,late_tail_rate_abs_gt_15ns_ci_high,pileup_miss_rate_ci_low,pileup_miss_rate_ci_high,false_split_rate_ci_low,false_split_rate_ci_high,energy_fractional_bias_ci_low,energy_fractional_bias_ci_high,energy_fractional_sigma68_ci_low,energy_fractional_sigma68_ci_high,winner_score
full_18_samples,1,gradient_boosted_trees,0.7652017594980112,0.7873156899810964,0.8962431900726392,0.9196428571428571,0.7923076923076923,0.8454146489104116,0.7284032304898203,9.584742413228646,0.14012738853503184,0.3173913043478261,0.23043478260869565,-0.03400847539140182,0.06737739495246045,460,230,0.7412354666347554,0.7984086779654305,0.7574664461247637,0.8158657844990549,0.8759407654449123,0.9181281729725383,0.8874458874458875,0.9450331054180371,0.7764603679309562,0.8086308442344962,0.8271708296508636,0.863615664845173,0.16929325476489954,0.8321336217703479,8.938650302416173,9.911707041773905,0.12269938650306748,0.1595744680851064,0.23902173913043478,0.39565217391304347,0.21293478260869564,0.24782608695652175,-0.0509894566643265,-0.019984191109686435,0.05757812256032892,0.08505062231892514,0.22926246120497007
full_18_samples,2,compact_sequence_residual,0.8207608141454314,0.8244801512287334,0.9041124394673122,0.9553571428571429,0.8075471698113208,0.8696277239709443,1.0821216970385628,9.337068277043208,0.15757575757575756,0.2826086956521739,0.20869565217391303,-0.04533187533187731,0.09028983596982906,460,230,0.7940886396529835,0.8461725023733215,0.785085066162571,0.8707514177693761,0.8812953720508168,0.9264761687917425,0.9122612948299953,0.978448275862069,0.78125,0.8296764346764347,0.8397227856407566,0.889518801106702,0.40423947667790117,1.504628549619902,7.939927729963432,10.124821741970324,0.14583333333333334,0.17101744775816596,0.22608695652173913,0.33043478260869563,0.1608695652173913,0.2608695652173913,-0.060158108004916555,-0.03297261798952663,0.08262627465179226,0.10609337500602363,0.24081880513882942
full_18_samples,3,ridge,0.763069272362648,0.7798298676748583,0.8316434624697338,0.6919642857142857,0.7828282828282829,0.7548804479418887,0.3206858140537827,10.212457831689576,0.125,0.3217391304347826,0.26521739130434785,-0.049159291314237186,0.07329381014693015,460,230,0.7338319083170516,0.7929489235572493,0.7543478260869565,0.8014621928166352,0.8051619047619047,0.8624926636248319,0.6296296296296297,0.7566674272788603,0.7252433039997808,0.8405797101449275,0.7062082574377657,0.8039549304295222,-0.2715788234048971,0.9976025180888508,9.364603265220909,10.436469855183207,0.08272523769962152,0.16878980891719744,0.24782608695652175,0.40869565217391307,0.23032608695652174,0.30434782608695654,-0.06902435155470957,-0.031001974046576758,0.06697996557730822,0.08331626684117055,0.26604610256531025
full_18_samples,4,traditional_template_likelihood,0.6781059222237065,0.6495841209829866,0.7726240920096852,0.7544642857142857,0.7412280701754386,0.7522321428571428,-0.6298155366137292,9.411990694024116,0.16666666666666666,0.6478260869565218,0.09565217391304348,-0.05035574294712171,0.11223219457066161,460,230,0.6484432191073977,0.7102268846373491,0.6141209829867674,0.6817202268431003,0.7347964989886389,0.7963898507123801,0.7097614823767936,0.798278273748303,0.7161104179663131,0.7631578947368421,0.7302019514408895,0.7751467564303745,-3.77572495845528,0.09330789234625492,8.536203962616996,10.606456231480387,0.136986301369863,0.20120310723759002,0.5825,0.7086956521739131,0.05652173913043478,0.1391304347826087,-0.07289287407088091,-0.010255458539595901,0.07614957445123938,0.1265758776281584,0.30546797884009536
full_18_samples,5,mlp,0.7410196792252196,0.7889224952741021,0.7466517857142857,0.7276785714285714,0.6763485477178424,0.6985850484261501,-1.6871886256770363,14.201894084599285,0.30246913580246915,0.2956521739130435,0.26956521739130435,-0.07590436218762106,0.149564465744627,460,230,0.7192881833213112,0.7725883827257364,0.7644952741020794,0.8193369565217392,0.7156784620999126,0.7783797853032627,0.6651223321186882,0.7920543330941561,0.6359832635983264,0.7095435684647303,0.6699077225625899,0.7263591394627871,-3.6538863970318403,1.1877715942441558,13.291863742467278,15.547963784303736,0.2531655844155844,0.34706879361914256,0.2217391304347826,0.3610869565217392,0.21304347826086956,0.33054347826086955,-0.10221486651044885,-0.06416662863505797,0.13358519240307734,0.15877244998725246,0.3951980140492997
full_18_samples,6,small_transformer,0.7639501515283298,0.7624007561436672,0.5052966101694916,0.5401785714285714,0.47265625,0.4840723365617433,-1.1101320352170552,16.422849736473264,0.3644578313253012,0.2782608695652174,0.33043478260869563,-0.019326892369013037,0.14778262990365376,460,230,0.7333310216113069,0.7920997561713219,0.7286200378071833,0.7970888468809073,0.4800190476190477,0.5241427786036992,0.521911488798146,0.5633383719628261,0.41198501872659177,0.524390243902439,0.44630155055546383,0.5214427533036537,-2.9265120625957763,0.7449664268268741,15.091880989845619,18.203411807097687,0.3143522127342947,0.4024390243902439,0.2608695652173913,0.30445652173913046,0.26956521739130435,0.3826086956521739,-0.05999795254184507,0.00500072579834432,0.12649578176623422,0.18813510164966402,0.4714278257366463
full_18_samples,7,1d_cnn,0.6973529398267849,0.7400945179584121,0.5003026634382567,1.0,0.48695652173913045,0.5,3.92002238141381,16.785911432402155,0.3885542168674699,0.2782608695652174,0.3347826086956522,-0.08541053726733935,0.15409517170602027,460,230,0.6560938020786858,0.7572577853453162,0.693647920604915,0.7853199432892249,0.45040010644161876,0.5504370674660441,1.0,1.0,0.45652173913043476,0.5065760869565217,0.5,0.5,2.5799763255370856,5.957526121315615,15.81612794856914,17.26450217358274,0.3630952380952381,0.41025641025641024,0.2391304347826087,0.3217391304347826,0.2826086956521739,0.3826086956521739,-0.11178418030963552,-0.0574299712776392,0.13482365155753617,0.19637179784766706,0.4776064599430853
late_tail_samples_12_17,1,gradient_boosted_trees,0.6411358895039123,0.653913043478261,0.9063918734866829,0.9241071428571429,0.8054474708171206,0.856121368038741,0.3992927369398114,14.64129883687055,0.3110236220472441,0.44782608695652176,0.34782608695652173,-0.03664999194583811,0.05740520233873671,460,230,0.6072059040460727,0.6755458238745021,0.62413988657845,0.6785661625708885,0.8982986767485821,0.9137099693522541,0.8938053097345132,0.9550247430529121,0.7927914326944191,0.8212927756653993,0.8357915437561455,0.876662679422894,-1.894263969637131,3.1703530717013972,12.505145695510826,15.720201461718414,0.25979486939132607,0.36046511627906974,0.43478260869565216,0.4652173913043478,0.3173913043478261,0.4043478260869565,-0.05779708586342917,-0.02599471918408082,0.05194745494695561,0.07749492649124874,0.2795704573934092
late_tail_samples_12_17,2,compact_sequence_residual,0.7097062322205638,0.7213799621928167,0.8969525575060533,0.9285714285714286,0.7969348659003831,0.851997578692494,-1.0212202611036147,13.996904928864819,0.2987012987012987,0.33043478260869563,0.34347826086956523,-0.03481388105093945,0.09498024703576946,460,230,0.6765335047072214,0.7484545564394227,0.681352079395085,0.7572202268431002,0.8796112775166255,0.9148249961948459,0.8755007278020378,0.963302752293578,0.7627986079397824,0.8352490421455939,0.8152735805627549,0.8789431634835264,-2.246085672551892,1.1402845643095394,12.408330242089727,15.62232422972372,0.2266101717166413,0.3461826347305389,0.2607608695652174,0.39565217391304347,0.27391304347826084,0.4217391304347826,-0.05087974969797602,-0.027647051138699537,0.08372705264233854,0.10886585145626333,0.3056455538252072
late_tail_samples_12_17,3,ridge,0.5718977363905803,0.6304914933837429,0.8301679782082325,0.7142857142857143,0.7804878048780488,0.7618038740920097,-2.8868877236722446,17.01458753119244,0.4084967320261438,0.3347826086956522,0.40869565217391307,-0.03581129435222186,0.07147090003144932,460,230,0.547678403899633,0.6047828895696357,0.5912074669187145,0.6772400756143667,0.7938733420370475,0.8632159573343396,0.6523324905183312,0.7668848703450966,0.7294479644599811,0.8300970873786407,0.7216041323721405,0.7989183577625059,-5.245308352369439,-0.22593768512940715,15.660823636277335,17.863066646925798,0.37919463087248323,0.44015107913669066,0.24782608695652175,0.39565217391304347,0.36086956521739133,0.4609782608695652,-0.039121277616616615,-0.030192431991598302,0.058830671673668525,0.09380179344953184,0.33833971986384953
