g4_entry,primary_pdg,primary_ekin_mev,primary_time_ns,truth_stave,truth_layer,pid_label,pid_name,dominant_pdg,g4_total_edep_mev,g4_dominant_edep_mev,g4_first_time_ns,g4_energy_weighted_time_ns,g4_n_sci_hits,g4_n_bstack_layers,g4_track_length_sum_mm
27991,2212,148.6399332833339,0.0,B8,6,0,proton,2212,77.78352315323376,30.086071253064073,7.219180700561641,7.812906155559371,4,4,462.1260747680951
26918,2212,119.861783660838,0.0,B2,0,1,deuteron,1000010020,56.967724959287544,56.967724959287544,14.1134918354911,14.1134918354911,1,1,111.00721955228865
9622,2212,60.29957157010645,0.0,B4,2,1,deuteron,1000010020,65.38179803208058,42.13200706485048,10.499029832967052,10.770063769417181,2,2,225.9054321928415
10331,2212,78.5388777413998,0.0,B2,0,0,proton,2212,79.02167474482604,42.77681074818141,9.936224644618116,10.502498664764003,2,1,219.33269359691147
785,2212,147.12967786954002,0.0,B4,2,0,proton,2212,89.06871253083804,42.106547735471366,7.300241968599554,12.198866396948851,4,3,239.76364120952346
8720,2212,158.24329015984563,0.0,B8,6,0,proton,2212,77.51183436275724,22.785755642896316,7.1313830645625504,7.726179456376088,8,4,347.6191662735219
3358,2212,60.82394933420398,0.0,B2,0,1,deuteron,1000010020,35.95491074712392,20.02749139565005,10.464614113982057,10.563259745619865,7,2,113.44103619930232
20690,2212,166.26249149135586,0.0,B8,6,0,proton,2212,56.23429256231019,19.24425425802973,7.004162131412312,7.495327006804445,6,4,470.71481598231316
12199,2212,132.87944294377934,0.0,B6,4,0,proton,2212,50.47462086945063,23.076412031243336,7.67374221793873,8.040646228344508,3,3,347.1140750856847
19469,2212,138.953753275907,0.0,B4,2,0,proton,2212,28.262034416304626,15.653292711331574,7.500354838039143,7.691016738906822,2,2,111.25184507321515
16605,2212,137.49871960982415,0.0,B8,6,0,proton,2212,77.31688309296447,29.579441890185727,7.478918148955207,8.075849254985258,4,4,465.47829497344173
19319,2212,88.37584635637076,0.0,B2,0,1,deuteron,1000010020,49.16376439502595,49.16376439502595,11.827091082596514,11.827091082596514,1,1,109.21742732918813
6104,2212,130.56038781547548,0.0,B6,4,0,proton,2212,52.03067220126826,22.885078327694135,7.703681359767437,8.067046674153891,3,3,346.2949648989826
2627,2212,63.964699003002934,0.0,B4,2,1,deuteron,1000010020,71.74470541227221,48.13320592759862,10.606754303063775,10.89376007632997,2,2,225.49269818531963
12336,2212,165.33506298552555,0.0,B8,6,0,proton,2212,54.656041483577084,17.796110634608322,7.0089907500538855,7.481066386072982,4,4,470.46860160593917
24034,2212,59.163070857558075,0.0,B2,0,0,proton,2212,43.335981169777085,16.53233868107577,10.478502437622756,10.535794980722496,6,1,116.53322524744874
20047,2212,153.04148016114536,0.0,B8,6,0,proton,2212,83.41592999815381,39.97093461906213,7.158394340106808,7.781196298039,4,4,463.7243437623798
13201,2212,168.0988679192369,0.0,B8,6,0,proton,2212,54.29397494602009,17.258824657063855,6.965839029418685,7.432998889976736,4,4,471.5077311315449
11985,2212,69.96606535763462,0.0,B2,0,0,proton,2212,74.59827156036708,43.576917478047356,10.782875228140696,10.813189049534413,3,1,220.60522293589432
20085,2212,160.5240490307565,0.0,B8,6,0,proton,2212,58.81143651229168,20.06146757517915,7.009849093539119,7.5029496415115196,4,4,465.5259035204963
27239,2212,70.7686004720504,0.0,B2,0,1,deuteron,1000010020,32.453687620028454,32.453687620028454,10.935744506016489,10.935744506016489,1,1,109.837469542032
19633,2212,130.0859978517463,0.0,B6,4,0,proton,2212,52.03799577810075,23.821701684953776,7.7182488538463865,8.094174973187942,3,3,346.27502433746463
10124,2212,65.64165803174664,0.0,B2,0,1,deuteron,1000010020,23.14083007049159,23.14083007049159,10.543725725160117,10.543725725160117,1,1,109.81201410888261
1590,2212,77.44531498270221,0.0,B2,0,1,deuteron,1000010020,36.0256280898285,36.0256280898285,11.143360841842398,11.143360841842398,1,1,108.97088501279836
1291,2212,94.6721214649533,0.0,B2,0,0,proton,2212,25.512284170632338,25.512284170632338,9.078694776142042,9.078694776142042,1,1,109.96131784563902
29721,2212,162.283496332857,0.0,B8,6,0,proton,2212,69.18700833609319,31.71709035041222,7.0536367003034535,7.6172498788895,4,4,348.9840524996711
6927,2212,57.64248735209086,0.0,B4,2,1,deuteron,1000010020,60.28500510498165,37.899807719049484,10.38507126549935,10.645069787467992,2,2,226.64374835146023
26562,2212,120.26839959209613,0.0,B2,0,1,deuteron,1000010020,53.22912167993465,53.22912167993465,14.155672584550071,14.155672584550071,1,1,111.73432624548248
6283,2212,85.44058048897782,0.0,B2,0,1,deuteron,1000010020,81.45620436022612,44.057372027117815,9.506629319295378,10.654198113997444,2,1,218.42268292069164
26161,2212,125.05757559942813,0.0,B2,0,0,proton,2212,25.19821962398772,14.061213066743253,7.984893566190938,8.118976267194025,2,2,230.45548766890704
10580,2212,105.35557732749012,0.0,B4,2,0,proton,2212,103.06730247238525,47.449811960702874,8.716928938607005,10.337138446968542,3,2,337.27216274182047
23119,2212,102.49562188769478,0.0,B2,0,1,deuteron,1000010020,105.16718474723127,46.25960603565004,8.782763454303977,10.797869469649854,3,2,335.8514248111237
1258,2212,147.7464616333322,0.0,B8,6,0,proton,2212,77.1551896064123,31.38278657236694,7.273263625199574,7.880817394940489,4,4,463.13884729857386
9250,2212,143.20668105678345,0.0,B6,4,0,proton,2212,58.6183507251766,22.793524533707053,7.389617090713558,7.8620769550704805,4,4,465.0084179314623
8131,2212,167.58563341786444,0.0,B8,6,0,proton,2212,55.049269295903045,18.719167470836222,6.981721700183584,7.460546421688084,4,4,472.3924772915919
19722,2212,123.17523655455919,0.0,B2,0,1,deuteron,1000010020,6.045946045449249,6.045946045449249,14.917481131099718,14.917481131099718,1,1,112.56033910644676
4131,2212,165.29189989748102,0.0,B8,6,0,proton,2212,58.61540664127187,18.809473443934174,6.987849109523053,7.463246330490602,4,4,468.12328547583047
28700,2212,144.11319016953928,0.0,B6,4,0,proton,2212,56.4752472777622,26.11575987684381,7.374885155009304,7.765824965187034,3,3,343.34341305489414
555,2212,70.70917924419285,0.0,B2,0,0,proton,2212,77.36940392284134,46.26908164293691,10.642988449875899,10.750257010420318,3,1,220.83051381116
29589,2212,53.63283705586308,0.0,B4,2,1,deuteron,1000010020,58.58638324066707,36.071512646830605,10.350888393793603,10.602631158023007,2,2,228.74132927649228
15724,2212,54.70932964564047,0.0,B4,2,1,deuteron,1000010020,59.190960740063616,36.8678689737676,10.345100298289108,10.601423039837078,2,2,227.46315743907405
19851,2212,148.07638736288283,0.0,B8,6,0,proton,2212,81.66996564647104,36.50215178910486,7.263356777131576,7.890498949987977,4,4,464.079152806384
23468,2212,118.79509388462479,0.0,B2,0,1,deuteron,1000010020,53.86801516922618,53.86801516922618,13.98342878334007,13.98342878334007,1,1,111.26183908811561
4455,2212,159.59619607317734,0.0,B6,4,0,proton,2212,75.50936725504607,46.125553131103516,7.094132240914213,4985.37973838952,11,4,355.3685764885173
28098,2212,78.57069770285187,0.0,B2,0,0,proton,2212,80.43960466207972,45.96787764249418,9.722127640574318,10.36325323054688,2,1,218.6757689219532
8857,2212,76.13509699956502,0.0,B2,0,1,deuteron,1000010020,58.3477249647086,34.34605083502946,9.753788361203286,10.541262518004276,2,1,219.42187422609635
22174,2212,73.34176471935552,0.0,B2,0,0,proton,2212,68.34100574839005,34.576736383341945,10.731462367326158,10.87535376796024,2,1,220.4546510680158
18394,2212,130.2151424453443,0.0,B2,0,0,proton,2212,25.430977878299487,13.444215710755886,7.7592762035636405,7.905004749156245,2,2,111.99620107623595
21662,2212,122.65942152669788,0.0,B2,0,1,deuteron,1000010020,61.8065008884806,61.8065008884806,14.97518397041512,14.97518397041512,1,1,112.68567767165828
24523,2212,106.10012756202129,0.0,B2,0,1,deuteron,1000010020,93.74873727568892,38.42639590491812,8.605288599381034,10.513282146206327,3,2,336.6687308220136
17103,2212,104.58755135087496,0.0,B2,0,1,deuteron,1000010020,37.62165268276142,37.62165268276142,12.896423629357304,12.896423629357304,1,1,110.86353962530632
23328,2212,159.89454806792054,0.0,B8,6,0,proton,2212,69.19470728740723,27.626062820548434,7.0791602629356705,7.630695724585167,4,4,466.6194554082224
29444,2212,54.95631700363615,0.0,B4,2,1,deuteron,1000010020,57.98109718203733,35.59791527661414,10.275633765823185,10.526778439897706,2,2,226.46209852912233
10367,2212,56.1914344164337,0.0,B4,2,1,deuteron,1000010020,60.28597849833153,37.96898256680324,10.393847199153612,10.653575419990949,2,2,227.7394244458371
2665,2212,114.29073312217531,0.0,B2,0,1,deuteron,1000010020,43.88552317448873,43.88552317448873,13.50282670585145,13.502826705851453,1,1,110.85039736401158
28125,2212,135.15153315162087,0.0,B8,6,0,proton,2212,73.46549008412535,24.665449748162054,7.542974046184106,8.114185093369613,4,4,466.1870543298262
19046,2212,87.6239411685431,0.0,B2,0,1,deuteron,1000010020,80.30318728507281,47.74845519536913,9.480283875782302,10.812820426910823,2,1,218.86714545084544
671,2212,57.828931872358595,0.0,B4,2,1,deuteron,1000010020,63.3287937256391,40.36344404975163,10.472037049267103,10.738861252913244,2,2,227.24117728436718
6544,2212,157.2209538223899,0.0,B8,6,0,proton,2212,76.02350131813493,33.275337281649016,7.09210132206593,7.679905967856362,4,4,464.60596920201385
29869,2212,79.55953825960822,0.0,B2,0,1,deuteron,1000010020,73.0945484020514,37.98900119885026,10.404254412696595,10.997179886800541,5,2,225.3549206305729
22098,2212,60.71196774761387,0.0,B4,2,1,deuteron,1000010020,68.34521372521843,44.95731945962426,10.490385491584354,10.770136296782887,2,2,225.37377554646082
1977,2212,128.44752359233544,0.0,B6,4,0,proton,2212,53.16278012310957,24.118961946994393,7.7689707728773145,8.150003719810245,3,3,346.99310368584827
14609,2212,89.463607988753,0.0,B2,0,1,deuteron,1000010020,48.25113991387546,48.25113991387546,11.780617718362032,11.780617718362032,1,1,109.05804601649747
24310,2212,54.941400932064504,0.0,B4,2,1,deuteron,1000010020,57.70066990675774,35.582276647727404,10.295321615688673,10.547152881260907,2,2,226.65330380729125
5243,2212,159.9586163106202,0.0,B8,6,0,proton,2212,59.117527729395476,20.357515847589248,7.039867961107837,7.531759120547297,4,4,466.900137912727
8215,2212,154.26823045564754,0.0,B8,6,0,proton,2212,78.10457876199983,35.76786740945786,7.1065575073723375,7.708110201679114,4,4,462.5600890219881
