stratum_type,stratum_value,method,support_count_pairs,heldout_runs,n_pair_residuals,median_ns,sigma68_ns,full_rms_ns,tail_frac_abs_gt5ns,core_sigma_ns,chi2_ndf,value,calibration_coverage_abs_le2ns,bias_vs_log_amp_slope_ns,sigma68_ns_ci_low,sigma68_ns_ci_high,full_rms_ns_ci_low,full_rms_ns_ci_high,tail_frac_abs_gt5ns_ci_low,tail_frac_abs_gt5ns_ci_high,bias_vs_log_amp_slope_ns_ci_low,bias_vs_log_amp_slope_ns_ci_high,calibration_coverage_abs_le2ns_ci_low,calibration_coverage_abs_le2ns_ci_high
amplitude_stratum,"amp[1000,1500)",amplitude_only,256,"58,59,60,61,62,63,65",256,2.0373861985554385,0.7845580396712426,2.935474354578193,0.0078125,0.2638900758171195,1.5640584942147244,0.7845580396712426,0.8828125,0.9876726948408378,0.4349999749862378,1.040641328910384,1.0948310678401512,4.556504981179798,0.0,0.02410559669872149,-0.24544102111616975,1.717224981884376,0.7959600589588726,0.9127470017133067
amplitude_stratum,"amp[1000,1500)",full_monotone_log_amp,256,"58,59,60,61,62,63,65",256,1.8946516678189766,0.7236873202257155,2.812906321914094,0.0078125,0.10614564129987353,1.8743676910616136,0.7236873202257155,0.90234375,0.8804333725075977,0.24231207195666027,1.309190401211847,0.9138603228978793,4.587286473815805,0.0,0.023259518326782868,-0.1818074535347802,1.4368055549703385,0.8440659605199807,0.9334489051094891
amplitude_stratum,"amp[1000,1500)",hgb_full_unconstrained,256,"58,59,60,61,62,63,65",256,1.9236930090730553,0.7372536875466074,2.821031385625566,0.0078125,0.10972465514241411,1.9685763262351779,0.7372536875466074,0.90234375,0.9302520022984269,0.27076293023619763,1.1429709022091672,0.9894965168780654,4.5490688969220345,0.0,0.021380303090887273,0.10130418741090581,1.4135377856220201,0.848442082111437,0.934931506849315
amplitude_stratum,"amp[1000,1500)",monotone_residual_table,256,"58,59,60,61,62,63,65",256,2.2423192689628024,0.5205194825959559,3.022901157445206,0.015625,0.17817266494530554,1.584347531464874,0.5205194825959559,0.83984375,0.6122526954826554,0.2240159608567076,1.2687863552985919,1.1516426924064604,4.840448413346842,0.0,0.027444929499724,-0.5700204881156271,1.2800575936592689,0.7758073770491803,0.8759659565580618
amplitude_stratum,"amp[1000,1500)",robust_heavytail_table,256,"58,59,60,61,62,63,65",256,2.2423192689628024,0.5205194825959559,3.022901157445206,0.015625,0.17817266494530554,1.584347531464874,0.5205194825959559,0.83984375,0.6122526954826554,0.2240159608567076,1.2688600410577628,1.125244347761874,4.831688961869679,0.0,0.028018995929443676,-0.5901523183647565,1.240896908261973,0.7852721412350743,0.877632112447628
amplitude_stratum,"amp[1000,1500)",s03a_amp_only,256,"58,59,60,61,62,63,65",256,2.264254785642848,0.9439871224763351,2.955759084487599,0.0078125,0.3418887413519347,1.7717438344884895,0.9439871224763351,0.85546875,0.9109959757787022,0.5135102802037937,1.2369265937308112,1.0118677770564979,4.785203956168665,0.0,0.024898858921161823,-0.5661972881211186,1.8435385861239948,0.7924708624708625,0.8928690476190476
amplitude_stratum,"amp[1000,1500)",shape_only,256,"58,59,60,61,62,63,65",256,1.8503969378713307,0.7930813316086561,2.8207017578045557,0.0078125,0.14999165651491864,1.7163469451770623,0.7930813316086561,0.90234375,0.880472727466323,0.23747308103419013,1.2461700217098277,0.929609189020464,4.78274215693955,0.0,0.02128619709655119,-0.23831092830909748,1.5217884983818348,0.8333333333333334,0.94153167311412
amplitude_stratum,"amp[1000,1500)",signed_shared_shrinkage,256,"58,59,60,61,62,63,65",256,2.0348245119050645,0.5666080867314832,2.9950351734034646,0.015625,1.9587458422704513,5.913010234000786,0.5666080867314832,0.8515625,0.646671687769926,0.2123844736320686,1.1681287109381115,1.0839901940417431,4.634650761480945,0.0,0.028480028778087536,-0.8072185601259505,1.2888593343167727,0.774875,0.8874099355328025
amplitude_stratum,"amp[1000,1500)",stave_only,256,"58,59,60,61,62,63,65",256,1.7757454476682355,0.5549840777821038,2.9636719424411417,0.01171875,0.12158734004639117,1.755837682018165,0.5549840777821038,0.89453125,0.7429622848265941,0.23774719586550425,0.9888440393108391,0.9929303244493365,4.892114721714616,0.0,0.02612231829959594,-0.29624851952466696,1.4963280144946816,0.8263560687432868,0.9134883611346716
amplitude_stratum,"amp[1000,1500)",template_phase_base,256,"58,59,60,61,62,63,65",256,-4.484638537925605,0.4532746049841343,2.893806493297222,0.0625,0.14580727598987125,2.2203177447067066,0.4532746049841343,0.84375,2.2463487036582794,0.4097239342650164,0.835524684350095,1.379935723433211,4.574648376320474,0.01990869207992931,0.10450328632069011,0.031473800454646324,4.348635186895772,0.7642227564102564,0.8794638091171132
