stratum_type,stratum_value,ml_method,traditional_method,metric,support_count_pairs,delta_ml_minus_traditional,ci_low,ci_high,bootstrap_unit
peak_sample_stratum,"peak[12,99)",hgb_full_unconstrained,robust_heavytail_table,sigma68_ns,906,-0.2835674617098559,-0.33291188192181986,-0.21297152157324756,heldout_run
peak_sample_stratum,"peak[12,99)",hgb_full_unconstrained,robust_heavytail_table,full_rms_ns,906,-0.5671201488428981,-0.8765054080416154,-0.1375797564157938,heldout_run
peak_sample_stratum,"peak[12,99)",hgb_full_unconstrained,robust_heavytail_table,tail_frac_abs_gt5ns,906,-0.002851939033959014,-0.01680354531377693,0.01115636120232957,heldout_run
peak_sample_stratum,"peak[12,99)",hgb_full_unconstrained,robust_heavytail_table,bias_vs_log_amp_slope_ns,906,-1.4338778728240826,-2.3938781989352305,-0.263255954813108,heldout_run
peak_sample_stratum,"peak[12,99)",hgb_full_unconstrained,robust_heavytail_table,calibration_coverage_abs_le2ns,906,0.24238329238329237,0.22138066469472045,0.2674308946731777,heldout_run
peak_sample_stratum,"peak[4,6)",hgb_full_unconstrained,signed_shared_shrinkage,sigma68_ns,1474,-0.20286999086118296,-0.25167309459497866,-0.15679269508693872,heldout_run
peak_sample_stratum,"peak[4,6)",hgb_full_unconstrained,signed_shared_shrinkage,full_rms_ns,1474,-0.11854442792093739,-0.14874492904815528,-0.07472952191567485,heldout_run
peak_sample_stratum,"peak[4,6)",hgb_full_unconstrained,signed_shared_shrinkage,tail_frac_abs_gt5ns,1474,0.0,0.0,0.0,heldout_run
peak_sample_stratum,"peak[4,6)",hgb_full_unconstrained,signed_shared_shrinkage,bias_vs_log_amp_slope_ns,1474,-0.057382070731421875,-0.19595632720713885,0.13834820092886,heldout_run
peak_sample_stratum,"peak[4,6)",hgb_full_unconstrained,signed_shared_shrinkage,calibration_coverage_abs_le2ns,1474,0.1976470469949641,0.12445414452965697,0.3093667966390246,heldout_run
peak_sample_stratum,"peak[4,6)",hgb_full_unconstrained,s03a_amp_only,sigma68_ns,1474,-0.2181005442938817,-0.26510473093767656,-0.1854430866763884,heldout_run
peak_sample_stratum,"peak[4,6)",hgb_full_unconstrained,s03a_amp_only,full_rms_ns,1474,-0.1519317547953249,-0.19264906141387655,-0.11473381456921943,heldout_run
peak_sample_stratum,"peak[4,6)",hgb_full_unconstrained,s03a_amp_only,tail_frac_abs_gt5ns,1474,0.0,0.0,0.0,heldout_run
peak_sample_stratum,"peak[4,6)",hgb_full_unconstrained,s03a_amp_only,bias_vs_log_amp_slope_ns,1474,0.6113568201744671,0.37728823345569984,0.7648554897624931,heldout_run
peak_sample_stratum,"peak[4,6)",hgb_full_unconstrained,s03a_amp_only,calibration_coverage_abs_le2ns,1474,0.12606821200151297,0.09729080721630433,0.1786522524739845,heldout_run
peak_sample_stratum,"peak[4,6)",hgb_full_unconstrained,monotone_residual_table,sigma68_ns,1474,-0.35699613803727265,-0.4031152575503185,-0.2874880670532545,heldout_run
peak_sample_stratum,"peak[4,6)",hgb_full_unconstrained,monotone_residual_table,full_rms_ns,1474,-0.28664737222474473,-0.31234540881799483,-0.2690123839493553,heldout_run
peak_sample_stratum,"peak[4,6)",hgb_full_unconstrained,monotone_residual_table,tail_frac_abs_gt5ns,1474,0.0,0.0,0.0,heldout_run
peak_sample_stratum,"peak[4,6)",hgb_full_unconstrained,monotone_residual_table,bias_vs_log_amp_slope_ns,1474,0.5697750593057404,0.4672297316708039,0.7233648556391526,heldout_run
peak_sample_stratum,"peak[4,6)",hgb_full_unconstrained,monotone_residual_table,calibration_coverage_abs_le2ns,1474,0.29393557089471356,0.27774901380670614,0.30966369233377256,heldout_run
peak_sample_stratum,"peak[4,6)",hgb_full_unconstrained,robust_heavytail_table,sigma68_ns,1474,-0.35947400776694577,-0.4031152575503185,-0.28598393265311123,heldout_run
peak_sample_stratum,"peak[4,6)",hgb_full_unconstrained,robust_heavytail_table,full_rms_ns,1474,-0.2723729918793443,-0.29108241145861724,-0.26045718027781667,heldout_run
peak_sample_stratum,"peak[4,6)",hgb_full_unconstrained,robust_heavytail_table,tail_frac_abs_gt5ns,1474,0.0,0.0,0.0,heldout_run
peak_sample_stratum,"peak[4,6)",hgb_full_unconstrained,robust_heavytail_table,bias_vs_log_amp_slope_ns,1474,0.49818233327671957,0.44574917052202484,0.5533264642047085,heldout_run
peak_sample_stratum,"peak[4,6)",hgb_full_unconstrained,robust_heavytail_table,calibration_coverage_abs_le2ns,1474,0.29655172413793096,0.2826216749979763,0.3143586729107192,heldout_run
peak_sample_stratum,"peak[6,8)",hgb_full_unconstrained,signed_shared_shrinkage,sigma68_ns,2155,-0.20707003429780746,-0.26171084649893733,-0.10797161950556496,heldout_run
peak_sample_stratum,"peak[6,8)",hgb_full_unconstrained,signed_shared_shrinkage,full_rms_ns,2155,-0.12726293305216996,-0.1560831335515415,-0.10753096830806705,heldout_run
peak_sample_stratum,"peak[6,8)",hgb_full_unconstrained,signed_shared_shrinkage,tail_frac_abs_gt5ns,2155,-0.0010556964141428212,-0.003117825333928241,0.0005328371372641814,heldout_run
peak_sample_stratum,"peak[6,8)",hgb_full_unconstrained,signed_shared_shrinkage,bias_vs_log_amp_slope_ns,2155,-0.6987719513338464,-0.9822961481194309,-0.3780695055145293,heldout_run
peak_sample_stratum,"peak[6,8)",hgb_full_unconstrained,signed_shared_shrinkage,calibration_coverage_abs_le2ns,2155,0.10076942208844047,0.05577031986854087,0.20703852210908283,heldout_run
peak_sample_stratum,"peak[6,8)",hgb_full_unconstrained,s03a_amp_only,sigma68_ns,2155,-0.19952348112049312,-0.2637616765105187,-0.10811252662359075,heldout_run
peak_sample_stratum,"peak[6,8)",hgb_full_unconstrained,s03a_amp_only,full_rms_ns,2155,-0.09305402608486224,-0.13038378454668134,-0.04937259454022021,heldout_run
peak_sample_stratum,"peak[6,8)",hgb_full_unconstrained,s03a_amp_only,tail_frac_abs_gt5ns,2155,0.0,-0.002940596617175179,0.004726866756965478,heldout_run
peak_sample_stratum,"peak[6,8)",hgb_full_unconstrained,s03a_amp_only,bias_vs_log_amp_slope_ns,2155,-0.11428569966920954,-0.40538029241159457,0.12369686861873824,heldout_run
peak_sample_stratum,"peak[6,8)",hgb_full_unconstrained,s03a_amp_only,calibration_coverage_abs_le2ns,2155,0.04694887034137463,0.03861168007527448,0.06347799801677734,heldout_run
peak_sample_stratum,"peak[6,8)",hgb_full_unconstrained,monotone_residual_table,sigma68_ns,2155,-0.29733024812196207,-0.34683146857462105,-0.20311113364863378,heldout_run
peak_sample_stratum,"peak[6,8)",hgb_full_unconstrained,monotone_residual_table,full_rms_ns,2155,-0.19897323181193227,-0.23381723591401907,-0.16931666232855225,heldout_run
peak_sample_stratum,"peak[6,8)",hgb_full_unconstrained,monotone_residual_table,tail_frac_abs_gt5ns,2155,0.0,-0.005279507941451262,0.0022413706898902737,heldout_run
peak_sample_stratum,"peak[6,8)",hgb_full_unconstrained,monotone_residual_table,bias_vs_log_amp_slope_ns,2155,0.34634152208778857,0.09621279030648147,0.7026962692049096,heldout_run
peak_sample_stratum,"peak[6,8)",hgb_full_unconstrained,monotone_residual_table,calibration_coverage_abs_le2ns,2155,0.18046133718278945,0.08967433672827865,0.22914062194507634,heldout_run
peak_sample_stratum,"peak[6,8)",hgb_full_unconstrained,robust_heavytail_table,sigma68_ns,2155,-0.299408471092804,-0.35223126997717813,-0.21334006253388801,heldout_run
peak_sample_stratum,"peak[6,8)",hgb_full_unconstrained,robust_heavytail_table,full_rms_ns,2155,-0.1920133571335777,-0.23082989134012957,-0.1502314803263388,heldout_run
peak_sample_stratum,"peak[6,8)",hgb_full_unconstrained,robust_heavytail_table,tail_frac_abs_gt5ns,2155,0.0,-0.003473135964912281,0.0037013057459497783,heldout_run
peak_sample_stratum,"peak[6,8)",hgb_full_unconstrained,robust_heavytail_table,bias_vs_log_amp_slope_ns,2155,0.16739075888699262,0.021480767113162724,0.39981734807744,heldout_run
peak_sample_stratum,"peak[6,8)",hgb_full_unconstrained,robust_heavytail_table,calibration_coverage_abs_le2ns,2155,0.1768869671539371,0.12911050302415028,0.22694612579845458,heldout_run
peak_sample_stratum,"peak[8,12)",hgb_full_unconstrained,signed_shared_shrinkage,sigma68_ns,6883,-0.29853805375194364,-0.387351736101589,-0.23068548851074475,heldout_run
peak_sample_stratum,"peak[8,12)",hgb_full_unconstrained,signed_shared_shrinkage,full_rms_ns,6883,-0.3656853824227726,-0.43735788452408725,-0.29065870672339394,heldout_run
peak_sample_stratum,"peak[8,12)",hgb_full_unconstrained,signed_shared_shrinkage,tail_frac_abs_gt5ns,6883,-0.009501545962999165,-0.016120518889438842,-0.0044399419383268175,heldout_run
peak_sample_stratum,"peak[8,12)",hgb_full_unconstrained,signed_shared_shrinkage,bias_vs_log_amp_slope_ns,6883,-1.5613218334927808,-1.8879306866657608,-1.210719347558112,heldout_run
peak_sample_stratum,"peak[8,12)",hgb_full_unconstrained,signed_shared_shrinkage,calibration_coverage_abs_le2ns,6883,0.07822799648680684,0.06153054448871182,0.0896666380839244,heldout_run
peak_sample_stratum,"peak[8,12)",hgb_full_unconstrained,s03a_amp_only,sigma68_ns,6883,-0.22577321752871982,-0.2932728552738223,-0.1855688607025662,heldout_run
peak_sample_stratum,"peak[8,12)",hgb_full_unconstrained,s03a_amp_only,full_rms_ns,6883,-0.3095534973356884,-0.4010087044106603,-0.22727014037777576,heldout_run
peak_sample_stratum,"peak[8,12)",hgb_full_unconstrained,s03a_amp_only,tail_frac_abs_gt5ns,6883,-0.005750815392685975,-0.012721113037474694,-0.0005766429521821881,heldout_run
peak_sample_stratum,"peak[8,12)",hgb_full_unconstrained,s03a_amp_only,bias_vs_log_amp_slope_ns,6883,-1.0485886426494524,-1.3220114409364638,-0.7433363023717812,heldout_run
peak_sample_stratum,"peak[8,12)",hgb_full_unconstrained,s03a_amp_only,calibration_coverage_abs_le2ns,6883,0.05794867458662084,0.05019938343067712,0.0707064173661217,heldout_run
peak_sample_stratum,"peak[8,12)",hgb_full_unconstrained,monotone_residual_table,sigma68_ns,6883,-0.33732201032009845,-0.40460784668353095,-0.25531282463284755,heldout_run
peak_sample_stratum,"peak[8,12)",hgb_full_unconstrained,monotone_residual_table,full_rms_ns,6883,-0.3369091976872305,-0.43098341835523846,-0.25362024553584783,heldout_run
peak_sample_stratum,"peak[8,12)",hgb_full_unconstrained,monotone_residual_table,tail_frac_abs_gt5ns,6883,-0.007777054806852486,-0.015837955470358094,-0.0018155937024802071,heldout_run
peak_sample_stratum,"peak[8,12)",hgb_full_unconstrained,monotone_residual_table,bias_vs_log_amp_slope_ns,6883,-0.5561375083198556,-0.7759572369087308,-0.33122502118029173,heldout_run
peak_sample_stratum,"peak[8,12)",hgb_full_unconstrained,monotone_residual_table,calibration_coverage_abs_le2ns,6883,0.08085804047973483,0.06196450428396583,0.12356721334473872,heldout_run
peak_sample_stratum,"peak[8,12)",hgb_full_unconstrained,robust_heavytail_table,sigma68_ns,6883,-0.34463800046648885,-0.433175194387077,-0.274263941647479,heldout_run
peak_sample_stratum,"peak[8,12)",hgb_full_unconstrained,robust_heavytail_table,full_rms_ns,6883,-0.35722721276368485,-0.48400081008621054,-0.25892367200814814,heldout_run
peak_sample_stratum,"peak[8,12)",hgb_full_unconstrained,robust_heavytail_table,tail_frac_abs_gt5ns,6883,-0.008418449629072143,-0.019336833588190338,-0.0016912943346640349,heldout_run
peak_sample_stratum,"peak[8,12)",hgb_full_unconstrained,robust_heavytail_table,bias_vs_log_amp_slope_ns,6883,-0.7146429550071646,-0.8701940702739076,-0.5014884060489503,heldout_run
peak_sample_stratum,"peak[8,12)",hgb_full_unconstrained,robust_heavytail_table,calibration_coverage_abs_le2ns,6883,0.08978817578248499,0.0630736074203806,0.11760737872238526,heldout_run
q_template_stratum,"q[0,0.06)",hgb_full_unconstrained,signed_shared_shrinkage,sigma68_ns,705,-0.08486037768742305,-0.19782724805032784,-0.007934829320850252,heldout_run
q_template_stratum,"q[0,0.06)",hgb_full_unconstrained,signed_shared_shrinkage,full_rms_ns,705,-0.12232624106620538,-0.16680942762195783,-0.07098176573450438,heldout_run
q_template_stratum,"q[0,0.06)",hgb_full_unconstrained,signed_shared_shrinkage,tail_frac_abs_gt5ns,705,-0.002222320992044091,-0.009552439098567561,0.0,heldout_run
q_template_stratum,"q[0,0.06)",hgb_full_unconstrained,signed_shared_shrinkage,bias_vs_log_amp_slope_ns,705,-0.24205507453855235,-0.3203797730306554,-0.08157920075406451,heldout_run
q_template_stratum,"q[0,0.06)",hgb_full_unconstrained,signed_shared_shrinkage,calibration_coverage_abs_le2ns,705,0.030286020369228894,0.008474319462057988,0.07143102770681871,heldout_run
q_template_stratum,"q[0,0.06)",hgb_full_unconstrained,s03a_amp_only,sigma68_ns,705,-0.09042816394524833,-0.18477622679216416,-0.02780175204151673,heldout_run
q_template_stratum,"q[0,0.06)",hgb_full_unconstrained,s03a_amp_only,full_rms_ns,705,-0.09547101131165925,-0.14015101333193267,-0.06568556122440679,heldout_run
q_template_stratum,"q[0,0.06)",hgb_full_unconstrained,s03a_amp_only,tail_frac_abs_gt5ns,705,-0.0012399260810341275,-0.005168471665290039,0.0,heldout_run
q_template_stratum,"q[0,0.06)",hgb_full_unconstrained,s03a_amp_only,bias_vs_log_amp_slope_ns,705,-0.2787845969710021,-0.4398145630049363,0.005478607774582129,heldout_run
q_template_stratum,"q[0,0.06)",hgb_full_unconstrained,s03a_amp_only,calibration_coverage_abs_le2ns,705,0.02613682764764841,0.009879368960992493,0.06398681692049846,heldout_run
q_template_stratum,"q[0,0.06)",hgb_full_unconstrained,monotone_residual_table,sigma68_ns,705,-0.07253640856277066,-0.23513826635080476,0.06015167016182719,heldout_run
q_template_stratum,"q[0,0.06)",hgb_full_unconstrained,monotone_residual_table,full_rms_ns,705,-0.1277004733372733,-0.16259163732721432,-0.08690850126109877,heldout_run
q_template_stratum,"q[0,0.06)",hgb_full_unconstrained,monotone_residual_table,tail_frac_abs_gt5ns,705,-0.004115278588982848,-0.009773028092922745,0.0,heldout_run
q_template_stratum,"q[0,0.06)",hgb_full_unconstrained,monotone_residual_table,bias_vs_log_amp_slope_ns,705,-0.22899369235983216,-0.3161152579003893,-0.0326645770215718,heldout_run
q_template_stratum,"q[0,0.06)",hgb_full_unconstrained,monotone_residual_table,calibration_coverage_abs_le2ns,705,0.036984858410505306,0.013270105895436996,0.06896750128963139,heldout_run
q_template_stratum,"q[0,0.06)",hgb_full_unconstrained,robust_heavytail_table,sigma68_ns,705,-0.06992674039410118,-0.22940265851245922,0.04510554267115639,heldout_run
q_template_stratum,"q[0,0.06)",hgb_full_unconstrained,robust_heavytail_table,full_rms_ns,705,-0.12953922394777007,-0.1627115962426091,-0.08579408375278008,heldout_run
q_template_stratum,"q[0,0.06)",hgb_full_unconstrained,robust_heavytail_table,tail_frac_abs_gt5ns,705,-0.004,-0.009765686739370949,0.0,heldout_run
q_template_stratum,"q[0,0.06)",hgb_full_unconstrained,robust_heavytail_table,bias_vs_log_amp_slope_ns,705,-0.22675586836866396,-0.31500180661614574,-0.05805280789708904,heldout_run
q_template_stratum,"q[0,0.06)",hgb_full_unconstrained,robust_heavytail_table,calibration_coverage_abs_le2ns,705,0.032776142491889204,0.01688940039866118,0.06923946771691128,heldout_run
q_template_stratum,"q[0.06,0.1)",hgb_full_unconstrained,signed_shared_shrinkage,sigma68_ns,2097,-0.2782225517000776,-0.4162226911625916,-0.20511205784117664,heldout_run
q_template_stratum,"q[0.06,0.1)",hgb_full_unconstrained,signed_shared_shrinkage,full_rms_ns,2097,-0.25483519944639943,-0.3100470520775356,-0.20201369604653224,heldout_run
q_template_stratum,"q[0.06,0.1)",hgb_full_unconstrained,signed_shared_shrinkage,tail_frac_abs_gt5ns,2097,-0.008024379356655328,-0.015217924812930791,-0.001374500513299823,heldout_run
q_template_stratum,"q[0.06,0.1)",hgb_full_unconstrained,signed_shared_shrinkage,bias_vs_log_amp_slope_ns,2097,-0.45343670569175554,-0.7687036195186597,-0.010235035502692535,heldout_run
q_template_stratum,"q[0.06,0.1)",hgb_full_unconstrained,signed_shared_shrinkage,calibration_coverage_abs_le2ns,2097,0.07676198295486547,0.045311974495515675,0.10450726672841858,heldout_run
q_template_stratum,"q[0.06,0.1)",hgb_full_unconstrained,s03a_amp_only,sigma68_ns,2097,-0.2329183014360391,-0.3113447486981866,-0.15412184898264147,heldout_run
q_template_stratum,"q[0.06,0.1)",hgb_full_unconstrained,s03a_amp_only,full_rms_ns,2097,-0.1938951504539942,-0.23314497011375804,-0.1491703720082107,heldout_run
q_template_stratum,"q[0.06,0.1)",hgb_full_unconstrained,s03a_amp_only,tail_frac_abs_gt5ns,2097,-0.005409334821495851,-0.0098631753582859,-0.0006208899397127806,heldout_run
q_template_stratum,"q[0.06,0.1)",hgb_full_unconstrained,s03a_amp_only,bias_vs_log_amp_slope_ns,2097,-0.26515318974302327,-0.529147018978393,0.04899769447038609,heldout_run
q_template_stratum,"q[0.06,0.1)",hgb_full_unconstrained,s03a_amp_only,calibration_coverage_abs_le2ns,2097,0.06296231631788057,0.03905232105324925,0.08258285651104288,heldout_run
q_template_stratum,"q[0.06,0.1)",hgb_full_unconstrained,monotone_residual_table,sigma68_ns,2097,-0.31740583726301086,-0.5304302784613457,-0.18715530165273236,heldout_run
q_template_stratum,"q[0.06,0.1)",hgb_full_unconstrained,monotone_residual_table,full_rms_ns,2097,-0.2878513601096886,-0.3618522979282893,-0.24223356515895017,heldout_run
q_template_stratum,"q[0.06,0.1)",hgb_full_unconstrained,monotone_residual_table,tail_frac_abs_gt5ns,2097,-0.00770807453416149,-0.017289484404096833,-0.0021523764769107315,heldout_run
q_template_stratum,"q[0.06,0.1)",hgb_full_unconstrained,monotone_residual_table,bias_vs_log_amp_slope_ns,2097,-0.18391946020445493,-0.5088986424882306,0.2257400696653799,heldout_run
q_template_stratum,"q[0.06,0.1)",hgb_full_unconstrained,monotone_residual_table,calibration_coverage_abs_le2ns,2097,0.0909628800791199,0.06786746819470824,0.1192522906385928,heldout_run
q_template_stratum,"q[0.06,0.1)",hgb_full_unconstrained,robust_heavytail_table,sigma68_ns,2097,-0.3112944860097563,-0.4691409396129792,-0.20469598478604545,heldout_run
q_template_stratum,"q[0.06,0.1)",hgb_full_unconstrained,robust_heavytail_table,full_rms_ns,2097,-0.29649883163214463,-0.37631418516727855,-0.2436065041556761,heldout_run
q_template_stratum,"q[0.06,0.1)",hgb_full_unconstrained,robust_heavytail_table,tail_frac_abs_gt5ns,2097,-0.008255362734950495,-0.020242912282225134,-0.001994462839141058,heldout_run
q_template_stratum,"q[0.06,0.1)",hgb_full_unconstrained,robust_heavytail_table,bias_vs_log_amp_slope_ns,2097,-0.18475390578444362,-0.49871889547610365,0.1904879004002845,heldout_run
q_template_stratum,"q[0.06,0.1)",hgb_full_unconstrained,robust_heavytail_table,calibration_coverage_abs_le2ns,2097,0.09129977986792076,0.06796134120404013,0.1192837279109683,heldout_run
q_template_stratum,"q[0.1,0.16)",hgb_full_unconstrained,signed_shared_shrinkage,sigma68_ns,3456,-0.3541825481875688,-0.4720587068289702,-0.2676862474741332,heldout_run
q_template_stratum,"q[0.1,0.16)",hgb_full_unconstrained,signed_shared_shrinkage,full_rms_ns,3456,-0.3584494522466374,-0.3829368369841095,-0.3249428792046025,heldout_run
q_template_stratum,"q[0.1,0.16)",hgb_full_unconstrained,signed_shared_shrinkage,tail_frac_abs_gt5ns,3456,-0.013466056006202216,-0.01853207627673551,-0.0051898388418464905,heldout_run
q_template_stratum,"q[0.1,0.16)",hgb_full_unconstrained,signed_shared_shrinkage,bias_vs_log_amp_slope_ns,3456,-2.0439905570327084,-2.4315770448141563,-1.7267261727529655,heldout_run
q_template_stratum,"q[0.1,0.16)",hgb_full_unconstrained,signed_shared_shrinkage,calibration_coverage_abs_le2ns,3456,0.0949349495645504,0.07258903930567404,0.11379737448180562,heldout_run
q_template_stratum,"q[0.1,0.16)",hgb_full_unconstrained,s03a_amp_only,sigma68_ns,3456,-0.275139859631904,-0.3756643062839668,-0.2127762890872362,heldout_run
q_template_stratum,"q[0.1,0.16)",hgb_full_unconstrained,s03a_amp_only,full_rms_ns,3456,-0.2515667298004278,-0.26700607268252063,-0.22105139688725425,heldout_run
q_template_stratum,"q[0.1,0.16)",hgb_full_unconstrained,s03a_amp_only,tail_frac_abs_gt5ns,3456,-0.008856803662949617,-0.0139587415465317,-0.001570915704856715,heldout_run
q_template_stratum,"q[0.1,0.16)",hgb_full_unconstrained,s03a_amp_only,bias_vs_log_amp_slope_ns,3456,-1.3217974518268238,-1.6221892870600265,-1.0823926758699158,heldout_run
q_template_stratum,"q[0.1,0.16)",hgb_full_unconstrained,s03a_amp_only,calibration_coverage_abs_le2ns,3456,0.06887121182326883,0.0567087509816671,0.08133339122595898,heldout_run
q_template_stratum,"q[0.1,0.16)",hgb_full_unconstrained,monotone_residual_table,sigma68_ns,3456,-0.30036780205154845,-0.40754334016080657,-0.23608178873111385,heldout_run
q_template_stratum,"q[0.1,0.16)",hgb_full_unconstrained,monotone_residual_table,full_rms_ns,3456,-0.2856123225172629,-0.3295481958339796,-0.25597495217842897,heldout_run
q_template_stratum,"q[0.1,0.16)",hgb_full_unconstrained,monotone_residual_table,tail_frac_abs_gt5ns,3456,-0.0069393625012085115,-0.012432946084636638,-0.0019253721300470168,heldout_run
q_template_stratum,"q[0.1,0.16)",hgb_full_unconstrained,monotone_residual_table,bias_vs_log_amp_slope_ns,3456,-0.7921486917279883,-1.012055280630673,-0.515789317774165,heldout_run
q_template_stratum,"q[0.1,0.16)",hgb_full_unconstrained,monotone_residual_table,calibration_coverage_abs_le2ns,3456,0.08222938535138702,0.06627776794597907,0.11479145837352354,heldout_run
q_template_stratum,"q[0.1,0.16)",hgb_full_unconstrained,robust_heavytail_table,sigma68_ns,3456,-0.3196973827579419,-0.4217661064307104,-0.2536304075866658,heldout_run
q_template_stratum,"q[0.1,0.16)",hgb_full_unconstrained,robust_heavytail_table,full_rms_ns,3456,-0.30282272696449763,-0.350396629102343,-0.27320368253858507,heldout_run
q_template_stratum,"q[0.1,0.16)",hgb_full_unconstrained,robust_heavytail_table,tail_frac_abs_gt5ns,3456,-0.008189776899181024,-0.017254722824087843,-0.0026393012858698527,heldout_run
q_template_stratum,"q[0.1,0.16)",hgb_full_unconstrained,robust_heavytail_table,bias_vs_log_amp_slope_ns,3456,-0.9693855972662111,-1.1311318876407288,-0.8146154694430726,heldout_run
q_template_stratum,"q[0.1,0.16)",hgb_full_unconstrained,robust_heavytail_table,calibration_coverage_abs_le2ns,3456,0.08517838678770978,0.06463774150405871,0.11680029968164163,heldout_run
q_template_stratum,"q[0.16,999)",hgb_full_unconstrained,signed_shared_shrinkage,sigma68_ns,5202,-0.16788823629975103,-0.21956864543768978,-0.07634688224689135,heldout_run
q_template_stratum,"q[0.16,999)",hgb_full_unconstrained,signed_shared_shrinkage,full_rms_ns,5202,-0.3515859487094801,-0.43559266197510454,-0.20728824069901802,heldout_run
q_template_stratum,"q[0.16,999)",hgb_full_unconstrained,signed_shared_shrinkage,tail_frac_abs_gt5ns,5202,-0.002741126743209355,-0.005098031725338515,0.0035774741462054538,heldout_run
q_template_stratum,"q[0.16,999)",hgb_full_unconstrained,signed_shared_shrinkage,bias_vs_log_amp_slope_ns,5202,-0.8421304805608857,-1.0518283695215886,-0.6403364082938374,heldout_run
q_template_stratum,"q[0.16,999)",hgb_full_unconstrained,signed_shared_shrinkage,calibration_coverage_abs_le2ns,5202,0.13439757342388514,0.07646749214925033,0.2145385798674639,heldout_run
q_template_stratum,"q[0.16,999)",hgb_full_unconstrained,s03a_amp_only,sigma68_ns,5202,-0.19270305516447384,-0.22391381914281017,-0.14546415149743921,heldout_run
q_template_stratum,"q[0.16,999)",hgb_full_unconstrained,s03a_amp_only,full_rms_ns,5202,-0.3521404715644392,-0.4485214473431061,-0.24276752562238593,heldout_run
q_template_stratum,"q[0.16,999)",hgb_full_unconstrained,s03a_amp_only,tail_frac_abs_gt5ns,5202,-0.0008646295404165314,-0.003104354519332765,0.0017593129782570757,heldout_run
q_template_stratum,"q[0.16,999)",hgb_full_unconstrained,s03a_amp_only,bias_vs_log_amp_slope_ns,5202,-0.3295963065477613,-0.5489321093549562,-0.10333034687924225,heldout_run
q_template_stratum,"q[0.16,999)",hgb_full_unconstrained,s03a_amp_only,calibration_coverage_abs_le2ns,5202,0.06583847420378336,0.04548509282345074,0.10446089747694064,heldout_run
q_template_stratum,"q[0.16,999)",hgb_full_unconstrained,monotone_residual_table,sigma68_ns,5202,-0.2911438585436902,-0.32619662600599725,-0.22000015594135225,heldout_run
q_template_stratum,"q[0.16,999)",hgb_full_unconstrained,monotone_residual_table,full_rms_ns,5202,-0.40011595207790296,-0.489502083058572,-0.30400927829258767,heldout_run
q_template_stratum,"q[0.16,999)",hgb_full_unconstrained,monotone_residual_table,tail_frac_abs_gt5ns,5202,-0.0022483816763165416,-0.0047792219496964675,0.0013265225697414362,heldout_run
q_template_stratum,"q[0.16,999)",hgb_full_unconstrained,monotone_residual_table,bias_vs_log_amp_slope_ns,5202,-0.08143488831751022,-0.23642273046087564,0.10120148345459022,heldout_run
q_template_stratum,"q[0.16,999)",hgb_full_unconstrained,monotone_residual_table,calibration_coverage_abs_le2ns,5202,0.22126535682538234,0.20737208678280303,0.23881510666553407,heldout_run
q_template_stratum,"q[0.16,999)",hgb_full_unconstrained,robust_heavytail_table,sigma68_ns,5202,-0.29266475540626724,-0.31397212311110323,-0.2280427813276097,heldout_run
q_template_stratum,"q[0.16,999)",hgb_full_unconstrained,robust_heavytail_table,full_rms_ns,5202,-0.3883430874283109,-0.4641470199013307,-0.26631125683947576,heldout_run
q_template_stratum,"q[0.16,999)",hgb_full_unconstrained,robust_heavytail_table,tail_frac_abs_gt5ns,5202,-0.0017155656497324472,-0.004562189667658487,0.0013910273982106008,heldout_run
q_template_stratum,"q[0.16,999)",hgb_full_unconstrained,robust_heavytail_table,bias_vs_log_amp_slope_ns,5202,-0.20937088501276804,-0.3575297582620942,-0.0036534558278081813,heldout_run
q_template_stratum,"q[0.16,999)",hgb_full_unconstrained,robust_heavytail_table,calibration_coverage_abs_le2ns,5202,0.22134578962052726,0.2070042522363837,0.24028625505777015,heldout_run
saturation_boundary_stratum,clear,hgb_full_unconstrained,signed_shared_shrinkage,sigma68_ns,9315,-0.12292098190281775,-0.2690992887124066,-0.011324831861328186,heldout_run
saturation_boundary_stratum,clear,hgb_full_unconstrained,signed_shared_shrinkage,full_rms_ns,9315,-0.3080609364197844,-0.3700633369195924,-0.23164094270277102,heldout_run
saturation_boundary_stratum,clear,hgb_full_unconstrained,signed_shared_shrinkage,tail_frac_abs_gt5ns,9315,-0.005861729319759893,-0.012462017529784587,-0.002607075834576651,heldout_run
saturation_boundary_stratum,clear,hgb_full_unconstrained,signed_shared_shrinkage,bias_vs_log_amp_slope_ns,9315,-1.093682538330758,-1.4863011619172841,-0.7838286765358377,heldout_run
saturation_boundary_stratum,clear,hgb_full_unconstrained,signed_shared_shrinkage,calibration_coverage_abs_le2ns,9315,0.048310619264755716,0.036613181011633945,0.10889033456613957,heldout_run
saturation_boundary_stratum,clear,hgb_full_unconstrained,s03a_amp_only,sigma68_ns,9315,-0.16056439122321342,-0.22869188347656982,-0.12762990376128483,heldout_run
saturation_boundary_stratum,clear,hgb_full_unconstrained,s03a_amp_only,full_rms_ns,9315,-0.26851003320282785,-0.33084709397902146,-0.20884284037339582,heldout_run
saturation_boundary_stratum,clear,hgb_full_unconstrained,s03a_amp_only,tail_frac_abs_gt5ns,9315,-0.0030561671057158252,-0.007457748901787972,-0.0006470966710566295,heldout_run
