alpha,amplitude_sign,fold,sigma68_ns,n_pair_residuals,n_features,heldout_run,variant,mode,direction,n_bins,stave,log_amp_center,trimmed_median_residual_ns,n_train_pulses,n_bins_requested,trim_fraction_each_tail,max_iter,learning_rate,max_leaf_nodes,l2_regularization,max_bins,random_state,monotone_log_amp
,,2.0,1.359528481312819,3399.0,24.0,61,full_monotone_log_amp,,,,,,,,,,60.0,0.05,7.0,0.1,64.0,20260609.0,-1
,,-1.0,1.345424327051252,0.0,24.0,61,full_monotone_log_amp,,,,,,,,,,60.0,0.05,7.0,0.1,64.0,20260609.0,-1
,,0.0,1.323377504458994,2622.0,24.0,61,full_monotone_log_amp,,,,,,,,,,60.0,0.05,7.0,0.1,64.0,20260609.0,1
,,1.0,1.3393150590637797,2640.0,24.0,61,full_monotone_log_amp,,,,,,,,,,60.0,0.05,7.0,0.1,64.0,20260609.0,1
,,2.0,1.3318374229193226,3399.0,24.0,61,full_monotone_log_amp,,,,,,,,,,60.0,0.05,7.0,0.1,64.0,20260609.0,1
,,-1.0,1.3315099954806986,0.0,24.0,61,full_monotone_log_amp,,,,,,,,,,60.0,0.05,7.0,0.1,64.0,20260609.0,1
,,0.0,1.4334916640803168,2622.0,24.0,61,full_monotone_log_amp,,,,,,,,,,60.0,0.05,15.0,0.0,64.0,20260609.0,-1
,,1.0,1.4217313628489137,2640.0,24.0,61,full_monotone_log_amp,,,,,,,,,,60.0,0.05,15.0,0.0,64.0,20260609.0,-1
,,2.0,1.3772607628128606,3399.0,24.0,61,full_monotone_log_amp,,,,,,,,,,60.0,0.05,15.0,0.0,64.0,20260609.0,-1
,,-1.0,1.4108279299140303,0.0,24.0,61,full_monotone_log_amp,,,,,,,,,,60.0,0.05,15.0,0.0,64.0,20260609.0,-1
,,0.0,1.4162636905824904,2622.0,24.0,61,full_monotone_log_amp,,,,,,,,,,60.0,0.05,15.0,0.0,64.0,20260609.0,1
,,1.0,1.4216344980729672,2640.0,24.0,61,full_monotone_log_amp,,,,,,,,,,60.0,0.05,15.0,0.0,64.0,20260609.0,1
,,2.0,1.3736581417513738,3399.0,24.0,61,full_monotone_log_amp,,,,,,,,,,60.0,0.05,15.0,0.0,64.0,20260609.0,1
,,-1.0,1.4038521101356105,0.0,24.0,61,full_monotone_log_amp,,,,,,,,,,60.0,0.05,15.0,0.0,64.0,20260609.0,1
,,0.0,1.445500659710755,2622.0,24.0,61,full_monotone_log_amp,,,,,,,,,,60.0,0.05,15.0,0.1,64.0,20260609.0,-1
,,1.0,1.4176294606619628,2640.0,24.0,61,full_monotone_log_amp,,,,,,,,,,60.0,0.05,15.0,0.1,64.0,20260609.0,-1
,,2.0,1.38793007540361,3399.0,24.0,61,full_monotone_log_amp,,,,,,,,,,60.0,0.05,15.0,0.1,64.0,20260609.0,-1
,,-1.0,1.4170200652587759,0.0,24.0,61,full_monotone_log_amp,,,,,,,,,,60.0,0.05,15.0,0.1,64.0,20260609.0,-1
,,0.0,1.413884977683346,2622.0,24.0,61,full_monotone_log_amp,,,,,,,,,,60.0,0.05,15.0,0.1,64.0,20260609.0,1
,,1.0,1.4313681888161314,2640.0,24.0,61,full_monotone_log_amp,,,,,,,,,,60.0,0.05,15.0,0.1,64.0,20260609.0,1
,,2.0,1.37313511121227,3399.0,24.0,61,full_monotone_log_amp,,,,,,,,,,60.0,0.05,15.0,0.1,64.0,20260609.0,1
,,-1.0,1.4061294259039159,0.0,24.0,61,full_monotone_log_amp,,,,,,,,,,60.0,0.05,15.0,0.1,64.0,20260609.0,1
,,0.0,1.43742076668311,2622.0,24.0,61,full_monotone_log_amp,,,,,,,,,,100.0,0.05,7.0,0.0,64.0,20260609.0,-1
,,1.0,1.4808185761875066,2640.0,24.0,61,full_monotone_log_amp,,,,,,,,,,100.0,0.05,7.0,0.0,64.0,20260609.0,-1
,,2.0,1.4527924152749154,3399.0,24.0,61,full_monotone_log_amp,,,,,,,,,,100.0,0.05,7.0,0.0,64.0,20260609.0,-1
,,-1.0,1.4570105860485107,0.0,24.0,61,full_monotone_log_amp,,,,,,,,,,100.0,0.05,7.0,0.0,64.0,20260609.0,-1
,,0.0,1.4929323569363582,2622.0,24.0,61,full_monotone_log_amp,,,,,,,,,,100.0,0.05,7.0,0.0,64.0,20260609.0,1
,,1.0,1.504052091996596,2640.0,24.0,61,full_monotone_log_amp,,,,,,,,,,100.0,0.05,7.0,0.0,64.0,20260609.0,1
,,2.0,1.4607901538875252,3399.0,24.0,61,full_monotone_log_amp,,,,,,,,,,100.0,0.05,7.0,0.0,64.0,20260609.0,1
,,-1.0,1.4859248676068264,0.0,24.0,61,full_monotone_log_amp,,,,,,,,,,100.0,0.05,7.0,0.0,64.0,20260609.0,1
,,0.0,1.4497218273454844,2622.0,24.0,61,full_monotone_log_amp,,,,,,,,,,100.0,0.05,7.0,0.1,64.0,20260609.0,-1
,,1.0,1.466340450802019,2640.0,24.0,61,full_monotone_log_amp,,,,,,,,,,100.0,0.05,7.0,0.1,64.0,20260609.0,-1
,,2.0,1.4467169846674286,3399.0,24.0,61,full_monotone_log_amp,,,,,,,,,,100.0,0.05,7.0,0.1,64.0,20260609.0,-1
,,-1.0,1.454259754271644,0.0,24.0,61,full_monotone_log_amp,,,,,,,,,,100.0,0.05,7.0,0.1,64.0,20260609.0,-1
,,0.0,1.4950477214068971,2622.0,24.0,61,full_monotone_log_amp,,,,,,,,,,100.0,0.05,7.0,0.1,64.0,20260609.0,1
,,1.0,1.4948265774737712,2640.0,24.0,61,full_monotone_log_amp,,,,,,,,,,100.0,0.05,7.0,0.1,64.0,20260609.0,1
,,2.0,1.4570427204553047,3399.0,24.0,61,full_monotone_log_amp,,,,,,,,,,100.0,0.05,7.0,0.1,64.0,20260609.0,1
,,-1.0,1.482305673111991,0.0,24.0,61,full_monotone_log_amp,,,,,,,,,,100.0,0.05,7.0,0.1,64.0,20260609.0,1
,,0.0,1.556945243753086,2622.0,24.0,61,full_monotone_log_amp,,,,,,,,,,100.0,0.05,15.0,0.0,64.0,20260609.0,-1
,,1.0,1.5780492505235089,2640.0,24.0,61,full_monotone_log_amp,,,,,,,,,,100.0,0.05,15.0,0.0,64.0,20260609.0,-1
,,2.0,1.5304826389151893,3399.0,24.0,61,full_monotone_log_amp,,,,,,,,,,100.0,0.05,15.0,0.0,64.0,20260609.0,-1
,,-1.0,1.5551590443972614,0.0,24.0,61,full_monotone_log_amp,,,,,,,,,,100.0,0.05,15.0,0.0,64.0,20260609.0,-1
,,0.0,1.5805468262112568,2622.0,24.0,61,full_monotone_log_amp,,,,,,,,,,100.0,0.05,15.0,0.0,64.0,20260609.0,1
,,1.0,1.5677606750513926,2640.0,24.0,61,full_monotone_log_amp,,,,,,,,,,100.0,0.05,15.0,0.0,64.0,20260609.0,1
,,2.0,1.5248238486408021,3399.0,24.0,61,full_monotone_log_amp,,,,,,,,,,100.0,0.05,15.0,0.0,64.0,20260609.0,1
,,-1.0,1.5577104499678172,0.0,24.0,61,full_monotone_log_amp,,,,,,,,,,100.0,0.05,15.0,0.0,64.0,20260609.0,1
,,0.0,1.5582169533461552,2622.0,24.0,61,full_monotone_log_amp,,,,,,,,,,100.0,0.05,15.0,0.1,64.0,20260609.0,-1
,,1.0,1.5343847431543967,2640.0,24.0,61,full_monotone_log_amp,,,,,,,,,,100.0,0.05,15.0,0.1,64.0,20260609.0,-1
,,2.0,1.5295965399025189,3399.0,24.0,61,full_monotone_log_amp,,,,,,,,,,100.0,0.05,15.0,0.1,64.0,20260609.0,-1
,,-1.0,1.5407327454676902,0.0,24.0,61,full_monotone_log_amp,,,,,,,,,,100.0,0.05,15.0,0.1,64.0,20260609.0,-1
,,0.0,1.554403845369308,2622.0,24.0,61,full_monotone_log_amp,,,,,,,,,,100.0,0.05,15.0,0.1,64.0,20260609.0,1
,,1.0,1.5622350283953221,2640.0,24.0,61,full_monotone_log_amp,,,,,,,,,,100.0,0.05,15.0,0.1,64.0,20260609.0,1
,,2.0,1.5162509961266193,3399.0,24.0,61,full_monotone_log_amp,,,,,,,,,,100.0,0.05,15.0,0.1,64.0,20260609.0,1
,,-1.0,1.5442966232970832,0.0,24.0,61,full_monotone_log_amp,,,,,,,,,,100.0,0.05,15.0,0.1,64.0,20260609.0,1
,,0.0,1.3843938057476814,2622.0,6.0,61,amplitude_only,,,,,,,,,,60.0,0.05,7.0,0.0,64.0,20260609.0,
,,1.0,1.422090670861465,2640.0,6.0,61,amplitude_only,,,,,,,,,,60.0,0.05,7.0,0.0,64.0,20260609.0,
,,2.0,1.4324642129074416,3399.0,6.0,61,amplitude_only,,,,,,,,,,60.0,0.05,7.0,0.0,64.0,20260609.0,
,,-1.0,1.412982896505529,0.0,6.0,61,amplitude_only,,,,,,,,,,60.0,0.05,7.0,0.0,64.0,20260609.0,
,,0.0,1.3742633073418418,2622.0,6.0,61,amplitude_only,,,,,,,,,,60.0,0.05,7.0,0.1,64.0,20260609.0,
,,1.0,1.42264899036189,2640.0,6.0,61,amplitude_only,,,,,,,,,,60.0,0.05,7.0,0.1,64.0,20260609.0,
,,2.0,1.4368219175645294,3399.0,6.0,61,amplitude_only,,,,,,,,,,60.0,0.05,7.0,0.1,64.0,20260609.0,
,,-1.0,1.4112447384227538,0.0,6.0,61,amplitude_only,,,,,,,,,,60.0,0.05,7.0,0.1,64.0,20260609.0,
,,0.0,1.416151376815426,2622.0,6.0,61,amplitude_only,,,,,,,,,,60.0,0.05,15.0,0.0,64.0,20260609.0,
,,1.0,1.45315330686622,2640.0,6.0,61,amplitude_only,,,,,,,,,,60.0,0.05,15.0,0.0,64.0,20260609.0,
,,2.0,1.4673617255690212,3399.0,6.0,61,amplitude_only,,,,,,,,,,60.0,0.05,15.0,0.0,64.0,20260609.0,
,,-1.0,1.4455554697502224,0.0,6.0,61,amplitude_only,,,,,,,,,,60.0,0.05,15.0,0.0,64.0,20260609.0,
,,0.0,1.4150371472045316,2622.0,6.0,61,amplitude_only,,,,,,,,,,60.0,0.05,15.0,0.1,64.0,20260609.0,
,,1.0,1.450070527810766,2640.0,6.0,61,amplitude_only,,,,,,,,,,60.0,0.05,15.0,0.1,64.0,20260609.0,
,,2.0,1.4600940399280278,3399.0,6.0,61,amplitude_only,,,,,,,,,,60.0,0.05,15.0,0.1,64.0,20260609.0,
,,-1.0,1.4417339049811086,0.0,6.0,61,amplitude_only,,,,,,,,,,60.0,0.05,15.0,0.1,64.0,20260609.0,
,,0.0,1.505197246774661,2622.0,6.0,61,amplitude_only,,,,,,,,,,100.0,0.05,7.0,0.0,64.0,20260609.0,
,,1.0,1.5337162407651699,2640.0,6.0,61,amplitude_only,,,,,,,,,,100.0,0.05,7.0,0.0,64.0,20260609.0,
,,2.0,1.569929650641305,3399.0,6.0,61,amplitude_only,,,,,,,,,,100.0,0.05,7.0,0.0,64.0,20260609.0,
,,-1.0,1.5362810460603786,0.0,6.0,61,amplitude_only,,,,,,,,,,100.0,0.05,7.0,0.0,64.0,20260609.0,
,,0.0,1.4974245406681699,2622.0,6.0,61,amplitude_only,,,,,,,,,,100.0,0.05,7.0,0.1,64.0,20260609.0,
,,1.0,1.5321853255860876,2640.0,6.0,61,amplitude_only,,,,,,,,,,100.0,0.05,7.0,0.1,64.0,20260609.0,
,,2.0,1.571020181061782,3399.0,6.0,61,amplitude_only,,,,,,,,,,100.0,0.05,7.0,0.1,64.0,20260609.0,
,,-1.0,1.5335433491053465,0.0,6.0,61,amplitude_only,,,,,,,,,,100.0,0.05,7.0,0.1,64.0,20260609.0,
,,0.0,1.5353121390459714,2622.0,6.0,61,amplitude_only,,,,,,,,,,100.0,0.05,15.0,0.0,64.0,20260609.0,
,,1.0,1.5502223879461838,2640.0,6.0,61,amplitude_only,,,,,,,,,,100.0,0.05,15.0,0.0,64.0,20260609.0,
,,2.0,1.5660347913561918,3399.0,6.0,61,amplitude_only,,,,,,,,,,100.0,0.05,15.0,0.0,64.0,20260609.0,
,,-1.0,1.5505231061161158,0.0,6.0,61,amplitude_only,,,,,,,,,,100.0,0.05,15.0,0.0,64.0,20260609.0,
,,0.0,1.5300605747515132,2622.0,6.0,61,amplitude_only,,,,,,,,,,100.0,0.05,15.0,0.1,64.0,20260609.0,
,,1.0,1.5473824981857425,2640.0,6.0,61,amplitude_only,,,,,,,,,,100.0,0.05,15.0,0.1,64.0,20260609.0,
,,2.0,1.5691131891280738,3399.0,6.0,61,amplitude_only,,,,,,,,,,100.0,0.05,15.0,0.1,64.0,20260609.0,
,,-1.0,1.54885208735511,0.0,6.0,61,amplitude_only,,,,,,,,,,100.0,0.05,15.0,0.1,64.0,20260609.0,
,,0.0,1.3069570700399655,2622.0,23.0,61,shape_only,,,,,,,,,,60.0,0.05,7.0,0.0,64.0,20260609.0,
,,1.0,1.3515349741142657,2640.0,23.0,61,shape_only,,,,,,,,,,60.0,0.05,7.0,0.0,64.0,20260609.0,
,,2.0,1.3399534418048815,3399.0,23.0,61,shape_only,,,,,,,,,,60.0,0.05,7.0,0.0,64.0,20260609.0,
,,-1.0,1.3328151619863708,0.0,23.0,61,shape_only,,,,,,,,,,60.0,0.05,7.0,0.0,64.0,20260609.0,
,,0.0,1.3089574362920948,2622.0,23.0,61,shape_only,,,,,,,,,,60.0,0.05,7.0,0.1,64.0,20260609.0,
,,1.0,1.3488295422461287,2640.0,23.0,61,shape_only,,,,,,,,,,60.0,0.05,7.0,0.1,64.0,20260609.0,
,,2.0,1.3548598068458022,3399.0,23.0,61,shape_only,,,,,,,,,,60.0,0.05,7.0,0.1,64.0,20260609.0,
,,-1.0,1.3375489284613418,0.0,23.0,61,shape_only,,,,,,,,,,60.0,0.05,7.0,0.1,64.0,20260609.0,
,,0.0,1.40845967637995,2622.0,23.0,61,shape_only,,,,,,,,,,60.0,0.05,15.0,0.0,64.0,20260609.0,
,,1.0,1.4184842975346148,2640.0,23.0,61,shape_only,,,,,,,,,,60.0,0.05,15.0,0.0,64.0,20260609.0,
,,2.0,1.3649152187618425,3399.0,23.0,61,shape_only,,,,,,,,,,60.0,0.05,15.0,0.0,64.0,20260609.0,
,,-1.0,1.3972863975588024,0.0,23.0,61,shape_only,,,,,,,,,,60.0,0.05,15.0,0.0,64.0,20260609.0,
,,0.0,1.4004288410371775,2622.0,23.0,61,shape_only,,,,,,,,,,60.0,0.05,15.0,0.1,64.0,20260609.0,
,,1.0,1.409534785816566,2640.0,23.0,61,shape_only,,,,,,,,,,60.0,0.05,15.0,0.1,64.0,20260609.0,
,,2.0,1.376351149317505,3399.0,23.0,61,shape_only,,,,,,,,,,60.0,0.05,15.0,0.1,64.0,20260609.0,
,,-1.0,1.3954382587237495,0.0,23.0,61,shape_only,,,,,,,,,,60.0,0.05,15.0,0.1,64.0,20260609.0,
,,0.0,1.4925235917556932,2622.0,23.0,61,shape_only,,,,,,,,,,100.0,0.05,7.0,0.0,64.0,20260609.0,
,,1.0,1.4942773596895544,2640.0,23.0,61,shape_only,,,,,,,,,,100.0,0.05,7.0,0.0,64.0,20260609.0,
,,2.0,1.4660640752804701,3399.0,23.0,61,shape_only,,,,,,,,,,100.0,0.05,7.0,0.0,64.0,20260609.0,
,,-1.0,1.484288342241906,0.0,23.0,61,shape_only,,,,,,,,,,100.0,0.05,7.0,0.0,64.0,20260609.0,
,,0.0,1.4822919607809453,2622.0,23.0,61,shape_only,,,,,,,,,,100.0,0.05,7.0,0.1,64.0,20260609.0,
,,1.0,1.4863701631359987,2640.0,23.0,61,shape_only,,,,,,,,,,100.0,0.05,7.0,0.1,64.0,20260609.0,
,,2.0,1.47097460387394,3399.0,23.0,61,shape_only,,,,,,,,,,100.0,0.05,7.0,0.1,64.0,20260609.0,
,,-1.0,1.479878909263628,0.0,23.0,61,shape_only,,,,,,,,,,100.0,0.05,7.0,0.1,64.0,20260609.0,
,,0.0,1.5315691274064123,2622.0,23.0,61,shape_only,,,,,,,,,,100.0,0.05,15.0,0.0,64.0,20260609.0,
,,1.0,1.5574453779809143,2640.0,23.0,61,shape_only,,,,,,,,,,100.0,0.05,15.0,0.0,64.0,20260609.0,
,,2.0,1.5260357494202006,3399.0,23.0,61,shape_only,,,,,,,,,,100.0,0.05,15.0,0.0,64.0,20260609.0,
,,-1.0,1.5383500849358425,0.0,23.0,61,shape_only,,,,,,,,,,100.0,0.05,15.0,0.0,64.0,20260609.0,
,,0.0,1.5377816592204756,2622.0,23.0,61,shape_only,,,,,,,,,,100.0,0.05,15.0,0.1,64.0,20260609.0,
,,1.0,1.5580259674661059,2640.0,23.0,61,shape_only,,,,,,,,,,100.0,0.05,15.0,0.1,64.0,20260609.0,
,,2.0,1.5256389002675494,3399.0,23.0,61,shape_only,,,,,,,,,,100.0,0.05,15.0,0.1,64.0,20260609.0,
,,-1.0,1.540482175651377,0.0,23.0,61,shape_only,,,,,,,,,,100.0,0.05,15.0,0.1,64.0,20260609.0,
,,0.0,1.2283389027439995,2622.0,3.0,61,stave_only,,,,,,,,,,60.0,0.05,7.0,0.0,64.0,20260609.0,
,,1.0,1.304761954374058,2640.0,3.0,61,stave_only,,,,,,,,,,60.0,0.05,7.0,0.0,64.0,20260609.0,
,,2.0,1.3506918937549415,3399.0,3.0,61,stave_only,,,,,,,,,,60.0,0.05,7.0,0.0,64.0,20260609.0,
,,-1.0,1.294597583624333,0.0,3.0,61,stave_only,,,,,,,,,,60.0,0.05,7.0,0.0,64.0,20260609.0,
,,0.0,1.2283110051099122,2622.0,3.0,61,stave_only,,,,,,,,,,60.0,0.05,7.0,0.1,64.0,20260609.0,
,,1.0,1.3047585822268912,2640.0,3.0,61,stave_only,,,,,,,,,,60.0,0.05,7.0,0.1,64.0,20260609.0,
,,2.0,1.3506876357687183,3399.0,3.0,61,stave_only,,,,,,,,,,60.0,0.05,7.0,0.1,64.0,20260609.0,
,,-1.0,1.294585741035174,0.0,3.0,61,stave_only,,,,,,,,,,60.0,0.05,7.0,0.1,64.0,20260609.0,
,,0.0,1.2283389027439995,2622.0,3.0,61,stave_only,,,,,,,,,,60.0,0.05,15.0,0.0,64.0,20260609.0,
,,1.0,1.304761954374058,2640.0,3.0,61,stave_only,,,,,,,,,,60.0,0.05,15.0,0.0,64.0,20260609.0,
,,2.0,1.3506918937549415,3399.0,3.0,61,stave_only,,,,,,,,,,60.0,0.05,15.0,0.0,64.0,20260609.0,
,,-1.0,1.294597583624333,0.0,3.0,61,stave_only,,,,,,,,,,60.0,0.05,15.0,0.0,64.0,20260609.0,
,,0.0,1.2283110051099122,2622.0,3.0,61,stave_only,,,,,,,,,,60.0,0.05,15.0,0.1,64.0,20260609.0,
,,1.0,1.3047585822268912,2640.0,3.0,61,stave_only,,,,,,,,,,60.0,0.05,15.0,0.1,64.0,20260609.0,
,,2.0,1.3506876357687183,3399.0,3.0,61,stave_only,,,,,,,,,,60.0,0.05,15.0,0.1,64.0,20260609.0,
,,-1.0,1.294585741035174,0.0,3.0,61,stave_only,,,,,,,,,,60.0,0.05,15.0,0.1,64.0,20260609.0,
,,0.0,1.383301672364066,2622.0,3.0,61,stave_only,,,,,,,,,,100.0,0.05,7.0,0.0,64.0,20260609.0,
,,1.0,1.4399282312769586,2640.0,3.0,61,stave_only,,,,,,,,,,100.0,0.05,7.0,0.0,64.0,20260609.0,
,,2.0,1.4672309249590327,3399.0,3.0,61,stave_only,,,,,,,,,,100.0,0.05,7.0,0.0,64.0,20260609.0,
,,-1.0,1.4301536095333525,0.0,3.0,61,stave_only,,,,,,,,,,100.0,0.05,7.0,0.0,64.0,20260609.0,
,,0.0,1.3832956949573685,2622.0,3.0,61,stave_only,,,,,,,,,,100.0,0.05,7.0,0.1,64.0,20260609.0,
,,1.0,1.4399221485060743,2640.0,3.0,61,stave_only,,,,,,,,,,100.0,0.05,7.0,0.1,64.0,20260609.0,
,,2.0,1.4672239167422667,3399.0,3.0,61,stave_only,,,,,,,,,,100.0,0.05,7.0,0.1,64.0,20260609.0,
,,-1.0,1.430147253401903,0.0,3.0,61,stave_only,,,,,,,,,,100.0,0.05,7.0,0.1,64.0,20260609.0,
,,0.0,1.383301672364066,2622.0,3.0,61,stave_only,,,,,,,,,,100.0,0.05,15.0,0.0,64.0,20260609.0,
,,1.0,1.4399282312769586,2640.0,3.0,61,stave_only,,,,,,,,,,100.0,0.05,15.0,0.0,64.0,20260609.0,
,,2.0,1.4672309249590327,3399.0,3.0,61,stave_only,,,,,,,,,,100.0,0.05,15.0,0.0,64.0,20260609.0,
,,-1.0,1.4301536095333525,0.0,3.0,61,stave_only,,,,,,,,,,100.0,0.05,15.0,0.0,64.0,20260609.0,
,,0.0,1.3832956949573685,2622.0,3.0,61,stave_only,,,,,,,,,,100.0,0.05,15.0,0.1,64.0,20260609.0,
,,1.0,1.4399221485060743,2640.0,3.0,61,stave_only,,,,,,,,,,100.0,0.05,15.0,0.1,64.0,20260609.0,
,,2.0,1.4672239167422667,3399.0,3.0,61,stave_only,,,,,,,,,,100.0,0.05,15.0,0.1,64.0,20260609.0,
,,-1.0,1.430147253401903,0.0,3.0,61,stave_only,,,,,,,,,,100.0,0.05,15.0,0.1,64.0,20260609.0,
0.0,-1.0,0.0,2.1123644967005433,2799.0,5.0,62,signed_shared_shrinkage,,,,,,,,,,,,,,,,
0.0,-1.0,1.0,1.197025420284632,2841.0,5.0,62,signed_shared_shrinkage,,,,,,,,,,,,,,,,
0.0,-1.0,2.0,1.3544582709016417,3399.0,5.0,62,signed_shared_shrinkage,,,,,,,,,,,,,,,,
0.0,-1.0,-1.0,1.554616062628939,0.0,5.0,62,signed_shared_shrinkage,,,,,,,,,,,,,,,,
0.0,1.0,0.0,2.1280778837584893,2799.0,5.0,62,signed_shared_shrinkage,,,,,,,,,,,,,,,,
0.0,1.0,1.0,1.2424192431557584,2841.0,5.0,62,signed_shared_shrinkage,,,,,,,,,,,,,,,,
0.0,1.0,2.0,1.3052698871302104,3399.0,5.0,62,signed_shared_shrinkage,,,,,,,,,,,,,,,,
0.0,1.0,-1.0,1.5585890046814859,0.0,5.0,62,signed_shared_shrinkage,,,,,,,,,,,,,,,,
0.01,-1.0,0.0,2.1123643037421047,2799.0,5.0,62,signed_shared_shrinkage,,,,,,,,,,,,,,,,
0.01,-1.0,1.0,1.1970252642664008,2841.0,5.0,62,signed_shared_shrinkage,,,,,,,,,,,,,,,,
0.01,-1.0,2.0,1.3544582985825855,3399.0,5.0,62,signed_shared_shrinkage,,,,,,,,,,,,,,,,
0.01,-1.0,-1.0,1.5546159555303636,0.0,5.0,62,signed_shared_shrinkage,,,,,,,,,,,,,,,,
0.01,1.0,0.0,2.1280748049281937,2799.0,5.0,62,signed_shared_shrinkage,,,,,,,,,,,,,,,,
0.01,1.0,1.0,1.2424102370909031,2841.0,5.0,62,signed_shared_shrinkage,,,,,,,,,,,,,,,,
0.01,1.0,2.0,1.3052125041180023,3399.0,5.0,62,signed_shared_shrinkage,,,,,,,,,,,,,,,,
0.01,1.0,-1.0,1.5585658487123666,0.0,5.0,62,signed_shared_shrinkage,,,,,,,,,,,,,,,,
0.1,-1.0,0.0,2.1123625671169535,2799.0,5.0,62,signed_shared_shrinkage,,,,,,,,,,,,,,,,
0.1,-1.0,1.0,1.1970238601030552,2841.0,5.0,62,signed_shared_shrinkage,,,,,,,,,,,,,,,,
0.1,-1.0,2.0,1.354458547710944,3399.0,5.0,62,signed_shared_shrinkage,,,,,,,,,,,,,,,,
0.1,-1.0,-1.0,1.554614991643651,0.0,5.0,62,signed_shared_shrinkage,,,,,,,,,,,,,,,,
0.1,1.0,0.0,2.1280471430445256,2799.0,5.0,62,signed_shared_shrinkage,,,,,,,,,,,,,,,,
0.1,1.0,1.0,1.242329337243619,2841.0,5.0,62,signed_shared_shrinkage,,,,,,,,,,,,,,,,
0.1,1.0,2.0,1.3046972135814037,3399.0,5.0,62,signed_shared_shrinkage,,,,,,,,,,,,,,,,
0.1,1.0,-1.0,1.558357897956516,0.0,5.0,62,signed_shared_shrinkage,,,,,,,,,,,,,,,,
1.0,-1.0,0.0,2.112345200948134,2799.0,5.0,62,signed_shared_shrinkage,,,,,,,,,,,,,,,,
1.0,-1.0,1.0,1.1970098185369586,2841.0,5.0,62,signed_shared_shrinkage,,,,,,,,,,,,,,,,
1.0,-1.0,2.0,1.3544610389815084,3399.0,5.0,62,signed_shared_shrinkage,,,,,,,,,,,,,,,,
1.0,-1.0,-1.0,1.5546053528222004,0.0,5.0,62,signed_shared_shrinkage,,,,,,,,,,,,,,,,
1.0,1.0,0.0,2.1277751505999976,2799.0,5.0,62,signed_shared_shrinkage,,,,,,,,,,,,,,,,
1.0,1.0,1.0,1.2417497699769626,2841.0,5.0,62,signed_shared_shrinkage,,,,,,,,,,,,,,,,
1.0,1.0,2.0,1.3010003961418102,3399.0,5.0,62,signed_shared_shrinkage,,,,,,,,,,,,,,,,
1.0,1.0,-1.0,1.55684177223959,0.0,5.0,62,signed_shared_shrinkage,,,,,,,,,,,,,,,,
10.0,-1.0,0.0,2.1121715475251257,2799.0,5.0,62,signed_shared_shrinkage,,,,,,,,,,,,,,,,
10.0,-1.0,1.0,1.1968694096042292,2841.0,5.0,62,signed_shared_shrinkage,,,,,,,,,,,,,,,,
10.0,-1.0,2.0,1.354485950375235,3399.0,5.0,62,signed_shared_shrinkage,,,,,,,,,,,,,,,,
10.0,-1.0,-1.0,1.5545089691681966,0.0,5.0,62,signed_shared_shrinkage,,,,,,,,,,,,,,,,
10.0,1.0,0.0,2.1254461872289987,2799.0,5.0,62,signed_shared_shrinkage,,,,,,,,,,,,,,,,
10.0,1.0,1.0,1.2343785501880595,2841.0,5.0,62,signed_shared_shrinkage,,,,,,,,,,,,,,,,
10.0,1.0,2.0,1.2846852921084428,3399.0,5.0,62,signed_shared_shrinkage,,,,,,,,,,,,,,,,
10.0,1.0,-1.0,1.5481700098418336,0.0,5.0,62,signed_shared_shrinkage,,,,,,,,,,,,,,,,
100.0,-1.0,0.0,2.1104358394214486,2799.0,5.0,62,signed_shared_shrinkage,,,,,,,,,,,,,,,,
100.0,-1.0,1.0,1.1954659927725544,2841.0,5.0,62,signed_shared_shrinkage,,,,,,,,,,,,,,,,
100.0,-1.0,2.0,1.3547349331999072,3399.0,5.0,62,signed_shared_shrinkage,,,,,,,,,,,,,,,,
100.0,-1.0,-1.0,1.5535455884646368,0.0,5.0,62,signed_shared_shrinkage,,,,,,,,,,,,,,,,
100.0,1.0,0.0,2.1174583896885526,2799.0,5.0,62,signed_shared_shrinkage,,,,,,,,,,,,,,,,
100.0,1.0,1.0,1.2249678396875365,2841.0,5.0,62,signed_shared_shrinkage,,,,,,,,,,,,,,,,
100.0,1.0,2.0,1.2962095414966364,3399.0,5.0,62,signed_shared_shrinkage,,,,,,,,,,,,,,,,
100.0,1.0,-1.0,1.5462119236242418,0.0,5.0,62,signed_shared_shrinkage,,,,,,,,,,,,,,,,
,,0.0,2.0940955546561626,2799.0,,62,monotone_residual_table,monotonic,decreasing,4.0,,,,,,,,,,,,,
,,1.0,1.437430026970695,2841.0,,62,monotone_residual_table,monotonic,decreasing,4.0,,,,,,,,,,,,,
,,2.0,1.4608541245645559,3399.0,,62,monotone_residual_table,monotonic,decreasing,4.0,,,,,,,,,,,,,
,,-1.0,1.6641265687304712,0.0,,62,monotone_residual_table,monotonic,decreasing,4.0,,,,,,,,,,,,,
,,0.0,2.0755856505466888,2799.0,,62,monotone_residual_table,monotonic,decreasing,6.0,,,,,,,,,,,,,
,,1.0,1.3822446412149687,2841.0,,62,monotone_residual_table,monotonic,decreasing,6.0,,,,,,,,,,,,,
,,2.0,1.4856786270933129,3399.0,,62,monotone_residual_table,monotonic,decreasing,6.0,,,,,,,,,,,,,
,,-1.0,1.6478363062849901,0.0,,62,monotone_residual_table,monotonic,decreasing,6.0,,,,,,,,,,,,,
