alpha,amplitude_sign,fold,sigma68_ns,n_pair_residuals,n_features,heldout_run,variant,mode,direction,n_bins,stave,log_amp_center,trimmed_median_residual_ns,n_train_pulses,n_bins_requested,trim_fraction_each_tail,max_iter,learning_rate,max_leaf_nodes,l2_regularization,max_bins,random_state,monotone_log_amp
,,2.0,1.245972462324658,3531.0,23.0,59,shape_only,,,,,,,,,,60.0,0.05,7.0,0.0,64.0,20260609.0,
,,-1.0,1.444089842618623,0.0,23.0,59,shape_only,,,,,,,,,,60.0,0.05,7.0,0.0,64.0,20260609.0,
,,0.0,1.9091016767309035,2799.0,23.0,59,shape_only,,,,,,,,,,60.0,0.05,7.0,0.1,64.0,20260609.0,
,,1.0,1.150295127468589,2841.0,23.0,59,shape_only,,,,,,,,,,60.0,0.05,7.0,0.1,64.0,20260609.0,
,,2.0,1.2414449436402981,3531.0,23.0,59,shape_only,,,,,,,,,,60.0,0.05,7.0,0.1,64.0,20260609.0,
,,-1.0,1.4336139159465968,0.0,23.0,59,shape_only,,,,,,,,,,60.0,0.05,7.0,0.1,64.0,20260609.0,
,,0.0,1.8820891962240223,2799.0,23.0,59,shape_only,,,,,,,,,,60.0,0.05,15.0,0.0,64.0,20260609.0,
,,1.0,1.244069643308218,2841.0,23.0,59,shape_only,,,,,,,,,,60.0,0.05,15.0,0.0,64.0,20260609.0,
,,2.0,1.2567220978067992,3531.0,23.0,59,shape_only,,,,,,,,,,60.0,0.05,15.0,0.0,64.0,20260609.0,
,,-1.0,1.4609603124463464,0.0,23.0,59,shape_only,,,,,,,,,,60.0,0.05,15.0,0.0,64.0,20260609.0,
,,0.0,1.8836362131286903,2799.0,23.0,59,shape_only,,,,,,,,,,60.0,0.05,15.0,0.1,64.0,20260609.0,
,,1.0,1.2580518895643578,2841.0,23.0,59,shape_only,,,,,,,,,,60.0,0.05,15.0,0.1,64.0,20260609.0,
,,2.0,1.2591307949605837,3531.0,23.0,59,shape_only,,,,,,,,,,60.0,0.05,15.0,0.1,64.0,20260609.0,
,,-1.0,1.4669396325512105,0.0,23.0,59,shape_only,,,,,,,,,,60.0,0.05,15.0,0.1,64.0,20260609.0,
,,0.0,2.0412820309604114,2799.0,23.0,59,shape_only,,,,,,,,,,100.0,0.05,7.0,0.0,64.0,20260609.0,
,,1.0,1.3130769865784955,2841.0,23.0,59,shape_only,,,,,,,,,,100.0,0.05,7.0,0.0,64.0,20260609.0,
,,2.0,1.3542293602431896,3531.0,23.0,59,shape_only,,,,,,,,,,100.0,0.05,7.0,0.0,64.0,20260609.0,
,,-1.0,1.5695294592606988,0.0,23.0,59,shape_only,,,,,,,,,,100.0,0.05,7.0,0.0,64.0,20260609.0,
,,0.0,2.0221877827346573,2799.0,23.0,59,shape_only,,,,,,,,,,100.0,0.05,7.0,0.1,64.0,20260609.0,
,,1.0,1.3072634392956017,2841.0,23.0,59,shape_only,,,,,,,,,,100.0,0.05,7.0,0.1,64.0,20260609.0,
,,2.0,1.3219998441757432,3531.0,23.0,59,shape_only,,,,,,,,,,100.0,0.05,7.0,0.1,64.0,20260609.0,
,,-1.0,1.5504836887353342,0.0,23.0,59,shape_only,,,,,,,,,,100.0,0.05,7.0,0.1,64.0,20260609.0,
,,0.0,1.9832931277273342,2799.0,23.0,59,shape_only,,,,,,,,,,100.0,0.05,15.0,0.0,64.0,20260609.0,
,,1.0,1.3728492947984483,2841.0,23.0,59,shape_only,,,,,,,,,,100.0,0.05,15.0,0.0,64.0,20260609.0,
,,2.0,1.3471415689726318,3531.0,23.0,59,shape_only,,,,,,,,,,100.0,0.05,15.0,0.0,64.0,20260609.0,
,,-1.0,1.5677613304994715,0.0,23.0,59,shape_only,,,,,,,,,,100.0,0.05,15.0,0.0,64.0,20260609.0,
,,0.0,2.0165436382862554,2799.0,23.0,59,shape_only,,,,,,,,,,100.0,0.05,15.0,0.1,64.0,20260609.0,
,,1.0,1.3831844872952828,2841.0,23.0,59,shape_only,,,,,,,,,,100.0,0.05,15.0,0.1,64.0,20260609.0,
,,2.0,1.333263413659513,3531.0,23.0,59,shape_only,,,,,,,,,,100.0,0.05,15.0,0.1,64.0,20260609.0,
,,-1.0,1.5776638464136836,0.0,23.0,59,shape_only,,,,,,,,,,100.0,0.05,15.0,0.1,64.0,20260609.0,
,,0.0,1.9730101010251364,2799.0,3.0,59,stave_only,,,,,,,,,,60.0,0.05,7.0,0.0,64.0,20260609.0,
,,1.0,1.000000000000007,2841.0,3.0,59,stave_only,,,,,,,,,,60.0,0.05,7.0,0.0,64.0,20260609.0,
,,2.0,1.288294316722947,3531.0,3.0,59,stave_only,,,,,,,,,,60.0,0.05,7.0,0.0,64.0,20260609.0,
,,-1.0,1.42043480591603,0.0,3.0,59,stave_only,,,,,,,,,,60.0,0.05,7.0,0.0,64.0,20260609.0,
,,0.0,1.9729824847463462,2799.0,3.0,59,stave_only,,,,,,,,,,60.0,0.05,7.0,0.1,64.0,20260609.0,
,,1.0,1.0000000000000107,2841.0,3.0,59,stave_only,,,,,,,,,,60.0,0.05,7.0,0.1,64.0,20260609.0,
,,2.0,1.2882697315585752,3531.0,3.0,59,stave_only,,,,,,,,,,60.0,0.05,7.0,0.1,64.0,20260609.0,
,,-1.0,1.4204174054349774,0.0,3.0,59,stave_only,,,,,,,,,,60.0,0.05,7.0,0.1,64.0,20260609.0,
,,0.0,1.9730101010251364,2799.0,3.0,59,stave_only,,,,,,,,,,60.0,0.05,15.0,0.0,64.0,20260609.0,
,,1.0,1.000000000000007,2841.0,3.0,59,stave_only,,,,,,,,,,60.0,0.05,15.0,0.0,64.0,20260609.0,
,,2.0,1.288294316722947,3531.0,3.0,59,stave_only,,,,,,,,,,60.0,0.05,15.0,0.0,64.0,20260609.0,
,,-1.0,1.42043480591603,0.0,3.0,59,stave_only,,,,,,,,,,60.0,0.05,15.0,0.0,64.0,20260609.0,
,,0.0,1.9729824847463462,2799.0,3.0,59,stave_only,,,,,,,,,,60.0,0.05,15.0,0.1,64.0,20260609.0,
,,1.0,1.0000000000000107,2841.0,3.0,59,stave_only,,,,,,,,,,60.0,0.05,15.0,0.1,64.0,20260609.0,
,,2.0,1.2882697315585752,3531.0,3.0,59,stave_only,,,,,,,,,,60.0,0.05,15.0,0.1,64.0,20260609.0,
,,-1.0,1.4204174054349774,0.0,3.0,59,stave_only,,,,,,,,,,60.0,0.05,15.0,0.1,64.0,20260609.0,
,,0.0,2.134895760354521,2799.0,3.0,59,stave_only,,,,,,,,,,100.0,0.05,7.0,0.0,64.0,20260609.0,
,,1.0,1.0454409236994913,2841.0,3.0,59,stave_only,,,,,,,,,,100.0,0.05,7.0,0.0,64.0,20260609.0,
,,2.0,1.3537270588968262,3531.0,3.0,59,stave_only,,,,,,,,,,100.0,0.05,7.0,0.0,64.0,20260609.0,
,,-1.0,1.5113545809836129,0.0,3.0,59,stave_only,,,,,,,,,,100.0,0.05,7.0,0.0,64.0,20260609.0,
,,0.0,2.1348898416103417,2799.0,3.0,59,stave_only,,,,,,,,,,100.0,0.05,7.0,0.1,64.0,20260609.0,
,,1.0,1.0454354712538994,2841.0,3.0,59,stave_only,,,,,,,,,,100.0,0.05,7.0,0.1,64.0,20260609.0,
,,2.0,1.3537279388414056,3531.0,3.0,59,stave_only,,,,,,,,,,100.0,0.05,7.0,0.1,64.0,20260609.0,
,,-1.0,1.5113510839018822,0.0,3.0,59,stave_only,,,,,,,,,,100.0,0.05,7.0,0.1,64.0,20260609.0,
,,0.0,2.134895760354521,2799.0,3.0,59,stave_only,,,,,,,,,,100.0,0.05,15.0,0.0,64.0,20260609.0,
,,1.0,1.0454409236994913,2841.0,3.0,59,stave_only,,,,,,,,,,100.0,0.05,15.0,0.0,64.0,20260609.0,
,,2.0,1.3537270588968262,3531.0,3.0,59,stave_only,,,,,,,,,,100.0,0.05,15.0,0.0,64.0,20260609.0,
,,-1.0,1.5113545809836129,0.0,3.0,59,stave_only,,,,,,,,,,100.0,0.05,15.0,0.0,64.0,20260609.0,
,,0.0,2.1348898416103417,2799.0,3.0,59,stave_only,,,,,,,,,,100.0,0.05,15.0,0.1,64.0,20260609.0,
,,1.0,1.0454354712538994,2841.0,3.0,59,stave_only,,,,,,,,,,100.0,0.05,15.0,0.1,64.0,20260609.0,
,,2.0,1.3537279388414056,3531.0,3.0,59,stave_only,,,,,,,,,,100.0,0.05,15.0,0.1,64.0,20260609.0,
,,-1.0,1.5113510839018822,0.0,3.0,59,stave_only,,,,,,,,,,100.0,0.05,15.0,0.1,64.0,20260609.0,
0.0,-1.0,0.0,2.1388407832799694,2799.0,5.0,60,signed_shared_shrinkage,,,,,,,,,,,,,,,,
0.0,-1.0,1.0,1.1840337099579101,2838.0,5.0,60,signed_shared_shrinkage,,,,,,,,,,,,,,,,
0.0,-1.0,2.0,1.1385892693290844,3399.0,5.0,60,signed_shared_shrinkage,,,,,,,,,,,,,,,,
0.0,-1.0,-1.0,1.4871545875223215,0.0,5.0,60,signed_shared_shrinkage,,,,,,,,,,,,,,,,
0.0,1.0,0.0,2.1384391062761803,2799.0,5.0,60,signed_shared_shrinkage,,,,,,,,,,,,,,,,
0.0,1.0,1.0,1.2922904552242405,2838.0,5.0,60,signed_shared_shrinkage,,,,,,,,,,,,,,,,
0.0,1.0,2.0,1.160094875547825,3399.0,5.0,60,signed_shared_shrinkage,,,,,,,,,,,,,,,,
0.0,1.0,-1.0,1.5302748123494154,0.0,5.0,60,signed_shared_shrinkage,,,,,,,,,,,,,,,,
0.01,-1.0,0.0,2.138840598087829,2799.0,5.0,60,signed_shared_shrinkage,,,,,,,,,,,,,,,,
0.01,-1.0,1.0,1.1840335600079521,2838.0,5.0,60,signed_shared_shrinkage,,,,,,,,,,,,,,,,
0.01,-1.0,2.0,1.138587358344243,3399.0,5.0,60,signed_shared_shrinkage,,,,,,,,,,,,,,,,
0.01,-1.0,-1.0,1.4871538388133416,0.0,5.0,60,signed_shared_shrinkage,,,,,,,,,,,,,,,,
0.01,1.0,0.0,2.1384389981651384,2799.0,5.0,60,signed_shared_shrinkage,,,,,,,,,,,,,,,,
0.01,1.0,1.0,1.2922811706949824,2838.0,5.0,60,signed_shared_shrinkage,,,,,,,,,,,,,,,,
0.01,1.0,2.0,1.160086475652378,3399.0,5.0,60,signed_shared_shrinkage,,,,,,,,,,,,,,,,
0.01,1.0,-1.0,1.5302688815041663,0.0,5.0,60,signed_shared_shrinkage,,,,,,,,,,,,,,,,
0.1,-1.0,0.0,2.1388389313595404,2799.0,5.0,60,signed_shared_shrinkage,,,,,,,,,,,,,,,,
0.1,-1.0,1.0,1.1840322104602876,2838.0,5.0,60,signed_shared_shrinkage,,,,,,,,,,,,,,,,
0.1,-1.0,2.0,1.1385701778798012,3399.0,5.0,60,signed_shared_shrinkage,,,,,,,,,,,,,,,,
0.1,-1.0,-1.0,1.4871471065665431,0.0,5.0,60,signed_shared_shrinkage,,,,,,,,,,,,,,,,
0.1,1.0,0.0,2.1384380238684604,2799.0,5.0,60,signed_shared_shrinkage,,,,,,,,,,,,,,,,
0.1,1.0,1.0,1.2921977720542666,2838.0,5.0,60,signed_shared_shrinkage,,,,,,,,,,,,,,,,
0.1,1.0,2.0,1.1600110388928784,3399.0,5.0,60,signed_shared_shrinkage,,,,,,,,,,,,,,,,
0.1,1.0,-1.0,1.530215611605202,0.0,5.0,60,signed_shared_shrinkage,,,,,,,,,,,,,,,,
1.0,-1.0,0.0,2.1388222641564525,2799.0,5.0,60,signed_shared_shrinkage,,,,,,,,,,,,,,,,
1.0,-1.0,1.0,1.1840187150508825,2838.0,5.0,60,signed_shared_shrinkage,,,,,,,,,,,,,,,,
1.0,-1.0,2.0,1.1384001727582538,3399.0,5.0,60,signed_shared_shrinkage,,,,,,,,,,,,,,,,
1.0,-1.0,-1.0,1.4870803839885296,0.0,5.0,60,signed_shared_shrinkage,,,,,,,,,,,,,,,,
1.0,1.0,0.0,2.1384281548313933,2799.0,5.0,60,signed_shared_shrinkage,,,,,,,,,,,,,,,,
1.0,1.0,1.0,1.2898559533411822,2838.0,5.0,60,signed_shared_shrinkage,,,,,,,,,,,,,,,,
1.0,1.0,2.0,1.1592723940359762,3399.0,5.0,60,signed_shared_shrinkage,,,,,,,,,,,,,,,,
1.0,1.0,-1.0,1.5291855007361839,0.0,5.0,60,signed_shared_shrinkage,,,,,,,,,,,,,,,,
10.0,-1.0,0.0,2.1386556000619947,2799.0,5.0,60,signed_shared_shrinkage,,,,,,,,,,,,,,,,
10.0,-1.0,1.0,1.183883767423339,2838.0,5.0,60,signed_shared_shrinkage,,,,,,,,,,,,,,,,
10.0,-1.0,2.0,1.1368611335263121,3399.0,5.0,60,signed_shared_shrinkage,,,,,,,,,,,,,,,,
10.0,-1.0,-1.0,1.4864668336705487,0.0,5.0,60,signed_shared_shrinkage,,,,,,,,,,,,,,,,
10.0,1.0,0.0,2.137778348028289,2799.0,5.0,60,signed_shared_shrinkage,,,,,,,,,,,,,,,,
10.0,1.0,1.0,1.2705416494122341,2838.0,5.0,60,signed_shared_shrinkage,,,,,,,,,,,,,,,,
10.0,1.0,2.0,1.1531756393884793,3399.0,5.0,60,signed_shared_shrinkage,,,,,,,,,,,,,,,,
10.0,1.0,-1.0,1.5204985456096674,0.0,5.0,60,signed_shared_shrinkage,,,,,,,,,,,,,,,,
100.0,-1.0,0.0,2.1369897523743937,2799.0,5.0,60,signed_shared_shrinkage,,,,,,,,,,,,,,,,
100.0,-1.0,1.0,1.1825349374862064,2838.0,5.0,60,signed_shared_shrinkage,,,,,,,,,,,,,,,,
100.0,-1.0,2.0,1.1289055847667469,3399.0,5.0,60,signed_shared_shrinkage,,,,,,,,,,,,,,,,
100.0,-1.0,-1.0,1.482810091542449,0.0,5.0,60,signed_shared_shrinkage,,,,,,,,,,,,,,,,
100.0,1.0,0.0,2.1363280504800573,2799.0,5.0,60,signed_shared_shrinkage,,,,,,,,,,,,,,,,
100.0,1.0,1.0,1.2456767451958084,2838.0,5.0,60,signed_shared_shrinkage,,,,,,,,,,,,,,,,
100.0,1.0,2.0,1.1326790233670911,3399.0,5.0,60,signed_shared_shrinkage,,,,,,,,,,,,,,,,
100.0,1.0,-1.0,1.5048946063476523,0.0,5.0,60,signed_shared_shrinkage,,,,,,,,,,,,,,,,
,,0.0,1.9806517500908711,2799.0,,60,monotone_residual_table,monotonic,decreasing,4.0,,,,,,,,,,,,,
,,1.0,1.3872489164559954,2838.0,,60,monotone_residual_table,monotonic,decreasing,4.0,,,,,,,,,,,,,
,,2.0,1.3888969024612476,3399.0,,60,monotone_residual_table,monotonic,decreasing,4.0,,,,,,,,,,,,,
,,-1.0,1.5855991896693713,0.0,,60,monotone_residual_table,monotonic,decreasing,4.0,,,,,,,,,,,,,
,,0.0,1.9806517500908676,2799.0,,60,monotone_residual_table,monotonic,decreasing,6.0,,,,,,,,,,,,,
,,1.0,1.3293544143642437,2838.0,,60,monotone_residual_table,monotonic,decreasing,6.0,,,,,,,,,,,,,
,,2.0,1.2932691605746292,3399.0,,60,monotone_residual_table,monotonic,decreasing,6.0,,,,,,,,,,,,,
,,-1.0,1.5344251083432467,0.0,,60,monotone_residual_table,monotonic,decreasing,6.0,,,,,,,,,,,,,
,,0.0,1.9806517500908676,2799.0,,60,monotone_residual_table,monotonic,decreasing,8.0,,,,,,,,,,,,,
,,1.0,1.2500000000000036,2838.0,,60,monotone_residual_table,monotonic,decreasing,8.0,,,,,,,,,,,,,
,,2.0,1.2708481192334986,3399.0,,60,monotone_residual_table,monotonic,decreasing,8.0,,,,,,,,,,,,,
,,-1.0,1.5004999564414565,0.0,,60,monotone_residual_table,monotonic,decreasing,8.0,,,,,,,,,,,,,
,,0.0,1.9806517500908676,2799.0,,60,monotone_residual_table,monotonic,decreasing,10.0,,,,,,,,,,,,,
,,1.0,1.3064375525342524,2838.0,,60,monotone_residual_table,monotonic,decreasing,10.0,,,,,,,,,,,,,
,,2.0,1.3128410887968578,3399.0,,60,monotone_residual_table,monotonic,decreasing,10.0,,,,,,,,,,,,,
,,-1.0,1.5333101304739927,0.0,,60,monotone_residual_table,monotonic,decreasing,10.0,,,,,,,,,,,,,
,,0.0,1.9806517500908676,2799.0,,60,monotone_residual_table,monotonic,decreasing,12.0,,,,,,,,,,,,,
,,1.0,1.2980956987924974,2838.0,,60,monotone_residual_table,monotonic,decreasing,12.0,,,,,,,,,,,,,
,,2.0,1.277975769939376,3399.0,,60,monotone_residual_table,monotonic,decreasing,12.0,,,,,,,,,,,,,
,,-1.0,1.5189077396075803,0.0,,60,monotone_residual_table,monotonic,decreasing,12.0,,,,,,,,,,,,,
,,,,,,60,robust_heavytail_table,,,,B4,7.1846291527173145,-4.0304834643065846,303.0,10.0,0.1,,,,,,,
,,,,,,60,robust_heavytail_table,,,,B4,7.423269847654294,-4.0304834643065846,300.0,10.0,0.1,,,,,,,
,,,,,,60,robust_heavytail_table,,,,B4,7.5408869918967305,-4.0304834643065846,302.0,10.0,0.1,,,,,,,
,,,,,,60,robust_heavytail_table,,,,B4,7.631189122733682,-4.0304834643065846,300.0,10.0,0.1,,,,,,,
,,,,,,60,robust_heavytail_table,,,,B4,7.7045865708189645,-4.0304834643065846,301.0,10.0,0.1,,,,,,,
,,,,,,60,robust_heavytail_table,,,,B4,7.771488760117616,-4.0304834643065846,301.0,10.0,0.1,,,,,,,
,,,,,,60,robust_heavytail_table,,,,B4,7.826642636703558,-4.0304834643065846,301.0,10.0,0.1,,,,,,,
,,,,,,60,robust_heavytail_table,,,,B4,7.88004818309077,-4.0304834643065846,302.0,10.0,0.1,,,,,,,
,,,,,,60,robust_heavytail_table,,,,B4,7.937642513454998,-4.0304834643065846,300.0,10.0,0.1,,,,,,,
,,,,,,60,robust_heavytail_table,,,,B4,8.035845457196412,-4.0304834643065846,302.0,10.0,0.1,,,,,,,
,,,,,,60,robust_heavytail_table,,,,B6,7.2865341218277955,2.461303500181728,302.0,10.0,0.1,,,,,,,
,,,,,,60,robust_heavytail_table,,,,B6,7.486613313139955,2.461303500181728,301.0,10.0,0.1,,,,,,,
,,,,,,60,robust_heavytail_table,,,,B6,7.59965167764043,2.461303500181728,302.0,10.0,0.1,,,,,,,
,,,,,,60,robust_heavytail_table,,,,B6,7.68017564043659,2.461303500181728,301.0,10.0,0.1,,,,,,,
,,,,,,60,robust_heavytail_table,,,,B6,7.7496456824778335,2.461303500181728,300.0,10.0,0.1,,,,,,,
,,,,,,60,robust_heavytail_table,,,,B6,7.815005266204143,2.461303500181728,301.0,10.0,0.1,,,,,,,
,,,,,,60,robust_heavytail_table,,,,B6,7.872073979866873,2.461303500181728,303.0,10.0,0.1,,,,,,,
,,,,,,60,robust_heavytail_table,,,,B6,7.925157512224703,2.461303500181728,300.0,10.0,0.1,,,,,,,
,,,,,,60,robust_heavytail_table,,,,B6,7.986589936429253,2.461303500181728,300.0,10.0,0.1,,,,,,,
,,,,,,60,robust_heavytail_table,,,,B6,8.089175572916128,2.461303500181728,302.0,10.0,0.1,,,,,,,
,,,,,,60,robust_heavytail_table,,,,B8,7.489412083508719,1.5691799641248565,303.0,10.0,0.1,,,,,,,
,,,,,,60,robust_heavytail_table,,,,B8,7.79934339821592,1.5691799641248565,300.0,10.0,0.1,,,,,,,
,,,,,,60,robust_heavytail_table,,,,B8,7.930206206684683,1.5691799641248707,301.0,10.0,0.1,,,,,,,
,,,,,,60,robust_heavytail_table,,,,B8,8.010608558464606,1.5691799641248565,302.0,10.0,0.1,,,,,,,
,,,,,,60,robust_heavytail_table,,,,B8,8.067462667010057,1.5691799641248636,300.0,10.0,0.1,,,,,,,
,,,,,,60,robust_heavytail_table,,,,B8,8.134467570277563,1.5691799641248565,301.0,10.0,0.1,,,,,,,
,,,,,,60,robust_heavytail_table,,,,B8,8.210668031162976,1.5691799641248565,301.0,10.0,0.1,,,,,,,
,,,,,,60,robust_heavytail_table,,,,B8,8.30114937721725,1.5691799641248565,301.0,10.0,0.1,,,,,,,
,,,,,,60,robust_heavytail_table,,,,B8,8.404584247033583,1.3191799641248565,301.0,10.0,0.1,,,,,,,
,,,,,,60,robust_heavytail_table,,,,B8,8.572391216439758,0.0691799641248636,302.0,10.0,0.1,,,,,,,
,,0.0,1.8772239057780453,2799.0,24.0,60,full_unconstrained,,,,,,,,,,60.0,0.05,7.0,0.0,64.0,20260609.0,
,,1.0,1.295651446048101,2838.0,24.0,60,full_unconstrained,,,,,,,,,,60.0,0.05,7.0,0.0,64.0,20260609.0,
,,2.0,1.2115066448264524,3399.0,24.0,60,full_unconstrained,,,,,,,,,,60.0,0.05,7.0,0.0,64.0,20260609.0,
,,-1.0,1.4614606655508664,0.0,24.0,60,full_unconstrained,,,,,,,,,,60.0,0.05,7.0,0.0,64.0,20260609.0,
,,0.0,1.8696472676819755,2799.0,24.0,60,full_unconstrained,,,,,,,,,,60.0,0.05,7.0,0.1,64.0,20260609.0,
,,1.0,1.2973170980951227,2838.0,24.0,60,full_unconstrained,,,,,,,,,,60.0,0.05,7.0,0.1,64.0,20260609.0,
,,2.0,1.212648528229381,3399.0,24.0,60,full_unconstrained,,,,,,,,,,60.0,0.05,7.0,0.1,64.0,20260609.0,
,,-1.0,1.4598709646688264,0.0,24.0,60,full_unconstrained,,,,,,,,,,60.0,0.05,7.0,0.1,64.0,20260609.0,
,,0.0,1.8985497271878349,2799.0,24.0,60,full_unconstrained,,,,,,,,,,60.0,0.05,15.0,0.0,64.0,20260609.0,
,,1.0,1.3383707043736557,2838.0,24.0,60,full_unconstrained,,,,,,,,,,60.0,0.05,15.0,0.0,64.0,20260609.0,
,,2.0,1.2466989301037135,3399.0,24.0,60,full_unconstrained,,,,,,,,,,60.0,0.05,15.0,0.0,64.0,20260609.0,
,,-1.0,1.4945397872217345,0.0,24.0,60,full_unconstrained,,,,,,,,,,60.0,0.05,15.0,0.0,64.0,20260609.0,
,,0.0,1.8889192570002558,2799.0,24.0,60,full_unconstrained,,,,,,,,,,60.0,0.05,15.0,0.1,64.0,20260609.0,
,,1.0,1.3343663042935403,2838.0,24.0,60,full_unconstrained,,,,,,,,,,60.0,0.05,15.0,0.1,64.0,20260609.0,
,,2.0,1.2411472712679934,3399.0,24.0,60,full_unconstrained,,,,,,,,,,60.0,0.05,15.0,0.1,64.0,20260609.0,
,,-1.0,1.4881442775205966,0.0,24.0,60,full_unconstrained,,,,,,,,,,60.0,0.05,15.0,0.1,64.0,20260609.0,
,,0.0,2.0306936755523215,2799.0,24.0,60,full_unconstrained,,,,,,,,,,100.0,0.05,7.0,0.0,64.0,20260609.0,
,,1.0,1.3747467453838327,2838.0,24.0,60,full_unconstrained,,,,,,,,,,100.0,0.05,7.0,0.0,64.0,20260609.0,
,,2.0,1.3142996823058182,3399.0,24.0,60,full_unconstrained,,,,,,,,,,100.0,0.05,7.0,0.0,64.0,20260609.0,
,,-1.0,1.5732467010806575,0.0,24.0,60,full_unconstrained,,,,,,,,,,100.0,0.05,7.0,0.0,64.0,20260609.0,
,,0.0,2.040765464308178,2799.0,24.0,60,full_unconstrained,,,,,,,,,,100.0,0.05,7.0,0.1,64.0,20260609.0,
,,1.0,1.3755425111865482,2838.0,24.0,60,full_unconstrained,,,,,,,,,,100.0,0.05,7.0,0.1,64.0,20260609.0,
,,2.0,1.3181667288856616,3399.0,24.0,60,full_unconstrained,,,,,,,,,,100.0,0.05,7.0,0.1,64.0,20260609.0,
,,-1.0,1.5781582347934628,0.0,24.0,60,full_unconstrained,,,,,,,,,,100.0,0.05,7.0,0.1,64.0,20260609.0,
,,0.0,1.99237822429601,2799.0,24.0,60,full_unconstrained,,,,,,,,,,100.0,0.05,15.0,0.0,64.0,20260609.0,
,,1.0,1.4678728048136205,2838.0,24.0,60,full_unconstrained,,,,,,,,,,100.0,0.05,15.0,0.0,64.0,20260609.0,
,,2.0,1.3436781462354856,3399.0,24.0,60,full_unconstrained,,,,,,,,,,100.0,0.05,15.0,0.0,64.0,20260609.0,
,,-1.0,1.6013097251150388,0.0,24.0,60,full_unconstrained,,,,,,,,,,100.0,0.05,15.0,0.0,64.0,20260609.0,
,,0.0,1.9909965680226267,2799.0,24.0,60,full_unconstrained,,,,,,,,,,100.0,0.05,15.0,0.1,64.0,20260609.0,
,,1.0,1.4782868933975863,2838.0,24.0,60,full_unconstrained,,,,,,,,,,100.0,0.05,15.0,0.1,64.0,20260609.0,
,,2.0,1.35666461671523,3399.0,24.0,60,full_unconstrained,,,,,,,,,,100.0,0.05,15.0,0.1,64.0,20260609.0,
,,-1.0,1.6086493593784812,0.0,24.0,60,full_unconstrained,,,,,,,,,,100.0,0.05,15.0,0.1,64.0,20260609.0,
,,0.0,1.8733083202183256,2799.0,24.0,60,full_monotone_log_amp,,,,,,,,,,60.0,0.05,7.0,0.0,64.0,20260609.0,-1
,,1.0,1.2719538814532798,2838.0,24.0,60,full_monotone_log_amp,,,,,,,,,,60.0,0.05,7.0,0.0,64.0,20260609.0,-1
,,2.0,1.1991689585827132,3399.0,24.0,60,full_monotone_log_amp,,,,,,,,,,60.0,0.05,7.0,0.0,64.0,20260609.0,-1
,,-1.0,1.4481437200847729,0.0,24.0,60,full_monotone_log_amp,,,,,,,,,,60.0,0.05,7.0,0.0,64.0,20260609.0,-1
,,0.0,1.9349972853806428,2799.0,24.0,60,full_monotone_log_amp,,,,,,,,,,60.0,0.05,7.0,0.0,64.0,20260609.0,1
,,1.0,1.2821363715619305,2838.0,24.0,60,full_monotone_log_amp,,,,,,,,,,60.0,0.05,7.0,0.0,64.0,20260609.0,1
,,2.0,1.223966354409513,3399.0,24.0,60,full_monotone_log_amp,,,,,,,,,,60.0,0.05,7.0,0.0,64.0,20260609.0,1
,,-1.0,1.4803666704506953,0.0,24.0,60,full_monotone_log_amp,,,,,,,,,,60.0,0.05,7.0,0.0,64.0,20260609.0,1
,,0.0,1.8540192062266956,2799.0,24.0,60,full_monotone_log_amp,,,,,,,,,,60.0,0.05,7.0,0.1,64.0,20260609.0,-1
,,1.0,1.2674450507465425,2838.0,24.0,60,full_monotone_log_amp,,,,,,,,,,60.0,0.05,7.0,0.1,64.0,20260609.0,-1
,,2.0,1.1969386554188166,3399.0,24.0,60,full_monotone_log_amp,,,,,,,,,,60.0,0.05,7.0,0.1,64.0,20260609.0,-1
,,-1.0,1.439467637464018,0.0,24.0,60,full_monotone_log_amp,,,,,,,,,,60.0,0.05,7.0,0.1,64.0,20260609.0,-1
,,0.0,1.9476826198247459,2799.0,24.0,60,full_monotone_log_amp,,,,,,,,,,60.0,0.05,7.0,0.1,64.0,20260609.0,1
,,1.0,1.2778158283087326,2838.0,24.0,60,full_monotone_log_amp,,,,,,,,,,60.0,0.05,7.0,0.1,64.0,20260609.0,1
,,2.0,1.2328963936889445,3399.0,24.0,60,full_monotone_log_amp,,,,,,,,,,60.0,0.05,7.0,0.1,64.0,20260609.0,1
,,-1.0,1.4861316139408078,0.0,24.0,60,full_monotone_log_amp,,,,,,,,,,60.0,0.05,7.0,0.1,64.0,20260609.0,1
,,0.0,1.8407454925060938,2799.0,24.0,60,full_monotone_log_amp,,,,,,,,,,60.0,0.05,15.0,0.0,64.0,20260609.0,-1
,,1.0,1.3340274594569106,2838.0,24.0,60,full_monotone_log_amp,,,,,,,,,,60.0,0.05,15.0,0.0,64.0,20260609.0,-1
,,2.0,1.246752113937652,3399.0,24.0,60,full_monotone_log_amp,,,,,,,,,,60.0,0.05,15.0,0.0,64.0,20260609.0,-1
,,-1.0,1.4738416886335521,0.0,24.0,60,full_monotone_log_amp,,,,,,,,,,60.0,0.05,15.0,0.0,64.0,20260609.0,-1
,,0.0,1.910577628765783,2799.0,24.0,60,full_monotone_log_amp,,,,,,,,,,60.0,0.05,15.0,0.0,64.0,20260609.0,1
